tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
7744,note_on,,160,0,7,,,,,,,6,,,69,0
7774,note_on,,94,0,10,,,,,,,12,,,57,0
7774,note_on,,94,0,1,,,,,,,0,,,64,0
7774,note_on,,94,0,6,,,,,,,5,,,45,0
7774,note_on,,94,0,5,,,,,,,4,,,57,0
7776,note_on,,2,0,10,,,,,,,12,,,52,75
7776,note_on,,2,0,1,,,,,,,0,,,67,108
7776,note_on,,2,0,6,,,,,,,5,,,40,60
7776,note_on,,2,0,5,,,,,,,4,,,52,75
7870,note_on,,94,0,6,,,,,,,5,,,40,0
7870,note_on,,94,0,10,,,,,,,12,,,52,0
7870,note_on,,94,0,5,,,,,,,4,,,52,0
7870,note_on,,94,0,1,,,,,,,0,,,67,0
7872,note_on,,2,0,5,,,,,,,4,,,48,75
7872,note_on,,2,0,1,,,,,,,0,,,64,108
7872,note_on,,2,0,10,,,,,,,12,,,48,75
7872,note_on,,2,0,6,,,,,,,5,,,36,60
7966,note_on,,94,0,10,,,,,,,12,,,48,0
7966,note_on,,94,0,5,,,,,,,4,,,48,0
7966,note_on,,94,0,6,,,,,,,5,,,36,0
7966,note_on,,94,0,1,,,,,,,0,,,64,0
7968,note_on,,2,0,10,,,,,,,12,,,55,75
7968,note_on,,2,0,6,,,,,,,5,,,43,60
7968,note_on,,2,0,5,,,,,,,4,,,55,75
7968,note_on,,2,0,1,,,,,,,0,,,64,108
8062,note_on,,94,0,6,,,,,,,5,,,43,0
8062,note_on,,94,0,1,,,,,,,0,,,64,0
8062,note_on,,94,0,10,,,,,,,12,,,55,0
8062,note_on,,94,0,5,,,,,,,4,,,55,0
8064,note_on,,2,0,6,,,,,,,5,,,40,60
8064,note_on,,2,0,10,,,,,,,12,,,52,75
8064,note_on,,2,0,5,,,,,,,4,,,52,75
8064,note_on,,2,0,1,,,,,,,0,,,60,108
8158,note_on,,94,0,6,,,,,,,5,,,40,0
8158,note_on,,94,0,1,,,,,,,0,,,60,0
8158,note_on,,94,0,5,,,,,,,4,,,52,0
8158,note_on,,94,0,10,,,,,,,12,,,52,0
8160,note_on,,2,0,1,,,,,,,0,,,60,108
8160,note_on,,2,0,5,,,,,,,4,,,60,75
8160,note_on,,2,0,6,,,,,,,5,,,48,60
8160,note_on,,2,0,10,,,,,,,12,,,60,75
8254,note_on,,94,0,5,,,,,,,4,,,60,0
8254,note_on,,94,0,6,,,,,,,5,,,48,0
8254,note_on,,94,0,10,,,,,,,12,,,60,0
8256,note_on,,2,0,5,,,,,,,4,,,55,75
8256,note_on,,2,0,6,,,,,,,5,,,43,60
8256,note_on,,2,0,10,,,,,,,12,,,55,75
8302,note_on,,142,0,1,,,,,,,0,,,60,0
8304,note_on,,2,0,1,,,,,,,0,,,59,108
8350,note_on,,94,0,6,,,,,,,5,,,43,0
8350,note_on,,46,0,1,,,,,,,0,,,59,0
8350,note_on,,94,0,10,,,,,,,12,,,55,0
8350,note_on,,94,0,5,,,,,,,4,,,55,0
8352,note_on,,2,0,10,,,,,,,12,,,52,75
8352,note_on,,2,0,5,,,,,,,4,,,52,75
8352,note_on,,2,0,1,,,,,,,0,,,60,108
8352,note_on,,2,0,6,,,,,,,5,,,40,60
8446,note_on,,94,0,6,,,,,,,5,,,40,0
8446,note_on,,94,0,10,,,,,,,12,,,52,0
8446,note_on,,94,0,5,,,,,,,4,,,52,0
8448,note_on,,2,0,10,,,,,,,12,,,48,75
8448,note_on,,704,0,4,,,,,,,3,,,67,75
8448,note_on,,704,0,3,,,,,,,2,,,72,92
8448,note_on,,704,0,9,,,,,,,11,,,72,75
8448,note_on,,2,0,5,,,,,,,4,,,48,75
8448,note_on,,704,0,8,,,,,,,10,,,76,75
8448,note_on,,704,0,7,,,,,,,6,,,76,108
8448,note_on,,2,0,6,,,,,,,5,,,36,60
8448,note_on,,704,0,2,,,,,,,1,,,76,92
8512,note_on,,160,0,1,,,,,,,0,,,60,0
8542,note_on,,94,0,2,,,,,,,1,,,76,0
8542,note_on,,94,0,5,,,,,,,4,,,48,0
8542,note_on,,94,0,10,,,,,,,12,,,48,0
8542,note_on,,94,0,7,,,,,,,6,,,76,0
8542,note_on,,94,0,6,,,,,,,5,,,36,0
8542,note_on,,94,0,4,,,,,,,3,,,67,0
8542,note_on,,94,0,3,,,,,,,2,,,72,0
8542,note_on,,94,0,8,,,,,,,10,,,76,0
8542,note_on,,94,0,9,,,,,,,11,,,72,0
8544,note_on,,2,0,9,,,,,,,11,,,76,75
8544,note_on,,2,0,6,,,,,,,5,,,36,60
8544,note_on,,2,0,7,,,,,,,6,,,79,108
8544,note_on,,2,0,8,,,,,,,10,,,79,75
8544,note_on,,2,0,10,,,,,,,12,,,48,75
8544,note_on,,2,0,5,,,,,,,4,,,48,75
8544,note_on,,2,0,4,,,,,,,3,,,72,75
8544,note_on,,2,0,2,,,,,,,1,,,79,92
8544,note_on,,2,0,3,,,,,,,2,,,76,92
8638,note_on,,94,0,2,,,,,,,1,,,79,0
8638,note_on,,94,0,7,,,,,,,6,,,79,0
8638,note_on,,94,0,8,,,,,,,10,,,79,0
8638,note_on,,94,0,3,,,,,,,2,,,76,0
8638,note_on,,94,0,4,,,,,,,3,,,72,0
8638,note_on,,94,0,9,,,,,,,11,,,76,0
8640,note_on,,2,0,3,,,,,,,2,,,72,92
8640,note_on,,2,0,2,,,,,,,1,,,76,92
8640,note_on,,2,0,4,,,,,,,3,,,67,75
8640,note_on,,2,0,9,,,,,,,11,,,72,75
8640,note_on,,2,0,7,,,,,,,6,,,76,108
8640,note_on,,2,0,8,,,,,,,10,,,76,75
8704,note_on,,160,0,6,,,,,,,5,,,36,0
8704,note_on,,160,0,10,,,,,,,12,,,48,0
8704,note_on,,160,0,5,,,,,,,4,,,48,0
8734,note_on,,94,0,8,,,,,,,10,,,76,0
8734,note_on,,94,0,3,,,,,,,2,,,72,0
8734,note_on,,94,0,7,,,,,,,6,,,76,0
8734,note_on,,94,0,9,,,,,,,11,,,72,0
8734,note_on,,94,0,4,,,,,,,3,,,67,0
8734,note_on,,94,0,2,,,,,,,1,,,76,0
8736,note_on,,2,0,2,,,,,,,1,,,76,92
8736,note_on,,2,0,9,,,,,,,11,,,72,75
8736,note_on,,2,0,7,,,,,,,6,,,76,108
8736,note_on,,2,0,3,,,,,,,2,,,72,92
8736,note_on,,2,0,4,,,,,,,3,,,67,75
8736,note_on,,2,0,8,,,,,,,10,,,76,75
8830,note_on,,94,0,9,,,,,,,11,,,72,0
8830,note_on,,94,0,4,,,,,,,3,,,67,0
8830,note_on,,94,0,7,,,,,,,6,,,76,0
8830,note_on,,94,0,2,,,,,,,1,,,76,0
8830,note_on,,94,0,3,,,,,,,2,,,72,0
8830,note_on,,94,0,8,,,,,,,10,,,76,0
8832,note_on,,128,0,5,,,,,,,4,,,48,75
8832,note_on,,2,0,3,,,,,,,2,,,69,92
8832,note_on,,2,0,8,,,,,,,10,,,72,75
8832,note_on,,2,0,2,,,,,,,1,,,72,92
8832,note_on,,128,0,10,,,,,,,12,,,48,75
8832,note_on,,2,0,4,,,,,,,3,,,64,75
8832,note_on,,2,0,7,,,,,,,6,,,72,108
8832,note_on,,128,0,6,,,,,,,5,,,36,60
8832,note_on,,2,0,9,,,,,,,11,,,69,75
8926,note_on,,94,0,5,,,,,,,4,,,48,0
8926,note_on,,94,0,4,,,,,,,3,,,64,0
8926,note_on,,94,0,6,,,,,,,5,,,36,0
8926,note_on,,94,0,10,,,,,,,12,,,48,0
8926,note_on,,94,0,3,,,,,,,2,,,69,0
8926,note_on,,94,0,7,,,,,,,6,,,72,0
8926,note_on,,94,0,2,,,,,,,1,,,72,0
8926,note_on,,94,0,8,,,,,,,10,,,72,0
8926,note_on,,94,0,9,,,,,,,11,,,69,0
8928,note_on,,2,0,3,,,,,,,2,,,67,92
8928,note_on,,2,0,6,,,,,,,5,,,40,60
8928,note_on,,2,0,7,,,,,,,6,,,72,108
8928,note_on,,2,0,4,,,,,,,3,,,60,75
8928,note_on,,2,0,2,,,,,,,1,,,72,92
8928,note_on,,2,0,8,,,,,,,10,,,72,75
8928,note_on,,2,0,9,,,,,,,11,,,67,75
8928,note_on,,2,0,5,,,,,,,4,,,52,75
8928,note_on,,2,0,10,,,,,,,12,,,52,75
9022,note_on,,94,0,3,,,,,,,2,,,67,0
9022,note_on,,94,0,2,,,,,,,1,,,72,0
9022,note_on,,94,0,5,,,,,,,4,,,52,0
9022,note_on,,94,0,9,,,,,,,11,,,67,0
9022,note_on,,94,0,8,,,,,,,10,,,72,0
9022,note_on,,94,0,6,,,,,,,5,,,40,0
9022,note_on,,94,0,10,,,,,,,12,,,52,0
9022,note_on,,94,0,4,,,,,,,3,,,60,0
9024,note_on,,2,0,9,,,,,,,11,,,64,75
9024,note_on,,2,0,10,,,,,,,12,,,48,75
9024,note_on,,2,0,6,,,,,,,5,,,36,60
9024,note_on,,2,0,4,,,,,,,3,,,60,75
9024,note_on,,2,0,3,,,,,,,2,,,64,92
9024,note_on,,2,0,8,,,,,,,10,,,67,75
9024,note_on,,2,0,2,,,,,,,1,,,67,92
9024,note_on,,2,0,5,,,,,,,4,,,48,75
9070,note_on,,142,0,7,,,,,,,6,,,72,0
9072,note_on,,2,0,7,,,,,,,6,,,72,108
9118,note_on,,94,0,2,,,,,,,1,,,67,0
9118,note_on,,94,0,6,,,,,,,5,,,36,0
9118,note_on,,94,0,3,,,,,,,2,,,64,0
9118,note_on,,94,0,9,,,,,,,11,,,64,0
9118,note_on,,94,0,5,,,,,,,4,,,48,0
9118,note_on,,94,0,4,,,,,,,3,,,60,0
9118,note_on,,46,0,7,,,,,,,6,,,72,0
9118,note_on,,94,0,10,,,,,,,12,,,48,0
9118,note_on,,94,0,8,,,,,,,10,,,67,0
9120,note_on,,2,0,6,,,,,,,5,,,36,60
9120,note_on,,2,0,2,,,,,,,1,,,64,92
9120,note_on,,2,0,4,,,,,,,3,,,60,75
9120,note_on,,2,0,7,,,,,,,6,,,72,108
9120,note_on,,2,0,8,,,,,,,10,,,64,75
9120,note_on,,2,0,9,,,,,,,11,,,60,75
9120,note_on,,2,0,10,,,,,,,12,,,48,75
9120,note_on,,2,0,5,,,,,,,4,,,48,75
9120,note_on,,2,0,3,,,,,,,2,,,60,92
9214,note_on,,94,0,6,,,,,,,5,,,36,0
9214,note_on,,94,0,7,,,,,,,6,,,72,0
9214,note_on,,94,0,5,,,,,,,4,,,48,0
9214,note_on,,94,0,10,,,,,,,12,,,48,0
9216,note_on,,704,0,1,,,,,,,0,,,60,108
9216,note_on,,2,0,7,,,,,,,6,,,76,108
9216,note_on,,2,0,6,,,,,,,5,,,33,60
9216,note_on,,2,0,5,,,,,,,4,,,45,75
9216,note_on,,2,0,10,,,,,,,12,,,45,75
9280,note_on,,160,0,4,,,,,,,3,,,60,0
9280,note_on,,160,0,3,,,,,,,2,,,60,0
9280,note_on,,160,0,9,,,,,,,11,,,60,0
9280,note_on,,160,0,8,,,,,,,10,,,64,0
9280,note_on,,160,0,2,,,,,,,1,,,64,0
9310,note_on,,94,0,10,,,,,,,12,,,45,0
9310,note_on,,94,0,1,,,,,,,0,,,60,0
9310,note_on,,94,0,5,,,,,,,4,,,45,0
9310,note_on,,94,0,6,,,,,,,5,,,33,0
9310,note_on,,94,0,7,,,,,,,6,,,76,0
9312,note_on,,2,0,6,,,,,,,5,,,38,60
9312,note_on,,2,0,1,,,,,,,0,,,60,108
9312,note_on,,2,0,5,,,,,,,4,,,50,75
9312,note_on,,2,0,10,,,,,,,12,,,50,75
9312,note_on,,2,0,7,,,,,,,6,,,78,108
9382,note_on,,70,0,7,,,,,,,6,,,78,0
9384,note_on,,2,0,7,,,,,,,6,,,76,108
9406,note_on,,22,0,7,,,,,,,6,,,76,0
9406,note_on,,94,0,1,,,,,,,0,,,60,0
9408,note_on,,2,0,7,,,,,,,6,,,74,108
9408,note_on,,2,0,1,,,,,,,0,,,59,108
9472,note_on,,160,0,6,,,,,,,5,,,38,0
9472,note_on,,160,0,10,,,,,,,12,,,50,0
9472,note_on,,160,0,5,,,,,,,4,,,50,0
9478,note_on,,70,0,7,,,,,,,6,,,74,0
9480,note_on,,2,0,7,,,,,,,6,,,76,108
9502,note_on,,22,0,7,,,,,,,6,,,76,0
9502,note_on,,94,0,1,,,,,,,0,,,59,0
9504,note_on,,2,0,1,,,,,,,0,,,57,108
9504,note_on,,2,0,7,,,,,,,6,,,78,108
9600,note_on,,128,0,10,,,,,,,12,,,50,75
9600,note_on,,128,0,5,,,,,,,4,,,50,75
9600,note_on,,128,0,6,,,,,,,5,,,38,60
9646,note_on,,142,0,1,,,,,,,0,,,57,0
9646,note_on,,142,0,7,,,,,,,6,,,78,0
9648,note_on,,2,0,1,,,,,,,0,,,62,108
9648,note_on,,2,0,7,,,,,,,6,,,78,108
9694,note_on,,94,0,10,,,,,,,12,,,50,0
9694,note_on,,94,0,6,,,,,,,5,,,38,0
9694,note_on,,46,0,7,,,,,,,6,,,78,0
9694,note_on,,46,0,1,,,,,,,0,,,62,0
9694,note_on,,94,0,5,,,,,,,4,,,50,0
9696,note_on,,2,0,6,,,,,,,5,,,31,60
9696,note_on,,2,0,7,,,,,,,6,,,79,108
9696,note_on,,2,0,5,,,,,,,4,,,43,75
9696,note_on,,2,0,1,,,,,,,0,,,59,108
9696,note_on,,2,0,10,,,,,,,12,,,43,75
9790,note_on,,94,0,6,,,,,,,5,,,31,0
9790,note_on,,94,0,10,,,,,,,12,,,43,0
9790,note_on,,94,0,1,,,,,,,0,,,59,0
9790,note_on,,94,0,5,,,,,,,4,,,43,0
9792,note_on,,2,0,10,,,,,,,12,,,52,75
9792,note_on,,2,0,6,,,,,,,5,,,40,60
9792,note_on,,2,0,5,,,,,,,4,,,52,75
9792,note_on,,2,0,1,,,,,,,0,,,64,108
9856,note_on,,160,0,7,,,,,,,6,,,79,0
9886,note_on,,94,0,5,,,,,,,4,,,52,0
9886,note_on,,94,0,1,,,,,,,0,,,64,0
9886,note_on,,94,0,10,,,,,,,12,,,52,0
9886,note_on,,94,0,6,,,,,,,5,,,40,0
9888,note_on,,2,0,5,,,,,,,4,,,57,75
9888,note_on,,2,0,10,,,,,,,12,,,57,75
9888,note_on,,2,0,6,,,,,,,5,,,45,60
9888,note_on,,2,0,1,,,,,,,0,,,61,108
9982,note_on,,94,0,6,,,,,,,5,,,45,0
9982,note_on,,94,0,5,,,,,,,4,,,57,0
9982,note_on,,94,0,10,,,,,,,12,,,57,0
9982,note_on,,94,0,1,,,,,,,0,,,61,0
9984,note_on,,2,0,10,,,,,,,12,,,49,75
9984,note_on,,2,0,6,,,,,,,5,,,37,60
9984,note_on,,2,0,1,,,,,,,0,,,57,108
9984,note_on,,2,0,5,,,,,,,4,,,49,75
9984,note_on,,128,0,7,,,,,,,6,,,76,108
10078,note_on,,94,0,1,,,,,,,0,,,57,0
10078,note_on,,94,0,6,,,,,,,5,,,37,0
10078,note_on,,94,0,5,,,,,,,4,,,49,0
10078,note_on,,94,0,7,,,,,,,6,,,76,0
10078,note_on,,94,0,10,,,,,,,12,,,49,0
10080,note_on,,2,0,1,,,,,,,0,,,65,108
10080,note_on,,2,0,7,,,,,,,6,,,69,108
10080,note_on,,2,0,5,,,,,,,4,,,50,75
10080,note_on,,2,0,10,,,,,,,12,,,50,75
10080,note_on,,2,0,6,,,,,,,5,,,38,60
10174,note_on,,94,0,6,,,,,,,5,,,38,0
10174,note_on,,94,0,7,,,,,,,6,,,69,0
10174,note_on,,94,0,10,,,,,,,12,,,50,0
10174,note_on,,94,0,5,,,,,,,4,,,50,0
10176,note_on,,2,0,7,,,,,,,6,,,69,108
10176,note_on,,2,0,5,,,,,,,4,,,52,75
10176,note_on,,2,0,10,,,,,,,12,,,52,75
10176,note_on,,2,0,6,,,,,,,5,,,40,60
10222,note_on,,142,0,1,,,,,,,0,,,65,0
10222,note_on,,46,0,7,,,,,,,6,,,69,0
10224,note_on,,2,0,7,,,,,,,6,,,69,108
10224,note_on,,2,0,1,,,,,,,0,,,64,108
10270,note_on,,94,0,6,,,,,,,5,,,40,0
10270,note_on,,94,0,5,,,,,,,4,,,52,0
10270,note_on,,46,0,7,,,,,,,6,,,69,0
10270,note_on,,94,0,10,,,,,,,12,,,52,0
10270,note_on,,46,0,1,,,,,,,0,,,64,0
10272,note_on,,2,0,10,,,,,,,12,,,53,75
10272,note_on,,2,0,1,,,,,,,0,,,62,108
10272,note_on,,2,0,7,,,,,,,6,,,69,108
10272,note_on,,2,0,6,,,,,,,5,,,41,60
10272,note_on,,2,0,5,,,,,,,4,,,53,75
10320,note_on,,48,0,1,,,,,,,0,,,62,0
10320,note_on,,0,0,1,,,,,,,0,,,60,108
10366,note_on,,94,0,10,,,,,,,12,,,53,0
10366,note_on,,94,0,6,,,,,,,5,,,41,0
10366,note_on,,94,0,7,,,,,,,6,,,69,0
10366,note_on,,46,0,1,,,,,,,0,,,60,0
10366,note_on,,94,0,5,,,,,,,4,,,53,0
10368,note_on,,2,0,1,,,,,,,0,,,59,108
10368,note_on,,2,0,5,,,,,,,4,,,41,75
10368,note_on,,2,0,7,,,,,,,6,,,74,108
10368,note_on,,2,0,10,,,,,,,12,,,41,75
10368,note_on,,2,0,6,,,,,,,5,,,29,60
10416,note_on,,48,0,1,,,,,,,0,,,59,0
10416,note_on,,0,0,1,,,,,,,0,,,57,108
10462,note_on,,94,0,7,,,,,,,6,,,74,0
10462,note_on,,46,0,1,,,,,,,0,,,57,0
10462,note_on,,94,0,5,,,,,,,4,,,41,0
10462,note_on,,94,0,10,,,,,,,12,,,41,0
10462,note_on,,94,0,6,,,,,,,5,,,29,0
10464,note_on,,2,0,7,,,,,,,6,,,76,108
10464,note_on,,2,0,10,,,,,,,12,,,40,75
10464,note_on,,2,0,5,,,,,,,4,,,40,75
10464,note_on,,2,0,6,,,,,,,5,,,28,60
10464,note_on,,2,0,1,,,,,,,0,,,56,108
10558,note_on,,94,0,1,,,,,,,0,,,56,0
10560,note_on,,2,0,1,,,,,,,0,,,52,108
10624,note_on,,160,0,7,,,,,,,6,,,76,0
10624,note_on,,160,0,6,,,,,,,5,,,28,0
10624,note_on,,160,0,5,,,,,,,4,,,40,0
10624,note_on,,160,0,10,,,,,,,12,,,40,0
10654,note_on,,94,0,1,,,,,,,0,,,52,0
10656,note_on,,2,0,1,,,,,,,0,,,64,108
10752,note_on,,128,0,10,,,,,,,12,,,48,75
10752,note_on,,128,0,5,,,,,,,4,,,48,75
10752,note_on,,128,0,7,,,,,,,6,,,81,108
10752,note_on,,128,0,6,,,,,,,5,,,36,60
10846,note_on,,94,0,10,,,,,,,12,,,48,0
10846,note_on,,94,0,5,,,,,,,4,,,48,0
10846,note_on,,94,0,7,,,,,,,6,,,81,0
10846,note_on,,94,0,6,,,,,,,5,,,36,0
10848,note_on,,2,0,5,,,,,,,4,,,44,75
10848,note_on,,2,0,10,,,,,,,12,,,44,75
10848,note_on,,2,0,7,,,,,,,6,,,76,108
10848,note_on,,2,0,6,,,,,,,5,,,32,60
10920,note_on,,0,0,1,,,,,,,0,,,62,108
10920,note_on,,264,0,1,,,,,,,0,,,64,0
10942,note_on,,94,0,6,,,,,,,5,,,32,0
10942,note_on,,94,0,10,,,,,,,12,,,44,0
10942,note_on,,94,0,5,,,,,,,4,,,44,0
10944,note_on,,0,0,1,,,,,,,0,,,60,108
10944,note_on,,24,0,1,,,,,,,0,,,62,0
10944,note_on,,2,0,6,,,,,,,5,,,45,60
10944,note_on,,2,0,5,,,,,,,4,,,57,75
10944,note_on,,2,0,10,,,,,,,12,,,57,75
11016,note_on,,72,0,1,,,,,,,0,,,60,0
11016,note_on,,0,0,1,,,,,,,0,,,62,108
11038,note_on,,94,0,10,,,,,,,12,,,57,0
11038,note_on,,94,0,6,,,,,,,5,,,45,0
11038,note_on,,94,0,5,,,,,,,4,,,57,0
11040,note_on,,2,0,6,,,,,,,5,,,44,60
11040,note_on,,2,0,5,,,,,,,4,,,56,75
11040,note_on,,0,0,1,,,,,,,0,,,64,108
11040,note_on,,24,0,1,,,,,,,0,,,62,0
11040,note_on,,2,0,10,,,,,,,12,,,56,75
11112,note_on,,0,0,1,,,,,,,0,,,62,108
11112,note_on,,72,0,1,,,,,,,0,,,64,0
11134,note_on,,94,0,5,,,,,,,4,,,56,0
11134,note_on,,94,0,10,,,,,,,12,,,56,0
11134,note_on,,94,0,6,,,,,,,5,,,44,0
11136,note_on,,2,0,5,,,,,,,4,,,57,75
11136,note_on,,24,0,1,,,,,,,0,,,62,0
11136,note_on,,2,0,10,,,,,,,12,,,57,75
11136,note_on,,0,0,1,,,,,,,0,,,60,108
11136,note_on,,2,0,6,,,,,,,5,,,45,60
11208,note_on,,0,0,1,,,,,,,0,,,62,108
11208,note_on,,72,0,1,,,,,,,0,,,60,0
11230,note_on,,94,0,5,,,,,,,4,,,57,0
11230,note_on,,94,0,6,,,,,,,5,,,45,0
11230,note_on,,94,0,10,,,,,,,12,,,57,0
11232,note_on,,2,0,6,,,,,,,5,,,40,60
11232,note_on,,2,0,5,,,,,,,4,,,52,75
11232,note_on,,24,0,1,,,,,,,0,,,62,0
11232,note_on,,2,0,10,,,,,,,12,,,52,75
11232,note_on,,0,0,1,,,,,,,0,,,64,108
11302,note_on,,454,0,7,,,,,,,6,,,76,0
11304,note_on,,2,0,7,,,,,,,6,,,74,108
11326,note_on,,94,0,5,,,,,,,4,,,52,0
11326,note_on,,94,0,10,,,,,,,12,,,52,0
11326,note_on,,22,0,7,,,,,,,6,,,74,0
11326,note_on,,94,0,6,,,,,,,5,,,40,0
11328,note_on,,2,0,10,,,,,,,12,,,57,75
11328,note_on,,2,0,7,,,,,,,6,,,72,108
11328,note_on,,2,0,6,,,,,,,5,,,45,60
11328,note_on,,2,0,5,,,,,,,4,,,57,75
11392,note_on,,160,0,1,,,,,,,0,,,64,0
11398,note_on,,70,0,7,,,,,,,6,,,72,0
11400,note_on,,2,0,7,,,,,,,6,,,74,108
11422,note_on,,22,0,7,,,,,,,6,,,74,0
11422,note_on,,94,0,5,,,,,,,4,,,57,0
11422,note_on,,94,0,10,,,,,,,12,,,57,0
11422,note_on,,94,0,6,,,,,,,5,,,45,0
11424,note_on,,2,0,7,,,,,,,6,,,76,108
11424,note_on,,2,0,5,,,,,,,4,,,56,75
11424,note_on,,2,0,6,,,,,,,5,,,44,60
11424,note_on,,2,0,10,,,,,,,12,,,56,75
11494,note_on,,70,0,7,,,,,,,6,,,76,0
11496,note_on,,2,0,7,,,,,,,6,,,74,108
11518,note_on,,94,0,6,,,,,,,5,,,44,0
11518,note_on,,22,0,7,,,,,,,6,,,74,0
11518,note_on,,94,0,5,,,,,,,4,,,56,0
11518,note_on,,94,0,10,,,,,,,12,,,56,0
11520,note_on,,2,0,5,,,,,,,4,,,57,75
11520,note_on,,2,0,6,,,,,,,5,,,45,60
11520,note_on,,2,0,7,,,,,,,6,,,72,108
11520,note_on,,2,0,10,,,,,,,12,,,57,75
11520,note_on,,128,0,1,,,,,,,0,,,64,108
11590,note_on,,70,0,7,,,,,,,6,,,72,0
11592,note_on,,2,0,7,,,,,,,6,,,74,108
11614,note_on,,94,0,1,,,,,,,0,,,64,0
11614,note_on,,94,0,10,,,,,,,12,,,57,0
11614,note_on,,94,0,6,,,,,,,5,,,45,0
11614,note_on,,94,0,5,,,,,,,4,,,57,0
11614,note_on,,22,0,7,,,,,,,6,,,74,0
11616,note_on,,2,0,6,,,,,,,5,,,36,60
11616,note_on,,2,0,10,,,,,,,12,,,48,75
11616,note_on,,2,0,7,,,,,,,6,,,76,108
11616,note_on,,2,0,5,,,,,,,4,,,48,75
11616,note_on,,2,0,1,,,,,,,0,,,69,108
11710,note_on,,94,0,1,,,,,,,0,,,69,0
11712,note_on,,2,0,1,,,,,,,0,,,64,108
11776,note_on,,160,0,6,,,,,,,5,,,36,0
11776,note_on,,160,0,10,,,,,,,12,,,48,0
11776,note_on,,160,0,5,,,,,,,4,,,48,0
11806,note_on,,94,0,1,,,,,,,0,,,64,0
11808,note_on,,2,0,1,,,,,,,0,,,60,108
11872,note_on,,256,0,7,,,,,,,6,,,76,0
11902,note_on,,94,0,1,,,,,,,0,,,60,0
11904,note_on,,128,0,10,,,,,,,12,,,48,75
11904,note_on,,32,0,7,,,,,,,6,,,76,108
11904,note_on,,128,0,5,,,,,,,4,,,48,75
11904,note_on,,128,0,6,,,,,,,5,,,36,60
11904,note_on,,2,0,1,,,,,,,0,,,57,108
11998,note_on,,94,0,5,,,,,,,4,,,48,0
11998,note_on,,94,0,1,,,,,,,0,,,57,0
11998,note_on,,94,0,6,,,,,,,5,,,36,0
11998,note_on,,94,0,7,,,,,,,6,,,76,0
11998,note_on,,94,0,10,,,,,,,12,,,48,0
12000,note_on,,2,0,1,,,,,,,0,,,65,108
12000,note_on,,2,0,5,,,,,,,4,,,50,75
12000,note_on,,2,0,6,,,,,,,5,,,38,60
12000,note_on,,2,0,7,,,,,,,6,,,69,108
12000,note_on,,2,0,10,,,,,,,12,,,50,75
12094,note_on,,94,0,7,,,,,,,6,,,69,0
12096,note_on,,2,0,7,,,,,,,6,,,62,108
12142,note_on,,142,0,1,,,,,,,0,,,65,0
12144,note_on,,2,0,1,,,,,,,0,,,64,108
12160,note_on,,160,0,6,,,,,,,5,,,38,0
12160,note_on,,160,0,10,,,,,,,12,,,50,0
12160,note_on,,160,0,5,,,,,,,4,,,50,0
12190,note_on,,94,0,7,,,,,,,6,,,62,0
12190,note_on,,46,0,1,,,,,,,0,,,64,0
12192,note_on,,2,0,1,,,,,,,0,,,65,108
12192,note_on,,2,0,7,,,,,,,6,,,74,108
12264,note_on,,0,0,1,,,,,,,0,,,69,108
12264,note_on,,72,0,1,,,,,,,0,,,65,0
12288,note_on,,128,0,10,,,,,,,12,,,47,75
12288,note_on,,128,0,5,,,,,,,4,,,47,75
12288,note_on,,0,0,1,,,,,,,0,,,67,108
12288,note_on,,24,0,1,,,,,,,0,,,69,0
12288,note_on,,128,0,6,,,,,,,5,,,35,60
12334,note_on,,142,0,7,,,,,,,6,,,74,0
12336,note_on,,2,0,7,,,,,,,6,,,74,108
12360,note_on,,0,0,1,,,,,,,0,,,65,108
12360,note_on,,72,0,1,,,,,,,0,,,67,0
12382,note_on,,94,0,6,,,,,,,5,,,35,0
12382,note_on,,94,0,10,,,,,,,12,,,47,0
12382,note_on,,46,0,7,,,,,,,6,,,74,0
12382,note_on,,94,0,5,,,,,,,4,,,47,0
12384,note_on,,24,0,1,,,,,,,0,,,65,0
12384,note_on,,2,0,6,,,,,,,5,,,36,60
12384,note_on,,2,0,10,,,,,,,12,,,48,75
12384,note_on,,0,0,1,,,,,,,0,,,64,108
12384,note_on,,2,0,5,,,,,,,4,,,48,75
12384,note_on,,2,0,7,,,,,,,6,,,76,108
12456,note_on,,72,0,1,,,,,,,0,,,64,0
12456,note_on,,0,0,1,,,,,,,0,,,62,108
12480,note_on,,0,0,1,,,,,,,0,,,60,108
12480,note_on,,24,0,1,,,,,,,0,,,62,0
12544,note_on,,160,0,7,,,,,,,6,,,76,0
12544,note_on,,160,0,10,,,,,,,12,,,48,0
12544,note_on,,160,0,6,,,,,,,5,,,36,0
12544,note_on,,160,0,5,,,,,,,4,,,48,0
12552,note_on,,0,0,1,,,,,,,0,,,62,108
12552,note_on,,72,0,1,,,,,,,0,,,60,0
12576,note_on,,0,0,1,,,,,,,0,,,64,108
12576,note_on,,24,0,1,,,,,,,0,,,62,0
12648,note_on,,0,0,1,,,,,,,0,,,67,108
12648,note_on,,72,0,1,,,,,,,0,,,64,0
12672,note_on,,128,0,10,,,,,,,12,,,57,75
