tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,number,port,control,value,channel,program,note,velocity,frame_rate,hours,minutes,seconds,frames,sub_frames
28320,note_on,24,0,1,,,,,,,,,,,0,,84,100,,,,,,
28320,note_on,24,0,8,,,,,,,,,,,6,,57,100,,,,,,
28320,note_on,24,0,2,,,,,,,,,,,1,,84,100,,,,,,
28320,note_on,24,0,3,,,,,,,,,,,2,,72,100,,,,,,
28536,note_on,216,0,7,,,,,,,,,,,5,,60,0,,,,,,
28536,note_on,0,0,7,,,,,,,,,,,5,,65,0,,,,,,
28536,note_on,216,0,5,,,,,,,,,,,4,,57,0,,,,,,
28536,note_on,216,0,6,,,,,,,,,,,4,,45,0,,,,,,
28536,note_on,216,0,4,,,,,,,,,,,3,,65,0,,,,,,
28536,note_on,0,0,7,,,,,,,,,,,5,,72,0,,,,,,
28536,note_on,216,0,8,,,,,,,,,,,6,,57,0,,,,,,
28536,note_on,216,0,3,,,,,,,,,,,2,,72,0,,,,,,
28560,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
28560,note_on,24,0,7,,,,,,,,,,,5,,60,100,,,,,,
28560,note_on,24,0,5,,,,,,,,,,,4,,55,100,,,,,,
28560,note_on,0,0,7,,,,,,,,,,,5,,65,100,,,,,,
28560,note_on,24,0,6,,,,,,,,,,,4,,43,100,,,,,,
28560,note_on,24,0,4,,,,,,,,,,,3,,67,100,,,,,,
28560,note_on,24,0,8,,,,,,,,,,,6,,55,100,,,,,,
28560,note_on,24,0,3,,,,,,,,,,,2,,70,100,,,,,,
28752,note_on,432,0,1,,,,,,,,,,,0,,84,0,,,,,,
28752,note_on,432,0,2,,,,,,,,,,,1,,84,0,,,,,,
28776,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
28776,note_on,0,0,7,,,,,,,,,,,5,,65,0,,,,,,
28776,note_on,216,0,8,,,,,,,,,,,6,,55,0,,,,,,
28776,note_on,216,0,7,,,,,,,,,,,5,,60,0,,,,,,
28776,note_on,216,0,5,,,,,,,,,,,4,,55,0,,,,,,
28776,note_on,216,0,6,,,,,,,,,,,4,,43,0,,,,,,
28776,note_on,216,0,3,,,,,,,,,,,2,,70,0,,,,,,
28776,note_on,216,0,4,,,,,,,,,,,3,,67,0,,,,,,
28800,note_on,48,0,2,,,,,,,,,,,1,,84,100,,,,,,
28800,note_on,24,0,3,,,,,,,,,,,2,,69,100,,,,,,
28800,note_on,0,0,7,,,,,,,,,,,5,,69,100,,,,,,
28800,note_on,0,0,7,,,,,,,,,,,5,,65,100,,,,,,
28800,note_on,24,0,7,,,,,,,,,,,5,,60,100,,,,,,
28800,note_on,24,0,4,,,,,,,,,,,3,,60,100,,,,,,
28800,note_on,48,0,1,,,,,,,,,,,0,,84,100,,,,,,
28800,note_on,24,0,6,,,,,,,,,,,4,,41,100,,,,,,
28800,note_on,24,0,5,,,,,,,,,,,4,,53,100,,,,,,
28800,note_on,24,0,8,,,,,,,,,,,6,,53,100,,,,,,
29016,note_on,216,0,6,,,,,,,,,,,4,,41,0,,,,,,
29016,note_on,216,0,3,,,,,,,,,,,2,,69,0,,,,,,
29016,note_on,216,0,8,,,,,,,,,,,6,,53,0,,,,,,
29016,note_on,0,0,7,,,,,,,,,,,5,,65,0,,,,,,
29016,note_on,0,0,7,,,,,,,,,,,5,,69,0,,,,,,
29016,note_on,216,0,2,,,,,,,,,,,1,,84,0,,,,,,
29016,note_on,216,0,7,,,,,,,,,,,5,,60,0,,,,,,
29016,note_on,216,0,4,,,,,,,,,,,3,,60,0,,,,,,
29016,note_on,216,0,5,,,,,,,,,,,4,,53,0,,,,,,
29016,note_on,216,0,1,,,,,,,,,,,0,,84,0,,,,,,
29040,note_on,24,0,8,,,,,,,,,,,6,,57,100,,,,,,
29040,note_on,24,0,7,,,,,,,,,,,5,,60,100,,,,,,
29040,note_on,24,0,3,,,,,,,,,,,2,,72,100,,,,,,
29040,note_on,24,0,4,,,,,,,,,,,3,,60,100,,,,,,
29040,note_on,24,0,1,,,,,,,,,,,0,,77,100,,,,,,
29040,note_on,0,0,7,,,,,,,,,,,5,,65,100,,,,,,
29040,note_on,24,0,6,,,,,,,,,,,4,,45,100,,,,,,
29040,note_on,24,0,5,,,,,,,,,,,4,,57,100,,,,,,
29040,note_on,24,0,2,,,,,,,,,,,1,,77,100,,,,,,
29256,note_on,216,0,6,,,,,,,,,,,4,,45,0,,,,,,
29256,note_on,216,0,4,,,,,,,,,,,3,,60,0,,,,,,
29256,note_on,216,0,5,,,,,,,,,,,4,,57,0,,,,,,
29256,note_on,216,0,2,,,,,,,,,,,1,,77,0,,,,,,
29256,note_on,216,0,1,,,,,,,,,,,0,,77,0,,,,,,
29256,note_on,216,0,3,,,,,,,,,,,2,,72,0,,,,,,
29256,note_on,216,0,8,,,,,,,,,,,6,,57,0,,,,,,
29256,note_on,0,0,7,,,,,,,,,,,5,,65,0,,,,,,
29256,note_on,216,0,7,,,,,,,,,,,5,,60,0,,,,,,
29280,note_on,24,0,1,,,,,,,,,,,0,,77,100,,,,,,
29280,note_on,0,0,7,,,,,,,,,,,5,,69,100,,,,,,
29280,note_on,24,0,2,,,,,,,,,,,1,,77,100,,,,,,
29280,note_on,24,0,7,,,,,,,,,,,5,,60,100,,,,,,
29280,note_on,24,0,5,,,,,,,,,,,4,,53,100,,,,,,
29280,note_on,0,0,7,,,,,,,,,,,5,,65,100,,,,,,
29280,note_on,24,0,4,,,,,,,,,,,3,,60,100,,,,,,
29280,note_on,24,0,6,,,,,,,,,,,4,,41,100,,,,,,
29280,note_on,24,0,3,,,,,,,,,,,2,,72,100,,,,,,
29280,note_on,24,0,8,,,,,,,,,,,6,,53,100,,,,,,
29496,note_on,216,0,4,,,,,,,,,,,3,,60,0,,,,,,
29496,note_on,216,0,6,,,,,,,,,,,4,,41,0,,,,,,
29496,note_on,216,0,5,,,,,,,,,,,4,,53,0,,,,,,
29496,note_on,216,0,2,,,,,,,,,,,1,,77,0,,,,,,
29496,note_on,216,0,8,,,,,,,,,,,6,,53,0,,,,,,
29496,note_on,216,0,7,,,,,,,,,,,5,,60,0,,,,,,
29496,note_on,0,0,7,,,,,,,,,,,5,,65,0,,,,,,
29496,note_on,0,0,7,,,,,,,,,,,5,,69,0,,,,,,
29496,note_on,216,0,3,,,,,,,,,,,2,,72,0,,,,,,
29496,note_on,216,0,1,,,,,,,,,,,0,,77,0,,,,,,
29520,note_on,24,0,1,,,,,,,,,,,0,,77,100,,,,,,
29520,note_on,24,0,8,,,,,,,,,,,6,,58,100,,,,,,
29520,note_on,24,0,5,,,,,,,,,,,4,,58,100,,,,,,
29520,note_on,24,0,7,,,,,,,,,,,5,,62,100,,,,,,
29520,note_on,0,0,7,,,,,,,,,,,5,,65,100,,,,,,
29520,note_on,24,0,4,,,,,,,,,,,3,,58,100,,,,,,
29520,note_on,24,0,3,,,,,,,,,,,2,,74,100,,,,,,
29520,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
29520,note_on,24,0,2,,,,,,,,,,,1,,77,100,,,,,,
29520,note_on,24,0,6,,,,,,,,,,,4,,46,100,,,,,,
29736,note_on,216,0,3,,,,,,,,,,,2,,74,0,,,,,,
29736,note_on,216,0,4,,,,,,,,,,,3,,58,0,,,,,,
29736,note_on,216,0,2,,,,,,,,,,,1,,77,0,,,,,,
29736,note_on,216,0,1,,,,,,,,,,,0,,77,0,,,,,,
29760,note_on,24,0,3,,,,,,,,,,,2,,75,100,,,,,,
29760,note_on,24,0,4,,,,,,,,,,,3,,58,100,,,,,,
29760,note_on,24,0,2,,,,,,,,,,,1,,79,100,,,,,,
29760,note_on,24,0,1,,,,,,,,,,,0,,79,100,,,,,,
29868,note_on,108,0,3,,,,,,,,,,,2,,75,0,,,,,,
29868,note_on,108,0,2,,,,,,,,,,,1,,79,0,,,,,,
29868,note_on,108,0,1,,,,,,,,,,,0,,79,0,,,,,,
29880,note_on,12,0,2,,,,,,,,,,,1,,77,100,,,,,,
29880,note_on,12,0,1,,,,,,,,,,,0,,77,100,,,,,,
29880,note_on,12,0,3,,,,,,,,,,,2,,74,100,,,,,,
29952,note_on,432,0,7,,,,,,,,,,,5,,62,0,,,,,,
29952,note_on,432,0,5,,,,,,,,,,,4,,58,0,,,,,,
29952,note_on,432,0,8,,,,,,,,,,,6,,58,0,,,,,,
29952,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
29952,note_on,0,0,7,,,,,,,,,,,5,,65,0,,,,,,
29952,note_on,432,0,6,,,,,,,,,,,4,,46,0,,,,,,
29976,note_on,216,0,4,,,,,,,,,,,3,,58,0,,,,,,
29988,note_on,108,0,3,,,,,,,,,,,2,,74,0,,,,,,
29988,note_on,108,0,2,,,,,,,,,,,1,,77,0,,,,,,
29988,note_on,108,0,1,,,,,,,,,,,0,,77,0,,,,,,
30000,note_on,12,0,2,,,,,,,,,,,1,,75,100,,,,,,
30000,note_on,48,0,8,,,,,,,,,,,6,,46,100,,,,,,
30000,note_on,48,0,7,,,,,,,,,,,5,,62,100,,,,,,
30000,note_on,0,0,7,,,,,,,,,,,5,,65,100,,,,,,
30000,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
30000,note_on,48,0,6,,,,,,,,,,,4,,34,100,,,,,,
30000,note_on,24,0,4,,,,,,,,,,,3,,58,100,,,,,,
30000,note_on,48,0,5,,,,,,,,,,,4,,46,100,,,,,,
30000,note_on,12,0,3,,,,,,,,,,,2,,72,100,,,,,,
30000,note_on,12,0,1,,,,,,,,,,,0,,75,100,,,,,,
30108,note_on,108,0,3,,,,,,,,,,,2,,72,0,,,,,,
30108,note_on,108,0,1,,,,,,,,,,,0,,75,0,,,,,,
30108,note_on,108,0,2,,,,,,,,,,,1,,75,0,,,,,,
30120,note_on,12,0,3,,,,,,,,,,,2,,70,100,,,,,,
30120,note_on,12,0,2,,,,,,,,,,,1,,74,100,,,,,,
30120,note_on,12,0,1,,,,,,,,,,,0,,74,100,,,,,,
30216,note_on,216,0,5,,,,,,,,,,,4,,46,0,,,,,,
30216,note_on,0,0,7,,,,,,,,,,,5,,65,0,,,,,,
30216,note_on,216,0,4,,,,,,,,,,,3,,58,0,,,,,,
30216,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
30216,note_on,216,0,7,,,,,,,,,,,5,,62,0,,,,,,
30216,note_on,216,0,6,,,,,,,,,,,4,,34,0,,,,,,
30216,note_on,216,0,8,,,,,,,,,,,6,,46,0,,,,,,
30228,note_on,108,0,3,,,,,,,,,,,2,,70,0,,,,,,
30228,note_on,108,0,2,,,,,,,,,,,1,,74,0,,,,,,
30228,note_on,108,0,1,,,,,,,,,,,0,,74,0,,,,,,
30240,note_on,24,0,7,,,,,,,,,,,5,,60,100,,,,,,
30240,note_on,24,0,6,,,,,,,,,,,4,,41,100,,,,,,
30240,note_on,12,0,2,,,,,,,,,,,1,,72,100,,,,,,
30240,note_on,12,0,1,,,,,,,,,,,0,,72,100,,,,,,
30240,note_on,24,0,4,,,,,,,,,,,3,,60,100,,,,,,
30240,note_on,0,0,7,,,,,,,,,,,5,,69,100,,,,,,
30240,note_on,0,0,7,,,,,,,,,,,5,,65,100,,,,,,
30240,note_on,24,0,8,,,,,,,,,,,6,,53,100,,,,,,
30240,note_on,12,0,3,,,,,,,,,,,2,,69,100,,,,,,
30240,note_on,24,0,5,,,,,,,,,,,4,,53,100,,,,,,
30456,note_on,216,0,4,,,,,,,,,,,3,,60,0,,,,,,
30456,note_on,216,0,7,,,,,,,,,,,5,,60,0,,,,,,
30456,note_on,0,0,7,,,,,,,,,,,5,,65,0,,,,,,
30456,note_on,0,0,7,,,,,,,,,,,5,,69,0,,,,,,
30456,note_on,216,0,6,,,,,,,,,,,4,,41,0,,,,,,
30456,note_on,216,0,8,,,,,,,,,,,6,,53,0,,,,,,
30456,note_on,216,0,5,,,,,,,,,,,4,,53,0,,,,,,
30456,note_on,216,0,1,,,,,,,,,,,0,,72,0,,,,,,
30456,note_on,216,0,3,,,,,,,,,,,2,,69,0,,,,,,
30456,note_on,216,0,2,,,,,,,,,,,1,,72,0,,,,,,
30480,note_on,24,0,2,,,,,,,,,,,1,,75,100,,,,,,
30480,note_on,24,0,4,,,,,,,,,,,3,,60,100,,,,,,
30480,note_on,24,0,5,,,,,,,,,,,4,,51,100,,,,,,
30480,note_on,24,0,1,,,,,,,,,,,0,,75,100,,,,,,
30480,note_on,24,0,8,,,,,,,,,,,6,,51,100,,,,,,
30480,note_on,24,0,6,,,,,,,,,,,4,,39,100,,,,,,
30480,note_on,24,0,3,,,,,,,,,,,2,,67,100,,,,,,
30480,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
30480,note_on,0,0,7,,,,,,,,,,,5,,67,100,,,,,,
30480,note_on,24,0,7,,,,,,,,,,,5,,60,100,,,,,,
30588,note_on,108,0,2,,,,,,,,,,,1,,75,0,,,,,,
30588,note_on,108,0,1,,,,,,,,,,,0,,75,0,,,,,,
30600,note_on,12,0,2,,,,,,,,,,,1,,74,100,,,,,,
30600,note_on,12,0,1,,,,,,,,,,,0,,74,100,,,,,,
30696,note_on,216,0,3,,,,,,,,,,,2,,67,0,,,,,,
30696,note_on,216,0,8,,,,,,,,,,,6,,51,0,,,,,,
30696,note_on,216,0,6,,,,,,,,,,,4,,39,0,,,,,,
30696,note_on,216,0,5,,,,,,,,,,,4,,51,0,,,,,,
30696,note_on,216,0,4,,,,,,,,,,,3,,60,0,,,,,,
30708,note_on,108,0,1,,,,,,,,,,,0,,74,0,,,,,,
30708,note_on,108,0,2,,,,,,,,,,,1,,74,0,,,,,,
30720,note_on,24,0,5,,,,,,,,,,,4,,52,100,,,,,,
30720,note_on,24,0,4,,,,,,,,,,,3,,60,100,,,,,,
30720,note_on,12,0,1,,,,,,,,,,,0,,72,100,,,,,,
30720,note_on,24,0,3,,,,,,,,,,,2,,67,100,,,,,,
30720,note_on,12,0,2,,,,,,,,,,,1,,72,100,,,,,,
30720,note_on,24,0,8,,,,,,,,,,,6,,52,100,,,,,,
30720,note_on,24,0,6,,,,,,,,,,,4,,40,100,,,,,,
30828,note_on,108,0,2,,,,,,,,,,,1,,72,0,,,,,,
30828,note_on,108,0,1,,,,,,,,,,,0,,72,0,,,,,,
30840,note_on,12,0,1,,,,,,,,,,,0,,70,100,,,,,,
30840,note_on,12,0,2,,,,,,,,,,,1,,70,100,,,,,,
30912,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
30912,note_on,0,0,7,,,,,,,,,,,5,,67,0,,,,,,
30912,note_on,432,0,7,,,,,,,,,,,5,,60,0,,,,,,
30936,note_on,216,0,8,,,,,,,,,,,6,,52,0,,,,,,
30936,note_on,216,0,5,,,,,,,,,,,4,,52,0,,,,,,
30936,note_on,216,0,3,,,,,,,,,,,2,,67,0,,,,,,
30936,note_on,216,0,6,,,,,,,,,,,4,,40,0,,,,,,
30936,note_on,216,0,4,,,,,,,,,,,3,,60,0,,,,,,
30948,note_on,108,0,1,,,,,,,,,,,0,,70,0,,,,,,
30948,note_on,108,0,2,,,,,,,,,,,1,,70,0,,,,,,
30960,note_on,24,0,6,,,,,,,,,,,4,,41,100,,,,,,
30960,note_on,12,0,2,,,,,,,,,,,1,,69,100,,,,,,
30960,note_on,24,0,4,,,,,,,,,,,3,,60,100,,,,,,
30960,note_on,12,0,1,,,,,,,,,,,0,,69,100,,,,,,
30960,note_on,24,0,3,,,,,,,,,,,2,,65,100,,,,,,
30960,note_on,24,0,8,,,,,,,,,,,6,,53,100,,,,,,
30960,note_on,0,0,7,,,,,,,,,,,5,,69,100,,,,,,
30960,note_on,0,0,7,,,,,,,,,,,5,,65,100,,,,,,
30960,note_on,24,0,5,,,,,,,,,,,4,,53,100,,,,,,
30960,note_on,48,0,7,,,,,,,,,,,5,,60,100,,,,,,
31176,note_on,216,0,1,,,,,,,,,,,0,,69,0,,,,,,
31176,note_on,216,0,2,,,,,,,,,,,1,,69,0,,,,,,
31200,note_on,24,0,2,,,,,,,,,,,1,,67,100,,,,,,
31200,note_on,24,0,1,,,,,,,,,,,0,,67,100,,,,,,
31308,note_on,108,0,1,,,,,,,,,,,0,,67,0,,,,,,
31308,note_on,108,0,2,,,,,,,,,,,1,,67,0,,,,,,
31320,note_on,12,0,1,,,,,,,,,,,0,,69,100,,,,,,
31320,note_on,12,0,2,,,,,,,,,,,1,,69,100,,,,,,
31428,note_on,108,0,1,,,,,,,,,,,0,,69,0,,,,,,
31428,note_on,108,0,2,,,,,,,,,,,1,,69,0,,,,,,
31440,note_on,12,0,1,,,,,,,,,,,0,,65,100,,,,,,
31440,note_on,12,0,2,,,,,,,,,,,1,,65,100,,,,,,
31608,note_on,648,0,3,,,,,,,,,,,2,,65,0,,,,,,
31608,note_on,648,0,8,,,,,,,,,,,6,,53,0,,,,,,
31608,note_on,648,0,5,,,,,,,,,,,4,,53,0,,,,,,
31608,note_on,648,0,4,,,,,,,,,,,3,,60,0,,,,,,
31608,note_on,648,0,7,,,,,,,,,,,5,,60,0,,,,,,
31608,note_on,0,0,7,,,,,,,,,,,5,,69,0,,,,,,
31608,note_on,0,0,7,,,,,,,,,,,5,,65,0,,,,,,
31608,note_on,648,0,6,,,,,,,,,,,4,,41,0,,,,,,
31656,note_on,216,0,2,,,,,,,,,,,1,,65,0,,,,,,
31656,note_on,216,0,1,,,,,,,,,,,0,,65,0,,,,,,
31680,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
31680,note_on,24,0,1,,,,,,,,,,,0,,65,100,,,,,,
31680,note_on,72,0,7,,,,,,,,,,,5,,65,100,,,,,,
31680,note_on,72,0,4,,,,,,,,,,,3,,58,100,,,,,,
31680,note_on,72,0,6,,,,,,,,,,,4,,38,100,,,,,,
31680,note_on,72,0,5,,,,,,,,,,,4,,50,100,,,,,,
31680,note_on,24,0,2,,,,,,,,,,,1,,65,100,,,,,,
31680,note_on,72,0,8,,,,,,,,,,,6,,50,100,,,,,,
31680,note_on,72,0,3,,,,,,,,,,,2,,70,100,,,,,,
31896,note_on,216,0,8,,,,,,,,,,,6,,50,0,,,,,,
31896,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
31896,note_on,216,0,3,,,,,,,,,,,2,,70,0,,,,,,
31896,note_on,216,0,4,,,,,,,,,,,3,,58,0,,,,,,
31896,note_on,216,0,6,,,,,,,,,,,4,,38,0,,,,,,
31896,note_on,216,0,5,,,,,,,,,,,4,,50,0,,,,,,
31896,note_on,216,0,1,,,,,,,,,,,0,,65,0,,,,,,
31896,note_on,216,0,2,,,,,,,,,,,1,,65,0,,,,,,
31896,note_on,216,0,7,,,,,,,,,,,5,,65,0,,,,,,
31920,note_on,24,0,3,,,,,,,,,,,2,,70,100,,,,,,
31920,note_on,24,0,6,,,,,,,,,,,4,,39,100,,,,,,
31920,note_on,24,0,5,,,,,,,,,,,4,,51,100,,,,,,
31920,note_on,24,0,2,,,,,,,,,,,1,,67,100,,,,,,
31920,note_on,24,0,8,,,,,,,,,,,6,,51,100,,,,,,
31920,note_on,24,0,7,,,,,,,,,,,5,,67,100,,,,,,
31920,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
31920,note_on,24,0,1,,,,,,,,,,,0,,67,100,,,,,,
31920,note_on,24,0,4,,,,,,,,,,,3,,58,100,,,,,,
32136,note_on,216,0,8,,,,,,,,,,,6,,51,0,,,,,,
32136,note_on,216,0,5,,,,,,,,,,,4,,51,0,,,,,,
32136,note_on,216,0,7,,,,,,,,,,,5,,67,0,,,,,,
32136,note_on,216,0,6,,,,,,,,,,,4,,39,0,,,,,,
32136,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
32136,note_on,216,0,4,,,,,,,,,,,3,,58,0,,,,,,
32136,note_on,216,0,2,,,,,,,,,,,1,,67,0,,,,,,
32136,note_on,216,0,1,,,,,,,,,,,0,,67,0,,,,,,
32136,note_on,216,0,3,,,,,,,,,,,2,,70,0,,,,,,
32160,note_on,24,0,2,,,,,,,,,,,1,,65,100,,,,,,
32160,note_on,24,0,5,,,,,,,,,,,4,,50,100,,,,,,
32160,note_on,24,0,6,,,,,,,,,,,4,,38,100,,,,,,
32160,note_on,24,0,4,,,,,,,,,,,3,,58,100,,,,,,
32160,note_on,24,0,8,,,,,,,,,,,6,,50,100,,,,,,
32160,note_on,24,0,3,,,,,,,,,,,2,,70,100,,,,,,
32160,note_on,24,0,7,,,,,,,,,,,5,,65,100,,,,,,
32160,note_on,24,0,1,,,,,,,,,,,0,,65,100,,,,,,
32160,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
32376,note_on,216,0,7,,,,,,,,,,,5,,65,0,,,,,,
32376,note_on,216,0,3,,,,,,,,,,,2,,70,0,,,,,,
32376,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
32376,note_on,216,0,1,,,,,,,,,,,0,,65,0,,,,,,
32376,note_on,216,0,4,,,,,,,,,,,3,,58,0,,,,,,
32376,note_on,216,0,2,,,,,,,,,,,1,,65,0,,,,,,
32376,note_on,216,0,8,,,,,,,,,,,6,,50,0,,,,,,
32376,note_on,216,0,6,,,,,,,,,,,4,,38,0,,,,,,
32376,note_on,216,0,5,,,,,,,,,,,4,,50,0,,,,,,
32400,note_on,24,0,2,,,,,,,,,,,1,,79,100,,,,,,
32400,note_on,24,0,8,,,,,,,,,,,6,,51,100,,,,,,
32400,note_on,24,0,5,,,,,,,,,,,4,,51,100,,,,,,
32400,note_on,24,0,1,,,,,,,,,,,0,,79,100,,,,,,
32400,note_on,24,0,6,,,,,,,,,,,4,,39,100,,,,,,
32400,note_on,24,0,4,,,,,,,,,,,3,,58,100,,,,,,
32400,note_on,24,0,3,,,,,,,,,,,2,,70,100,,,,,,
32400,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
32400,note_on,24,0,7,,,,,,,,,,,5,,67,100,,,,,,
32616,note_on,216,0,5,,,,,,,,,,,4,,51,0,,,,,,
32616,note_on,216,0,2,,,,,,,,,,,1,,79,0,,,,,,
32616,note_on,216,0,6,,,,,,,,,,,4,,39,0,,,,,,
32616,note_on,216,0,8,,,,,,,,,,,6,,51,0,,,,,,
32616,note_on,216,0,1,,,,,,,,,,,0,,79,0,,,,,,
32640,note_on,24,0,1,,,,,,,,,,,0,,77,100,,,,,,
32640,note_on,24,0,6,,,,,,,,,,,4,,51,100,,,,,,
32640,note_on,24,0,5,,,,,,,,,,,4,,63,100,,,,,,
32640,note_on,24,0,2,,,,,,,,,,,1,,77,100,,,,,,
32640,note_on,24,0,8,,,,,,,,,,,6,,63,100,,,,,,
32748,note_on,108,0,1,,,,,,,,,,,0,,77,0,,,,,,
32748,note_on,108,0,2,,,,,,,,,,,1,,77,0,,,,,,
32760,note_on,12,0,1,,,,,,,,,,,0,,75,100,,,,,,
32760,note_on,12,0,2,,,,,,,,,,,1,,75,100,,,,,,
32832,note_on,432,0,7,,,,,,,,,,,5,,67,0,,,,,,
32832,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
32832,note_on,432,0,4,,,,,,,,,,,3,,58,0,,,,,,
32832,note_on,432,0,3,,,,,,,,,,,2,,70,0,,,,,,
32856,note_on,216,0,6,,,,,,,,,,,4,,51,0,,,,,,
32856,note_on,216,0,5,,,,,,,,,,,4,,63,0,,,,,,
32856,note_on,216,0,8,,,,,,,,,,,6,,63,0,,,,,,
32868,note_on,108,0,2,,,,,,,,,,,1,,75,0,,,,,,
32868,note_on,108,0,1,,,,,,,,,,,0,,75,0,,,,,,
32880,note_on,24,0,6,,,,,,,,,,,4,,50,100,,,,,,
32880,note_on,12,0,2,,,,,,,,,,,1,,77,100,,,,,,
32880,note_on,12,0,1,,,,,,,,,,,0,,77,100,,,,,,
32880,note_on,48,0,7,,,,,,,,,,,5,,65,100,,,,,,
32880,note_on,24,0,5,,,,,,,,,,,4,,62,100,,,,,,
32880,note_on,24,0,8,,,,,,,,,,,6,,62,100,,,,,,
32880,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
33096,note_on,216,0,5,,,,,,,,,,,4,,62,0,,,,,,
33096,note_on,216,0,2,,,,,,,,,,,1,,77,0,,,,,,
33096,note_on,216,0,7,,,,,,,,,,,5,,65,0,,,,,,
33096,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
33096,note_on,216,0,8,,,,,,,,,,,6,,62,0,,,,,,
33096,note_on,216,0,6,,,,,,,,,,,4,,50,0,,,,,,
33096,note_on,216,0,1,,,,,,,,,,,0,,77,0,,,,,,
33120,note_on,24,0,8,,,,,,,,,,,6,,50,100,,,,,,
33120,note_on,24,0,5,,,,,,,,,,,4,,50,100,,,,,,
33120,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
33120,note_on,24,0,7,,,,,,,,,,,5,,65,100,,,,,,
33120,note_on,24,0,2,,,,,,,,,,,1,,65,100,,,,,,
33120,note_on,288,0,4,,,,,,,,,,,3,,58,100,,,,,,
33120,note_on,24,0,1,,,,,,,,,,,0,,65,100,,,,,,
33120,note_on,288,0,3,,,,,,,,,,,2,,70,100,,,,,,
33120,note_on,24,0,6,,,,,,,,,,,4,,38,100,,,,,,
33336,note_on,216,0,2,,,,,,,,,,,1,,65,0,,,,,,
33336,note_on,216,0,1,,,,,,,,,,,0,,65,0,,,,,,
33336,note_on,216,0,5,,,,,,,,,,,4,,50,0,,,,,,
33336,note_on,216,0,8,,,,,,,,,,,6,,50,0,,,,,,
33336,note_on,216,0,7,,,,,,,,,,,5,,65,0,,,,,,
33336,note_on,216,0,3,,,,,,,,,,,2,,70,0,,,,,,
33336,note_on,216,0,4,,,,,,,,,,,3,,58,0,,,,,,
33336,note_on,216,0,6,,,,,,,,,,,4,,38,0,,,,,,
33336,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
33360,note_on,24,0,6,,,,,,,,,,,4,,39,100,,,,,,
33360,note_on,24,0,1,,,,,,,,,,,0,,67,100,,,,,,
33360,note_on,24,0,4,,,,,,,,,,,3,,58,100,,,,,,
33360,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
33360,note_on,24,0,2,,,,,,,,,,,1,,67,100,,,,,,
33360,note_on,24,0,5,,,,,,,,,,,4,,51,100,,,,,,
33360,note_on,24,0,7,,,,,,,,,,,5,,67,100,,,,,,
33360,note_on,24,0,3,,,,,,,,,,,2,,70,100,,,,,,
33360,note_on,24,0,8,,,,,,,,,,,6,,51,100,,,,,,
33576,note_on,216,0,5,,,,,,,,,,,4,,51,0,,,,,,
33576,note_on,216,0,4,,,,,,,,,,,3,,58,0,,,,,,
33576,note_on,216,0,3,,,,,,,,,,,2,,70,0,,,,,,
33576,note_on,216,0,1,,,,,,,,,,,0,,67,0,,,,,,
33576,note_on,216,0,2,,,,,,,,,,,1,,67,0,,,,,,
33576,note_on,216,0,7,,,,,,,,,,,5,,67,0,,,,,,
33576,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
33576,note_on,216,0,6,,,,,,,,,,,4,,39,0,,,,,,
33576,note_on,216,0,8,,,,,,,,,,,6,,51,0,,,,,,
33600,note_on,24,0,5,,,,,,,,,,,4,,50,100,,,,,,
33600,note_on,24,0,6,,,,,,,,,,,4,,38,100,,,,,,
33600,note_on,24,0,2,,,,,,,,,,,1,,65,100,,,,,,
33600,note_on,24,0,8,,,,,,,,,,,6,,50,100,,,,,,
33600,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
33600,note_on,24,0,7,,,,,,,,,,,5,,65,100,,,,,,
33600,note_on,24,0,1,,,,,,,,,,,0,,65,100,,,,,,
33600,note_on,24,0,3,,,,,,,,,,,2,,70,100,,,,,,
