tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,pitch,note,velocity
5100,note_on,,,,,15,0,1,,,,,0,,,,77,0
5100,note_on,,,,,1,0,2,,,,,1,,,,43,100
5115,note_on,,,,,15,0,1,,,,,0,,,,76,0
5115,note_on,,,,,0,0,1,,,,,0,,,,77,100
5130,note_on,,,,,15,0,1,,,,,0,,,,77,0
5130,note_on,,,,,0,0,1,,,,,0,,,,76,100
5145,note_on,,,,,15,0,1,,,,,0,,,,76,0
5145,note_on,,,,,0,0,1,,,,,0,,,,77,100
5159,note_on,,,,,59,0,2,,,,,1,,,,43,0
5160,note_on,,,,,15,0,1,,,,,0,,,,77,0
5160,note_on,,,,,0,0,1,,,,,0,,,,76,100
5160,note_on,,,,,1,0,2,,,,,1,,,,36,100
5181,note_on,,,,,21,0,1,,,,,0,,,,76,0
5205,note_on,,,,,24,0,1,,,,,0,,,,76,100
5219,note_on,,,,,59,0,2,,,,,1,,,,36,0
5220,note_on,,,,,1,0,2,,,,,1,,,,48,100
5220,note_on,,,,,15,0,1,,,,,0,,,,76,0
5220,note_on,,,,,0,0,1,,,,,0,,,,78,100
5265,note_on,,,,,45,0,1,,,,,0,,,,78,0
5265,note_on,,,,,0,0,1,,,,,0,,,,79,100
5279,note_on,,,,,59,0,2,,,,,1,,,,48,0
5280,note_on,,,,,0,0,2,,,,,1,,,,49,100
5280,note_on,,,,,1,0,2,,,,,1,,,,52,100
5280,note_on,,,,,15,0,1,,,,,0,,,,79,0
5280,note_on,,,,,0,0,1,,,,,0,,,,81,100
5340,note_on,,,,,60,0,1,,,,,0,,,,81,0
5340,note_on,,,,,0,0,1,,,,,0,,,,76,100
5400,note_on,,,,,0,0,2,,,,,1,,,,57,100
5400,note_on,,,,,60,0,1,,,,,0,,,,76,0
5400,note_on,,,,,0,0,1,,,,,0,,,,73,100
5400,note_on,,,,,120,0,2,,,,,1,,,,52,0
5445,note_on,,,,,0,0,1,,,,,0,,,,81,100
5445,note_on,,,,,45,0,1,,,,,0,,,,73,0
5460,note_on,,,,,15,0,1,,,,,0,,,,81,0
5460,note_on,,,,,0,0,1,,,,,0,,,,79,100
5505,note_on,,,,,0,0,1,,,,,0,,,,81,100
5505,note_on,,,,,45,0,1,,,,,0,,,,79,0
5520,note_on,,,,,0,0,1,,,,,0,,,,78,100
5520,note_on,,,,,120,0,2,,,,,1,,,,57,0
5520,note_on,,,,,0,0,2,,,,,1,,,,49,0
5520,note_on,,,,,15,0,1,,,,,0,,,,81,0
5520,note_on,,,,,0,0,2,,,,,1,,,,50,100
5535,note_on,,,,,0,0,1,,,,,0,,,,79,100
5535,note_on,,,,,15,0,1,,,,,0,,,,78,0
5550,note_on,,,,,0,0,1,,,,,0,,,,78,100
5550,note_on,,,,,15,0,1,,,,,0,,,,79,0
5565,note_on,,,,,0,0,1,,,,,0,,,,79,100
5565,note_on,,,,,15,0,1,,,,,0,,,,78,0
5580,note_on,,,,,60,0,2,,,,,1,,,,50,0
5580,note_on,,,,,0,0,1,,,,,0,,,,78,100
5580,note_on,,,,,15,0,1,,,,,0,,,,79,0
5580,note_on,,,,,0,0,2,,,,,1,,,,45,100
5595,note_on,,,,,15,0,1,,,,,0,,,,78,0
5595,note_on,,,,,0,0,1,,,,,0,,,,79,100
5610,note_on,,,,,0,0,1,,,,,0,,,,78,100
5610,note_on,,,,,15,0,1,,,,,0,,,,79,0
5640,note_on,,,,,30,0,1,,,,,0,,,,78,0
5640,note_on,,,,,60,0,2,,,,,1,,,,45,0
5640,note_on,,,,,0,0,2,,,,,1,,,,38,100
5685,note_on,,,,,45,0,1,,,,,0,,,,69,100
5700,note_on,,,,,60,0,2,,,,,1,,,,38,0
5700,note_on,,,,,0,0,2,,,,,1,,,,50,100
5700,note_on,,,,,0,0,1,,,,,0,,,,71,100
5700,note_on,,,,,15,0,1,,,,,0,,,,69,0
5745,note_on,,,,,45,0,1,,,,,0,,,,71,0
5745,note_on,,,,,0,0,1,,,,,0,,,,72,100
5760,note_on,,,,,0,0,2,,,,,1,,,,55,100
5760,note_on,,,,,60,0,2,,,,,1,,,,50,0
5760,note_on,,,,,15,0,1,,,,,0,,,,72,0
5760,note_on,,,,,0,0,1,,,,,0,,,,71,100
5805,note_on,,,,,45,0,1,,,,,0,,,,71,0
5805,note_on,,,,,0,0,1,,,,,0,,,,74,100
5820,note_on,,,,,15,0,1,,,,,0,,,,74,0
5820,note_on,,,,,0,0,1,,,,,0,,,,72,100
5820,note_on,,,,,0,0,2,,,,,1,,,,43,100
5820,note_on,,,,,60,0,2,,,,,1,,,,55,0
5865,note_on,,,,,45,0,1,,,,,0,,,,72,0
5865,note_on,,,,,0,0,1,,,,,0,,,,71,100
5880,note_on,,,,,15,0,1,,,,,0,,,,71,0
5880,note_on,,,,,0,0,1,,,,,0,,,,69,100
5880,note_on,,,,,0,0,2,,,,,1,,,,54,100
5880,note_on,,,,,60,0,2,,,,,1,,,,43,0
5925,note_on,,,,,45,0,1,,,,,0,,,,69,0
5925,note_on,,,,,0,0,1,,,,,0,,,,72,100
5940,note_on,,,,,0,0,1,,,,,0,,,,71,100
5940,note_on,,,,,0,0,2,,,,,1,,,,42,100
5940,note_on,,,,,60,0,2,,,,,1,,,,54,0
5940,note_on,,,,,15,0,1,,,,,0,,,,72,0
5985,note_on,,,,,0,0,1,,,,,0,,,,69,100
5985,note_on,,,,,45,0,1,,,,,0,,,,71,0
6000,note_on,,,,,0,0,2,,,,,1,,,,52,100
6000,note_on,,,,,15,0,1,,,,,0,,,,69,0
6000,note_on,,,,,0,0,1,,,,,0,,,,67,100
6000,note_on,,,,,60,0,2,,,,,1,,,,42,0
6045,note_on,,,,,45,0,1,,,,,0,,,,67,0
6045,note_on,,,,,0,0,1,,,,,0,,,,71,100
6060,note_on,,,,,0,0,1,,,,,0,,,,69,100
6060,note_on,,,,,60,0,2,,,,,1,,,,52,0
6060,note_on,,,,,15,0,1,,,,,0,,,,71,0
6060,note_on,,,,,0,0,2,,,,,1,,,,40,100
6105,note_on,,,,,0,0,1,,,,,0,,,,67,100
6105,note_on,,,,,45,0,1,,,,,0,,,,69,0
6120,note_on,,,,,0,0,1,,,,,0,,,,66,100
6120,note_on,,,,,15,0,1,,,,,0,,,,67,0
6120,note_on,,,,,60,0,2,,,,,1,,,,40,0
6120,note_on,,,,,0,0,2,,,,,1,,,,50,100
6165,note_on,,,,,45,0,1,,,,,0,,,,66,0
6165,note_on,,,,,0,0,1,,,,,0,,,,69,100
6180,note_on,,,,,0,0,2,,,,,1,,,,38,100
6180,note_on,,,,,60,0,2,,,,,1,,,,50,0
6180,note_on,,,,,15,0,1,,,,,0,,,,69,0
6180,note_on,,,,,0,0,1,,,,,0,,,,67,100
6225,note_on,,,,,45,0,1,,,,,0,,,,67,0
6225,note_on,,,,,0,0,1,,,,,0,,,,66,100
6240,note_on,,,,,60,0,2,,,,,1,,,,38,0
6240,note_on,,,,,15,0,1,,,,,0,,,,66,0
6240,note_on,,,,,0,0,1,,,,,0,,,,67,100
6240,note_on,,,,,0,0,2,,,,,1,,,,52,100
6285,note_on,,,,,45,0,1,,,,,0,,,,67,0
6285,note_on,,,,,0,0,1,,,,,0,,,,64,100
6300,note_on,,,,,60,0,2,,,,,1,,,,52,0
6300,note_on,,,,,0,0,2,,,,,1,,,,55,100
6300,note_on,,,,,15,0,1,,,,,0,,,,64,0
6300,note_on,,,,,0,0,1,,,,,0,,,,66,100
6345,note_on,,,,,45,0,1,,,,,0,,,,66,0
6345,note_on,,,,,0,0,1,,,,,0,,,,67,100
6360,note_on,,,,,60,0,2,,,,,1,,,,55,0
6360,note_on,,,,,0,0,2,,,,,1,,,,57,100
6360,note_on,,,,,0,0,1,,,,,0,,,,64,100
6360,note_on,,,,,15,0,1,,,,,0,,,,67,0
6375,note_on,,,,,0,0,1,,,,,0,,,,66,100
6375,note_on,,,,,15,0,1,,,,,0,,,,64,0
6390,note_on,,,,,15,0,1,,,,,0,,,,66,0
6390,note_on,,,,,0,0,1,,,,,0,,,,64,100
6405,note_on,,,,,15,0,1,,,,,0,,,,64,0
6405,note_on,,,,,0,0,1,,,,,0,,,,66,100
6420,note_on,,,,,60,0,2,,,,,1,,,,57,0
6420,note_on,,,,,0,0,2,,,,,1,,,,45,100
6420,note_on,,,,,15,0,1,,,,,0,,,,66,0
6420,note_on,,,,,0,0,1,,,,,0,,,,64,100
6435,note_on,,,,,15,0,1,,,,,0,,,,64,0
6435,note_on,,,,,0,0,1,,,,,0,,,,66,100
6450,note_on,,,,,15,0,1,,,,,0,,,,66,0
6450,note_on,,,,,0,0,1,,,,,0,,,,64,100
6465,note_on,,,,,0,0,1,,,,,0,,,,66,100
6465,note_on,,,,,15,0,1,,,,,0,,,,64,0
6480,note_on,,,,,15,0,1,,,,,0,,,,66,0
6480,note_on,,,,,0,0,1,,,,,0,,,,62,100
6480,note_on,,,,,60,0,2,,,,,1,,,,45,0
6480,note_on,,,,,0,0,2,,,,,1,,,,50,100
6510,note_on,,,,,0,0,1,,,,,0,,,,66,100
6510,note_on,,,,,30,0,1,,,,,0,,,,62,0
6540,note_on,,,,,0,0,1,,,,,0,,,,69,100
6540,note_on,,,,,30,0,1,,,,,0,,,,66,0
6540,note_on,,,,,0,0,2,,,,,1,,,,45,100
6540,note_on,,,,,60,0,2,,,,,1,,,,50,0
6570,note_on,,,,,0,0,1,,,,,0,,,,74,100
6570,note_on,,,,,30,0,1,,,,,0,,,,69,0
6600,note_on,,,,,30,0,1,,,,,0,,,,74,0
6600,note_on,,,,,0,0,2,,,,,1,,,,42,100
6600,note_on,,,,,60,0,2,,,,,1,,,,45,0
6600,note_on,,,,,0,0,1,,,,,0,,,,69,100
6630,note_on,,,,,30,0,1,,,,,0,,,,69,0
6630,note_on,,,,,0,0,1,,,,,0,,,,66,100
6660,note_on,,,,,60,0,2,,,,,1,,,,42,0
6660,note_on,,,,,30,0,1,,,,,0,,,,66,0
6660,note_on,,,,,0,0,2,,,,,1,,,,45,100
6660,note_on,,,,,0,0,1,,,,,0,,,,62,100
6690,note_on,,,,,30,0,1,,,,,0,,,,62,0
6690,note_on,,,,,0,0,1,,,,,0,,,,66,100
6720,note_on,,,,,30,0,1,,,,,0,,,,66,0
6720,note_on,,,,,0,0,1,,,,,0,,,,66,100
6720,note_on,,,,,0,0,1,,,,,0,,,,74,100
6720,note_on,,,,,0,0,2,,,,,1,,,,50,100
6720,note_on,,,,,60,0,2,,,,,1,,,,45,0
6720,note_on,,,,,0,0,1,,,,,0,,,,69,100
6840,note_on,,,,,120,0,2,,,,,1,,,,45,100
6960,note_on,,,,,0,0,2,,,,,1,,,,38,100
6960,note_on,,,,,120,0,2,,,,,1,,,,45,0
7080,note_on,,,,,0,0,1,,,,,0,,,,66,0
7080,note_on,,,,,120,0,2,,,,,1,,,,38,0
7080,note_on,,,,,0,0,1,,,,,0,,,,69,0
7080,note_on,,,,,0,0,2,,,,,1,,,,50,0
7080,note_on,,,,,360,0,1,,,,,0,,,,74,0
7140,note_on,,,,,60,0,1,,,,,0,,,,69,100
7200,note_on,,,,,60,0,1,,,,,0,,,,69,0
7200,note_on,,,,,0,0,1,,,,,0,,,,62,100
7200,note_on,,,,,0,0,1,,,,,0,,,,66,100
7200,note_on,,,,,0,0,1,,,,,0,,,,69,100
7200,note_on,,,,,120,0,2,,,,,1,,,,50,100
7260,note_on,,,,,60,0,2,,,,,1,,,,50,0
7260,note_on,,,,,0,0,2,,,,,1,,,,45,100
7320,note_on,,,,,120,0,1,,,,,0,,,,69,0
7320,note_on,,,,,0,0,1,,,,,0,,,,66,0
7320,note_on,,,,,0,0,1,,,,,0,,,,62,0
7320,note_on,,,,,60,0,2,,,,,1,,,,45,0
7320,note_on,,,,,0,0,2,,,,,1,,,,38,100
7365,note_on,,,,,45,0,1,,,,,0,,,,69,100
7380,note_on,,,,,0,0,1,,,,,0,,,,71,100
7380,note_on,,,,,0,0,2,,,,,1,,,,50,100
7380,note_on,,,,,60,0,2,,,,,1,,,,38,0
7380,note_on,,,,,15,0,1,,,,,0,,,,69,0
7425,note_on,,,,,0,0,1,,,,,0,,,,72,100
7425,note_on,,,,,45,0,1,,,,,0,,,,71,0
7440,note_on,,,,,60,0,2,,,,,1,,,,50,0
7440,note_on,,,,,15,0,1,,,,,0,,,,72,0
7440,note_on,,,,,0,0,1,,,,,0,,,,71,100
7440,note_on,,,,,0,0,2,,,,,1,,,,55,100
7455,note_on,,,,,0,0,1,,,,,0,,,,72,100
7455,note_on,,,,,15,0,1,,,,,0,,,,71,0
7470,note_on,,,,,0,0,1,,,,,0,,,,71,100
7470,note_on,,,,,15,0,1,,,,,0,,,,72,0
7485,note_on,,,,,15,0,1,,,,,0,,,,71,0
7485,note_on,,,,,0,0,1,,,,,0,,,,72,100
7500,note_on,,,,,0,0,2,,,,,1,,,,50,100
7500,note_on,,,,,60,0,2,,,,,1,,,,55,0
7500,note_on,,,,,0,0,1,,,,,0,,,,71,100
7500,note_on,,,,,15,0,1,,,,,0,,,,72,0
7515,note_on,,,,,0,0,1,,,,,0,,,,72,100
7515,note_on,,,,,15,0,1,,,,,0,,,,71,0
7530,note_on,,,,,0,0,1,,,,,0,,,,71,100
7530,note_on,,,,,15,0,1,,,,,0,,,,72,0
7545,note_on,,,,,0,0,1,,,,,0,,,,72,100
7545,note_on,,,,,15,0,1,,,,,0,,,,71,0
7560,note_on,,,,,0,0,1,,,,,0,,,,71,100
7560,note_on,,,,,15,0,1,,,,,0,,,,72,0
7560,note_on,,,,,60,0,2,,,,,1,,,,50,0
7560,note_on,,,,,0,0,2,,,,,1,,,,43,100
7575,note_on,,,,,15,0,1,,,,,0,,,,71,0
7575,note_on,,,,,0,0,1,,,,,0,,,,72,100
7590,note_on,,,,,15,0,1,,,,,0,,,,72,0
7590,note_on,,,,,0,0,1,,,,,0,,,,71,100
7620,note_on,,,,,0,0,2,,,,,1,,,,55,100
7620,note_on,,,,,60,0,2,,,,,1,,,,43,0
7620,note_on,,,,,30,0,1,,,,,0,,,,71,0
7620,note_on,,,,,0,0,1,,,,,0,,,,72,100
7665,note_on,,,,,45,0,1,,,,,0,,,,72,0
7665,note_on,,,,,0,0,1,,,,,0,,,,74,100
7680,note_on,,,,,0,0,2,,,,,1,,,,57,100
7680,note_on,,,,,15,0,1,,,,,0,,,,74,0
7680,note_on,,,,,0,0,1,,,,,0,,,,72,100
7680,note_on,,,,,60,0,2,,,,,1,,,,55,0
7680,note_on,,,,,0,0,2,,,,,1,,,,54,100
7740,note_on,,,,,60,0,1,,,,,0,,,,72,0
7740,note_on,,,,,0,0,1,,,,,0,,,,71,100
7740,note_on,,,,,0,0,2,,,,,1,,,,54,0
7740,note_on,,,,,60,0,2,,,,,1,,,,57,0
7740,note_on,,,,,0,0,2,,,,,1,,,,55,100
7800,note_on,,,,,0,0,2,,,,,1,,,,60,100
7800,note_on,,,,,0,0,1,,,,,0,,,,76,100
7800,note_on,,,,,60,0,1,,,,,0,,,,71,0
7800,note_on,,,,,60,0,2,,,,,1,,,,55,0
7845,note_on,,,,,0,0,1,,,,,0,,,,79,100
7845,note_on,,,,,45,0,1,,,,,0,,,,76,0
7860,note_on,,,,,0,0,2,,,,,1,,,,57,100
7860,note_on,,,,,15,0,1,,,,,0,,,,79,0
7860,note_on,,,,,0,0,1,,,,,0,,,,78,100
7860,note_on,,,,,60,0,2,,,,,1,,,,60,0
7905,note_on,,,,,0,0,1,,,,,0,,,,76,100
7905,note_on,,,,,45,0,1,,,,,0,,,,78,0
7920,note_on,,,,,0,0,2,,,,,1,,,,59,100
7920,note_on,,,,,60,0,2,,,,,1,,,,57,0
7920,note_on,,,,,0,0,1,,,,,0,,,,75,100
7920,note_on,,,,,15,0,1,,,,,0,,,,76,0
7935,note_on,,,,,15,0,1,,,,,0,,,,75,0
7935,note_on,,,,,0,0,1,,,,,0,,,,76,100
7950,note_on,,,,,15,0,1,,,,,0,,,,76,0
7950,note_on,,,,,0,0,1,,,,,0,,,,75,100
7965,note_on,,,,,15,0,1,,,,,0,,,,75,0
7965,note_on,,,,,0,0,1,,,,,0,,,,76,100
7980,note_on,,,,,15,0,1,,,,,0,,,,76,0
7980,note_on,,,,,60,0,2,,,,,1,,,,59,0
7980,note_on,,,,,0,0,2,,,,,1,,,,54,100
7980,note_on,,,,,0,0,1,,,,,0,,,,75,100
7995,note_on,,,,,0,0,1,,,,,0,,,,76,100
7995,note_on,,,,,15,0,1,,,,,0,,,,75,0
8010,note_on,,,,,0,0,1,,,,,0,,,,75,100
8010,note_on,,,,,15,0,1,,,,,0,,,,76,0
8025,note_on,,,,,15,0,1,,,,,0,,,,75,0
8025,note_on,,,,,0,0,1,,,,,0,,,,76,100
8040,note_on,,,,,60,0,2,,,,,1,,,,54,0
8040,note_on,,,,,0,0,2,,,,,1,,,,47,100
8040,note_on,,,,,15,0,1,,,,,0,,,,76,0
8040,note_on,,,,,0,0,1,,,,,0,,,,75,100
8055,note_on,,,,,0,0,1,,,,,0,,,,76,100
8055,note_on,,,,,15,0,1,,,,,0,,,,75,0
8070,note_on,,,,,15,0,1,,,,,0,,,,76,0
8070,note_on,,,,,0,0,1,,,,,0,,,,75,100
8100,note_on,,,,,30,0,1,,,,,0,,,,75,0
8100,note_on,,,,,0,0,1,,,,,0,,,,83,100
8100,note_on,,,,,60,0,2,,,,,1,,,,47,0
8100,note_on,,,,,0,0,2,,,,,1,,,,59,100
8160,note_on,,,,,60,0,1,,,,,0,,,,83,0
8160,note_on,,,,,60,0,2,,,,,1,,,,59,0
8160,note_on,,,,,0,0,1,,,,,0,,,,84,100
8160,note_on,,,,,0,0,2,,,,,1,,,,54,100
8160,note_on,,,,,0,0,2,,,,,1,,,,57,100
8190,note_on,,,,,0,0,1,,,,,0,,,,83,100
8190,note_on,,,,,30,0,1,,,,,0,,,,84,0
8220,note_on,,,,,0,0,1,,,,,0,,,,81,100
8220,note_on,,,,,30,0,1,,,,,0,,,,83,0
8250,note_on,,,,,0,0,1,,,,,0,,,,79,100
8250,note_on,,,,,30,0,1,,,,,0,,,,81,0
8280,note_on,,,,,0,0,1,,,,,0,,,,78,100
8280,note_on,,,,,0,0,2,,,,,1,,,,50,100
8280,note_on,,,,,120,0,2,,,,,1,,,,54,0
8280,note_on,,,,,30,0,1,,,,,0,,,,79,0
8310,note_on,,,,,30,0,1,,,,,0,,,,78,0
8310,note_on,,,,,0,0,1,,,,,0,,,,81,100
8340,note_on,,,,,30,0,1,,,,,0,,,,81,0
8340,note_on,,,,,0,0,1,,,,,0,,,,79,100
8370,note_on,,,,,30,0,1,,,,,0,,,,79,0
8370,note_on,,,,,0,0,1,,,,,0,,,,81,100
8400,note_on,,,,,30,0,1,,,,,0,,,,81,0
8400,note_on,,,,,0,0,1,,,,,0,,,,83,100
8400,note_on,,,,,0,0,2,,,,,1,,,,52,100
8400,note_on,,,,,0,0,2,,,,,1,,,,55,100
8400,note_on,,,,,0,0,2,,,,,1,,,,57,0
8400,note_on,,,,,120,0,2,,,,,1,,,,50,0
8430,note_on,,,,,0,0,1,,,,,0,,,,81,100
8430,note_on,,,,,30,0,1,,,,,0,,,,83,0
8460,note_on,,,,,30,0,1,,,,,0,,,,81,0
8460,note_on,,,,,0,0,1,,,,,0,,,,79,100
8490,note_on,,,,,30,0,1,,,,,0,,,,79,0
8490,note_on,,,,,0,0,1,,,,,0,,,,78,100
8520,note_on,,,,,0,0,2,,,,,1,,,,48,100
8520,note_on,,,,,0,0,1,,,,,0,,,,76,100
8520,note_on,,,,,30,0,1,,,,,0,,,,78,0
8520,note_on,,,,,120,0,2,,,,,1,,,,52,0
8550,note_on,,,,,0,0,1,,,,,0,,,,79,100
8550,note_on,,,,,30,0,1,,,,,0,,,,76,0
8580,note_on,,,,,0,0,1,,,,,0,,,,78,100
8580,note_on,,,,,30,0,1,,,,,0,,,,79,0
8610,note_on,,,,,0,0,1,,,,,0,,,,79,100
8610,note_on,,,,,30,0,1,,,,,0,,,,78,0
8640,note_on,,,,,120,0,2,,,,,1,,,,48,0
8640,note_on,,,,,0,0,2,,,,,1,,,,60,100
8640,note_on,,,,,30,0,1,,,,,0,,,,79,0
8640,note_on,,,,,0,0,1,,,,,0,,,,81,100
8640,note_on,,,,,0,0,2,,,,,1,,,,55,0
8670,note_on,,,,,30,0,1,,,,,0,,,,81,0
8670,note_on,,,,,0,0,1,,,,,0,,,,79,100
8700,note_on,,,,,0,0,2,,,,,1,,,,57,100
8700,note_on,,,,,30,0,1,,,,,0,,,,79,0
8700,note_on,,,,,0,0,1,,,,,0,,,,78,100
8700,note_on,,,,,60,0,2,,,,,1,,,,60,0
8730,note_on,,,,,30,0,1,,,,,0,,,,78,0
8730,note_on,,,,,0,0,1,,,,,0,,,,76,100
8760,note_on,,,,,30,0,1,,,,,0,,,,76,0
8760,note_on,,,,,0,0,1,,,,,0,,,,75,100
8760,note_on,,,,,0,0,2,,,,,1,,,,59,100
8760,note_on,,,,,60,0,2,,,,,1,,,,57,0
8790,note_on,,,,,0,0,1,,,,,0,,,,76,100
8790,note_on,,,,,30,0,1,,,,,0,,,,75,0
8820,note_on,,,,,30,0,1,,,,,0,,,,76,0
8820,note_on,,,,,0,0,1,,,,,0,,,,78,100
8820,note_on,,,,,0,0,2,,,,,1,,,,47,100
8820,note_on,,,,,60,0,2,,,,,1,,,,59,0
8850,note_on,,,,,0,0,1,,,,,0,,,,75,100
8850,note_on,,,,,30,0,1,,,,,0,,,,78,0
8880,note_on,,,,,0,0,2,,,,,1,,,,52,100
8880,note_on,,,,,60,0,2,,,,,1,,,,47,0
8880,note_on,,,,,0,0,1,,,,,0,,,,76,100
8880,note_on,,,,,30,0,1,,,,,0,,,,75,0
8895,note_on,,,,,0,0,1,,,,,0,,,,78,100
8895,note_on,,,,,15,0,1,,,,,0,,,,76,0
8910,note_on,,,,,15,0,1,,,,,0,,,,78,0
8910,note_on,,,,,0,0,1,,,,,0,,,,76,100
8925,note_on,,,,,15,0,1,,,,,0,,,,76,0
8925,note_on,,,,,0,0,1,,,,,0,,,,78,100
8940,note_on,,,,,0,0,1,,,,,0,,,,76,100
8940,note_on,,,,,15,0,1,,,,,0,,,,78,0
8940,note_on,,,,,60,0,2,,,,,1,,,,52,0
8940,note_on,,,,,0,0,2,,,,,1,,,,47,100
8955,note_on,,,,,0,0,1,,,,,0,,,,78,100
8955,note_on,,,,,15,0,1,,,,,0,,,,76,0
8970,note_on,,,,,15,0,1,,,,,0,,,,78,0
8970,note_on,,,,,0,0,1,,,,,0,,,,76,100
8985,note_on,,,,,0,0,1,,,,,0,,,,78,100
8985,note_on,,,,,15,0,1,,,,,0,,,,76,0
9000,note_on,,,,,0,0,2,,,,,1,,,,40,100
9000,note_on,,,,,60,0,2,,,,,1,,,,47,0
9000,note_on,,,,,0,0,1,,,,,0,,,,76,100
9000,note_on,,,,,15,0,1,,,,,0,,,,78,0
9028,note_on,,,,,28,0,1,,,,,0,,,,76,0
9030,note_on,,,,,2,0,1,,,,,0,,,,67,100
9060,note_on,,,,,0,0,2,,,,,1,,,,52,100
9060,note_on,,,,,60,0,2,,,,,1,,,,40,0
9060,note_on,,,,,30,0,1,,,,,0,,,,67,0
9060,note_on,,,,,0,0,1,,,,,0,,,,69,100
9105,note_on,,,,,45,0,1,,,,,0,,,,69,0
9105,note_on,,,,,0,0,1,,,,,0,,,,71,100
9120,note_on,,,,,0,0,2,,,,,1,,,,50,100
9120,note_on,,,,,60,0,2,,,,,1,,,,52,0
9120,note_on,,,,,0,0,2,,,,,1,,,,54,100
9120,note_on,,,,,15,0,1,,,,,0,,,,71,0
9120,note_on,,,,,0,0,1,,,,,0,,,,72,100
9180,note_on,,,,,60,0,1,,,,,0,,,,72,0
9180,note_on,,,,,0,0,1,,,,,0,,,,69,100
9240,note_on,,,,,0,0,2,,,,,1,,,,57,100
9240,note_on,,,,,0,0,1,,,,,0,,,,66,100
9240,note_on,,,,,120,0,2,,,,,1,,,,54,0
9240,note_on,,,,,60,0,1,,,,,0,,,,69,0
9270,note_on,,,,,30,0,1,,,,,0,,,,66,0
9270,note_on,,,,,0,0,1,,,,,0,,,,74,100
9300,note_on,,,,,30,0,1,,,,,0,,,,74,0
9300,note_on,,,,,0,0,1,,,,,0,,,,72,100
9330,note_on,,,,,30,0,1,,,,,0,,,,72,0
9330,note_on,,,,,0,0,1,,,,,0,,,,74,100
9360,note_on,,,,,30,0,1,,,,,0,,,,74,0
9360,note_on,,,,,0,0,1,,,,,0,,,,71,100
9360,note_on,,,,,120,0,2,,,,,1,,,,57,0
9360,note_on,,,,,0,0,2,,,,,1,,,,55,100
9360,note_on,,,,,0,0,2,,,,,1,,,,50,0
9375,note_on,,,,,15,0,1,,,,,0,,,,71,0
9375,note_on,,,,,0,0,1,,,,,0,,,,72,100
9390,note_on,,,,,15,0,1,,,,,0,,,,72,0
9390,note_on,,,,,0,0,1,,,,,0,,,,71,100
9405,note_on,,,,,15,0,1,,,,,0,,,,71,0
9405,note_on,,,,,0,0,1,,,,,0,,,,72,100
9420,note_on,,,,,0,0,2,,,,,1,,,,50,100
9420,note_on,,,,,15,0,1,,,,,0,,,,72,0
9420,note_on,,,,,0,0,1,,,,,0,,,,71,100
9420,note_on,,,,,60,0,2,,,,,1,,,,55,0
9435,note_on,,,,,15,0,1,,,,,0,,,,71,0
9435,note_on,,,,,0,0,1,,,,,0,,,,72,100
9450,note_on,,,,,15,0,1,,,,,0,,,,72,0
9450,note_on,,,,,0,0,1,,,,,0,,,,71,100
9465,note_on,,,,,0,0,1,,,,,0,,,,72,100
9465,note_on,,,,,15,0,1,,,,,0,,,,71,0
9480,note_on,,,,,0,0,2,,,,,1,,,,43,100
9480,note_on,,,,,0,0,1,,,,,0,,,,71,100
9480,note_on,,,,,60,0,2,,,,,1,,,,50,0
9480,note_on,,,,,15,0,1,,,,,0,,,,72,0
9495,note_on,,,,,15,0,1,,,,,0,,,,71,0
9495,note_on,,,,,0,0,1,,,,,0,,,,72,100
9505,note_on,,,,,10,0,1,,,,,0,,,,72,0
9512,note_on,,,,,7,0,1,,,,,0,,,,71,110
9540,note_on,,,,,60,0,2,,,,,1,,,,43,0
9540,note_on,,,,,28,0,1,,,,,0,,,,72,100
9540,note_on,,,,,0,0,2,,,,,1,,,,55,100
9542,note_on,,,,,2,0,1,,,,,0,,,,71,0
9585,note_on,,,,,0,0,1,,,,,0,,,,74,100
9585,note_on,,,,,43,0,1,,,,,0,,,,72,0
9600,note_on,,,,,0,0,1,,,,,0,,,,76,100
9600,note_on,,,,,15,0,1,,,,,0,,,,74,0
9600,note_on,,,,,60,0,2,,,,,1,,,,55,0
9600,note_on,,,,,0,0,2,,,,,1,,,,48,100
9630,note_on,,,,,0,0,1,,,,,0,,,,74,100
9630,note_on,,,,,30,0,1,,,,,0,,,,76,0
9660,note_on,,,,,30,0,1,,,,,0,,,,74,0
9660,note_on,,,,,0,0,1,,,,,0,,,,72,100
9660,note_on,,,,,60,0,2,,,,,1,,,,48,0
9660,note_on,,,,,0,0,2,,,,,1,,,,55,100
9690,note_on,,,,,30,0,1,,,,,0,,,,72,0
9690,note_on,,,,,0,0,1,,,,,0,,,,71,100
9720,note_on,,,,,0,0,2,,,,,1,,,,60,100
9720,note_on,,,,,60,0,2,,,,,1,,,,55,0
9720,note_on,,,,,30,0,1,,,,,0,,,,71,0
9720,note_on,,,,,0,0,1,,,,,0,,,,72,100
9750,note_on,,,,,30,0,1,,,,,0,,,,72,0
9750,note_on,,,,,0,0,1,,,,,0,,,,64,100
9780,note_on,,,,,0,0,1,,,,,0,,,,69,100
9780,note_on,,,,,30,0,1,,,,,0,,,,64,0
