tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,control,value,channel,program,note,velocity
3781,note_on,10,0,1,,,,,,,,,,0,,77,70
3785,note_on,21,0,2,,,,,,,,,,1,,73,76
3785,note_on,18,0,3,,,,,,,,,,2,,45,83
3799,note_on,18,0,1,,,,,,,,,,0,,77,0
3810,note_on,11,0,1,,,,,,,,,,0,,76,68
3812,note_on,27,0,2,,,,,,,,,,1,,73,0
3828,note_on,43,0,3,,,,,,,,,,2,,45,0
3829,note_on,19,0,1,,,,,,,,,,0,,76,0
3842,note_on,13,0,1,,,,,,,,,,0,,77,83
3845,note_on,33,0,2,,,,,,,,,,1,,74,81
3846,note_on,18,0,3,,,,,,,,,,2,,50,71
3866,note_on,24,0,1,,,,,,,,,,0,,77,0
3869,note_on,24,0,2,,,,,,,,,,1,,74,0
3882,note_on,36,0,3,,,,,,,,,,2,,50,0
3899,note_on,33,0,1,,,,,,,,,,0,,81,79
3903,note_on,21,0,3,,,,,,,,,,2,,62,71
3905,note_on,36,0,2,,,,,,,,,,1,,77,92
3942,note_on,39,0,3,,,,,,,,,,2,,62,0
3966,note_on,24,0,3,,,,,,,,,,2,,50,70
4005,note_on,39,0,3,,,,,,,,,,2,,50,0
4006,note_on,101,0,2,,,,,,,,,,1,,77,0
4016,note_on,10,0,2,,,,,,,,,,1,,74,67
4020,note_on,121,0,1,,,,,,,,,,0,,81,0
4024,note_on,4,0,1,,,,,,,,,,0,,77,84
4026,note_on,21,0,3,,,,,,,,,,2,,62,68
4043,note_on,27,0,2,,,,,,,,,,1,,74,0
4047,note_on,23,0,1,,,,,,,,,,0,,77,0
4061,note_on,35,0,3,,,,,,,,,,2,,62,0
4083,note_on,40,0,2,,,,,,,,,,1,,74,73
4085,note_on,38,0,1,,,,,,,,,,0,,77,77
4085,note_on,24,0,3,,,,,,,,,,2,,50,63
4111,note_on,26,0,1,,,,,,,,,,0,,77,0
4111,note_on,28,0,2,,,,,,,,,,1,,74,0
4125,note_on,40,0,3,,,,,,,,,,2,,50,0
4145,note_on,20,0,3,,,,,,,,,,2,,62,68
4145,note_on,34,0,1,,,,,,,,,,0,,81,71
4148,note_on,37,0,2,,,,,,,,,,1,,77,71
4187,note_on,42,0,3,,,,,,,,,,2,,62,0
4207,note_on,20,0,3,,,,,,,,,,2,,50,67
4244,note_on,37,0,3,,,,,,,,,,2,,50,0
4254,note_on,106,0,2,,,,,,,,,,1,,77,0
4256,note_on,111,0,1,,,,,,,,,,0,,81,0
4261,note_on,5,0,1,,,,,,,,,,0,,77,83
4265,note_on,11,0,2,,,,,,,,,,1,,74,72
4266,note_on,22,0,3,,,,,,,,,,2,,62,78
4287,note_on,26,0,1,,,,,,,,,,0,,77,0
4292,note_on,27,0,2,,,,,,,,,,1,,74,0
4303,note_on,37,0,3,,,,,,,,,,2,,62,0
4321,note_on,34,0,1,,,,,,,,,,0,,76,70
4323,note_on,31,0,2,,,,,,,,,,1,,73,76
4326,note_on,23,0,3,,,,,,,,,,2,,57,85
4352,note_on,31,0,1,,,,,,,,,,0,,76,0
4353,note_on,30,0,2,,,,,,,,,,1,,73,0
4357,note_on,31,0,3,,,,,,,,,,2,,57,0
4382,note_on,29,0,2,,,,,,,,,,1,,74,75
4383,note_on,26,0,3,,,,,,,,,,2,,50,75
4383,note_on,31,0,1,,,,,,,,,,0,,77,88
4413,note_on,30,0,1,,,,,,,,,,0,,77,0
4413,note_on,31,0,2,,,,,,,,,,1,,74,0
4422,note_on,39,0,3,,,,,,,,,,2,,50,0
4442,note_on,29,0,2,,,,,,,,,,1,,74,75
4444,note_on,31,0,1,,,,,,,,,,0,,76,85
4444,note_on,22,0,3,,,,,,,,,,2,,57,81
4473,note_on,31,0,2,,,,,,,,,,1,,74,0
4474,note_on,30,0,1,,,,,,,,,,0,,76,0
4482,note_on,38,0,3,,,,,,,,,,2,,57,0
4504,note_on,30,0,1,,,,,,,,,,0,,74,66
4504,note_on,31,0,2,,,,,,,,,,1,,73,70
4505,note_on,23,0,3,,,,,,,,,,2,,45,81
4532,note_on,28,0,1,,,,,,,,,,0,,74,0
4532,note_on,28,0,2,,,,,,,,,,1,,73,0
4547,note_on,42,0,3,,,,,,,,,,2,,45,0
4564,note_on,32,0,1,,,,,,,,,,0,,74,73
4564,note_on,32,0,2,,,,,,,,,,1,,74,72
4571,note_on,24,0,3,,,,,,,,,,2,,50,83
4611,note_on,40,0,3,,,,,,,,,,2,,50,0
4630,note_on,19,0,3,,,,,,,,,,2,,57,81
4668,note_on,38,0,3,,,,,,,,,,2,,57,0
4679,note_on,115,0,2,,,,,,,,,,1,,74,0
4687,note_on,123,0,1,,,,,,,,,,0,,74,0
4691,note_on,23,0,3,,,,,,,,,,2,,53,67
4727,note_on,36,0,3,,,,,,,,,,2,,53,0
4742,note_on,63,0,2,,,,,,,,,,1,,74,85
4747,note_on,60,0,1,,,,,,,,,,0,,77,85
4751,note_on,24,0,3,,,,,,,,,,2,,50,72
4781,note_on,34,0,1,,,,,,,,,,0,,77,0
4788,note_on,37,0,3,,,,,,,,,,2,,50,0
4797,note_on,55,0,2,,,,,,,,,,1,,74,0
4803,note_on,6,0,2,,,,,,,,,,1,,73,81
4807,note_on,26,0,1,,,,,,,,,,0,,76,66
4809,note_on,21,0,3,,,,,,,,,,2,,57,81
4831,note_on,28,0,2,,,,,,,,,,1,,73,0
4835,note_on,28,0,1,,,,,,,,,,0,,76,0
4847,note_on,38,0,3,,,,,,,,,,2,,57,0
4864,note_on,33,0,2,,,,,,,,,,1,,72,90
4866,note_on,19,0,3,,,,,,,,,,2,,54,81
4869,note_on,34,0,1,,,,,,,,,,0,,74,69
4923,note_on,57,0,3,,,,,,,,,,2,,54,0
4925,note_on,2,0,3,,,,,,,,,,2,,55,71
4925,note_on,61,0,2,,,,,,,,,,1,,72,0
4928,note_on,3,0,2,,,,,,,,,,1,,71,67
4956,note_on,28,0,2,,,,,,,,,,1,,71,0
4957,note_on,32,0,3,,,,,,,,,,2,,55,0
4982,note_on,113,0,1,,,,,,,,,,0,,74,0
4984,note_on,27,0,3,,,,,,,,,,2,,49,83
4986,note_on,4,0,1,,,,,,,,,,0,,76,74
4987,note_on,31,0,2,,,,,,,,,,1,,70,85
5015,note_on,28,0,2,,,,,,,,,,1,,70,0
5015,note_on,29,0,1,,,,,,,,,,0,,76,0
5019,note_on,35,0,3,,,,,,,,,,2,,49,0
5045,note_on,30,0,2,,,,,,,,,,1,,69,72
5046,note_on,27,0,3,,,,,,,,,,2,,50,70
5047,note_on,32,0,1,,,,,,,,,,0,,77,85
5071,note_on,26,0,2,,,,,,,,,,1,,69,0
5073,note_on,2,0,2,,,,,,,,,,1,,67,69
5085,note_on,39,0,3,,,,,,,,,,2,,50,0
5092,note_on,19,0,2,,,,,,,,,,1,,67,0
5102,note_on,10,0,2,,,,,,,,,,1,,65,85
5106,note_on,21,0,3,,,,,,,,,,2,,45,75
5120,note_on,18,0,2,,,,,,,,,,1,,65,0
5130,note_on,10,0,2,,,,,,,,,,1,,64,90
5137,note_on,31,0,3,,,,,,,,,,2,,45,0
5149,note_on,19,0,2,,,,,,,,,,1,,64,0
5161,note_on,12,0,2,,,,,,,,,,1,,62,85
5165,note_on,28,0,3,,,,,,,,,,2,,41,85
5180,note_on,133,0,1,,,,,,,,,,0,,77,0
5182,note_on,21,0,2,,,,,,,,,,1,,62,0
5194,note_on,29,0,3,,,,,,,,,,2,,41,0
5220,note_on,38,0,2,,,,,,,,,,1,,77,93
5221,note_on,27,0,3,,,,,,,,,,2,,38,76
5223,note_on,43,0,1,,,,,,,,,,0,,81,83
5259,note_on,38,0,3,,,,,,,,,,2,,38,0
5261,note_on,38,0,1,,,,,,,,,,0,,81,0
5276,note_on,56,0,2,,,,,,,,,,1,,77,0
5281,note_on,5,0,2,,,,,,,,,,1,,76,92
5282,note_on,23,0,3,,,,,,,,,,2,,43,85
5285,note_on,24,0,1,,,,,,,,,,0,,82,83
5305,note_on,24,0,2,,,,,,,,,,1,,76,0
5313,note_on,31,0,3,,,,,,,,,,2,,43,0
5317,note_on,32,0,1,,,,,,,,,,0,,82,0
5342,note_on,37,0,2,,,,,,,,,,1,,75,90
5344,note_on,31,0,3,,,,,,,,,,2,,55,63
5349,note_on,32,0,1,,,,,,,,,,0,,79,74
5388,note_on,44,0,3,,,,,,,,,,2,,55,0
5404,note_on,16,0,3,,,,,,,,,,2,,57,78
5406,note_on,64,0,2,,,,,,,,,,1,,75,0
5409,note_on,3,0,2,,,,,,,,,,1,,74,78
5410,note_on,0,0,1,,,,,,,,,,0,,77,88
5410,note_on,61,0,1,,,,,,,,,,0,,79,0
5434,note_on,24,0,1,,,,,,,,,,0,,77,0
5434,note_on,25,0,2,,,,,,,,,,1,,74,0
5437,note_on,33,0,3,,,,,,,,,,2,,57,0
5468,note_on,34,0,1,,,,,,,,,,0,,76,73
5469,note_on,32,0,3,,,,,,,,,,2,,45,81
5471,note_on,37,0,2,,,,,,,,,,1,,73,83
5494,note_on,26,0,1,,,,,,,,,,0,,76,0
5496,note_on,25,0,2,,,,,,,,,,1,,73,0
5504,note_on,35,0,3,,,,,,,,,,2,,45,0
5526,note_on,30,0,2,,,,,,,,,,1,,74,71
5527,note_on,33,0,1,,,,,,,,,,0,,74,64
5528,note_on,24,0,3,,,,,,,,,,2,,50,78
5554,note_on,28,0,2,,,,,,,,,,1,,73,68
5555,note_on,1,0,2,,,,,,,,,,1,,74,0
5570,note_on,15,0,2,,,,,,,,,,1,,73,0
5583,note_on,13,0,2,,,,,,,,,,1,,74,69
5598,note_on,15,0,2,,,,,,,,,,1,,74,0
5611,note_on,13,0,2,,,,,,,,,,1,,76,92
5624,note_on,96,0,3,,,,,,,,,,2,,50,0
5628,note_on,17,0,2,,,,,,,,,,1,,76,0
5641,note_on,13,0,2,,,,,,,,,,1,,74,81
5655,note_on,128,0,1,,,,,,,,,,0,,74,0
5664,note_on,23,0,2,,,,,,,,,,1,,74,0
5703,note_on,79,0,3,,,,,,,,,,2,,50,83
5705,note_on,50,0,1,,,,,,,,,,0,,86,91
5705,note_on,41,0,2,,,,,,,,,,1,,77,95
5750,note_on,45,0,2,,,,,,,,,,1,,77,0
5753,note_on,48,0,1,,,,,,,,,,0,,86,0
5761,note_on,58,0,3,,,,,,,,,,2,,50,0
5764,note_on,14,0,2,,,,,,,,,,1,,76,83
5766,note_on,5,0,3,,,,,,,,,,2,,57,85
5767,note_on,14,0,1,,,,,,,,,,0,,85,93
5790,note_on,26,0,2,,,,,,,,,,1,,76,0
5793,note_on,26,0,1,,,,,,,,,,0,,85,0
5797,note_on,31,0,3,,,,,,,,,,2,,57,0
5825,note_on,32,0,1,,,,,,,,,,0,,84,85
5827,note_on,37,0,2,,,,,,,,,,1,,74,76
5828,note_on,31,0,3,,,,,,,,,,2,,54,75
5881,note_on,53,0,3,,,,,,,,,,2,,54,0
5884,note_on,59,0,1,,,,,,,,,,0,,83,74
5885,note_on,1,0,1,,,,,,,,,,0,,84,0
5887,note_on,6,0,3,,,,,,,,,,2,,55,61
5912,note_on,27,0,1,,,,,,,,,,0,,83,0
5921,note_on,34,0,3,,,,,,,,,,2,,55,0
5923,note_on,96,0,2,,,,,,,,,,1,,74,0
5943,note_on,31,0,1,,,,,,,,,,0,,82,85
5947,note_on,26,0,3,,,,,,,,,,2,,49,75
5949,note_on,26,0,2,,,,,,,,,,1,,76,85
5972,note_on,29,0,1,,,,,,,,,,0,,82,0
5975,note_on,26,0,2,,,,,,,,,,1,,76,0
5986,note_on,39,0,3,,,,,,,,,,2,,49,0
6001,note_on,29,0,1,,,,,,,,,,0,,81,76
6004,note_on,18,0,3,,,,,,,,,,2,,50,71
6006,note_on,31,0,2,,,,,,,,,,1,,77,83
6032,note_on,31,0,1,,,,,,,,,,0,,81,0
6032,note_on,0,0,1,,,,,,,,,,0,,79,91
6037,note_on,33,0,3,,,,,,,,,,2,,50,0
6051,note_on,19,0,1,,,,,,,,,,0,,79,0
6062,note_on,25,0,3,,,,,,,,,,2,,45,68
6063,note_on,12,0,1,,,,,,,,,,0,,77,74
6080,note_on,17,0,1,,,,,,,,,,0,,77,0
6091,note_on,11,0,1,,,,,,,,,,0,,76,83
6094,note_on,32,0,3,,,,,,,,,,2,,45,0
6107,note_on,16,0,1,,,,,,,,,,0,,76,0
6121,note_on,27,0,3,,,,,,,,,,2,,41,75
6123,note_on,16,0,1,,,,,,,,,,0,,74,73
6125,note_on,119,0,2,,,,,,,,,,1,,77,0
6146,note_on,23,0,1,,,,,,,,,,0,,74,0
6153,note_on,32,0,3,,,,,,,,,,2,,41,0
6178,note_on,25,0,3,,,,,,,,,,2,,38,76
6180,note_on,34,0,1,,,,,,,,,,0,,77,90
6181,note_on,56,0,2,,,,,,,,,,1,,81,83
6213,note_on,35,0,3,,,,,,,,,,2,,38,0
6237,note_on,57,0,1,,,,,,,,,,0,,77,0
6240,note_on,59,0,2,,,,,,,,,,1,,81,0
6240,note_on,27,0,3,,,,,,,,,,2,,43,81
6243,note_on,3,0,2,,,,,,,,,,1,,82,76
6244,note_on,7,0,1,,,,,,,,,,0,,76,88
6268,note_on,25,0,2,,,,,,,,,,1,,82,0
6270,note_on,26,0,1,,,,,,,,,,0,,76,0
6272,note_on,32,0,3,,,,,,,,,,2,,43,0
6302,note_on,30,0,3,,,,,,,,,,2,,55,69
6303,note_on,33,0,1,,,,,,,,,,0,,75,85
6306,note_on,38,0,2,,,,,,,,,,1,,79,90
6346,note_on,44,0,3,,,,,,,,,,2,,55,0
6359,note_on,13,0,3,,,,,,,,,,2,,57,85
6361,note_on,55,0,2,,,,,,,,,,1,,79,0
6363,note_on,2,0,2,,,,,,,,,,1,,77,92
6364,note_on,61,0,1,,,,,,,,,,0,,74,69
6365,note_on,1,0,1,,,,,,,,,,0,,75,0
6388,note_on,25,0,2,,,,,,,,,,1,,77,0
6390,note_on,25,0,1,,,,,,,,,,0,,74,0
6391,note_on,32,0,3,,,,,,,,,,2,,57,0
6421,note_on,30,0,3,,,,,,,,,,2,,45,75
6423,note_on,33,0,1,,,,,,,,,,0,,73,74
6424,note_on,36,0,2,,,,,,,,,,1,,76,92
6449,note_on,26,0,1,,,,,,,,,,0,,73,0
6450,note_on,26,0,2,,,,,,,,,,1,,76,0
6452,note_on,31,0,3,,,,,,,,,,2,,45,0
6481,note_on,31,0,2,,,,,,,,,,1,,74,64
6483,note_on,31,0,3,,,,,,,,,,2,,50,72
6484,note_on,35,0,1,,,,,,,,,,0,,74,76
6512,note_on,28,0,1,,,,,,,,,,0,,73,73
6515,note_on,3,0,1,,,,,,,,,,0,,74,0
6531,note_on,16,0,1,,,,,,,,,,0,,73,0
6541,note_on,10,0,1,,,,,,,,,,0,,74,67
6553,note_on,70,0,3,,,,,,,,,,2,,50,0
6561,note_on,20,0,1,,,,,,,,,,0,,74,0
6570,note_on,9,0,1,,,,,,,,,,0,,76,81
6591,note_on,21,0,1,,,,,,,,,,0,,76,0
6601,note_on,10,0,1,,,,,,,,,,0,,74,70
6612,note_on,131,0,2,,,,,,,,,,1,,74,0
6639,note_on,38,0,1,,,,,,,,,,0,,74,0
6660,note_on,48,0,2,,,,,,,,,,1,,81,90
6660,note_on,107,0,3,,,,,,,,,,2,,62,76
6695,note_on,35,0,2,,,,,,,,,,1,,81,0
6697,note_on,37,0,3,,,,,,,,,,2,,62,0
6719,note_on,22,0,3,,,,,,,,,,2,,61,81
6720,marker,6720,1,0,,,,,,,,,,,,,
6722,note_on,27,0,2,,,,,,,,,,1,,81,68
6748,note_on,26,0,2,,,,,,,,,,1,,81,0
6749,note_on,1,0,2,,,,,,,,,,1,,82,75
6758,note_on,39,0,3,,,,,,,,,,2,,61,0
6765,note_on,16,0,2,,,,,,,,,,1,,82,0
6779,note_on,21,0,3,,,,,,,,,,2,,49,67
6780,note_on,15,0,2,,,,,,,,,,1,,81,81
6794,note_on,14,0,2,,,,,,,,,,1,,81,0
6807,set_tempo,87,1,0,,,,,,545455,,,,,,,
6808,note_on,14,0,2,,,,,,,,,,1,,76,81
6820,note_on,41,0,3,,,,,,,,,,2,,49,0
6825,note_on,17,0,2,,,,,,,,,,1,,76,0
6840,note_on,15,0,2,,,,,,,,,,1,,81,93
6841,note_on,21,0,3,,,,,,,,,,2,,49,81
6869,note_on,29,0,2,,,,,,,,,,1,,81,0
6869,note_on,0,0,2,,,,,,,,,,1,,82,71
6878,note_on,37,0,3,,,,,,,,,,2,,49,0
6884,note_on,15,0,2,,,,,,,,,,1,,82,0
6899,note_on,15,0,2,,,,,,,,,,1,,81,78
6900,note_on,22,0,3,,,,,,,,,,2,,61,71
6913,note_on,14,0,2,,,,,,,,,,1,,81,0
6929,note_on,16,0,2,,,,,,,,,,1,,76,83
6936,note_on,36,0,3,,,,,,,,,,2,,61,0
6946,note_on,17,0,2,,,,,,,,,,1,,76,0
6960,note_on,24,0,3,,,,,,,,,,2,,62,76
6963,note_on,324,0,1,,,,,,,,,,0,,86,75
6965,note_on,19,0,2,,,,,,,,,,1,,77,66
6993,note_on,30,0,1,,,,,,,,,,0,,88,75
6996,note_on,36,0,3,,,,,,,,,,2,,62,0
6996,note_on,3,0,1,,,,,,,,,,0,,86,0
7013,note_on,17,0,1,,,,,,,,,,0,,88,0
7021,note_on,8,0,1,,,,,,,,,,0,,86,75
7023,note_on,27,0,3,,,,,,,,,,2,,50,70
7041,note_on,20,0,1,,,,,,,,,,0,,86,0
7050,note_on,9,0,1,,,,,,,,,,0,,81,75
7060,note_on,37,0,3,,,,,,,,,,2,,50,0
7070,note_on,20,0,1,,,,,,,,,,0,,81,0
7081,note_on,11,0,1,,,,,,,,,,0,,86,75
7089,note_on,29,0,3,,,,,,,,,,2,,50,76
7113,note_on,32,0,1,,,,,,,,,,0,,88,75
7113,note_on,148,0,2,,,,,,,,,,1,,77,0
7114,note_on,1,0,1,,,,,,,,,,0,,86,0
7122,note_on,33,0,3,,,,,,,,,,2,,50,0
7135,note_on,21,0,1,,,,,,,,,,0,,88,0
7145,note_on,10,0,1,,,,,,,,,,0,,86,75
7145,note_on,32,0,2,,,,,,,,,,1,,77,93
7148,note_on,26,0,3,,,,,,,,,,2,,62,75
7165,note_on,20,0,1,,,,,,,,,,0,,86,0
7173,note_on,28,0,2,,,,,,,,,,1,,77,0
7175,note_on,10,0,1,,,,,,,,,,0,,81,75
7178,note_on,30,0,3,,,,,,,,,,2,,62,0
7195,note_on,20,0,1,,,,,,,,,,0,,81,0
7206,note_on,33,0,2,,,,,,,,,,1,,79,87
7207,note_on,29,0,3,,,,,,,,,,2,,55,75
7208,note_on,13,0,1,,,,,,,,,,0,,82,83
7235,note_on,29,0,2,,,,,,,,,,1,,79,0
7235,note_on,0,0,2,,,,,,,,,,1,,81,81
7243,note_on,36,0,3,,,,,,,,,,2,,55,0
7254,note_on,19,0,2,,,,,,,,,,1,,81,0
7263,note_on,9,0,2,,,,,,,,,,1,,79,90
7266,note_on,23,0,3,,,,,,,,,,2,,43,75
7277,note_on,14,0,2,,,,,,,,,,1,,79,0
7292,note_on,15,0,2,,,,,,,,,,1,,74,70
7302,note_on,36,0,3,,,,,,,,,,2,,43,0
7308,note_on,16,0,2,,,,,,,,,,1,,74,0
7323,note_on,15,0,2,,,,,,,,,,1,,79,95
7326,note_on,24,0,3,,,,,,,,,,2,,43,81
7350,note_on,142,0,1,,,,,,,,,,0,,82,0
7350,note_on,27,0,2,,,,,,,,,,1,,79,0
7352,note_on,2,0,2,,,,,,,,,,1,,81,76
7360,note_on,34,0,3,,,,,,,,,,2,,43,0
7368,note_on,16,0,2,,,,,,,,,,1,,81,0
7381,note_on,31,0,1,,,,,,,,,,0,,82,81
7382,note_on,14,0,2,,,,,,,,,,1,,79,95
7383,note_on,23,0,3,,,,,,,,,,2,,55,69
7396,note_on,14,0,2,,,,,,,,,,1,,79,0
7412,note_on,16,0,2,,,,,,,,,,1,,74,72
7417,note_on,34,0,3,,,,,,,,,,2,,55,0
7423,note_on,42,0,1,,,,,,,,,,0,,82,0
7434,note_on,22,0,2,,,,,,,,,,1,,74,0
7442,note_on,25,0,3,,,,,,,,,,2,,60,83
7445,note_on,11,0,2,,,,,,,,,,1,,75,76
7446,note_on,23,0,1,,,,,,,,,,0,,84,80
7472,note_on,26,0,1,,,,,,,,,,0,,84,0
7472,note_on,0,0,1,,,,,,,,,,0,,86,78
7477,note_on,35,0,3,,,,,,,,,,2,,60,0
7491,note_on,19,0,1,,,,,,,,,,0,,86,0
7501,note_on,10,0,1,,,,,,,,,,0,,84,87
7502,note_on,25,0,3,,,,,,,,,,2,,48,69
7520,note_on,19,0,1,,,,,,,,,,0,,84,0
7530,note_on,10,0,1,,,,,,,,,,0,,79,88
7538,note_on,36,0,3,,,,,,,,,,2,,48,0
7549,note_on,19,0,1,,,,,,,,,,0,,79,0
7562,note_on,13,0,1,,,,,,,,,,0,,84,78
7565,note_on,27,0,3,,,,,,,,,,2,,48,70
7589,note_on,27,0,1,,,,,,,,,,0,,84,0
7591,note_on,2,0,1,,,,,,,,,,0,,86,72
7594,note_on,149,0,2,,,,,,,,,,1,,75,0
7599,note_on,34,0,3,,,,,,,,,,2,,48,0
7609,note_on,18,0,1,,,,,,,,,,0,,86,0
7621,note_on,12,0,1,,,,,,,,,,0,,84,80
7622,note_on,28,0,2,,,,,,,,,,1,,75,75
7626,note_on,27,0,3,,,,,,,,,,2,,60,92
7640,note_on,19,0,1,,,,,,,,,,0,,84,0
7651,note_on,11,0,1,,,,,,,,,,0,,79,87
7652,note_on,30,0,2,,,,,,,,,,1,,75,0
7660,note_on,34,0,3,,,,,,,,,,2,,60,0
7671,note_on,20,0,1,,,,,,,,,,0,,79,0
7685,note_on,14,0,1,,,,,,,,,,0,,81,81
7685,note_on,33,0,2,,,,,,,,,,1,,77,92
7687,note_on,27,0,3,,,,,,,,,,2,,53,83
7712,note_on,27,0,2,,,,,,,,,,1,,77,0
7713,note_on,1,0,2,,,,,,,,,,1,,79,78
7722,note_on,35,0,3,,,,,,,,,,2,,53,0
7731,note_on,18,0,2,,,,,,,,,,1,,79,0
7743,note_on,12,0,2,,,,,,,,,,1,,77,90
7743,note_on,21,0,3,,,,,,,,,,2,,41,70
7756,note_on,13,0,2,,,,,,,,,,1,,77,0
7771,note_on,15,0,2,,,,,,,,,,1,,72,60
7780,note_on,37,0,3,,,,,,,,,,2,,41,0
7788,note_on,17,0,2,,,,,,,,,,1,,72,0
7802,note_on,22,0,3,,,,,,,,,,2,,41,81
7803,note_on,15,0,2,,,,,,,,,,1,,77,92
7817,note_on,132,0,1,,,,,,,,,,0,,81,0
7831,note_on,28,0,2,,,,,,,,,,1,,77,0
7832,note_on,1,0,2,,,,,,,,,,1,,79,85
7839,note_on,37,0,3,,,,,,,,,,2,,41,0
7849,note_on,17,0,2,,,,,,,,,,1,,79,0
7860,note_on,43,0,1,,,,,,,,,,0,,81,83
7862,note_on,13,0,2,,,,,,,,,,1,,77,83
7863,note_on,24,0,3,,,,,,,,,,2,,53,75
7875,note_on,13,0,2,,,,,,,,,,1,,77,0
7891,note_on,16,0,2,,,,,,,,,,1,,72,72
7896,note_on,36,0,1,,,,,,,,,,0,,81,0
7899,note_on,36,0,3,,,,,,,,,,2,,53,0
7910,note_on,19,0,2,,,,,,,,,,1,,72,0
7923,note_on,13,0,2,,,,,,,,,,1,,74,70
7924,note_on,25,0,3,,,,,,,,,,2,,58,85
7924,note_on,28,0,1,,,,,,,,,,0,,82,74
7953,note_on,29,0,1,,,,,,,,,,0,,84,83
7955,note_on,2,0,1,,,,,,,,,,0,,82,0
7959,note_on,35,0,3,,,,,,,,,,2,,58,0
7971,note_on,16,0,1,,,,,,,,,,0,,84,0
7980,note_on,21,0,3,,,,,,,,,,2,,46,70
7982,note_on,11,0,1,,,,,,,,,,0,,82,74
8002,note_on,20,0,1,,,,,,,,,,0,,82,0
8012,note_on,10,0,1,,,,,,,,,,0,,77,90
8020,note_on,40,0,3,,,,,,,,,,2,,46,0
8032,note_on,20,0,1,,,,,,,,,,0,,77,0
8041,note_on,21,0,3,,,,,,,,,,2,,46,70
8042,note_on,10,0,1,,,,,,,,,,0,,82,79
8058,note_on,135,0,2,,,,,,,,,,1,,74,0
8069,note_on,27,0,1,,,,,,,,,,0,,84,74
8072,note_on,3,0,1,,,,,,,,,,0,,82,0
8079,note_on,38,0,3,,,,,,,,,,2,,46,0
8088,note_on,16,0,1,,,,,,,,,,0,,84,0
8099,note_on,11,0,1,,,,,,,,,,0,,82,83
8102,note_on,44,0,2,,,,,,,,,,1,,74,83
8103,note_on,24,0,3,,,,,,,,,,2,,58,75
8119,note_on,20,0,1,,,,,,,,,,0,,82,0
8121,set_tempo,1314,1,0,,,,,,545455,,,,,,,
8129,note_on,10,0,1,,,,,,,,,,0,,77,81
8139,note_on,37,0,2,,,,,,,,,,1,,74,0
8140,note_on,37,0,3,,,,,,,,,,2,,58,0
8149,note_on,20,0,1,,,,,,,,,,0,,77,0
8162,note_on,23,0,2,,,,,,,,,,1,,72,78
8162,note_on,13,0,1,,,,,,,,,,0,,81,91
8165,note_on,25,0,3,,,,,,,,,,2,,53,83
8190,note_on,28,0,1,,,,,,,,,,0,,82,79
8191,note_on,29,0,2,,,,,,,,,,1,,72,0
8193,note_on,3,0,1,,,,,,,,,,0,,81,0
8194,note_on,3,0,2,,,,,,,,,,1,,74,70
8199,note_on,34,0,3,,,,,,,,,,2,,53,0
8209,note_on,15,0,2,,,,,,,,,,1,,74,0
8213,note_on,20,0,1,,,,,,,,,,0,,82,0
8222,note_on,23,0,3,,,,,,,,,,2,,41,81
8222,note_on,9,0,1,,,,,,,,,,0,,82,83
8223,note_on,14,0,2,,,,,,,,,,1,,74,76
8252,note_on,29,0,2,,,,,,,,,,1,,75,75
8253,note_on,1,0,2,,,,,,,,,,1,,74,0
8254,note_on,32,0,1,,,,,,,,,,0,,84,85
8255,note_on,1,0,1,,,,,,,,,,0,,82,0
8256,note_on,34,0,3,,,,,,,,,,2,,41,0
8269,note_on,16,0,2,,,,,,,,,,1,,75,0
8275,note_on,20,0,1,,,,,,,,,,0,,84,0
8282,note_on,26,0,3,,,,,,,,,,2,,41,78
8282,note_on,13,0,2,,,,,,,,,,1,,75,87
8286,note_on,11,0,1,,,,,,,,,,0,,84,85
8312,note_on,26,0,1,,,,,,,,,,0,,82,73
8313,note_on,1,0,1,,,,,,,,,,0,,84,0
8314,note_on,0,0,2,,,,,,,,,,1,,74,75
8314,note_on,32,0,2,,,,,,,,,,1,,75,0
8317,note_on,35,0,3,,,,,,,,,,2,,41,0
8332,note_on,18,0,2,,,,,,,,,,1,,74,0
8334,note_on,21,0,1,,,,,,,,,,0,,82,0
8342,note_on,25,0,3,,,,,,,,,,2,,53,72
8343,note_on,9,0,1,,,,,,,,,,0,,82,81
8345,note_on,13,0,2,,,,,,,,,,1,,74,78
8372,note_on,29,0,1,,,,,,,,,,0,,82,0
8374,note_on,29,0,2,,,,,,,,,,1,,72,76
8374,note_on,2,0,1,,,,,,,,,,0,,81,83
8375,note_on,1,0,2,,,,,,,,,,1,,74,0
8382,note_on,40,0,3,,,,,,,,,,2,,53,0
8394,note_on,19,0,2,,,,,,,,,,1,,72,0
8396,note_on,22,0,1,,,,,,,,,,0,,81,0
8406,note_on,10,0,1,,,,,,,,,,0,,81,91
8406,note_on,24,0,3,,,,,,,,,,2,,53,75
8407,note_on,13,0,2,,,,,,,,,,1,,72,81
8434,note_on,27,0,2,,,,,,,,,,1,,72,0
8435,note_on,29,0,1,,,,,,,,,,0,,82,79
8435,note_on,1,0,2,,,,,,,,,,1,,74,70
8437,note_on,2,0,1,,,,,,,,,,0,,81,0
