tick,type,time,meta,track,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,control,value,channel,program,note,velocity
29134,note_on,46,0,4,,,,,,,,,,5,,62,0
29134,note_on,46,0,3,,,,,,,,,,2,,62,0
29134,note_on,46,0,1,,,,,,,,,,0,,72,0
29136,note_on,2,0,1,,,,,,,,,,0,,70,110
29136,note_on,2,0,4,,,,,,,,,,5,,64,92
29136,note_on,2,0,3,,,,,,,,,,2,,64,92
29182,note_on,46,0,3,,,,,,,,,,2,,64,0
29182,note_on,46,0,1,,,,,,,,,,0,,70,0
29182,note_on,46,0,4,,,,,,,,,,5,,64,0
29184,note_on,2,0,3,,,,,,,,,,2,,65,92
29184,note_on,2,0,1,,,,,,,,,,0,,65,110
29184,note_on,2,0,4,,,,,,,,,,5,,65,92
29184,note_on,0,0,1,,,,,,,,,,0,,69,110
29278,note_on,94,0,3,,,,,,,,,,2,,65,0
29278,note_on,94,0,4,,,,,,,,,,5,,65,0
29278,note_on,94,0,1,,,,,,,,,,0,,65,0
29278,note_on,0,0,1,,,,,,,,,,0,,69,0
29280,note_on,2,0,3,,,,,,,,,,2,,65,92
29280,note_on,2,0,1,,,,,,,,,,0,,77,110
29280,note_on,2,0,4,,,,,,,,,,5,,65,92
29326,note_on,46,0,1,,,,,,,,,,0,,77,0
29328,note_on,2,0,1,,,,,,,,,,0,,79,110
29374,note_on,94,0,3,,,,,,,,,,2,,65,0
29374,note_on,94,0,4,,,,,,,,,,5,,65,0
29374,note_on,46,0,1,,,,,,,,,,0,,79,0
29376,note_on,2,0,4,,,,,,,,,,5,,65,92
29376,note_on,2,0,1,,,,,,,,,,0,,81,110
29376,note_on,2,0,3,,,,,,,,,,2,,65,92
29470,note_on,94,0,3,,,,,,,,,,2,,65,0
29470,note_on,94,0,1,,,,,,,,,,0,,81,0
29470,note_on,94,0,4,,,,,,,,,,5,,65,0
29472,note_on,2,0,1,,,,,,,,,,0,,77,110
29472,note_on,2,0,3,,,,,,,,,,2,,65,92
29472,note_on,2,0,4,,,,,,,,,,5,,65,92
29566,note_on,94,0,3,,,,,,,,,,2,,65,0
29566,note_on,94,0,4,,,,,,,,,,5,,65,0
29566,note_on,94,0,1,,,,,,,,,,0,,77,0
29568,note_on,2,0,1,,,,,,,,,,0,,76,110
29568,note_on,2,0,4,,,,,,,,,,5,,72,92
29568,note_on,2,0,3,,,,,,,,,,2,,72,92
29614,note_on,46,0,1,,,,,,,,,,0,,76,0
29616,note_on,2,0,1,,,,,,,,,,0,,79,110
29662,note_on,46,0,1,,,,,,,,,,0,,79,0
29662,note_on,94,0,4,,,,,,,,,,5,,72,0
29662,note_on,94,0,3,,,,,,,,,,2,,72,0
29664,note_on,2,0,4,,,,,,,,,,5,,60,92
29664,note_on,2,0,3,,,,,,,,,,2,,60,92
29664,note_on,2,0,1,,,,,,,,,,0,,72,110
29710,note_on,46,0,1,,,,,,,,,,0,,72,0
29712,note_on,2,0,1,,,,,,,,,,0,,79,110
29758,note_on,94,0,3,,,,,,,,,,2,,60,0
29758,note_on,46,0,1,,,,,,,,,,0,,79,0
29758,note_on,94,0,4,,,,,,,,,,5,,60,0
29760,note_on,2,0,4,,,,,,,,,,5,,60,92
29760,note_on,2,0,3,,,,,,,,,,2,,60,92
29760,note_on,2,0,1,,,,,,,,,,0,,70,110
29806,note_on,46,0,1,,,,,,,,,,0,,70,0
29808,note_on,2,0,1,,,,,,,,,,0,,74,110
29854,note_on,94,0,4,,,,,,,,,,5,,60,0
29854,note_on,46,0,1,,,,,,,,,,0,,74,0
29854,note_on,94,0,3,,,,,,,,,,2,,60,0
29856,note_on,2,0,4,,,,,,,,,,5,,62,92
29856,note_on,2,0,3,,,,,,,,,,2,,62,92
29856,note_on,2,0,1,,,,,,,,,,0,,72,110
29902,note_on,46,0,4,,,,,,,,,,5,,62,0
29902,note_on,46,0,3,,,,,,,,,,2,,62,0
29902,note_on,46,0,1,,,,,,,,,,0,,72,0
29904,note_on,2,0,3,,,,,,,,,,2,,64,92
29904,note_on,2,0,1,,,,,,,,,,0,,70,110
29904,note_on,2,0,4,,,,,,,,,,5,,64,92
29950,note_on,46,0,3,,,,,,,,,,2,,64,0
29950,note_on,46,0,1,,,,,,,,,,0,,70,0
29950,note_on,46,0,4,,,,,,,,,,5,,64,0
29952,note_on,2,0,3,,,,,,,,,,2,,65,92
29952,note_on,2,0,4,,,,,,,,,,5,,65,92
29952,note_on,2,0,1,,,,,,,,,,0,,65,110
29952,note_on,0,0,1,,,,,,,,,,0,,69,110
30046,note_on,94,0,4,,,,,,,,,,5,,65,0
30046,note_on,94,0,3,,,,,,,,,,2,,65,0
30046,note_on,94,0,1,,,,,,,,,,0,,65,0
30046,note_on,0,0,1,,,,,,,,,,0,,69,0
30048,note_on,2,0,1,,,,,,,,,,0,,65,110
30048,note_on,0,0,1,,,,,,,,,,0,,69,110
30048,note_on,2,0,4,,,,,,,,,,5,,65,92
30048,note_on,2,0,3,,,,,,,,,,2,,65,92
30142,note_on,94,0,4,,,,,,,,,,5,,65,0
30142,note_on,94,0,1,,,,,,,,,,0,,65,0
30142,note_on,0,0,1,,,,,,,,,,0,,69,0
30142,note_on,94,0,3,,,,,,,,,,2,,65,0
30144,note_on,2,0,3,,,,,,,,,,2,,65,92
30144,note_on,2,0,1,,,,,,,,,,0,,65,110
30144,note_on,0,0,1,,,,,,,,,,0,,69,110
30144,note_on,2,0,4,,,,,,,,,,5,,65,92
30190,note_on,0,0,1,,,,,,,,,,0,,69,0
30190,note_on,46,0,1,,,,,,,,,,0,,65,0
30192,note_on,2,0,1,,,,,,,,,,0,,70,110
30214,note_on,22,0,1,,,,,,,,,,0,,70,0
30216,note_on,2,0,1,,,,,,,,,,0,,72,110
30238,note_on,22,0,1,,,,,,,,,,0,,72,0
30238,note_on,94,0,3,,,,,,,,,,2,,65,0
30238,note_on,94,0,4,,,,,,,,,,5,,65,0
30240,note_on,2,0,1,,,,,,,,,,0,,65,110
30240,note_on,2,0,3,,,,,,,,,,2,,65,92
30240,note_on,2,0,4,,,,,,,,,,5,,65,92
30240,note_on,0,0,1,,,,,,,,,,0,,72,110
30286,note_on,46,0,1,,,,,,,,,,0,,65,0
30286,note_on,0,0,1,,,,,,,,,,0,,72,0
30288,note_on,2,0,1,,,,,,,,,,0,,70,110
30310,note_on,22,0,1,,,,,,,,,,0,,70,0
30312,note_on,2,0,1,,,,,,,,,,0,,69,110
30334,note_on,22,0,1,,,,,,,,,,0,,69,0
30334,note_on,94,0,4,,,,,,,,,,5,,65,0
30334,note_on,94,0,3,,,,,,,,,,2,,65,0
30336,note_on,2,0,3,,,,,,,,,,2,,65,92
30336,note_on,0,0,1,,,,,,,,,,0,,74,110
30336,note_on,2,0,4,,,,,,,,,,5,,65,92
30336,note_on,2,0,1,,,,,,,,,,0,,65,110
30430,note_on,94,0,3,,,,,,,,,,2,,65,0
30430,note_on,0,0,1,,,,,,,,,,0,,74,0
30430,note_on,94,0,1,,,,,,,,,,0,,65,0
30430,note_on,94,0,4,,,,,,,,,,5,,65,0
30432,note_on,2,0,3,,,,,,,,,,2,,65,92
30432,note_on,0,0,1,,,,,,,,,,0,,72,110
30432,note_on,2,0,1,,,,,,,,,,0,,65,110
30432,note_on,2,0,4,,,,,,,,,,5,,65,92
30526,note_on,94,0,1,,,,,,,,,,0,,65,0
30526,note_on,0,0,1,,,,,,,,,,0,,72,0
30526,note_on,94,0,3,,,,,,,,,,2,,65,0
30526,note_on,94,0,4,,,,,,,,,,5,,65,0
30528,note_on,2,0,4,,,,,,,,,,5,,65,92
30528,note_on,2,0,1,,,,,,,,,,0,,65,110
30528,note_on,0,0,1,,,,,,,,,,0,,69,110
30528,note_on,2,0,3,,,,,,,,,,2,,65,92
30574,note_on,0,0,1,,,,,,,,,,0,,69,0
30574,note_on,46,0,1,,,,,,,,,,0,,65,0
30576,note_on,2,0,1,,,,,,,,,,0,,70,110
30598,note_on,22,0,1,,,,,,,,,,0,,70,0
30600,note_on,2,0,1,,,,,,,,,,0,,72,110
30622,note_on,22,0,1,,,,,,,,,,0,,72,0
30622,note_on,94,0,3,,,,,,,,,,2,,65,0
30622,note_on,94,0,4,,,,,,,,,,5,,65,0
30624,note_on,2,0,1,,,,,,,,,,0,,65,110
30624,note_on,2,0,4,,,,,,,,,,5,,65,92
30624,note_on,2,0,3,,,,,,,,,,2,,65,92
30624,note_on,0,0,1,,,,,,,,,,0,,72,110
30670,note_on,0,0,1,,,,,,,,,,0,,72,0
30670,note_on,46,0,1,,,,,,,,,,0,,65,0
30672,note_on,2,0,1,,,,,,,,,,0,,70,110
30694,note_on,22,0,1,,,,,,,,,,0,,70,0
30696,note_on,2,0,1,,,,,,,,,,0,,69,110
30718,note_on,22,0,1,,,,,,,,,,0,,69,0
30718,note_on,94,0,3,,,,,,,,,,2,,65,0
30718,note_on,94,0,4,,,,,,,,,,5,,65,0
30720,note_on,2,0,4,,,,,,,,,,5,,65,92
30720,note_on,2,0,3,,,,,,,,,,2,,65,92
30720,note_on,2,0,1,,,,,,,,,,0,,65,110
30720,note_on,0,0,1,,,,,,,,,,0,,74,110
30814,note_on,94,0,1,,,,,,,,,,0,,65,0
30814,note_on,94,0,3,,,,,,,,,,2,,65,0
30814,note_on,94,0,4,,,,,,,,,,5,,65,0
30814,note_on,0,0,1,,,,,,,,,,0,,74,0
30816,note_on,0,0,1,,,,,,,,,,0,,72,110
30816,note_on,2,0,4,,,,,,,,,,5,,65,92
30816,note_on,2,0,1,,,,,,,,,,0,,65,110
30816,note_on,2,0,3,,,,,,,,,,2,,65,92
30910,note_on,94,0,1,,,,,,,,,,0,,65,0
30910,note_on,0,0,1,,,,,,,,,,0,,72,0
30910,note_on,94,0,4,,,,,,,,,,5,,65,0
30910,note_on,94,0,3,,,,,,,,,,2,,65,0
30912,note_on,2,0,1,,,,,,,,,,0,,65,110
30912,note_on,0,0,1,,,,,,,,,,0,,74,110
30912,note_on,2,0,4,,,,,,,,,,5,,65,92
30912,note_on,2,0,3,,,,,,,,,,2,,65,92
31006,note_on,94,0,4,,,,,,,,,,5,,65,0
31006,note_on,94,0,1,,,,,,,,,,0,,65,0
31006,note_on,0,0,1,,,,,,,,,,0,,74,0
31006,note_on,94,0,3,,,,,,,,,,2,,65,0
31008,note_on,2,0,3,,,,,,,,,,2,,65,92
31008,note_on,2,0,4,,,,,,,,,,5,,65,92
31008,note_on,2,0,1,,,,,,,,,,0,,65,110
31008,note_on,0,0,1,,,,,,,,,,0,,72,110
31102,note_on,0,0,1,,,,,,,,,,0,,72,0
31102,note_on,94,0,4,,,,,,,,,,5,,65,0
31102,note_on,94,0,3,,,,,,,,,,2,,65,0
31102,note_on,94,0,1,,,,,,,,,,0,,65,0
31104,note_on,2,0,3,,,,,,,,,,2,,65,92
31104,note_on,2,0,4,,,,,,,,,,5,,65,92
31152,note_on,10064,0,2,,,,,,,,,,1,,81,110
31198,note_on,94,0,4,,,,,,,,,,5,,65,0
31198,note_on,46,0,2,,,,,,,,,,1,,81,0
31198,note_on,94,0,3,,,,,,,,,,2,,65,0
31200,note_on,0,0,4,,,,,,,,,,5,,74,92
31200,control_change,2,0,3,,,,,,,,10,127,2,,,
31200,note_on,0,0,3,,,,,,,,,,2,,74,92
31200,control_change,2,0,4,,,,,,,,10,127,5,,,
31200,note_on,2,0,2,,,,,,,,,,1,,77,110
31246,note_on,46,0,2,,,,,,,,,,1,,77,0
31248,note_on,2,0,2,,,,,,,,,,1,,81,110
31294,note_on,94,0,3,,,,,,,,,,2,,74,0
31294,note_on,46,0,2,,,,,,,,,,1,,81,0
31294,note_on,94,0,4,,,,,,,,,,5,,74,0
31296,note_on,2,0,4,,,,,,,,,,5,,70,92
31296,note_on,2,0,3,,,,,,,,,,2,,70,92
31296,note_on,2,0,2,,,,,,,,,,1,,74,110
31342,note_on,46,0,2,,,,,,,,,,1,,74,0
31344,note_on,2,0,2,,,,,,,,,,1,,81,110
31390,note_on,46,0,2,,,,,,,,,,1,,81,0
31390,note_on,94,0,4,,,,,,,,,,5,,70,0
31390,note_on,94,0,3,,,,,,,,,,2,,70,0
31392,note_on,2,0,2,,,,,,,,,,1,,72,110
31392,note_on,2,0,3,,,,,,,,,,2,,69,92
31392,note_on,2,0,4,,,,,,,,,,5,,69,92
31438,note_on,46,0,2,,,,,,,,,,1,,72,0
31440,note_on,2,0,2,,,,,,,,,,1,,81,110
31486,note_on,94,0,4,,,,,,,,,,5,,69,0
31486,note_on,46,0,2,,,,,,,,,,1,,81,0
31486,note_on,94,0,3,,,,,,,,,,2,,69,0
31488,note_on,2,0,3,,,,,,,,,,2,,67,92
31488,note_on,2,0,4,,,,,,,,,,5,,67,92
31488,note_on,2,0,2,,,,,,,,,,1,,70,110
31534,note_on,46,0,2,,,,,,,,,,1,,70,0
31536,note_on,2,0,2,,,,,,,,,,1,,79,110
31582,note_on,94,0,3,,,,,,,,,,2,,67,0
31582,note_on,46,0,2,,,,,,,,,,1,,79,0
31582,note_on,94,0,4,,,,,,,,,,5,,67,0
31584,note_on,2,0,3,,,,,,,,,,2,,72,92
31584,note_on,2,0,4,,,,,,,,,,5,,72,92
31584,note_on,2,0,2,,,,,,,,,,1,,76,110
31630,note_on,46,0,2,,,,,,,,,,1,,76,0
31632,note_on,2,0,2,,,,,,,,,,1,,79,110
31678,note_on,94,0,3,,,,,,,,,,2,,72,0
31678,note_on,46,0,2,,,,,,,,,,1,,79,0
31678,note_on,94,0,4,,,,,,,,,,5,,72,0
31680,note_on,2,0,2,,,,,,,,,,1,,72,110
31680,note_on,2,0,4,,,,,,,,,,5,,69,92
31680,note_on,2,0,3,,,,,,,,,,2,,69,92
31726,note_on,46,0,2,,,,,,,,,,1,,72,0
31728,note_on,2,0,2,,,,,,,,,,1,,79,110
31774,note_on,94,0,4,,,,,,,,,,5,,69,0
31774,note_on,94,0,3,,,,,,,,,,2,,69,0
31774,note_on,46,0,2,,,,,,,,,,1,,79,0
31776,note_on,2,0,4,,,,,,,,,,5,,67,92
31776,note_on,2,0,3,,,,,,,,,,2,,67,92
31776,note_on,2,0,2,,,,,,,,,,1,,70,110
31822,note_on,46,0,2,,,,,,,,,,1,,70,0
31824,note_on,2,0,2,,,,,,,,,,1,,79,110
31870,note_on,46,0,2,,,,,,,,,,1,,79,0
31870,note_on,94,0,4,,,,,,,,,,5,,67,0
31870,note_on,94,0,3,,,,,,,,,,2,,67,0
31872,note_on,2,0,3,,,,,,,,,,2,,65,92
31872,note_on,2,0,4,,,,,,,,,,5,,65,92
31872,note_on,2,0,2,,,,,,,,,,1,,69,110
31918,note_on,46,0,2,,,,,,,,,,1,,69,0
31920,note_on,2,0,2,,,,,,,,,,1,,77,110
31966,note_on,94,0,3,,,,,,,,,,2,,65,0
31966,note_on,46,0,2,,,,,,,,,,1,,77,0
31966,note_on,94,0,4,,,,,,,,,,5,,65,0
31968,note_on,2,0,2,,,,,,,,,,1,,74,110
31968,note_on,2,0,4,,,,,,,,,,5,,71,92
31968,note_on,2,0,3,,,,,,,,,,2,,71,92
32014,note_on,46,0,2,,,,,,,,,,1,,74,0
32016,note_on,2,0,2,,,,,,,,,,1,,77,110
32062,note_on,94,0,3,,,,,,,,,,2,,71,0
32062,note_on,94,0,4,,,,,,,,,,5,,71,0
32062,note_on,46,0,2,,,,,,,,,,1,,77,0
32064,note_on,2,0,3,,,,,,,,,,2,,68,92
32064,note_on,2,0,2,,,,,,,,,,1,,71,110
32064,note_on,2,0,4,,,,,,,,,,5,,68,92
32110,note_on,46,0,2,,,,,,,,,,1,,71,0
32112,note_on,2,0,2,,,,,,,,,,1,,77,110
32158,note_on,94,0,4,,,,,,,,,,5,,68,0
32158,note_on,94,0,3,,,,,,,,,,2,,68,0
32158,note_on,46,0,2,,,,,,,,,,1,,77,0
32160,note_on,2,0,2,,,,,,,,,,1,,69,110
32160,note_on,2,0,4,,,,,,,,,,5,,65,92
32160,note_on,2,0,3,,,,,,,,,,2,,65,92
32206,note_on,46,0,2,,,,,,,,,,1,,69,0
32208,note_on,2,0,2,,,,,,,,,,1,,77,110
32254,note_on,46,0,2,,,,,,,,,,1,,77,0
32254,note_on,94,0,3,,,,,,,,,,2,,65,0
32254,note_on,94,0,4,,,,,,,,,,5,,65,0
32256,note_on,2,0,3,,,,,,,,,,2,,64,92
32256,note_on,2,0,4,,,,,,,,,,5,,64,92
32256,note_on,2,0,2,,,,,,,,,,1,,68,110
32302,note_on,46,0,2,,,,,,,,,,1,,68,0
32304,note_on,2,0,2,,,,,,,,,,1,,77,110
32350,note_on,46,0,2,,,,,,,,,,1,,77,0
32352,note_on,2,0,2,,,,,,,,,,1,,76,110
32398,note_on,46,0,2,,,,,,,,,,1,,76,0
32400,note_on,2,0,2,,,,,,,,,,1,,74,110
32416,note_on,160,0,3,,,,,,,,,,2,,64,0
32416,note_on,160,0,4,,,,,,,,,,5,,64,0
32446,note_on,46,0,2,,,,,,,,,,1,,74,0
32448,note_on,32,0,4,,,,,,,,,,5,,64,92
32448,note_on,32,0,3,,,,,,,,,,2,,64,92
32448,note_on,2,0,2,,,,,,,,,,1,,68,110
32494,note_on,46,0,2,,,,,,,,,,1,,68,0
32496,note_on,2,0,2,,,,,,,,,,1,,77,110
32542,note_on,46,0,2,,,,,,,,,,1,,77,0
32544,note_on,2,0,2,,,,,,,,,,1,,76,110
32590,note_on,46,0,2,,,,,,,,,,1,,76,0
32592,note_on,2,0,2,,,,,,,,,,1,,74,110
32608,note_on,160,0,3,,,,,,,,,,2,,64,0
32608,note_on,160,0,4,,,,,,,,,,5,,64,0
32638,note_on,46,0,2,,,,,,,,,,1,,74,0
32640,note_on,32,0,3,,,,,,,,,,2,,69,92
32640,note_on,2,0,2,,,,,,,,,,1,,72,110
32640,note_on,32,0,4,,,,,,,,,,5,,69,92
32686,note_on,46,0,2,,,,,,,,,,1,,72,0
32688,note_on,2,0,2,,,,,,,,,,1,,81,110
32710,note_on,22,0,2,,,,,,,,,,1,,81,0
32712,note_on,2,0,2,,,,,,,,,,1,,83,110
32734,note_on,22,0,2,,,,,,,,,,1,,83,0
32736,note_on,2,0,2,,,,,,,,,,1,,84,110
32782,note_on,46,0,2,,,,,,,,,,1,,84,0
32784,note_on,2,0,2,,,,,,,,,,1,,83,110
32800,note_on,160,0,4,,,,,,,,,,5,,69,0
32800,note_on,160,0,3,,,,,,,,,,2,,69,0
32806,note_on,22,0,2,,,,,,,,,,1,,83,0
32808,note_on,2,0,2,,,,,,,,,,1,,81,110
32830,note_on,22,0,2,,,,,,,,,,1,,81,0
32832,note_on,32,0,3,,,,,,,,,,2,,57,92
32832,note_on,2,0,2,,,,,,,,,,1,,72,110
32832,note_on,32,0,4,,,,,,,,,,5,,57,92
32878,note_on,46,0,2,,,,,,,,,,1,,72,0
32880,note_on,2,0,2,,,,,,,,,,1,,81,110
32902,note_on,22,0,2,,,,,,,,,,1,,81,0
32904,note_on,2,0,2,,,,,,,,,,1,,83,110
32926,note_on,94,0,3,,,,,,,,,,2,,57,0
32926,note_on,94,0,4,,,,,,,,,,5,,57,0
32926,note_on,22,0,2,,,,,,,,,,1,,83,0
32928,note_on,2,0,2,,,,,,,,,,1,,84,110
32928,note_on,2,0,4,,,,,,,,,,5,,57,92
32928,note_on,2,0,3,,,,,,,,,,2,,57,92
32974,note_on,46,0,2,,,,,,,,,,1,,84,0
32976,note_on,2,0,2,,,,,,,,,,1,,83,110
32998,note_on,22,0,2,,,,,,,,,,1,,83,0
33000,note_on,2,0,2,,,,,,,,,,1,,81,110
33022,note_on,22,0,2,,,,,,,,,,1,,81,0
33022,note_on,94,0,3,,,,,,,,,,2,,57,0
33022,note_on,94,0,4,,,,,,,,,,5,,57,0
33024,note_on,2,0,2,,,,,,,,,,1,,74,110
33024,note_on,2,0,3,,,,,,,,,,2,,59,92
33024,note_on,2,0,4,,,,,,,,,,5,,59,92
33070,note_on,46,0,2,,,,,,,,,,1,,74,0
33072,note_on,2,0,2,,,,,,,,,,1,,81,110
33094,note_on,22,0,2,,,,,,,,,,1,,81,0
33096,note_on,2,0,2,,,,,,,,,,1,,83,110
33118,note_on,22,0,2,,,,,,,,,,1,,83,0
33118,note_on,94,0,4,,,,,,,,,,5,,59,0
33118,note_on,94,0,3,,,,,,,,,,2,,59,0
33120,note_on,2,0,2,,,,,,,,,,1,,84,110
33120,note_on,2,0,4,,,,,,,,,,5,,59,92
33120,note_on,2,0,3,,,,,,,,,,2,,59,92
33166,note_on,46,0,2,,,,,,,,,,1,,84,0
33168,note_on,2,0,2,,,,,,,,,,1,,83,110
33190,note_on,22,0,2,,,,,,,,,,1,,83,0
33192,note_on,2,0,2,,,,,,,,,,1,,81,110
33214,note_on,22,0,2,,,,,,,,,,1,,81,0
33214,note_on,94,0,3,,,,,,,,,,2,,59,0
33214,note_on,94,0,4,,,,,,,,,,5,,59,0
33216,note_on,2,0,2,,,,,,,,,,1,,76,110
33216,note_on,2,0,4,,,,,,,,,,5,,60,92
33216,note_on,2,0,3,,,,,,,,,,2,,60,92
33262,note_on,46,0,2,,,,,,,,,,1,,76,0
33264,note_on,2,0,2,,,,,,,,,,1,,81,110
33286,note_on,22,0,2,,,,,,,,,,1,,81,0
33288,note_on,2,0,2,,,,,,,,,,1,,83,110
33310,note_on,22,0,2,,,,,,,,,,1,,83,0
33310,note_on,94,0,4,,,,,,,,,,5,,60,0
33310,note_on,94,0,3,,,,,,,,,,2,,60,0
33312,note_on,2,0,2,,,,,,,,,,1,,84,110
33312,note_on,2,0,4,,,,,,,,,,5,,60,92
33312,note_on,2,0,3,,,,,,,,,,2,,60,92
33358,note_on,46,0,2,,,,,,,,,,1,,84,0
33360,note_on,2,0,2,,,,,,,,,,1,,83,110
33382,note_on,22,0,2,,,,,,,,,,1,,83,0
33384,note_on,2,0,2,,,,,,,,,,1,,81,110
33406,note_on,94,0,4,,,,,,,,,,5,,60,0
33406,note_on,94,0,3,,,,,,,,,,2,,60,0
33406,note_on,22,0,2,,,,,,,,,,1,,81,0
33408,note_on,2,0,4,,,,,,,,,,5,,62,92
33408,note_on,2,0,2,,,,,,,,,,1,,77,110
33408,note_on,2,0,3,,,,,,,,,,2,,62,92
33454,note_on,46,0,2,,,,,,,,,,1,,77,0
33456,note_on,2,0,2,,,,,,,,,,1,,81,110
33478,note_on,22,0,2,,,,,,,,,,1,,81,0
33480,note_on,2,0,2,,,,,,,,,,1,,83,110
33502,note_on,94,0,3,,,,,,,,,,2,,62,0
33502,note_on,94,0,4,,,,,,,,,,5,,62,0
33502,note_on,22,0,2,,,,,,,,,,1,,83,0
33504,note_on,2,0,2,,,,,,,,,,1,,84,110
33504,note_on,2,0,3,,,,,,,,,,2,,62,92
33504,note_on,2,0,4,,,,,,,,,,5,,62,92
33550,note_on,46,0,2,,,,,,,,,,1,,84,0
33552,note_on,2,0,2,,,,,,,,,,1,,83,110
33574,note_on,22,0,2,,,,,,,,,,1,,83,0
33576,note_on,2,0,2,,,,,,,,,,1,,81,110
33598,note_on,94,0,4,,,,,,,,,,5,,62,0
33598,note_on,94,0,3,,,,,,,,,,2,,62,0
33598,note_on,22,0,2,,,,,,,,,,1,,81,0
33600,note_on,2,0,2,,,,,,,,,,1,,72,110
33600,note_on,2,0,3,,,,,,,,,,2,,57,92
33600,note_on,2,0,4,,,,,,,,,,5,,57,92
33646,note_on,46,0,2,,,,,,,,,,1,,72,0
33648,note_on,2,0,2,,,,,,,,,,1,,81,110
33670,note_on,22,0,2,,,,,,,,,,1,,81,0
33672,note_on,2,0,2,,,,,,,,,,1,,83,110
33694,note_on,94,0,4,,,,,,,,,,5,,57,0
33694,note_on,22,0,2,,,,,,,,,,1,,83,0
33694,note_on,94,0,3,,,,,,,,,,2,,57,0
33696,note_on,2,0,2,,,,,,,,,,1,,84,110
33696,note_on,2,0,4,,,,,,,,,,5,,57,92
33696,note_on,2,0,3,,,,,,,,,,2,,57,92
33742,note_on,46,0,2,,,,,,,,,,1,,84,0
33744,note_on,2,0,2,,,,,,,,,,1,,83,110
33766,note_on,22,0,2,,,,,,,,,,1,,83,0
33768,note_on,2,0,2,,,,,,,,,,1,,81,110
33790,note_on,94,0,4,,,,,,,,,,5,,57,0
33790,note_on,94,0,3,,,,,,,,,,2,,57,0
33790,note_on,22,0,2,,,,,,,,,,1,,81,0
33792,note_on,2,0,2,,,,,,,,,,1,,74,110
33792,note_on,2,0,4,,,,,,,,,,5,,62,92
33792,note_on,2,0,3,,,,,,,,,,2,,62,92
33838,note_on,46,0,2,,,,,,,,,,1,,74,0
33840,note_on,2,0,2,,,,,,,,,,1,,81,110
33862,note_on,22,0,2,,,,,,,,,,1,,81,0
33864,note_on,2,0,2,,,,,,,,,,1,,83,110
33886,note_on,94,0,4,,,,,,,,,,5,,62,0
33886,note_on,22,0,2,,,,,,,,,,1,,83,0
33886,note_on,94,0,3,,,,,,,,,,2,,62,0
33888,note_on,2,0,3,,,,,,,,,,2,,62,92
33888,note_on,2,0,4,,,,,,,,,,5,,62,92
33888,note_on,2,0,2,,,,,,,,,,1,,84,110
33934,note_on,46,0,2,,,,,,,,,,1,,84,0
33936,note_on,2,0,2,,,,,,,,,,1,,83,110
33958,note_on,22,0,2,,,,,,,,,,1,,83,0
33960,note_on,2,0,2,,,,,,,,,,1,,81,110
33982,note_on,22,0,2,,,,,,,,,,1,,81,0
33982,note_on,94,0,3,,,,,,,,,,2,,62,0
33982,note_on,94,0,4,,,,,,,,,,5,,62,0
33984,note_on,2,0,3,,,,,,,,,,2,,64,92
33984,note_on,2,0,4,,,,,,,,,,5,,64,92
33984,note_on,2,0,2,,,,,,,,,,1,,76,110
34030,note_on,46,0,2,,,,,,,,,,1,,76,0
34032,note_on,2,0,2,,,,,,,,,,1,,80,110
34054,note_on,22,0,2,,,,,,,,,,1,,80,0
34056,note_on,2,0,2,,,,,,,,,,1,,81,110
34078,note_on,94,0,3,,,,,,,,,,2,,64,0
34078,note_on,22,0,2,,,,,,,,,,1,,81,0
34078,note_on,94,0,4,,,,,,,,,,5,,64,0
34080,note_on,2,0,3,,,,,,,,,,2,,64,92
34080,note_on,2,0,2,,,,,,,,,,1,,83,110
34080,note_on,2,0,4,,,,,,,,,,5,,64,92
34126,note_on,46,0,2,,,,,,,,,,1,,83,0
34128,note_on,2,0,2,,,,,,,,,,1,,81,110
34150,note_on,22,0,2,,,,,,,,,,1,,81,0
34152,note_on,2,0,2,,,,,,,,,,1,,80,110
34174,note_on,94,0,3,,,,,,,,,,2,,64,0
34174,note_on,94,0,4,,,,,,,,,,5,,64,0
34174,note_on,22,0,2,,,,,,,,,,1,,80,0
34176,control_change,2,0,4,,,,,,,,10,0,5,,,
34176,note_on,0,0,4,,,,,,,,,,5,,57,92
34176,note_on,0,0,3,,,,,,,,,,2,,57,92
34176,note_on,2,0,2,,,,,,,,,,1,,81,110
34176,note_on,3074,0,1,,,,,,,,,,0,,69,110
34176,note_on,0,0,1,,,,,,,,,,0,,76,110
34176,control_change,2,0,3,,,,,,,,10,0,2,,,
34222,note_on,46,0,1,,,,,,,,,,0,,69,0
34222,note_on,0,0,1,,,,,,,,,,0,,76,0
34224,note_on,0,0,1,,,,,,,,,,0,,76,110
34224,note_on,2,0,1,,,,,,,,,,0,,69,110
34270,note_on,94,0,4,,,,,,,,,,5,,57,0
34270,note_on,0,0,1,,,,,,,,,,0,,76,0
34270,note_on,46,0,1,,,,,,,,,,0,,69,0
34270,note_on,94,0,3,,,,,,,,,,2,,57,0
34272,note_on,2,0,1,,,,,,,,,,0,,69,110
34272,note_on,0,0,1,,,,,,,,,,0,,76,110
34272,note_on,2,0,3,,,,,,,,,,2,,60,92
34272,note_on,2,0,4,,,,,,,,,,5,,60,92
