tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,note,velocity,pitch
6368,pitchwheel,,,,,2,0,4,,,,,3,,,,,-768
6369,pitchwheel,,,,,1,0,4,,,,,3,,,,,-1280
6370,pitchwheel,,,,,1,0,4,,,,,3,,,,,640
6372,pitchwheel,,,,,12,0,6,,,,,5,,,,,-512
6373,pitchwheel,,,,,3,0,4,,,,,3,,,,,-640
6375,pitchwheel,,,,,2,0,4,,,,,3,,,,,1536
6379,pitchwheel,,,,,4,0,4,,,,,3,,,,,-768
6379,pitchwheel,,,,,7,0,6,,,,,5,,,,,640
6383,pitchwheel,,,,,4,0,4,,,,,3,,,,,1280
6385,pitchwheel,,,,,2,0,4,,,,,3,,,,,-896
6385,pitchwheel,,,,,6,0,6,,,,,5,,,,,-768
6386,pitchwheel,,,,,1,0,4,,,,,3,,,,,-640
6390,pitchwheel,,,,,4,0,4,,,,,3,,,,,1024
6392,pitchwheel,,,,,7,0,6,,,,,5,,,,,768
6394,pitchwheel,,,,,4,0,4,,,,,3,,,,,-768
6396,pitchwheel,,,,,2,0,4,,,,,3,,,,,896
6398,pitchwheel,,,,,6,0,6,,,,,5,,,,,-512
6398,pitchwheel,,,,,2,0,4,,,,,3,,,,,1280
6399,pitchwheel,,,,,1,0,4,,,,,3,,,,,-640
6403,pitchwheel,,,,,4,0,4,,,,,3,,,,,768
6405,pitchwheel,,,,,2,0,4,,,,,3,,,,,-768
6406,pitchwheel,,,,,1,0,4,,,,,3,,,,,-1280
6409,pitchwheel,,,,,3,0,4,,,,,3,,,,,1408
6410,pitchwheel,,,,,12,0,6,,,,,5,,,,,1152
6412,pitchwheel,,,,,3,0,4,,,,,3,,,,,-768
6416,pitchwheel,,,,,4,0,4,,,,,3,,,,,896
6418,note_on,,,,,58,0,10,,,,,10,,,60,0,
6418,note_on,,,,,58,0,14,,,,,14,,,60,0,
6418,note_on,,,,,118,0,5,,,,,4,,,77,0,
6418,note_on,,,,,58,0,13,,,,,13,,,60,0,
6418,note_on,,,,,58,0,15,,,,,15,,,60,0,
6418,note_on,,,,,58,0,12,,,,,12,,,60,0,
6418,note_on,,,,,118,0,7,,,,,6,,,77,0,
6418,note_on,,,,,58,0,9,,,,,8,,,60,0,
6418,note_on,,,,,58,0,8,,,,,7,,,60,0,
6419,pitchwheel,,,,,3,0,4,,,,,3,,,,,-896
6420,note_on,,,,,2,0,8,,,,,7,,,60,127,
6420,note_on,,,,,2,0,7,,,,,6,,,76,127,
6420,note_on,,,,,2,0,14,,,,,14,,,48,127,
6420,note_on,,,,,2,0,13,,,,,13,,,48,127,
6420,note_on,,,,,2,0,15,,,,,15,,,48,127,
6420,note_on,,,,,2,0,10,,,,,10,,,48,127,
6420,note_on,,,,,2,0,5,,,,,4,,,76,127,
6420,note_on,,,,,2,0,9,,,,,8,,,48,127,
6420,note_on,,,,,2,0,12,,,,,12,,,48,127,
6422,pitchwheel,,,,,3,0,4,,,,,3,,,,,1536
6423,pitchwheel,,,,,1,0,4,,,,,3,,,,,-768
6424,pitchwheel,,,,,14,0,6,,,,,5,,,,,-512
6426,pitchwheel,,,,,3,0,4,,,,,3,,,,,896
6429,pitchwheel,,,,,3,0,4,,,,,3,,,,,-896
6430,pitchwheel,,,,,6,0,6,,,,,5,,,,,640
6430,pitchwheel,,,,,1,0,4,,,,,3,,,,,896
6431,pitchwheel,,,,,1,0,6,,,,,5,,,,,1152
6434,pitchwheel,,,,,4,0,4,,,,,3,,,,,1280
6435,pitchwheel,,,,,4,0,6,,,,,5,,,,,-896
6436,pitchwheel,,,,,2,0,4,,,,,3,,,,,-768
6440,pitchwheel,,,,,4,0,4,,,,,3,,,,,1024
6440,pitchwheel,,,,,5,0,6,,,,,5,,,,,1024
6443,pitchwheel,,,,,3,0,4,,,,,3,,,,,-1024
6445,pitchwheel,,,,,2,0,4,,,,,3,,,,,896
6446,pitchwheel,,,,,6,0,6,,,,,5,,,,,-512
6448,pitchwheel,,,,,3,0,4,,,,,3,,,,,-640
6450,pitchwheel,,,,,2,0,4,,,,,3,,,,,1152
6451,pitchwheel,,,,,1,0,4,,,,,3,,,,,-896
6456,pitchwheel,,,,,5,0,4,,,,,3,,,,,-768
6457,pitchwheel,,,,,11,0,6,,,,,5,,,,,640
6458,pitchwheel,,,,,1,0,6,,,,,5,,,,,896
6458,pitchwheel,,,,,2,0,4,,,,,3,,,,,1152
6460,pitchwheel,,,,,2,0,4,,,,,3,,,,,768
6461,pitchwheel,,,,,1,0,4,,,,,3,,,,,1024
6464,pitchwheel,,,,,3,0,4,,,,,3,,,,,-1152
6466,pitchwheel,,,,,2,0,4,,,,,3,,,,,1152
6469,pitchwheel,,,,,11,0,6,,,,,5,,,,,-256
6470,pitchwheel,,,,,1,0,6,,,,,5,,,,,-1024
6470,pitchwheel,,,,,4,0,4,,,,,3,,,,,-640
6475,pitchwheel,,,,,5,0,4,,,,,3,,,,,640
6478,note_on,,,,,58,0,10,,,,,10,,,48,0,
6478,note_on,,,,,58,0,12,,,,,12,,,48,0,
6478,note_on,,,,,58,0,14,,,,,14,,,48,0,
6478,note_on,,,,,0,0,11,,,,,11,,,64,0,
6478,note_on,,,,,58,0,13,,,,,13,,,48,0,
6478,note_on,,,,,0,0,11,,,,,11,,,67,0,
6478,note_on,,,,,58,0,8,,,,,7,,,60,0,
6478,note_on,,,,,58,0,15,,,,,15,,,48,0,
6478,note_on,,,,,3,0,4,,,,,3,,,79,0,
6478,note_on,,,,,8,0,6,,,,,5,,,79,0,
6478,note_on,,,,,58,0,5,,,,,4,,,76,0,
6478,note_on,,,,,58,0,7,,,,,6,,,76,0,
6478,note_on,,,,,118,0,11,,,,,11,,,72,0,
6478,note_on,,,,,58,0,9,,,,,8,,,48,0,
6480,note_on,,,,,2,0,10,,,,,10,,,41,127,
6480,note_on,,,,,2,0,8,,,,,7,,,57,127,
6480,note_on,,,,,0,0,6,,,,,5,,,77,127,
6480,pitchwheel,,,,,2,0,6,,,,,5,,,,,128
6480,note_on,,,,,0,0,11,,,,,11,,,60,127,
6480,note_on,,,,,2,0,12,,,,,12,,,41,127,
6480,note_on,,,,,2,0,9,,,,,8,,,41,127,
6480,note_on,,,,,2,0,5,,,,,4,,,77,127,
6480,note_on,,,,,2,0,7,,,,,6,,,77,127,
6480,note_on,,,,,2,0,4,,,,,3,,,77,127,
6480,note_on,,,,,2,0,11,,,,,11,,,69,127,
6480,note_on,,,,,2,0,14,,,,,14,,,41,127,
6480,note_on,,,,,2,0,15,,,,,15,,,41,127,
6480,note_on,,,,,0,0,11,,,,,11,,,65,127,
6480,note_on,,,,,2,0,13,,,,,13,,,41,127,
6485,pitchwheel,,,,,5,0,4,,,,,3,,,,,256
6534,lyrics,,,,,6534,1,1,,,,,,,,,,
6534,note_on,,,,,0,0,1,,,,,0,,,65,100,
6540,control_change,,,,,266,0,3,,,,,2,5,8,,,
6544,control_change,,,,,4,0,3,,,,,2,5,7,,,
6544,control_change,,,,,0,0,3,,,,,2,2,2,,,
6557,control_change,,,,,13,0,3,,,,,2,5,3,,,
6560,control_change,,,,,3,0,3,,,,,2,11,8,,,
6583,control_change,,,,,49,0,1,,,,,0,7,100,,,
6590,control_change,,,,,0,0,3,,,,,2,5,0,,,
6590,control_change,,,,,30,0,3,,,,,2,7,86,,,
6593,note_on,,,,,10,0,1,,,,,0,,,65,0,
6594,note_on,,,,,0,0,1,,,,,0,,,69,100,
6594,lyrics,,,,,1,1,1,,,,,,,,,,
6597,control_change,,,,,7,0,3,,,,,2,11,6,,,
6598,note_on,,,,,118,0,9,,,,,8,,,41,0,
6598,note_on,,,,,118,0,13,,,,,13,,,41,0,
6598,note_on,,,,,118,0,14,,,,,14,,,41,0,
6598,note_on,,,,,118,0,6,,,,,5,,,77,0,
6598,note_on,,,,,113,0,4,,,,,3,,,77,0,
6598,note_on,,,,,118,0,11,,,,,11,,,60,0,
6598,note_on,,,,,118,0,12,,,,,12,,,41,0,
6598,note_on,,,,,118,0,7,,,,,6,,,77,0,
6598,note_on,,,,,118,0,5,,,,,4,,,77,0,
6598,note_on,,,,,118,0,8,,,,,7,,,57,0,
6598,note_on,,,,,118,0,10,,,,,10,,,41,0,
6598,note_on,,,,,0,0,11,,,,,11,,,69,0,
6598,note_on,,,,,0,0,11,,,,,11,,,65,0,
6598,note_on,,,,,118,0,15,,,,,15,,,41,0,
6600,control_change,,,,,3,0,3,,,,,2,7,88,,,
6604,control_change,,,,,0,0,3,,,,,2,11,5,,,
6604,control_change,,,,,4,0,3,,,,,2,66,5,,,
6607,control_change,,,,,3,0,3,,,,,2,11,4,,,
6610,control_change,,,,,3,0,3,,,,,2,66,3,,,
6614,control_change,,,,,4,0,3,,,,,2,65,0,,,
6614,control_change,,,,,0,0,3,,,,,2,7,92,,,
6624,control_change,,,,,10,0,3,,,,,2,11,2,,,
6627,control_change,,,,,3,0,3,,,,,2,11,1,,,
6630,control_change,,,,,3,0,3,,,,,2,64,6,,,
6630,control_change,,,,,0,0,3,,,,,2,11,0,,,
6644,control_change,,,,,14,0,3,,,,,2,66,0,,,
6647,control_change,,,,,0,0,3,,,,,2,7,102,,,
6647,control_change,,,,,3,0,3,,,,,2,64,3,,,
6650,control_change,,,,,3,0,3,,,,,2,64,2,,,
6653,note_on,,,,,59,0,1,,,,,0,,,69,0,
6654,lyrics,,,,,1,1,1,,,,,,,,,,
6654,note_on,,,,,0,0,1,,,,,0,,,72,100,
6660,control_change,,,,,10,0,3,,,,,2,7,105,,,
6664,control_change,,,,,4,0,3,,,,,2,7,108,,,
6670,control_change,,,,,6,0,3,,,,,2,7,111,,,
6677,control_change,,,,,7,0,3,,,,,2,7,113,,,
6687,control_change,,,,,10,0,3,,,,,2,7,115,,,
6690,control_change,,,,,3,0,3,,,,,2,7,117,,,
6694,control_change,,,,,4,0,3,,,,,2,7,119,,,
6700,control_change,,,,,6,0,3,,,,,2,7,123,,,
6713,note_on,,,,,59,0,1,,,,,0,,,72,0,
6714,note_on,,,,,0,0,1,,,,,0,,,77,100,
6714,lyrics,,,,,1,1,1,,,,,,,,,,
6780,note_on,,,,,182,0,13,,,,,13,,,53,127,
6780,note_on,,,,,182,0,12,,,,,12,,,53,127,
6780,note_on,,,,,182,0,15,,,,,15,,,53,127,
6780,note_on,,,,,182,0,9,,,,,8,,,53,127,
6833,note_on,,,,,119,0,1,,,,,0,,,77,0,
6834,note_on,,,,,0,0,1,,,,,0,,,72,100,
6834,lyrics,,,,,1,1,1,,,,,,,,,,
6838,note_on,,,,,58,0,12,,,,,12,,,53,0,
6838,note_on,,,,,58,0,13,,,,,13,,,53,0,
6838,note_on,,,,,58,0,15,,,,,15,,,53,0,
6838,note_on,,,,,58,0,9,,,,,8,,,53,0,
6840,note_on,,,,,2,0,9,,,,,8,,,57,127,
6840,note_on,,,,,2,0,12,,,,,12,,,57,127,
6840,note_on,,,,,2,0,15,,,,,15,,,57,127,
6840,note_on,,,,,242,0,11,,,,,11,,,65,127,
6840,note_on,,,,,0,0,11,,,,,11,,,72,127,
6840,note_on,,,,,2,0,13,,,,,13,,,57,127,
6898,note_on,,,,,58,0,9,,,,,8,,,57,0,
6898,note_on,,,,,58,0,15,,,,,15,,,57,0,
6898,note_on,,,,,58,0,12,,,,,12,,,57,0,
6898,note_on,,,,,58,0,13,,,,,13,,,57,0,
6900,note_on,,,,,2,0,9,,,,,8,,,60,127,
6900,note_on,,,,,2,0,12,,,,,12,,,60,127,
6900,note_on,,,,,2,0,15,,,,,15,,,60,127,
6900,note_on,,,,,2,0,13,,,,,13,,,60,127,
6953,note_on,,,,,119,0,1,,,,,0,,,72,0,
6954,control_change,,,,,6954,0,2,,,,,1,7,55,,,
6954,note_on,,,,,0,0,1,,,,,0,,,70,100,
6954,lyrics,,,,,1,1,1,,,,,,,,,,
6958,note_on,,,,,58,0,9,,,,,8,,,60,0,
6958,note_on,,,,,58,0,13,,,,,13,,,60,0,
6958,note_on,,,,,58,0,15,,,,,15,,,60,0,
6958,note_on,,,,,118,0,11,,,,,11,,,72,0,
6958,note_on,,,,,58,0,12,,,,,12,,,60,0,
6958,note_on,,,,,0,0,11,,,,,11,,,65,0,
6960,note_on,,,,,2,0,13,,,,,13,,,55,127,
6960,note_on,,,,,2,0,15,,,,,15,,,55,127,
6960,note_on,,,,,2,0,12,,,,,12,,,55,127,
6960,note_on,,,,,2,0,11,,,,,11,,,70,127,
6960,note_on,,,,,0,0,11,,,,,11,,,62,127,
6960,note_on,,,,,2,0,9,,,,,8,,,55,127,
7013,note_on,,,,,59,0,1,,,,,0,,,70,0,
7014,note_on,,,,,0,0,1,,,,,0,,,70,100,
7014,lyrics,,,,,1,1,1,,,,,,,,,,
7018,note_on,,,,,58,0,9,,,,,8,,,55,0,
7018,note_on,,,,,58,0,12,,,,,12,,,55,0,
7018,note_on,,,,,58,0,15,,,,,15,,,55,0,
7018,note_on,,,,,58,0,13,,,,,13,,,55,0,
7020,note_on,,,,,2,0,12,,,,,12,,,53,127,
7020,note_on,,,,,2,0,15,,,,,15,,,53,127,
7020,note_on,,,,,2,0,13,,,,,13,,,53,127,
7020,note_on,,,,,2,0,9,,,,,8,,,53,127,
7073,note_on,,,,,59,0,1,,,,,0,,,70,0,
7074,note_on,,,,,0,0,1,,,,,0,,,70,100,
7074,lyrics,,,,,1,1,1,,,,,,,,,,
7078,note_on,,,,,58,0,12,,,,,12,,,53,0,
7078,note_on,,,,,118,0,11,,,,,11,,,62,0,
7078,note_on,,,,,58,0,15,,,,,15,,,53,0,
7078,note_on,,,,,58,0,9,,,,,8,,,53,0,
7078,note_on,,,,,58,0,13,,,,,13,,,53,0,
7080,note_on,,,,,2,0,12,,,,,12,,,55,127,
7080,note_on,,,,,2,0,11,,,,,11,,,64,127,
7080,note_on,,,,,2,0,9,,,,,8,,,55,127,
7080,note_on,,,,,2,0,13,,,,,13,,,55,127,
7080,note_on,,,,,2,0,15,,,,,15,,,55,127,
7133,note_on,,,,,59,0,1,,,,,0,,,70,0,
7134,lyrics,,,,,1,1,1,,,,,,,,,,
7134,note_on,,,,,0,0,1,,,,,0,,,70,100,
7138,note_on,,,,,58,0,13,,,,,13,,,55,0,
7138,note_on,,,,,58,0,12,,,,,12,,,55,0,
7138,note_on,,,,,58,0,9,,,,,8,,,55,0,
7138,note_on,,,,,58,0,15,,,,,15,,,55,0,
7140,note_on,,,,,2,0,15,,,,,15,,,48,127,
7140,note_on,,,,,2,0,12,,,,,12,,,48,127,
7140,note_on,,,,,2,0,13,,,,,13,,,48,127,
7140,note_on,,,,,2,0,9,,,,,8,,,48,127,
7190,control_change,,,,,56,0,1,,,,,0,7,94,,,
7193,note_on,,,,,3,0,1,,,,,0,,,70,0,
7194,lyrics,,,,,240,1,2,,,,,,,,,,
7194,lyrics,,,,,1,1,1,,,,,,,,,,
7194,note_on,,,,,0,0,1,,,,,0,,,70,100,
7194,note_on,,,,,0,0,2,,,,,1,,,60,100,
7197,control_change,,,,,497,0,3,,,,,2,2,95,,,
7198,note_on,,,,,118,0,11,,,,,11,,,64,0,
7198,note_on,,,,,58,0,9,,,,,8,,,48,0,
7198,note_on,,,,,58,0,12,,,,,12,,,48,0,
7198,note_on,,,,,58,0,13,,,,,13,,,48,0,
7198,note_on,,,,,58,0,15,,,,,15,,,48,0,
7200,note_on,,,,,2,0,15,,,,,15,,,53,127,
7200,note_on,,,,,0,0,11,,,,,11,,,60,127,
7200,note_on,,,,,2,0,13,,,,,13,,,53,127,
7200,note_on,,,,,2,0,12,,,,,12,,,53,127,
7200,note_on,,,,,0,0,11,,,,,11,,,70,127,
7200,control_change,,,,,6,0,1,,,,,0,7,93,,,
7200,note_on,,,,,2,0,9,,,,,8,,,53,127,
7200,note_on,,,,,2,0,11,,,,,11,,,70,0,
7207,control_change,,,,,7,0,1,,,,,0,7,92,,,
7214,control_change,,,,,7,0,1,,,,,0,7,91,,,
7220,control_change,,,,,6,0,1,,,,,0,7,90,,,
7227,control_change,,,,,7,0,1,,,,,0,7,89,,,
7234,control_change,,,,,7,0,1,,,,,0,7,88,,,
7240,control_change,,,,,6,0,1,,,,,0,7,87,,,
7250,control_change,,,,,10,0,1,,,,,0,7,86,,,
7257,control_change,,,,,7,0,1,,,,,0,7,85,,,
7264,control_change,,,,,67,0,3,,,,,2,2,92,,,
7264,control_change,,,,,7,0,1,,,,,0,7,84,,,
7270,control_change,,,,,6,0,1,,,,,0,7,83,,,
7277,control_change,,,,,7,0,1,,,,,0,7,82,,,
7283,note_on,,,,,89,0,2,,,,,1,,,60,0,
7284,note_on,,,,,0,0,2,,,,,1,,,60,100,
7284,lyrics,,,,,1,1,2,,,,,,,,,,
7284,control_change,,,,,7,0,1,,,,,0,7,81,,,
7290,control_change,,,,,6,0,1,,,,,0,7,80,,,
7297,control_change,,,,,7,0,1,,,,,0,7,79,,,
7297,control_change,,,,,33,0,3,,,,,2,2,91,,,
7304,control_change,,,,,7,0,3,,,,,2,2,89,,,
7307,control_change,,,,,10,0,1,,,,,0,7,78,,,
7310,control_change,,,,,6,0,3,,,,,2,2,87,,,
7313,note_on,,,,,6,0,1,,,,,0,,,70,0,
7314,note_on,,,,,0,0,1,,,,,0,,,69,100,
7314,control_change,,,,,1,0,1,,,,,0,7,77,,,
7314,lyrics,,,,,0,1,1,,,,,,,,,,
7314,lyrics,,,,,0,1,2,,,,,,,,,,
7314,note_on,,,,,0,0,2,,,,,1,,,60,100,
7314,note_on,,,,,30,0,2,,,,,1,,,60,0,
7318,note_on,,,,,118,0,9,,,,,8,,,53,0,
7318,note_on,,,,,118,0,11,,,,,11,,,70,0,
7318,note_on,,,,,118,0,12,,,,,12,,,53,0,
7318,note_on,,,,,118,0,13,,,,,13,,,53,0,
7318,note_on,,,,,118,0,15,,,,,15,,,53,0,
7320,control_change,,,,,6,0,1,,,,,0,7,76,,,
7320,note_on,,,,,2,0,11,,,,,11,,,69,127,
7320,note_on,,,,,2,0,15,,,,,15,,,41,127,
7320,note_on,,,,,2,0,12,,,,,12,,,41,127,
7320,note_on,,,,,2,0,9,,,,,8,,,41,127,
7320,note_on,,,,,2,0,13,,,,,13,,,41,127,
7327,control_change,,,,,7,0,1,,,,,0,7,75,,,
7334,control_change,,,,,7,0,1,,,,,0,7,74,,,
7340,control_change,,,,,6,0,1,,,,,0,7,73,,,
7347,control_change,,,,,7,0,1,,,,,0,7,72,,,
7354,control_change,,,,,7,0,1,,,,,0,7,71,,,
7364,control_change,,,,,10,0,1,,,,,0,7,70,,,
7370,control_change,,,,,6,0,1,,,,,0,7,69,,,
7373,note_on,,,,,59,0,2,,,,,1,,,60,0,
7374,lyrics,,,,,1,1,2,,,,,,,,,,
7374,note_on,,,,,0,0,2,,,,,1,,,60,100,
7377,control_change,,,,,7,0,1,,,,,0,7,68,,,
7384,control_change,,,,,7,0,1,,,,,0,7,67,,,
7390,control_change,,,,,6,0,1,,,,,0,7,66,,,
7397,control_change,,,,,7,0,1,,,,,0,7,65,,,
7404,control_change,,,,,7,0,1,,,,,0,7,64,,,
7410,control_change,,,,,6,0,1,,,,,0,7,63,,,
7424,control_change,,,,,114,0,3,,,,,2,7,90,,,
7427,control_change,,,,,3,0,3,,,,,2,7,117,,,
7433,note_on,,,,,59,0,2,,,,,1,,,60,0,
7433,note_on,,,,,23,0,1,,,,,0,,,69,0,
7434,lyrics,,,,,1,1,2,,,,,,,,,,
7434,lyrics,,,,,1,1,1,,,,,,,,,,
7434,note_on,,,,,0,0,2,,,,,1,,,60,100,
7434,note_on,,,,,0,0,3,,,,,2,,,53,100,
7434,note_on,,,,,0,0,1,,,,,0,,,69,100,
7434,lyrics,,,,,7,1,3,,,,,,,,,,
7436,note_on,,,,,116,0,12,,,,,12,,,53,127,
7436,note_on,,,,,116,0,15,,,,,15,,,53,127,
7437,control_change,,,,,3,0,3,,,,,2,11,74,,,
7438,note_on,,,,,118,0,11,,,,,11,,,69,0,
7438,note_on,,,,,2,0,15,,,,,15,,,41,0,
7438,note_on,,,,,2,0,12,,,,,12,,,41,0,
7438,note_on,,,,,118,0,9,,,,,8,,,41,0,
7438,note_on,,,,,118,0,13,,,,,13,,,41,0,
7440,note_on,,,,,2,0,13,,,,,13,,,53,127,
7440,note_on,,,,,2,0,9,,,,,8,,,53,127,
7440,note_on,,,,,0,0,11,,,,,11,,,69,127,
7440,note_on,,,,,0,0,11,,,,,11,,,65,127,
7440,note_on,,,,,2,0,11,,,,,11,,,60,0,
7440,note_on,,,,,0,0,11,,,,,11,,,72,127,
7480,control_change,,,,,43,0,3,,,,,2,2,89,,,
7493,note_on,,,,,59,0,2,,,,,1,,,60,0,
7494,lyrics,,,,,1,1,2,,,,,,,,,,
7494,control_change,,,,,14,0,3,,,,,2,2,92,,,
7494,note_on,,,,,0,0,2,,,,,1,,,60,100,
7497,control_change,,,,,3,0,3,,,,,2,2,93,,,
7500,control_change,,,,,3,0,3,,,,,2,2,96,,,
7507,control_change,,,,,7,0,3,,,,,2,2,100,,,
7514,control_change,,,,,7,0,3,,,,,2,2,101,,,
7520,control_change,,,,,6,0,3,,,,,2,2,102,,,
7523,note_on,,,,,89,0,1,,,,,0,,,69,0,
7523,note_on,,,,,3,0,3,,,,,2,,,53,0,
7524,note_on,,,,,86,0,12,,,,,12,,,53,0,
7524,note_on,,,,,0,0,3,,,,,2,,,53,100,
7524,note_on,,,,,30,0,2,,,,,1,,,60,0,
7524,lyrics,,,,,0,1,2,,,,,,,,,,
7524,note_on,,,,,0,0,2,,,,,1,,,60,100,
7524,note_on,,,,,86,0,15,,,,,15,,,53,0,
7524,lyrics,,,,,1,1,3,,,,,,,,,,
7524,lyrics,,,,,1,1,1,,,,,,,,,,
7524,note_on,,,,,0,0,1,,,,,0,,,69,100,
7526,note_on,,,,,2,0,15,,,,,15,,,53,127,
7526,note_on,,,,,2,0,12,,,,,12,,,53,127,
7527,control_change,,,,,3,0,3,,,,,2,2,105,,,
7528,note_on,,,,,88,0,9,,,,,8,,,53,0,
7528,note_on,,,,,88,0,13,,,,,13,,,53,0,
7530,note_on,,,,,2,0,9,,,,,8,,,53,127,
7530,control_change,,,,,3,0,3,,,,,2,11,75,,,
7530,note_on,,,,,2,0,13,,,,,13,,,53,127,
7534,control_change,,,,,4,0,3,,,,,2,2,106,,,
7544,control_change,,,,,10,0,3,,,,,2,11,76,,,
7547,control_change,,,,,3,0,3,,,,,2,2,109,,,
7554,note_on,,,,,0,0,1,,,,,0,,,69,100,
7554,note_on,,,,,30,0,1,,,,,0,,,69,0,
7554,note_on,,,,,0,0,2,,,,,1,,,60,100,
7554,note_on,,,,,7,0,3,,,,,2,,,53,0,
7554,lyrics,,,,,0,1,3,,,,,,,,,,
7554,note_on,,,,,0,0,3,,,,,2,,,53,100,
7554,lyrics,,,,,0,1,2,,,,,,,,,,
7554,note_on,,,,,30,0,2,,,,,1,,,60,0,
7554,lyrics,,,,,0,1,1,,,,,,,,,,
7555,note_on,,,,,29,0,12,,,,,12,,,53,0,
7555,note_on,,,,,29,0,15,,,,,15,,,53,0,
7556,note_on,,,,,1,0,15,,,,,15,,,53,127,
7556,note_on,,,,,1,0,12,,,,,12,,,53,127,
7557,control_change,,,,,3,0,3,,,,,2,2,110,,,
7559,note_on,,,,,29,0,13,,,,,13,,,53,0,
7559,note_on,,,,,29,0,9,,,,,8,,,53,0,
7560,note_on,,,,,1,0,13,,,,,13,,,53,127,
7560,note_on,,,,,1,0,9,,,,,8,,,53,127,
7564,control_change,,,,,7,0,3,,,,,2,2,113,,,
7574,control_change,,,,,10,0,3,,,,,2,2,115,,,
7580,control_change,,,,,6,0,3,,,,,2,2,117,,,
7587,control_change,,,,,7,0,3,,,,,2,2,118,,,
7590,control_change,,,,,3,0,3,,,,,2,2,119,,,
7594,control_change,,,,,4,0,3,,,,,2,2,121,,,
7604,control_change,,,,,10,0,3,,,,,2,2,122,,,
7610,control_change,,,,,6,0,3,,,,,2,2,124,,,
7613,note_on,,,,,3,0,3,,,,,2,,,53,0,
7613,note_on,,,,,59,0,2,,,,,1,,,60,0,
7613,note_on,,,,,59,0,1,,,,,0,,,69,0,
7614,lyrics,,,,,1,1,1,,,,,,,,,,
7614,note_on,,,,,58,0,15,,,,,15,,,53,0,
7614,note_on,,,,,0,0,1,,,,,0,,,69,100,
7614,note_on,,,,,0,0,2,,,,,1,,,62,100,
7614,lyrics,,,,,1,1,2,,,,,,,,,,
7614,note_on,,,,,58,0,12,,,,,12,,,53,0,
7614,lyrics,,,,,0,1,3,,,,,,,,,,
7614,note_on,,,,,0,0,3,,,,,2,,,53,100,
7614,control_change,,,,,1,0,3,,,,,2,2,125,,,
7616,note_on,,,,,2,0,12,,,,,12,,,53,127,
7616,note_on,,,,,2,0,15,,,,,15,,,53,127,
7616,control_change,,,,,2,0,2,,,,,1,7,90,,,
7618,note_on,,,,,58,0,13,,,,,13,,,53,0,
7618,note_on,,,,,58,0,9,,,,,8,,,53,0,
7620,control_change,,,,,6,0,3,,,,,2,2,127,,,
7620,note_on,,,,,2,0,9,,,,,8,,,53,127,
7620,note_on,,,,,2,0,13,,,,,13,,,53,127,
7637,control_change,,,,,17,0,3,,,,,2,11,78,,,
7644,note_on,,,,,28,0,2,,,,,1,,,62,0,
7644,lyrics,,,,,0,1,2,,,,,,,,,,
7644,note_on,,,,,0,0,2,,,,,1,,,64,100,
7660,control_change,,,,,23,0,3,,,,,2,7,100,,,
7673,note_on,,,,,13,0,3,,,,,2,,,53,0,
7673,note_on,,,,,59,0,1,,,,,0,,,69,0,
7674,note_on,,,,,58,0,12,,,,,12,,,53,0,
7674,note_on,,,,,0,0,1,,,,,0,,,69,100,
7674,lyrics,,,,,1,1,1,,,,,,,,,,
7674,lyrics,,,,,0,1,2,,,,,,,,,,
7674,note_on,,,,,30,0,2,,,,,1,,,64,0,
7674,note_on,,,,,0,0,3,,,,,2,,,53,100,
7674,note_on,,,,,0,0,2,,,,,1,,,65,100,
7674,note_on,,,,,58,0,15,,,,,15,,,53,0,
7674,lyrics,,,,,1,1,3,,,,,,,,,,
7677,note_on,,,,,0,0,11,,,,,11,,,69,0,
7677,note_on,,,,,0,0,11,,,,,11,,,72,0,
7677,note_on,,,,,237,0,11,,,,,11,,,65,0,
7678,note_on,,,,,58,0,13,,,,,13,,,53,0,
7678,note_on,,,,,58,0,9,,,,,8,,,53,0,
7680,note_on,,,,,6,0,15,,,,,15,,,53,127,
7680,note_on,,,,,2,0,13,,,,,13,,,53,127,
7680,note_on,,,,,6,0,12,,,,,12,,,53,127,
7680,note_on,,,,,2,0,9,,,,,8,,,53,127,
7680,note_on,,,,,0,0,11,,,,,11,,,65,127,
7680,note_on,,,,,0,0,11,,,,,11,,,72,127,
7680,note_on,,,,,3,0,11,,,,,11,,,69,127,
7684,control_change,,,,,10,0,3,,,,,2,11,80,,,
7707,control_change,,,,,23,0,3,,,,,2,11,81,,,
7710,control_change,,,,,3,0,3,,,,,2,11,83,,,
7720,control_change,,,,,10,0,3,,,,,2,11,84,,,
7733,control_change,,,,,59,0,2,,,,,1,7,99,,,
7733,note_on,,,,,13,0,3,,,,,2,,,53,0,
7733,note_on,,,,,59,0,1,,,,,0,,,69,0,
7734,note_on,,,,,0,0,3,,,,,2,,,53,100,
7734,lyrics,,,,,1,1,1,,,,,,,,,,
7734,note_on,,,,,0,0,1,,,,,0,,,69,100,
7734,lyrics,,,,,1,1,3,,,,,,,,,,
7738,note_on,,,,,58,0,15,,,,,15,,,53,0,
7738,note_on,,,,,58,0,9,,,,,8,,,53,0,
7738,note_on,,,,,58,0,12,,,,,12,,,53,0,
7738,note_on,,,,,58,0,13,,,,,13,,,53,0,
