tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,control,value,channel,program,note,velocity
4611,control_change,1670,0,8,,,,,,,,91,0,7,,,
4611,end_of_track,0,1,7,,,,,,,,,,,,,
4611,end_of_track,0,1,4,,,,,,,,,,,,,
4611,end_of_track,0,1,5,,,,,,,,,,,,,
4611,control_change,0,0,5,,,,,,,,7,127,4,,,
4611,control_change,0,0,5,,,,,,,,10,63,4,,,
4611,control_change,0,0,5,,,,,,,,93,0,4,,,
4611,control_change,1670,0,4,,,,,,,,91,0,3,,,
4611,control_change,0,0,4,,,,,,,,93,0,3,,,
4611,control_change,0,0,4,,,,,,,,10,63,3,,,
4611,control_change,0,0,4,,,,,,,,7,127,3,,,
4611,control_change,1670,0,5,,,,,,,,91,0,4,,,
4620,note_on,38,0,1,,,,,,,,,,0,,81,86
4650,note_on,89,0,3,,,,,,,,,,2,,52,0
4681,note_on,31,0,3,,,,,,,,,,2,,52,70
4718,note_on,98,0,1,,,,,,,,,,0,,81,0
4745,note_on,27,0,1,,,,,,,,,,0,,79,91
4772,note_on,91,0,3,,,,,,,,,,2,,52,0
4801,note_on,29,0,3,,,,,,,,,,2,,51,61
4846,note_on,101,0,1,,,,,,,,,,0,,79,0
4865,note_on,19,0,1,,,,,,,,,,0,,72,69
4879,note_on,78,0,3,,,,,,,,,,2,,51,0
4893,note_on,28,0,1,,,,,,,,,,0,,72,0
4922,note_on,29,0,1,,,,,,,,,,0,,75,71
4923,note_on,44,0,3,,,,,,,,,,2,,51,66
4950,note_on,28,0,1,,,,,,,,,,0,,75,0
4978,note_on,28,0,1,,,,,,,,,,0,,72,74
5003,note_on,80,0,3,,,,,,,,,,2,,51,0
5008,note_on,30,0,1,,,,,,,,,,0,,72,0
5011,note_on,452,0,2,,,,,,,,,,1,,84,0
5037,note_on,26,0,2,,,,,,,,,,1,,78,61
5040,note_on,37,0,3,,,,,,,,,,2,,50,63
5041,note_on,33,0,1,,,,,,,,,,0,,81,89
5067,note_on,26,0,1,,,,,,,,,,0,,81,0
5104,note_on,37,0,1,,,,,,,,,,0,,78,84
5127,note_on,87,0,3,,,,,,,,,,2,,50,0
5161,note_on,34,0,3,,,,,,,,,,2,,50,62
5198,note_on,94,0,1,,,,,,,,,,0,,78,0
5226,note_on,28,0,1,,,,,,,,,,0,,72,67
5239,note_on,78,0,3,,,,,,,,,,2,,50,0
5280,note_on,41,0,3,,,,,,,,,,2,,50,58
5329,note_on,103,0,1,,,,,,,,,,0,,72,0
5345,note_on,16,0,1,,,,,,,,,,0,,70,61
5362,note_on,82,0,3,,,,,,,,,,2,,50,0
5372,note_on,27,0,1,,,,,,,,,,0,,70,0
5373,note_on,1,0,1,,,,,,,,,,0,,72,73
5402,note_on,40,0,3,,,,,,,,,,2,,50,65
5403,note_on,0,0,1,,,,,,,,,,0,,74,69
5403,note_on,30,0,1,,,,,,,,,,0,,72,0
5432,note_on,29,0,1,,,,,,,,,,0,,74,0
5433,note_on,1,0,1,,,,,,,,,,0,,72,70
5461,note_on,28,0,1,,,,,,,,,,0,,72,0
5463,note_on,2,0,1,,,,,,,,,,0,,70,63
5488,note_on,25,0,1,,,,,,,,,,0,,70,0
5491,note_on,3,0,1,,,,,,,,,,0,,69,77
5498,note_on,96,0,3,,,,,,,,,,2,,50,0
5520,note_on,483,0,2,,,,,,,,,,1,,78,0
5522,note_on,2,0,2,,,,,,,,,,1,,79,79
5523,note_on,32,0,1,,,,,,,,,,0,,69,0
5523,note_on,0,0,1,,,,,,,,,,0,,70,77
5524,note_on,26,0,3,,,,,,,,,,2,,55,62
5543,note_on,19,0,3,,,,,,,,,,2,,55,0
5550,note_on,27,0,1,,,,,,,,,,0,,70,0
5579,note_on,29,0,1,,,,,,,,,,0,,79,89
5581,note_on,38,0,3,,,,,,,,,,2,,46,61
5609,note_on,28,0,3,,,,,,,,,,2,,46,0
5612,note_on,33,0,1,,,,,,,,,,0,,79,0
5619,note_on,97,0,2,,,,,,,,,,1,,79,0
5640,note_on,31,0,3,,,,,,,,,,2,,48,70
5645,note_on,33,0,1,,,,,,,,,,0,,81,84
5666,note_on,26,0,3,,,,,,,,,,2,,48,0
5677,note_on,32,0,1,,,,,,,,,,0,,81,0
5701,note_on,35,0,3,,,,,,,,,,2,,50,76
5705,note_on,28,0,1,,,,,,,,,,0,,78,84
5723,note_on,22,0,3,,,,,,,,,,2,,50,0
5738,note_on,33,0,1,,,,,,,,,,0,,78,0
5764,note_on,41,0,3,,,,,,,,,,2,,43,73
5767,note_on,29,0,1,,,,,,,,,,0,,79,95
5828,note_on,209,0,2,,,,,,,,,,1,,74,68
5852,note_on,85,0,1,,,,,,,,,,0,,79,0
5853,note_on,25,0,2,,,,,,,,,,1,,74,0
5857,note_on,93,0,3,,,,,,,,,,2,,43,0
5886,note_on,33,0,2,,,,,,,,,,1,,79,84
5890,note_on,33,0,3,,,,,,,,,,2,,55,65
5908,note_on,22,0,2,,,,,,,,,,1,,79,0
5945,note_on,37,0,2,,,,,,,,,,1,,74,69
5971,note_on,26,0,2,,,,,,,,,,1,,74,0
5988,note_on,98,0,3,,,,,,,,,,2,,55,0
6006,note_on,35,0,2,,,,,,,,,,1,,84,79
6008,note_on,20,0,3,,,,,,,,,,2,,54,53
6010,note_on,158,0,1,,,,,,,,,,0,,86,64
6029,note_on,23,0,2,,,,,,,,,,1,,84,0
6063,note_on,34,0,2,,,,,,,,,,1,,82,59
6101,note_on,93,0,3,,,,,,,,,,2,,54,0
6123,note_on,22,0,3,,,,,,,,,,2,,54,58
6150,note_on,87,0,2,,,,,,,,,,1,,82,0
6179,note_on,29,0,2,,,,,,,,,,1,,81,69
6216,note_on,93,0,3,,,,,,,,,,2,,54,0
6236,note_on,20,0,3,,,,,,,,,,2,,53,63
6291,note_on,112,0,2,,,,,,,,,,1,,81,0
6296,note_on,5,0,2,,,,,,,,,,1,,74,62
6324,note_on,28,0,2,,,,,,,,,,1,,74,0
6332,note_on,96,0,3,,,,,,,,,,2,,53,0
6355,note_on,31,0,2,,,,,,,,,,1,,77,73
6357,note_on,25,0,3,,,,,,,,,,2,,53,62
6378,note_on,23,0,2,,,,,,,,,,1,,77,0
6410,note_on,32,0,2,,,,,,,,,,1,,74,66
6438,note_on,28,0,2,,,,,,,,,,1,,74,0
6446,note_on,89,0,3,,,,,,,,,,2,,53,0
6468,note_on,458,0,1,,,,,,,,,,0,,86,0
6471,note_on,33,0,2,,,,,,,,,,1,,82,73
6473,note_on,27,0,3,,,,,,,,,,2,,52,59
6479,note_on,11,0,1,,,,,,,,,,0,,84,68
6495,note_on,24,0,2,,,,,,,,,,1,,82,0
6536,note_on,41,0,2,,,,,,,,,,1,,81,68
6574,note_on,101,0,3,,,,,,,,,,2,,52,0
6595,note_on,21,0,3,,,,,,,,,,2,,52,69
6628,note_on,92,0,2,,,,,,,,,,1,,81,0
6659,note_on,31,0,2,,,,,,,,,,1,,79,75
6697,note_on,102,0,3,,,,,,,,,,2,,52,0
6716,note_on,19,0,3,,,,,,,,,,2,,51,61
6766,note_on,107,0,2,,,,,,,,,,1,,79,0
6776,note_on,10,0,2,,,,,,,,,,1,,72,67
6804,note_on,28,0,2,,,,,,,,,,1,,72,0
6811,note_on,95,0,3,,,,,,,,,,2,,51,0
6835,note_on,31,0,2,,,,,,,,,,1,,75,57
6835,note_on,24,0,3,,,,,,,,,,2,,51,61
6858,note_on,23,0,2,,,,,,,,,,1,,75,0
6894,note_on,36,0,2,,,,,,,,,,1,,72,71
6922,note_on,87,0,3,,,,,,,,,,2,,51,0
6923,note_on,29,0,2,,,,,,,,,,1,,72,0
6954,note_on,475,0,1,,,,,,,,,,0,,84,0
6954,note_on,32,0,3,,,,,,,,,,2,,50,63
6956,note_on,33,0,2,,,,,,,,,,1,,81,73
6960,note_on,6,0,1,,,,,,,,,,0,,78,82
6982,note_on,26,0,2,,,,,,,,,,1,,81,0
7022,note_on,40,0,2,,,,,,,,,,1,,78,79
7061,note_on,107,0,3,,,,,,,,,,2,,50,0
7079,note_on,18,0,3,,,,,,,,,,2,,50,62
7108,note_on,86,0,2,,,,,,,,,,1,,78,0
7143,note_on,35,0,2,,,,,,,,,,1,,72,62
7170,note_on,91,0,3,,,,,,,,,,2,,50,0
7200,note_on,30,0,3,,,,,,,,,,2,,50,59
7240,note_on,97,0,2,,,,,,,,,,1,,72,0
7258,note_on,18,0,2,,,,,,,,,,1,,70,55
7287,note_on,29,0,2,,,,,,,,,,1,,70,0
7288,note_on,1,0,2,,,,,,,,,,1,,72,69
7297,note_on,97,0,3,,,,,,,,,,2,,50,0
7318,note_on,30,0,2,,,,,,,,,,1,,72,0
7318,note_on,0,0,2,,,,,,,,,,1,,74,66
7319,note_on,22,0,3,,,,,,,,,,2,,50,62
7347,note_on,29,0,2,,,,,,,,,,1,,74,0
7348,note_on,1,0,2,,,,,,,,,,1,,72,69
7374,note_on,26,0,2,,,,,,,,,,1,,72,0
7374,note_on,0,0,2,,,,,,,,,,1,,70,61
7402,note_on,28,0,2,,,,,,,,,,1,,70,0
7404,note_on,2,0,2,,,,,,,,,,1,,69,75
7421,note_on,102,0,3,,,,,,,,,,2,,50,0
7433,note_on,473,0,1,,,,,,,,,,0,,78,0
7434,note_on,30,0,2,,,,,,,,,,1,,70,77
7435,note_on,1,0,2,,,,,,,,,,1,,69,0
7440,note_on,19,0,3,,,,,,,,,,2,,55,63
7443,note_on,10,0,1,,,,,,,,,,0,,79,76
7459,note_on,19,0,3,,,,,,,,,,2,,55,0
7462,note_on,27,0,2,,,,,,,,,,1,,70,0
7498,note_on,36,0,2,,,,,,,,,,1,,79,91
7500,note_on,41,0,3,,,,,,,,,,2,,46,59
7525,note_on,25,0,3,,,,,,,,,,2,,46,0
7527,note_on,29,0,2,,,,,,,,,,1,,79,0
7557,note_on,30,0,2,,,,,,,,,,1,,81,75
7559,note_on,34,0,3,,,,,,,,,,2,,48,68
7564,note_on,121,0,1,,,,,,,,,,0,,79,0
7583,note_on,24,0,3,,,,,,,,,,2,,48,0
7584,note_on,27,0,2,,,,,,,,,,1,,81,0
7615,note_on,31,0,2,,,,,,,,,,1,,78,84
7619,note_on,36,0,3,,,,,,,,,,2,,50,67
7643,note_on,24,0,3,,,,,,,,,,2,,50,0
7645,note_on,30,0,2,,,,,,,,,,1,,78,0
7676,note_on,112,0,1,,,,,,,,,,0,,79,89
7676,note_on,31,0,2,,,,,,,,,,1,,79,76
7679,note_on,36,0,3,,,,,,,,,,2,,55,63
7705,note_on,29,0,1,,,,,,,,,,0,,79,0
7740,note_on,61,0,3,,,,,,,,,,2,,55,0
7740,note_on,0,0,3,,,,,,,,,,2,,57,69
7743,note_on,38,0,1,,,,,,,,,,0,,74,67
7760,note_on,20,0,3,,,,,,,,,,2,,57,0
7773,note_on,30,0,1,,,,,,,,,,0,,74,0
7780,note_on,104,0,2,,,,,,,,,,1,,79,0
7799,note_on,39,0,3,,,,,,,,,,2,,58,66
7800,note_on,27,0,1,,,,,,,,,,0,,82,71
7819,note_on,20,0,3,,,,,,,,,,2,,58,0
7861,note_on,42,0,3,,,,,,,,,,2,,57,67
7878,note_on,17,0,3,,,,,,,,,,2,,57,0
7921,note_on,43,0,3,,,,,,,,,,2,,55,65
7977,note_on,177,0,1,,,,,,,,,,0,,82,0
7982,note_on,5,0,1,,,,,,,,,,0,,74,70
8010,note_on,28,0,1,,,,,,,,,,0,,74,0
8040,note_on,30,0,1,,,,,,,,,,0,,79,89
8046,note_on,125,0,3,,,,,,,,,,2,,55,0
8068,note_on,28,0,1,,,,,,,,,,0,,79,0
8100,note_on,32,0,1,,,,,,,,,,0,,81,84
8102,note_on,56,0,3,,,,,,,,,,2,,54,61
8123,note_on,21,0,3,,,,,,,,,,2,,54,0
8128,note_on,28,0,1,,,,,,,,,,0,,81,0
8163,note_on,40,0,3,,,,,,,,,,2,,43,55
8164,note_on,36,0,1,,,,,,,,,,0,,82,77
8186,note_on,23,0,3,,,,,,,,,,2,,43,0
8225,note_on,39,0,3,,,,,,,,,,2,,55,65
8248,note_on,23,0,3,,,,,,,,,,2,,55,0
8267,note_on,103,0,1,,,,,,,,,,0,,82,0
8284,note_on,17,0,1,,,,,,,,,,0,,80,89
8286,note_on,38,0,3,,,,,,,,,,2,,60,70
8307,note_on,21,0,3,,,,,,,,,,2,,60,0
8343,note_on,36,0,3,,,,,,,,,,2,,59,70
8364,note_on,21,0,3,,,,,,,,,,2,,59,0
8405,note_on,41,0,3,,,,,,,,,,2,,60,74
8429,note_on,24,0,3,,,,,,,,,,2,,60,0
8456,note_on,172,0,1,,,,,,,,,,0,,80,0
8465,note_on,36,0,3,,,,,,,,,,2,,62,65
8468,note_on,12,0,1,,,,,,,,,,0,,79,82
8487,note_on,22,0,3,,,,,,,,,,2,,62,0
8495,note_on,27,0,1,,,,,,,,,,0,,79,0
8497,note_on,2,0,1,,,,,,,,,,0,,78,78
8523,note_on,26,0,1,,,,,,,,,,0,,78,0
8525,note_on,38,0,3,,,,,,,,,,2,,58,70
8527,note_on,4,0,1,,,,,,,,,,0,,79,89
8546,note_on,21,0,3,,,,,,,,,,2,,58,0
8555,note_on,28,0,1,,,,,,,,,,0,,79,0
8585,note_on,39,0,3,,,,,,,,,,2,,60,69
8585,note_on,30,0,1,,,,,,,,,,0,,81,84
8607,note_on,22,0,3,,,,,,,,,,2,,60,0
8613,note_on,28,0,1,,,,,,,,,,0,,81,0
8642,note_on,29,0,1,,,,,,,,,,0,,74,67
8645,note_on,38,0,3,,,,,,,,,,2,,58,73
8666,note_on,21,0,3,,,,,,,,,,2,,58,0
8706,note_on,40,0,3,,,,,,,,,,2,,55,65
8732,note_on,26,0,3,,,,,,,,,,2,,55,0
8749,note_on,107,0,1,,,,,,,,,,0,,74,0
8762,note_on,13,0,1,,,,,,,,,,0,,75,74
8765,note_on,33,0,3,,,,,,,,,,2,,60,69
8786,note_on,21,0,3,,,,,,,,,,2,,60,0
8824,note_on,38,0,3,,,,,,,,,,2,,54,58
8847,note_on,23,0,3,,,,,,,,,,2,,54,0
8879,note_on,117,0,1,,,,,,,,,,0,,75,0
8887,note_on,8,0,1,,,,,,,,,,0,,74,73
8888,note_on,41,0,3,,,,,,,,,,2,,55,68
8904,note_on,16,0,3,,,,,,,,,,2,,55,0
8917,note_on,30,0,1,,,,,,,,,,0,,74,0
8942,note_on,25,0,1,,,,,,,,,,0,,72,67
8946,note_on,42,0,3,,,,,,,,,,2,,45,65
8967,note_on,21,0,3,,,,,,,,,,2,,45,0
8970,note_on,28,0,1,,,,,,,,,,0,,72,0
8970,note_on,0,0,1,,,,,,,,,,0,,70,66
8997,note_on,27,0,1,,,,,,,,,,0,,70,0
9000,note_on,3,0,1,,,,,,,,,,0,,72,74
9003,note_on,36,0,3,,,,,,,,,,2,,57,69
9024,note_on,21,0,3,,,,,,,,,,2,,57,0
9030,note_on,30,0,1,,,,,,,,,,0,,72,0
9056,note_on,26,0,1,,,,,,,,,,0,,69,69
9059,note_on,35,0,3,,,,,,,,,,2,,54,57
9081,note_on,22,0,3,,,,,,,,,,2,,54,0
9084,note_on,28,0,1,,,,,,,,,,0,,69,0
9117,note_on,33,0,1,,,,,,,,,,0,,70,78
9121,note_on,40,0,3,,,,,,,,,,2,,55,65
9140,note_on,19,0,3,,,,,,,,,,2,,55,0
9145,note_on,28,0,1,,,,,,,,,,0,,70,0
9173,note_on,28,0,1,,,,,,,,,,0,,74,69
9178,note_on,38,0,3,,,,,,,,,,2,,57,68
9201,note_on,28,0,1,,,,,,,,,,0,,74,0
9202,note_on,24,0,3,,,,,,,,,,2,,57,0
9236,note_on,34,0,3,,,,,,,,,,2,,58,75
9236,note_on,35,0,1,,,,,,,,,,0,,82,79
9262,note_on,26,0,3,,,,,,,,,,2,,58,0
9300,note_on,38,0,3,,,,,,,,,,2,,55,66
9323,note_on,23,0,3,,,,,,,,,,2,,55,0
9353,note_on,117,0,1,,,,,,,,,,0,,82,0
9362,note_on,39,0,3,,,,,,,,,,2,,60,70
9363,note_on,10,0,1,,,,,,,,,,0,,81,82
9382,note_on,20,0,3,,,,,,,,,,2,,60,0
9401,note_on,38,0,1,,,,,,,,,,0,,81,0
9420,note_on,19,0,1,,,,,,,,,,0,,79,82
9422,note_on,40,0,3,,,,,,,,,,2,,62,65
9444,note_on,22,0,3,,,,,,,,,,2,,62,0
9446,note_on,26,0,1,,,,,,,,,,0,,79,0
9448,note_on,2,0,1,,,,,,,,,,0,,78,71
9475,note_on,27,0,1,,,,,,,,,,0,,78,0
9479,note_on,4,0,1,,,,,,,,,,0,,79,82
9481,note_on,37,0,3,,,,,,,,,,2,,58,71
9504,note_on,23,0,3,,,,,,,,,,2,,58,0
9506,note_on,27,0,1,,,,,,,,,,0,,79,0
9537,note_on,31,0,1,,,,,,,,,,0,,81,78
9541,note_on,37,0,3,,,,,,,,,,2,,54,61
9562,note_on,21,0,3,,,,,,,,,,2,,54,0
9574,note_on,37,0,1,,,,,,,,,,0,,81,0
9600,note_on,26,0,1,,,,,,,,,,0,,74,69
9601,note_on,39,0,3,,,,,,,,,,2,,55,68
9628,note_on,28,0,1,,,,,,,,,,0,,74,0
9628,note_on,27,0,3,,,,,,,,,,2,,55,0
9661,note_on,33,0,1,,,,,,,,,,0,,79,91
9663,note_on,35,0,3,,,,,,,,,,2,,57,69
9686,note_on,23,0,3,,,,,,,,,,2,,57,0
9691,note_on,30,0,1,,,,,,,,,,0,,79,0
9720,note_on,29,0,1,,,,,,,,,,0,,82,73
9724,note_on,38,0,3,,,,,,,,,,2,,58,63
9746,note_on,22,0,3,,,,,,,,,,2,,58,0
9785,note_on,39,0,3,,,,,,,,,,2,,55,66
9808,note_on,23,0,3,,,,,,,,,,2,,55,0
9843,note_on,123,0,1,,,,,,,,,,0,,82,0
9846,note_on,38,0,3,,,,,,,,,,2,,60,69
9847,note_on,4,0,1,,,,,,,,,,0,,81,79
9866,note_on,20,0,3,,,,,,,,,,2,,60,0
9887,note_on,40,0,1,,,,,,,,,,0,,81,0
9910,note_on,44,0,3,,,,,,,,,,2,,62,67
9911,note_on,24,0,1,,,,,,,,,,0,,79,79
9935,note_on,25,0,3,,,,,,,,,,2,,62,0
9935,note_on,24,0,1,,,,,,,,,,0,,79,0
9939,note_on,4,0,1,,,,,,,,,,0,,78,74
9967,note_on,28,0,1,,,,,,,,,,0,,78,0
9972,note_on,37,0,3,,,,,,,,,,2,,58,66
9972,note_on,5,0,1,,,,,,,,,,0,,79,84
9993,note_on,21,0,3,,,,,,,,,,2,,58,0
10002,note_on,30,0,1,,,,,,,,,,0,,79,0
10028,note_on,26,0,1,,,,,,,,,,0,,81,74
10031,note_on,38,0,3,,,,,,,,,,2,,60,69
10054,note_on,23,0,3,,,,,,,,,,2,,60,0
10059,note_on,31,0,1,,,,,,,,,,0,,81,0
10090,note_on,36,0,3,,,,,,,,,,2,,62,68
10092,note_on,33,0,1,,,,,,,,,,0,,74,54
10115,note_on,25,0,3,,,,,,,,,,2,,62,0
10147,note_on,32,0,3,,,,,,,,,,2,,57,67
10174,note_on,27,0,3,,,,,,,,,,2,,57,0
10191,note_on,99,0,1,,,,,,,,,,0,,74,0
10209,note_on,35,0,3,,,,,,,,,,2,,54,61
10233,note_on,24,0,3,,,,,,,,,,2,,54,0
10268,note_on,35,0,3,,,,,,,,,,2,,50,69
10290,note_on,22,0,3,,,,,,,,,,2,,50,0
10329,note_on,138,0,1,,,,,,,,,,0,,86,89
10333,note_on,43,0,3,,,,,,,,,,2,,58,68
10356,note_on,23,0,3,,,,,,,,,,2,,58,0
10358,note_on,29,0,1,,,,,,,,,,0,,86,0
10386,note_on,28,0,1,,,,,,,,,,0,,84,69
10390,note_on,34,0,3,,,,,,,,,,2,,57,68
10416,note_on,26,0,3,,,,,,,,,,2,,57,0
10419,note_on,3,0,3,,,,,,,,,,2,,55,68
10446,note_on,0,0,3,,,,,,,,,,2,,54,68
10446,note_on,27,0,3,,,,,,,,,,2,,55,0
10465,note_on,19,0,3,,,,,,,,,,2,,54,0
10484,note_on,98,0,1,,,,,,,,,,0,,84,0
10503,note_on,19,0,1,,,,,,,,,,0,,82,71
10503,note_on,38,0,3,,,,,,,,,,2,,55,68
10526,note_on,23,0,3,,,,,,,,,,2,,55,0
10564,note_on,38,0,3,,,,,,,,,,2,,50,68
10618,note_on,115,0,1,,,,,,,,,,0,,82,0
10624,note_on,6,0,1,,,,,,,,,,0,,81,74
10641,note_on,77,0,3,,,,,,,,,,2,,50,0
10651,note_on,27,0,1,,,,,,,,,,0,,81,0
10652,note_on,1,0,1,,,,,,,,,,0,,79,72
10678,note_on,37,0,3,,,,,,,,,,2,,47,68
10679,note_on,27,0,1,,,,,,,,,,0,,79,0
10681,note_on,2,0,1,,,,,,,,,,0,,77,91
10703,note_on,22,0,1,,,,,,,,,,0,,77,0
10741,note_on,38,0,1,,,,,,,,,,0,,74,71
10765,note_on,24,0,1,,,,,,,,,,0,,74,0
10771,note_on,93,0,3,,,,,,,,,,2,,47,0
10798,note_on,33,0,1,,,,,,,,,,0,,75,71
10801,note_on,30,0,3,,,,,,,,,,2,,48,68
10819,note_on,21,0,1,,,,,,,,,,0,,75,0
10858,note_on,57,0,3,,,,,,,,,,2,,48,0
10858,note_on,0,0,3,,,,,,,,,,2,,50,68
10861,note_on,42,0,1,,,,,,,,,,0,,79,87
10881,note_on,23,0,3,,,,,,,,,,2,,50,0
10917,note_on,36,0,3,,,,,,,,,,2,,51,68
10936,note_on,19,0,3,,,,,,,,,,2,,51,0
10983,note_on,47,0,3,,,,,,,,,,2,,48,68
10983,note_on,122,0,1,,,,,,,,,,0,,75,71
10987,note_on,4,0,1,,,,,,,,,,0,,79,0
11003,note_on,20,0,3,,,,,,,,,,2,,48,0
11009,note_on,22,0,1,,,,,,,,,,0,,75,0
11045,note_on,36,0,1,,,,,,,,,,0,,84,87
11047,note_on,44,0,3,,,,,,,,,,2,,57,68
11068,note_on,21,0,3,,,,,,,,,,2,,57,0
11070,note_on,25,0,1,,,,,,,,,,0,,84,0
11108,note_on,38,0,1,,,,,,,,,,0,,82,73
11108,note_on,40,0,3,,,,,,,,,,2,,55,68
11133,note_on,25,0,3,,,,,,,,,,2,,55,0
11134,note_on,1,0,3,,,,,,,,,,2,,53,68
11164,note_on,30,0,3,,,,,,,,,,2,,53,0
11167,note_on,3,0,3,,,,,,,,,,2,,51,68
11187,note_on,20,0,3,,,,,,,,,,2,,51,0
11200,note_on,92,0,1,,,,,,,,,,0,,82,0
11225,note_on,38,0,3,,,,,,,,,,2,,53,68
11226,note_on,26,0,1,,,,,,,,,,0,,81,74
11249,note_on,24,0,3,,,,,,,,,,2,,53,0
11285,note_on,36,0,3,,,,,,,,,,2,,48,68
11343,note_on,117,0,1,,,,,,,,,,0,,81,0
11345,note_on,2,0,1,,,,,,,,,,0,,79,75
11362,note_on,77,0,3,,,,,,,,,,2,,48,0
11371,note_on,26,0,1,,,,,,,,,,0,,79,0
11373,note_on,2,0,1,,,,,,,,,,0,,77,87
11400,note_on,38,0,3,,,,,,,,,,2,,45,68
11401,note_on,28,0,1,,,,,,,,,,0,,77,0
11403,note_on,2,0,1,,,,,,,,,,0,,75,74
11427,note_on,24,0,1,,,,,,,,,,0,,75,0
11460,note_on,33,0,1,,,,,,,,,,0,,72,74
11477,note_on,77,0,3,,,,,,,,,,2,,45,0
11484,note_on,24,0,1,,,,,,,,,,0,,72,0
11518,note_on,41,0,3,,,,,,,,,,2,,46,68
11519,note_on,35,0,1,,,,,,,,,,0,,74,63
11538,note_on,19,0,1,,,,,,,,,,0,,74,0
11579,note_on,41,0,1,,,,,,,,,,0,,77,82
11579,note_on,0,0,3,,,,,,,,,,2,,48,68
11579,note_on,61,0,3,,,,,,,,,,2,,46,0
11600,note_on,21,0,3,,,,,,,,,,2,,48,0
11638,note_on,38,0,3,,,,,,,,,,2,,50,68
11656,note_on,18,0,3,,,,,,,,,,2,,50,0
11697,note_on,41,0,3,,,,,,,,,,2,,46,68
11701,note_on,122,0,1,,,,,,,,,,0,,77,0
11704,note_on,3,0,1,,,,,,,,,,0,,74,64
11714,note_on,17,0,3,,,,,,,,,,2,,46,0
11731,note_on,27,0,1,,,,,,,,,,0,,74,0
11763,note_on,49,0,3,,,,,,,,,,2,,55,68
11764,note_on,33,0,1,,,,,,,,,,0,,82,87
11782,note_on,19,0,3,,,,,,,,,,2,,55,0
11792,note_on,28,0,1,,,,,,,,,,0,,82,0
11825,note_on,33,0,1,,,,,,,,,,0,,81,82
11828,note_on,46,0,3,,,,,,,,,,2,,53,68
11852,note_on,24,0,3,,,,,,,,,,2,,53,0
11854,note_on,2,0,3,,,,,,,,,,2,,51,68
11882,note_on,28,0,3,,,,,,,,,,2,,51,0
11885,note_on,3,0,3,,,,,,,,,,2,,50,68
11901,note_on,16,0,3,,,,,,,,,,2,,50,0
11918,note_on,93,0,1,,,,,,,,,,0,,81,0
11942,note_on,41,0,3,,,,,,,,,,2,,51,68
11947,note_on,29,0,1,,,,,,,,,,0,,79,89
11959,note_on,17,0,3,,,,,,,,,,2,,51,0
12005,note_on,46,0,3,,,,,,,,,,2,,48,68
12057,note_on,110,0,1,,,,,,,,,,0,,79,0
12060,note_on,3,0,1,,,,,,,,,,0,,77,87
12083,note_on,78,0,3,,,,,,,,,,2,,48,0
12090,note_on,30,0,1,,,,,,,,,,0,,77,0
12091,note_on,1,0,1,,,,,,,,,,0,,75,70
12113,note_on,22,0,1,,,,,,,,,,0,,75,0
12118,note_on,5,0,1,,,,,,,,,,0,,74,80
12121,note_on,38,0,3,,,,,,,,,,2,,46,68
12141,note_on,23,0,1,,,,,,,,,,0,,74,0
12178,note_on,37,0,1,,,,,,,,,,0,,70,75
12198,note_on,77,0,3,,,,,,,,,,2,,46,0
12200,note_on,22,0,1,,,,,,,,,,0,,70,0
12240,note_on,40,0,1,,,,,,,,,,0,,77,87
12241,note_on,43,0,3,,,,,,,,,,2,,50,71
12268,note_on,27,0,3,,,,,,,,,,2,,50,0
12297,note_on,29,0,3,,,,,,,,,,2,,48,68
12322,note_on,25,0,3,,,,,,,,,,2,,48,0
12362,note_on,40,0,3,,,,,,,,,,2,,50,68
12388,note_on,26,0,3,,,,,,,,,,2,,50,0
12409,note_on,169,0,1,,,,,,,,,,0,,77,0
12422,note_on,13,0,1,,,,,,,,,,0,,75,75
12423,note_on,35,0,3,,,,,,,,,,2,,46,68
12448,note_on,26,0,1,,,,,,,,,,0,,75,0
12449,note_on,1,0,1,,,,,,,,,,0,,74,66
12449,note_on,26,0,3,,,,,,,,,,2,,46,0
12477,note_on,28,0,1,,,,,,,,,,0,,74,0
12479,note_on,30,0,3,,,,,,,,,,2,,51,68
12481,note_on,4,0,1,,,,,,,,,,0,,79,89
12499,note_on,20,0,3,,,,,,,,,,2,,51,0
12538,note_on,39,0,3,,,,,,,,,,2,,50,68
12559,note_on,21,0,3,,,,,,,,,,2,,50,0
12599,note_on,40,0,3,,,,,,,,,,2,,51,68
12619,note_on,20,0,3,,,,,,,,,,2,,51,0
12656,note_on,175,0,1,,,,,,,,,,0,,79,0
12662,note_on,43,0,3,,,,,,,,,,2,,48,68
12666,note_on,10,0,1,,,,,,,,,,0,,77,72
12686,note_on,24,0,3,,,,,,,,,,2,,48,0
12688,note_on,22,0,1,,,,,,,,,,0,,77,0
12692,note_on,4,0,1,,,,,,,,,,0,,75,71
12719,note_on,27,0,1,,,,,,,,,,0,,75,0
12723,note_on,4,0,1,,,,,,,,,,0,,81,91
12724,note_on,38,0,3,,,,,,,,,,2,,53,68
12744,note_on,20,0,3,,,,,,,,,,2,,53,0
12783,note_on,39,0,3,,,,,,,,,,2,,51,68
