tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,note,velocity,key
32064,note_on,,,,,64,0,9,,,,,2,,59,100,
32192,note_off,,,,,128,0,9,,,,,2,,59,100,
32192,note_off,,,,,0,0,9,,,,,2,,62,100,
32256,note_on,,,,,896,0,11,,,,,4,,45,100,
32256,note_on,,,,,896,0,14,,,,,6,,45,100,
32256,note_on,,,,,0,0,13,,,,,6,,64,100,
32256,note_on,,,,,896,0,13,,,,,6,,60,100,
32256,note_on,,,,,0,0,9,,,,,2,,60,100,
32256,note_on,,,,,64,0,9,,,,,2,,57,100,
32256,note_on,,,,,896,0,12,,,,,5,,33,100,
32384,note_off,,,,,0,0,9,,,,,2,,60,100,
32384,note_off,,,,,128,0,9,,,,,2,,57,100,
32448,note_on,,,,,0,0,9,,,,,2,,81,100,
32448,note_on,,,,,64,0,9,,,,,2,,72,100,
32448,note_on,,,,,18368,0,10,,,,,3,,69,100,
32512,note_off,,,,,256,0,13,,,,,6,,60,100,
32512,note_off,,,,,0,0,13,,,,,6,,64,100,
32512,note_off,,,,,256,0,11,,,,,4,,45,100,
32512,note_off,,,,,256,0,12,,,,,5,,33,100,
32512,note_off,,,,,256,0,14,,,,,6,,45,100,
32576,note_off,,,,,128,0,10,,,,,3,,69,100,
32576,note_off,,,,,0,0,9,,,,,2,,81,100,
32576,note_off,,,,,128,0,9,,,,,2,,72,100,
32640,note_on,,,,,0,0,9,,,,,2,,81,100,
32640,note_on,,,,,64,0,10,,,,,3,,67,100,
32640,note_on,,,,,64,0,9,,,,,2,,71,100,
32768,note_off,,,,,0,0,9,,,,,2,,81,100,
32768,note_off,,,,,128,0,9,,,,,2,,71,100,
32768,note_off,,,,,128,0,10,,,,,3,,67,100,
32832,note_on,,,,,64,0,9,,,,,2,,69,100,
32832,note_on,,,,,0,0,9,,,,,2,,81,100,
32832,note_on,,,,,64,0,10,,,,,3,,65,100,
32960,note_off,,,,,0,0,9,,,,,2,,81,100,
32960,note_off,,,,,128,0,9,,,,,2,,69,100,
32960,note_off,,,,,128,0,10,,,,,3,,65,100,
33024,note_on,,,,,0,0,9,,,,,2,,81,100,
33024,note_on,,,,,64,0,9,,,,,2,,67,100,
33024,note_on,,,,,64,0,10,,,,,3,,64,100,
33152,note_off,,,,,0,0,9,,,,,2,,81,100,
33152,note_off,,,,,128,0,9,,,,,2,,67,100,
33152,note_off,,,,,128,0,10,,,,,3,,64,100,
33216,note_on,,,,,64,0,10,,,,,3,,62,100,
33216,note_on,,,,,0,0,9,,,,,2,,81,100,
33216,note_on,,,,,64,0,9,,,,,2,,65,100,
33344,note_off,,,,,0,0,9,,,,,2,,81,100,
33344,note_off,,,,,128,0,9,,,,,2,,65,100,
33344,note_off,,,,,128,0,10,,,,,3,,62,100,
33408,note_on,,,,,0,0,9,,,,,2,,81,100,
33408,note_on,,,,,64,0,9,,,,,2,,64,100,
33408,note_on,,,,,896,0,11,,,,,4,,45,100,
33408,note_on,,,,,896,0,14,,,,,6,,45,100,
33408,note_on,,,,,0,0,13,,,,,6,,64,100,
33408,note_on,,,,,896,0,13,,,,,6,,60,100,
33408,note_on,,,,,896,0,12,,,,,5,,33,100,
33408,note_on,,,,,64,0,10,,,,,3,,60,100,
33536,note_off,,,,,128,0,10,,,,,3,,60,100,
33536,note_off,,,,,0,0,9,,,,,2,,81,100,
33536,note_off,,,,,128,0,9,,,,,2,,64,100,
33600,note_on,,,,,64,0,10,,,,,3,,65,100,
33600,note_on,,,,,0,0,9,,,,,2,,81,100,
33600,note_on,,,,,64,0,9,,,,,2,,69,100,
33664,note_off,,,,,256,0,14,,,,,6,,45,100,
33664,note_off,,,,,256,0,13,,,,,6,,60,100,
33664,note_off,,,,,256,0,12,,,,,5,,33,100,
33664,note_off,,,,,256,0,11,,,,,4,,45,100,
33664,note_off,,,,,0,0,13,,,,,6,,64,100,
33728,note_off,,,,,128,0,10,,,,,3,,65,100,
33728,note_off,,,,,128,0,9,,,,,2,,69,100,
33728,note_off,,,,,0,0,9,,,,,2,,81,100,
33792,note_on,,,,,64,0,9,,,,,2,,67,100,
33792,note_on,,,,,64,0,10,,,,,3,,64,100,
33792,note_on,,,,,0,0,9,,,,,2,,81,100,
33920,note_off,,,,,128,0,10,,,,,3,,64,100,
33920,note_off,,,,,128,0,9,,,,,2,,67,100,
33920,note_off,,,,,0,0,9,,,,,2,,81,100,
33984,note_on,,,,,64,0,10,,,,,3,,62,100,
33984,note_on,,,,,0,0,9,,,,,2,,81,100,
33984,note_on,,,,,64,0,9,,,,,2,,65,100,
34112,note_off,,,,,128,0,9,,,,,2,,65,100,
34112,note_off,,,,,0,0,9,,,,,2,,81,100,
34112,note_off,,,,,128,0,10,,,,,3,,62,100,
34176,note_on,,,,,64,0,10,,,,,3,,60,100,
34176,note_on,,,,,0,0,9,,,,,2,,81,100,
34176,note_on,,,,,64,0,9,,,,,2,,64,100,
34304,note_off,,,,,128,0,9,,,,,2,,64,100,
34304,note_off,,,,,0,0,9,,,,,2,,81,100,
34304,note_off,,,,,128,0,10,,,,,3,,60,100,
34368,note_on,,,,,0,0,9,,,,,2,,81,100,
34368,note_on,,,,,64,0,9,,,,,2,,62,100,
34368,note_on,,,,,64,0,10,,,,,3,,59,100,
34496,note_off,,,,,0,0,9,,,,,2,,81,100,
34496,note_off,,,,,128,0,9,,,,,2,,62,100,
34496,note_off,,,,,128,0,10,,,,,3,,59,100,
34560,note_on,,,,,64,0,10,,,,,3,,57,100,
34560,note_on,,,,,896,0,12,,,,,5,,33,100,
34560,note_on,,,,,896,0,13,,,,,6,,60,100,
34560,note_on,,,,,0,0,9,,,,,2,,84,100,
34560,note_on,,,,,896,0,11,,,,,4,,45,100,
34560,note_on,,,,,64,0,9,,,,,2,,60,100,
34560,note_on,,,,,0,0,13,,,,,6,,64,100,
34560,note_on,,,,,896,0,14,,,,,6,,45,100,
34688,note_off,,,,,128,0,11,,,,,4,,45,100,
34688,note_off,,,,,0,0,9,,,,,2,,84,100,
34688,note_off,,,,,128,0,10,,,,,3,,57,100,
34688,note_off,,,,,128,0,9,,,,,2,,60,100,
34688,note_off,,,,,128,0,14,,,,,6,,45,100,
34688,note_off,,,,,0,0,13,,,,,6,,64,100,
34688,note_off,,,,,128,0,12,,,,,5,,33,100,
34688,note_off,,,,,128,0,13,,,,,6,,60,100,
34752,note_on,,,,,64,0,11,,,,,4,,57,100,
34752,note_on,,,,,64,0,13,,,,,6,,72,100,
34752,note_on,,,,,64,0,12,,,,,5,,45,100,
34752,note_on,,,,,64,0,10,,,,,3,,72,100,
34752,note_on,,,,,64,0,14,,,,,6,,57,100,
34752,note_on,,,,,0,0,9,,,,,2,,84,100,
34752,note_on,,,,,64,0,9,,,,,2,,81,100,
34880,note_off,,,,,128,0,13,,,,,6,,72,100,
34880,note_off,,,,,128,0,10,,,,,3,,72,100,
34880,note_off,,,,,128,0,11,,,,,4,,57,100,
34880,note_off,,,,,128,0,12,,,,,5,,45,100,
34880,note_off,,,,,128,0,14,,,,,6,,57,100,
34880,note_off,,,,,0,0,9,,,,,2,,84,100,
34880,note_off,,,,,128,0,9,,,,,2,,81,100,
34944,note_on,,,,,0,0,9,,,,,2,,84,100,
34944,note_on,,,,,64,0,13,,,,,6,,71,100,
34944,note_on,,,,,64,0,10,,,,,3,,71,100,
34944,note_on,,,,,64,0,9,,,,,2,,81,100,
34944,note_on,,,,,64,0,14,,,,,6,,55,100,
34944,note_on,,,,,64,0,11,,,,,4,,55,100,
34944,note_on,,,,,64,0,12,,,,,5,,43,100,
35072,note_off,,,,,0,0,9,,,,,2,,84,100,
35072,note_off,,,,,128,0,13,,,,,6,,71,100,
35072,note_off,,,,,128,0,10,,,,,3,,71,100,
35072,note_off,,,,,128,0,9,,,,,2,,81,100,
35072,note_off,,,,,128,0,11,,,,,4,,55,100,
35072,note_off,,,,,128,0,14,,,,,6,,55,100,
35072,note_off,,,,,128,0,12,,,,,5,,43,100,
35136,note_on,,,,,64,0,12,,,,,5,,41,100,
35136,note_on,,,,,64,0,9,,,,,2,,81,100,
35136,note_on,,,,,0,0,9,,,,,2,,84,100,
35136,note_on,,,,,64,0,10,,,,,3,,69,100,
35136,note_on,,,,,64,0,14,,,,,6,,53,100,
35136,note_on,,,,,64,0,13,,,,,6,,69,100,
35136,note_on,,,,,64,0,11,,,,,4,,53,100,
35264,note_off,,,,,128,0,13,,,,,6,,69,100,
35264,note_off,,,,,128,0,12,,,,,5,,41,100,
35264,note_off,,,,,128,0,9,,,,,2,,81,100,
35264,note_off,,,,,128,0,11,,,,,4,,53,100,
35264,note_off,,,,,128,0,14,,,,,6,,53,100,
35264,note_off,,,,,128,0,10,,,,,3,,69,100,
35264,note_off,,,,,0,0,9,,,,,2,,84,100,
35328,note_on,,,,,64,0,11,,,,,4,,52,100,
35328,note_on,,,,,64,0,12,,,,,5,,40,100,
35328,note_on,,,,,64,0,14,,,,,6,,52,100,
35328,note_on,,,,,64,0,10,,,,,3,,67,100,
35328,note_on,,,,,0,0,9,,,,,2,,84,100,
35328,note_on,,,,,64,0,9,,,,,2,,81,100,
35328,note_on,,,,,64,0,13,,,,,6,,72,100,
35328,note_on,,,,,0,0,13,,,,,6,,67,100,
35456,note_off,,,,,128,0,12,,,,,5,,40,100,
35456,note_off,,,,,128,0,13,,,,,6,,72,100,
35456,note_off,,,,,0,0,13,,,,,6,,67,100,
35456,note_off,,,,,128,0,14,,,,,6,,52,100,
35456,note_off,,,,,0,0,9,,,,,2,,84,100,
35456,note_off,,,,,128,0,11,,,,,4,,52,100,
35456,note_off,,,,,128,0,10,,,,,3,,67,100,
35456,note_off,,,,,128,0,9,,,,,2,,81,100,
35520,note_on,,,,,64,0,11,,,,,4,,50,100,
35520,note_on,,,,,0,0,9,,,,,2,,84,100,
35520,note_on,,,,,64,0,13,,,,,6,,71,100,
35520,note_on,,,,,0,0,13,,,,,6,,65,100,
35520,note_on,,,,,64,0,12,,,,,5,,38,100,
35520,note_on,,,,,64,0,9,,,,,2,,81,100,
35520,note_on,,,,,64,0,14,,,,,6,,50,100,
35520,note_on,,,,,64,0,10,,,,,3,,65,100,
35648,note_off,,,,,128,0,10,,,,,3,,65,100,
35648,note_off,,,,,0,0,9,,,,,2,,84,100,
35648,note_off,,,,,128,0,9,,,,,2,,81,100,
35648,note_off,,,,,128,0,11,,,,,4,,50,100,
35648,note_off,,,,,128,0,14,,,,,6,,50,100,
35648,note_off,,,,,128,0,12,,,,,5,,38,100,
35648,note_off,,,,,0,0,13,,,,,6,,65,100,
35648,note_off,,,,,128,0,13,,,,,6,,71,100,
35712,note_on,,,,,0,0,13,,,,,6,,64,100,
35712,note_on,,,,,64,0,14,,,,,6,,48,100,
35712,note_on,,,,,0,0,9,,,,,2,,84,100,
35712,note_on,,,,,64,0,9,,,,,2,,81,100,
35712,note_on,,,,,64,0,13,,,,,6,,69,100,
35712,note_on,,,,,64,0,11,,,,,4,,48,100,
35712,note_on,,,,,64,0,12,,,,,5,,36,100,
35712,note_on,,,,,64,0,10,,,,,3,,64,100,
35840,note_off,,,,,128,0,10,,,,,3,,64,100,
35840,note_off,,,,,128,0,14,,,,,6,,48,100,
35840,note_off,,,,,128,0,9,,,,,2,,81,100,
35840,note_off,,,,,0,0,9,,,,,2,,84,100,
35840,note_off,,,,,128,0,13,,,,,6,,69,100,
35840,note_off,,,,,0,0,13,,,,,6,,64,100,
35840,note_off,,,,,128,0,12,,,,,5,,36,100,
35840,note_off,,,,,128,0,11,,,,,4,,48,100,
35904,note_on,,,,,64,0,10,,,,,3,,69,100,
35904,note_on,,,,,64,0,13,,,,,6,,74,100,
35904,note_on,,,,,64,0,12,,,,,5,,41,100,
35904,note_on,,,,,64,0,14,,,,,6,,53,100,
35904,note_on,,,,,64,0,9,,,,,2,,81,100,
35904,note_on,,,,,0,0,9,,,,,2,,84,100,
35904,note_on,,,,,64,0,11,,,,,4,,53,100,
36032,note_off,,,,,128,0,9,,,,,2,,81,100,
36032,note_off,,,,,128,0,13,,,,,6,,74,100,
36032,note_off,,,,,128,0,10,,,,,3,,69,100,
36032,note_off,,,,,128,0,14,,,,,6,,53,100,
36032,note_off,,,,,128,0,11,,,,,4,,53,100,
36032,note_off,,,,,0,0,9,,,,,2,,84,100,
36032,note_off,,,,,128,0,12,,,,,5,,41,100,
36096,note_on,,,,,64,0,12,,,,,5,,40,100,
36096,note_on,,,,,64,0,13,,,,,6,,72,100,
36096,note_on,,,,,64,0,11,,,,,4,,52,100,
36096,note_on,,,,,0,0,9,,,,,2,,84,100,
36096,note_on,,,,,64,0,14,,,,,6,,52,100,
36096,note_on,,,,,64,0,10,,,,,3,,67,100,
36096,note_on,,,,,64,0,9,,,,,2,,81,100,
36224,note_off,,,,,128,0,14,,,,,6,,52,100,
36224,note_off,,,,,128,0,13,,,,,6,,72,100,
36224,note_off,,,,,128,0,9,,,,,2,,81,100,
36224,note_off,,,,,0,0,9,,,,,2,,84,100,
36224,note_off,,,,,128,0,10,,,,,3,,67,100,
36224,note_off,,,,,128,0,11,,,,,4,,52,100,
36224,note_off,,,,,128,0,12,,,,,5,,40,100,
36288,note_on,,,,,64,0,11,,,,,4,,50,100,
36288,note_on,,,,,64,0,13,,,,,6,,71,100,
36288,note_on,,,,,64,0,14,,,,,6,,50,100,
36288,note_on,,,,,64,0,10,,,,,3,,65,100,
36288,note_on,,,,,64,0,12,,,,,5,,38,100,
36288,note_on,,,,,0,0,9,,,,,2,,84,100,
36288,note_on,,,,,64,0,9,,,,,2,,81,100,
36416,note_off,,,,,128,0,12,,,,,5,,38,100,
36416,note_off,,,,,128,0,10,,,,,3,,65,100,
36416,note_off,,,,,128,0,11,,,,,4,,50,100,
36416,note_off,,,,,128,0,13,,,,,6,,71,100,
36416,note_off,,,,,0,0,9,,,,,2,,84,100,
36416,note_off,,,,,128,0,14,,,,,6,,50,100,
36416,note_off,,,,,128,0,9,,,,,2,,81,100,
36480,note_on,,,,,0,0,9,,,,,2,,84,100,
36480,note_on,,,,,64,0,13,,,,,6,,69,100,
36480,note_on,,,,,64,0,12,,,,,5,,36,100,
36480,note_on,,,,,64,0,10,,,,,3,,64,100,
36480,note_on,,,,,64,0,14,,,,,6,,48,100,
36480,note_on,,,,,64,0,11,,,,,4,,48,100,
36480,note_on,,,,,64,0,9,,,,,2,,81,100,
36608,note_off,,,,,128,0,9,,,,,2,,81,100,
36608,note_off,,,,,0,0,9,,,,,2,,84,100,
36608,note_off,,,,,128,0,12,,,,,5,,36,100,
36608,note_off,,,,,128,0,11,,,,,4,,48,100,
36608,note_off,,,,,128,0,14,,,,,6,,48,100,
36608,note_off,,,,,128,0,13,,,,,6,,69,100,
36608,note_off,,,,,128,0,10,,,,,3,,64,100,
36672,note_on,,,,,64,0,11,,,,,4,,47,100,
36672,note_on,,,,,64,0,13,,,,,6,,67,100,
36672,note_on,,,,,64,0,9,,,,,2,,81,100,
36672,note_on,,,,,0,0,9,,,,,2,,84,100,
36672,note_on,,,,,64,0,10,,,,,3,,62,100,
36672,note_on,,,,,64,0,14,,,,,6,,47,100,
36672,note_on,,,,,64,0,12,,,,,5,,35,100,
36800,note_off,,,,,128,0,11,,,,,4,,47,100,
36800,note_off,,,,,0,0,9,,,,,2,,84,100,
36800,note_off,,,,,128,0,9,,,,,2,,81,100,
36800,note_off,,,,,128,0,12,,,,,5,,35,100,
36800,note_off,,,,,128,0,10,,,,,3,,62,100,
36800,note_off,,,,,128,0,14,,,,,6,,47,100,
36800,note_off,,,,,128,0,13,,,,,6,,67,100,
36864,note_on,,,,,64,0,12,,,,,5,,33,100,
36864,note_on,,,,,0,0,9,,,,,2,,84,100,
36864,note_on,,,,,64,0,13,,,,,6,,72,100,
36864,note_on,,,,,64,0,14,,,,,6,,45,100,
36864,note_on,,,,,64,0,11,,,,,4,,45,100,
36864,note_on,,,,,64,0,10,,,,,3,,60,100,
36864,note_on,,,,,0,0,13,,,,,6,,64,100,
36864,note_on,,,,,64,0,9,,,,,2,,81,100,
37120,note_off,,,,,256,0,9,,,,,2,,81,100,
37120,note_off,,,,,0,0,9,,,,,2,,84,100,
37120,note_off,,,,,0,0,13,,,,,6,,64,100,
37120,note_off,,,,,256,0,13,,,,,6,,72,100,
37120,note_off,,,,,256,0,10,,,,,3,,60,100,
37120,note_off,,,,,256,0,14,,,,,6,,45,100,
37120,note_off,,,,,256,0,11,,,,,4,,45,100,
37120,note_off,,,,,256,0,12,,,,,5,,33,100,
37248,note_on,,,,,128,0,13,,,,,6,,69,100,
37248,note_on,,,,,128,0,10,,,,,3,,72,100,
37248,note_on,,,,,128,0,12,,,,,5,,48,100,
37248,note_on,,,,,128,0,9,,,,,2,,72,100,
37248,note_on,,,,,128,0,14,,,,,6,,60,100,
37248,note_on,,,,,0,0,13,,,,,6,,64,100,
37248,note_on,,,,,128,0,11,,,,,4,,60,100,
37504,note_off,,,,,256,0,12,,,,,5,,48,100,
37504,note_off,,,,,256,0,11,,,,,4,,60,100,
37504,note_off,,,,,256,0,14,,,,,6,,60,100,
37504,note_off,,,,,0,0,13,,,,,6,,64,100,
37504,note_off,,,,,256,0,13,,,,,6,,69,100,
37504,note_off,,,,,256,0,10,,,,,3,,72,100,
37504,note_off,,,,,256,0,9,,,,,2,,72,100,
37632,note_on,,,,,128,0,11,,,,,4,,60,100,
37632,note_on,,,,,0,0,13,,,,,6,,64,100,
37632,note_on,,,,,128,0,13,,,,,6,,69,100,
37632,note_on,,,,,128,0,12,,,,,5,,48,100,
37632,note_on,,,,,128,0,9,,,,,2,,72,100,
37632,note_on,,,,,128,0,14,,,,,6,,60,100,
37632,note_on,,,,,128,0,10,,,,,3,,72,100,
37888,note_off,,,,,256,0,10,,,,,3,,72,100,
37888,note_off,,,,,0,0,13,,,,,6,,64,100,
37888,note_off,,,,,256,0,13,,,,,6,,69,100,
37888,note_off,,,,,256,0,9,,,,,2,,72,100,
37888,note_off,,,,,256,0,11,,,,,4,,60,100,
37888,note_off,,,,,256,0,14,,,,,6,,60,100,
37888,note_off,,,,,256,0,12,,,,,5,,48,100,
38016,note_on,,,,,128,0,12,,,,,5,,50,100,
38016,note_on,,,,,128,0,10,,,,,3,,74,100,
38016,note_on,,,,,128,0,11,,,,,4,,62,100,
38016,note_on,,,,,128,0,14,,,,,6,,62,100,
38016,note_on,,,,,128,0,9,,,,,2,,74,100,
38016,note_on,,,,,0,0,13,,,,,6,,69,100,
38016,note_on,,,,,128,0,13,,,,,6,,71,100,
38272,note_off,,,,,256,0,14,,,,,6,,62,100,
38272,note_off,,,,,256,0,10,,,,,3,,74,100,
38272,note_off,,,,,256,0,12,,,,,5,,50,100,
38272,note_off,,,,,0,0,13,,,,,6,,69,100,
38272,note_off,,,,,256,0,13,,,,,6,,71,100,
38272,note_off,,,,,256,0,11,,,,,4,,62,100,
38272,note_off,,,,,256,0,9,,,,,2,,74,100,
38400,note_on,,,,,0,0,13,,,,,6,,71,100,
38400,note_on,,,,,128,0,13,,,,,6,,68,100,
38400,note_on,,,,,128,0,14,,,,,6,,64,100,
38400,note_on,,,,,128,0,10,,,,,3,,76,100,
38400,note_on,,,,,128,0,9,,,,,2,,76,100,
38400,note_on,,,,,128,0,12,,,,,5,,52,100,
38400,note_on,,,,,128,0,11,,,,,4,,64,100,
38656,note_off,,,,,256,0,12,,,,,5,,52,100,
38656,note_off,,,,,256,0,9,,,,,2,,76,100,
38656,note_off,,,,,0,0,13,,,,,6,,71,100,
38656,note_off,,,,,256,0,10,,,,,3,,76,100,
38656,note_off,,,,,256,0,11,,,,,4,,64,100,
38656,note_off,,,,,256,0,13,,,,,6,,68,100,
38656,note_off,,,,,256,0,14,,,,,6,,64,100,
38784,note_on,,,,,128,0,12,,,,,5,,52,100,
38784,note_on,,,,,128,0,9,,,,,2,,76,100,
38784,note_on,,,,,128,0,13,,,,,6,,68,100,
38784,note_on,,,,,128,0,14,,,,,6,,64,100,
38784,note_on,,,,,128,0,10,,,,,3,,76,100,
38784,note_on,,,,,0,0,13,,,,,6,,71,100,
38784,note_on,,,,,128,0,11,,,,,4,,64,100,
39040,note_off,,,,,256,0,9,,,,,2,,76,100,
39040,note_off,,,,,256,0,14,,,,,6,,64,100,
39040,note_off,,,,,256,0,11,,,,,4,,64,100,
39040,note_off,,,,,256,0,12,,,,,5,,52,100,
39040,note_off,,,,,256,0,13,,,,,6,,68,100,
39040,note_off,,,,,0,0,13,,,,,6,,71,100,
39040,note_off,,,,,256,0,10,,,,,3,,76,100,
39168,note_on,,,,,128,0,10,,,,,3,,69,100,
39168,note_on,,,,,128,0,12,,,,,5,,45,100,
39168,note_on,,,,,128,0,14,,,,,6,,57,100,
39168,note_on,,,,,128,0,9,,,,,2,,69,100,
39168,note_on,,,,,0,0,13,,,,,6,,72,100,
39168,note_on,,,,,128,0,11,,,,,4,,57,100,
39168,note_on,,,,,128,0,13,,,,,6,,64,100,
39424,note_off,,,,,256,0,13,,,,,6,,64,100,
39424,note_off,,,,,256,0,9,,,,,2,,69,100,
39424,note_off,,,,,256,0,10,,,,,3,,69,100,
39424,note_off,,,,,256,0,12,,,,,5,,45,100,
39424,note_off,,,,,256,0,11,,,,,4,,57,100,
39424,note_off,,,,,256,0,14,,,,,6,,57,100,
39424,note_off,,,,,0,0,13,,,,,6,,72,100,
39552,note_on,,,,,128,0,11,,,,,4,,48,100,
39552,note_on,,,,,128,0,13,,,,,6,,57,100,
39552,note_on,,,,,0,0,13,,,,,6,,64,100,
39552,note_on,,,,,128,0,14,,,,,6,,48,100,
39552,note_on,,,,,128,0,10,,,,,3,,60,100,
39552,note_on,,,,,128,0,9,,,,,2,,60,100,
39552,note_on,,,,,128,0,12,,,,,5,,36,100,
39808,note_off,,,,,256,0,9,,,,,2,,60,100,
39808,note_off,,,,,256,0,10,,,,,3,,60,100,
39808,note_off,,,,,256,0,11,,,,,4,,48,100,
39808,note_off,,,,,256,0,14,,,,,6,,48,100,
39808,note_off,,,,,256,0,13,,,,,6,,57,100,
39808,note_off,,,,,0,0,13,,,,,6,,64,100,
39808,note_off,,,,,256,0,12,,,,,5,,36,100,
39936,note_on,,,,,128,0,12,,,,,5,,36,100,
39936,note_on,,,,,0,0,13,,,,,6,,64,100,
39936,note_on,,,,,128,0,13,,,,,6,,57,100,
39936,note_on,,,,,128,0,10,,,,,3,,60,100,
39936,note_on,,,,,128,0,14,,,,,6,,48,100,
39936,note_on,,,,,128,0,11,,,,,4,,48,100,
39936,note_on,,,,,128,0,9,,,,,2,,60,100,
40192,note_off,,,,,256,0,10,,,,,3,,60,100,
40192,note_off,,,,,256,0,12,,,,,5,,36,100,
40192,note_off,,,,,256,0,14,,,,,6,,48,100,
40192,note_off,,,,,256,0,11,,,,,4,,48,100,
40192,note_off,,,,,256,0,9,,,,,2,,60,100,
40192,note_off,,,,,0,0,13,,,,,6,,64,100,
40192,note_off,,,,,256,0,13,,,,,6,,57,100,
40320,note_on,,,,,128,0,9,,,,,2,,62,100,
40320,note_on,,,,,128,0,10,,,,,3,,62,100,
40320,note_on,,,,,0,0,13,,,,,6,,59,100,
40320,note_on,,,,,128,0,12,,,,,5,,38,100,
40320,note_on,,,,,128,0,14,,,,,6,,50,100,
40320,note_on,,,,,128,0,11,,,,,4,,50,100,
40320,note_on,,,,,128,0,13,,,,,6,,57,100,
40576,note_off,,,,,256,0,12,,,,,5,,38,100,
40576,note_off,,,,,0,0,13,,,,,6,,59,100,
40576,note_off,,,,,256,0,14,,,,,6,,50,100,
40576,note_off,,,,,256,0,13,,,,,6,,57,100,
40576,note_off,,,,,256,0,9,,,,,2,,62,100,
40576,note_off,,,,,256,0,10,,,,,3,,62,100,
40576,note_off,,,,,256,0,11,,,,,4,,50,100,
40704,note_on,,,,,128,0,13,,,,,6,,56,100,
40704,note_on,,,,,0,0,13,,,,,6,,59,100,
40704,note_on,,,,,128,0,14,,,,,6,,52,100,
40704,note_on,,,,,128,0,9,,,,,2,,64,100,
40704,note_on,,,,,128,0,11,,,,,4,,52,100,
40704,note_on,,,,,128,0,10,,,,,3,,64,100,
40704,note_on,,,,,128,0,12,,,,,5,,40,100,
40960,note_off,,,,,256,0,12,,,,,5,,40,100,
40960,note_off,,,,,256,0,9,,,,,2,,64,100,
40960,note_off,,,,,256,0,14,,,,,6,,52,100,
40960,note_off,,,,,256,0,10,,,,,3,,64,100,
40960,note_off,,,,,256,0,11,,,,,4,,52,100,
40960,note_off,,,,,256,0,13,,,,,6,,56,100,
40960,note_off,,,,,0,0,13,,,,,6,,59,100,
41088,note_on,,,,,128,0,11,,,,,4,,52,100,
41088,note_on,,,,,128,0,9,,,,,2,,64,100,
41088,note_on,,,,,128,0,10,,,,,3,,64,100,
41088,note_on,,,,,128,0,12,,,,,5,,40,100,
41088,note_on,,,,,128,0,13,,,,,6,,56,100,
41088,note_on,,,,,0,0,13,,,,,6,,59,100,
41088,note_on,,,,,128,0,14,,,,,6,,52,100,
41344,note_off,,,,,256,0,13,,,,,6,,56,100,
41344,note_off,,,,,256,0,11,,,,,4,,52,100,
41344,note_off,,,,,256,0,9,,,,,2,,64,100,
41344,note_off,,,,,256,0,10,,,,,3,,64,100,
41344,note_off,,,,,256,0,14,,,,,6,,52,100,
41344,note_off,,,,,0,0,13,,,,,6,,59,100,
41344,note_off,,,,,256,0,12,,,,,5,,40,100,
41472,note_on,,,,,128,0,11,,,,,4,,45,100,
41472,note_on,,,,,13568,0,7,,,,,0,,69,100,
41472,note_on,,,,,128,0,9,,,,,2,,57,100,
41472,note_on,,,,,13568,0,8,,,,,1,,57,100,
41472,note_on,,,,,128,0,10,,,,,3,,57,100,
41472,note_on,,,,,128,0,14,,,,,6,,45,100,
41472,note_on,,,,,128,0,13,,,,,6,,57,100,
41472,note_on,,,,,128,0,12,,,,,5,,33,100,
41472,note_on,,,,,0,0,13,,,,,6,,60,100,
41536,note_off,,,,,64,0,7,,,,,0,,69,100,
41568,note_on,,,,,32,0,7,,,,,0,,72,100,
41600,note_off,,,,,128,0,8,,,,,1,,57,100,
41632,note_off,,,,,64,0,7,,,,,0,,72,100,
41664,note_on,,,,,32,0,7,,,,,0,,76,100,
41664,note_on,,,,,64,0,8,,,,,1,,76,100,
41728,note_off,,,,,256,0,9,,,,,2,,57,100,
41728,note_off,,,,,256,0,12,,,,,5,,33,100,
41728,note_off,,,,,0,0,13,,,,,6,,60,100,
41728,note_off,,,,,256,0,11,,,,,4,,45,100,
41728,note_off,,,,,256,0,14,,,,,6,,45,100,
41728,note_off,,,,,256,0,10,,,,,3,,57,100,
41728,note_off,,,,,64,0,7,,,,,0,,76,100,
41728,note_off,,,,,256,0,13,,,,,6,,57,100,
41760,note_on,,,,,32,0,7,,,,,0,,72,100,
41792,note_off,,,,,128,0,8,,,,,1,,76,100,
41824,note_off,,,,,64,0,7,,,,,0,,72,100,
41856,note_on,,,,,64,0,8,,,,,1,,76,100,
41856,note_on,,,,,32,0,7,,,,,0,,69,100,
41920,note_off,,,,,64,0,7,,,,,0,,69,100,
41952,note_on,,,,,32,0,7,,,,,0,,72,100,
41984,note_off,,,,,128,0,8,,,,,1,,76,100,
42016,note_off,,,,,64,0,7,,,,,0,,72,100,
42048,note_on,,,,,32,0,7,,,,,0,,76,100,
42048,note_on,,,,,64,0,8,,,,,1,,76,100,
42112,note_off,,,,,64,0,7,,,,,0,,76,100,
42144,note_on,,,,,32,0,7,,,,,0,,72,100,
42176,note_off,,,,,128,0,8,,,,,1,,76,100,
42208,note_off,,,,,64,0,7,,,,,0,,72,100,
42240,note_on,,,,,64,0,8,,,,,1,,81,100,
42240,note_on,,,,,32,0,7,,,,,0,,69,100,
42304,note_off,,,,,64,0,7,,,,,0,,69,100,
