tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,program,channel,control,value,note,velocity
39020,note_off,140,0,1,,,,,,,,,,,,,,0,,,57,64
39020,note_off,0,0,1,,,,,,,,,,,,,,0,,,66,64
39020,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
39040,note_on,20,0,1,,,,,,,,,,,,,,0,,,57,90
39040,note_on,0,0,1,,,,,,,,,,,,,,0,,,66,90
39040,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
39180,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
39180,note_off,140,0,1,,,,,,,,,,,,,,0,,,57,64
39180,note_off,0,0,1,,,,,,,,,,,,,,0,,,66,64
39200,note_on,20,0,1,,,,,,,,,,,,,,0,,,57,90
39200,note_on,0,0,1,,,,,,,,,,,,,,0,,,66,90
39200,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
39340,note_off,140,0,1,,,,,,,,,,,,,,0,,,57,64
39340,note_off,0,0,1,,,,,,,,,,,,,,0,,,66,64
39340,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
39360,note_on,20,0,1,,,,,,,,,,,,,,0,,,57,90
39360,note_on,0,0,1,,,,,,,,,,,,,,0,,,66,90
39360,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
39500,note_off,140,0,1,,,,,,,,,,,,,,0,,,57,64
39500,note_off,0,0,1,,,,,,,,,,,,,,0,,,66,64
39500,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
39520,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
39520,note_on,20,0,1,,,,,,,,,,,,,,0,,,66,90
39520,note_on,0,0,1,,,,,,,,,,,,,,0,,,57,90
39660,note_off,140,0,1,,,,,,,,,,,,,,0,,,66,64
39660,note_off,0,0,1,,,,,,,,,,,,,,0,,,57,64
39660,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
39680,note_on,20,0,1,,,,,,,,,,,,,,0,,,66,90
39680,note_on,0,0,1,,,,,,,,,,,,,,0,,,57,90
39680,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
39820,note_off,140,0,1,,,,,,,,,,,,,,0,,,66,64
39820,note_off,0,0,1,,,,,,,,,,,,,,0,,,57,64
39820,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
39840,note_on,20,0,1,,,,,,,,,,,,,,0,,,57,90
39840,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
39840,note_on,0,0,1,,,,,,,,,,,,,,0,,,66,90
39840,note_on,1110,0,3,,,,,,,,,,,,,,2,,,74,90
39980,note_off,0,0,1,,,,,,,,,,,,,,0,,,66,64
39980,note_off,140,0,1,,,,,,,,,,,,,,0,,,57,64
39980,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
40000,note_on,20,0,1,,,,,,,,,,,,,,0,,,57,90
40000,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
40000,note_on,0,0,1,,,,,,,,,,,,,,0,,,66,90
40140,note_off,140,0,1,,,,,,,,,,,,,,0,,,57,64
40140,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
40140,note_off,0,0,1,,,,,,,,,,,,,,0,,,66,64
40160,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
40160,note_on,0,0,1,,,,,,,,,,,,,,0,,,66,90
40160,note_on,20,0,1,,,,,,,,,,,,,,0,,,57,90
40300,note_off,140,0,1,,,,,,,,,,,,,,0,,,57,64
40300,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
40300,note_off,0,0,1,,,,,,,,,,,,,,0,,,66,64
40320,note_on,0,0,3,,,,,,,,,,,,,,2,,,74,90
40320,note_off,480,0,3,,,,,,,,,,,,,,2,,,74,64
40320,note_on,0,0,2,,,,,,,,,,,,,,1,,,31,90
40320,note_off,2880,0,2,,,,,,,,,,,,,,1,,,50,64
40320,note_on,0,0,2,,,,,,,,,,,,,,1,,,43,90
40320,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
40320,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
40320,note_on,20,0,1,,,,,,,,,,,,,,0,,,59,90
40320,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
40460,note_off,140,0,1,,,,,,,,,,,,,,0,,,59,64
40460,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
40460,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
40460,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
40480,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
40480,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
40480,note_on,0,0,1,,,,,,,,,,,,,,0,,,59,90
40480,note_on,20,0,1,,,,,,,,,,,,,,0,,,65,90
40620,note_off,140,0,1,,,,,,,,,,,,,,0,,,65,64
40620,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
40620,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
40620,note_off,0,0,1,,,,,,,,,,,,,,0,,,59,64
40640,note_on,20,0,1,,,,,,,,,,,,,,0,,,65,90
40640,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
40640,note_on,0,0,1,,,,,,,,,,,,,,0,,,59,90
40640,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
40780,note_off,140,0,1,,,,,,,,,,,,,,0,,,65,64
40780,note_off,0,0,1,,,,,,,,,,,,,,0,,,59,64
40780,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
40780,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
40800,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
40800,note_on,20,0,1,,,,,,,,,,,,,,0,,,59,90
40800,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
40800,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
40940,note_off,140,0,1,,,,,,,,,,,,,,0,,,59,64
40940,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
40940,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
40940,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
40960,note_on,20,0,1,,,,,,,,,,,,,,0,,,59,90
40960,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
40960,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
40960,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
41100,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
41100,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
41100,note_off,140,0,1,,,,,,,,,,,,,,0,,,59,64
41100,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
41120,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
41120,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
41120,note_on,20,0,1,,,,,,,,,,,,,,0,,,59,90
41120,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
41260,note_off,140,0,1,,,,,,,,,,,,,,0,,,59,64
41260,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
41260,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
41260,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
41280,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
41280,note_on,20,0,1,,,,,,,,,,,,,,0,,,59,90
41280,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
41280,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
41420,note_off,140,0,1,,,,,,,,,,,,,,0,,,59,64
41420,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
41420,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
41420,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
41440,note_on,20,0,1,,,,,,,,,,,,,,0,,,65,90
41440,note_on,0,0,1,,,,,,,,,,,,,,0,,,59,90
41440,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
41440,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
41580,note_off,140,0,1,,,,,,,,,,,,,,0,,,65,64
41580,note_off,0,0,1,,,,,,,,,,,,,,0,,,59,64
41580,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
41580,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
41600,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
41600,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
41600,note_on,0,0,1,,,,,,,,,,,,,,0,,,59,90
41600,note_on,20,0,1,,,,,,,,,,,,,,0,,,65,90
41740,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
41740,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
41740,note_off,0,0,1,,,,,,,,,,,,,,0,,,59,64
41740,note_off,140,0,1,,,,,,,,,,,,,,0,,,65,64
41760,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
41760,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
41760,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
41760,note_on,20,0,1,,,,,,,,,,,,,,0,,,59,90
41760,note_on,0,0,3,,,,,,,,,,,,,,2,,,79,90
41760,note_off,1440,0,3,,,,,,,,,,,,,,2,,,74,64
41900,note_off,140,0,1,,,,,,,,,,,,,,0,,,59,64
41900,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
41900,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
41900,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
41920,note_on,20,0,1,,,,,,,,,,,,,,0,,,59,90
41920,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
41920,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
41920,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
42060,note_off,140,0,1,,,,,,,,,,,,,,0,,,59,64
42060,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
42060,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
42060,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
42080,note_on,20,0,1,,,,,,,,,,,,,,0,,,59,90
42080,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
42080,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
42080,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
42220,note_off,140,0,1,,,,,,,,,,,,,,0,,,59,64
42220,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
42220,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
42220,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
42240,note_off,1920,0,2,,,,,,,,,,,,,,1,,,43,64
42240,note_on,20,0,1,,,,,,,,,,,,,,0,,,60,90
42240,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
42240,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
42240,note_off,0,0,2,,,,,,,,,,,,,,1,,,31,64
42240,note_on,0,0,3,,,,,,,,,,,,,,2,,,79,90
42240,note_off,480,0,3,,,,,,,,,,,,,,2,,,79,64
42240,note_on,0,0,2,,,,,,,,,,,,,,1,,,36,90
42380,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
42380,note_off,140,0,1,,,,,,,,,,,,,,0,,,60,64
42380,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
42400,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
42400,note_on,20,0,1,,,,,,,,,,,,,,0,,,67,90
42400,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
42540,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
42540,note_off,140,0,1,,,,,,,,,,,,,,0,,,67,64
42540,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
42560,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
42560,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
42560,note_on,20,0,1,,,,,,,,,,,,,,0,,,67,90
42700,note_off,140,0,1,,,,,,,,,,,,,,0,,,67,64
42700,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
42700,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
42720,note_on,20,0,1,,,,,,,,,,,,,,0,,,60,90
42720,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
42720,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
42860,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
42860,note_off,140,0,1,,,,,,,,,,,,,,0,,,60,64
42860,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
42880,note_on,20,0,1,,,,,,,,,,,,,,0,,,60,90
42880,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
42880,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
43020,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
43020,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
43020,note_off,140,0,1,,,,,,,,,,,,,,0,,,60,64
43040,note_on,20,0,1,,,,,,,,,,,,,,0,,,60,90
43040,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
43040,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
43180,note_off,140,0,1,,,,,,,,,,,,,,0,,,60,64
43180,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
43180,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
43200,note_on,20,0,1,,,,,,,,,,,,,,0,,,60,90
43200,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
43200,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
43200,note_off,960,0,3,,,,,,,,,,,,,,2,,,79,64
43200,note_on,0,0,3,,,,,,,,,,,,,,2,,,75,90
43340,note_off,140,0,1,,,,,,,,,,,,,,0,,,60,64
43340,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
43340,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
43360,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
43360,note_on,20,0,1,,,,,,,,,,,,,,0,,,67,90
43360,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
43500,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
43500,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
43500,note_off,140,0,1,,,,,,,,,,,,,,0,,,67,64
43520,note_on,20,0,1,,,,,,,,,,,,,,0,,,67,90
43520,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
43520,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
43660,note_off,140,0,1,,,,,,,,,,,,,,0,,,67,64
43660,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
43660,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
43680,note_on,0,0,2,,,,,,,,,,,,,,1,,,39,90
43680,note_on,20,0,1,,,,,,,,,,,,,,0,,,72,90
43680,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
43680,note_off,1440,0,2,,,,,,,,,,,,,,1,,,36,64
43680,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
43680,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
43680,note_off,480,0,3,,,,,,,,,,,,,,2,,,75,64
43680,note_on,0,0,3,,,,,,,,,,,,,,2,,,72,90
43820,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
43820,note_off,140,0,1,,,,,,,,,,,,,,0,,,72,64
43820,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
43820,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
43840,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
43840,note_on,0,0,1,,,,,,,,,,,,,,0,,,72,90
43840,note_on,20,0,1,,,,,,,,,,,,,,0,,,60,90
43840,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
43980,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
43980,note_off,0,0,1,,,,,,,,,,,,,,0,,,72,64
43980,note_off,140,0,1,,,,,,,,,,,,,,0,,,60,64
43980,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
44000,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
44000,note_on,0,0,1,,,,,,,,,,,,,,0,,,67,90
44000,note_on,0,0,1,,,,,,,,,,,,,,0,,,72,90
44000,note_on,20,0,1,,,,,,,,,,,,,,0,,,60,90
44140,note_off,0,0,1,,,,,,,,,,,,,,0,,,72,64
44140,note_off,0,0,1,,,,,,,,,,,,,,0,,,67,64
44140,note_off,140,0,1,,,,,,,,,,,,,,0,,,60,64
44140,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
44160,note_off,480,0,3,,,,,,,,,,,,,,2,,,72,64
44160,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
44160,note_on,20,0,1,,,,,,,,,,,,,,0,,,62,90
44160,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
44160,note_off,480,0,2,,,,,,,,,,,,,,1,,,39,64
44160,note_on,0,0,3,,,,,,,,,,,,,,2,,,77,90
44160,note_on,0,0,2,,,,,,,,,,,,,,1,,,41,90
44300,note_off,140,0,1,,,,,,,,,,,,,,0,,,62,64
44300,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
44300,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
44320,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
44320,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
44320,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
44460,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
44460,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
44460,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
44480,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
44480,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
44480,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
44620,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
44620,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
44620,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
44640,note_on,20,0,1,,,,,,,,,,,,,,0,,,62,90
44640,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
44640,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
44770,note_off,610,0,2,,,,,,,,,,,,,,1,,,41,64
44780,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
44780,note_off,140,0,1,,,,,,,,,,,,,,0,,,62,64
44780,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
44800,note_on,20,0,1,,,,,,,,,,,,,,0,,,62,90
44800,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
44800,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
44940,note_off,140,0,1,,,,,,,,,,,,,,0,,,62,64
44940,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
44940,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
44960,note_on,20,0,1,,,,,,,,,,,,,,0,,,62,90
44960,note_on,0,0,1,,,,,,,,,,,,,,0,,,70,90
44960,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
45100,note_off,140,0,1,,,,,,,,,,,,,,0,,,62,64
45100,note_off,0,0,1,,,,,,,,,,,,,,0,,,70,64
45100,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
45120,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
45120,note_on,20,0,1,,,,,,,,,,,,,,0,,,60,90
45120,note_on,0,0,1,,,,,,,,,,,,,,0,,,69,90
45120,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
45130,note_on,360,0,2,,,,,,,,,,,,,,1,,,29,90
45260,note_off,140,0,1,,,,,,,,,,,,,,0,,,60,64
45260,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
45260,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
45260,note_off,0,0,1,,,,,,,,,,,,,,0,,,69,64
45280,note_on,20,0,1,,,,,,,,,,,,,,0,,,69,90
45280,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
45280,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
45280,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
45420,note_off,140,0,1,,,,,,,,,,,,,,0,,,69,64
45420,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
45420,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
45420,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
45440,note_on,20,0,1,,,,,,,,,,,,,,0,,,69,90
45440,note_on,0,0,1,,,,,,,,,,,,,,0,,,60,90
45440,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
45440,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
45580,note_off,140,0,1,,,,,,,,,,,,,,0,,,69,64
45580,note_off,0,0,1,,,,,,,,,,,,,,0,,,60,64
45580,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
45580,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
45600,note_on,20,0,1,,,,,,,,,,,,,,0,,,60,90
45600,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
45600,note_on,0,0,1,,,,,,,,,,,,,,0,,,69,90
45600,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
45600,note_off,1440,0,3,,,,,,,,,,,,,,2,,,77,64
45600,note_on,0,0,3,,,,,,,,,,,,,,2,,,69,90
45710,note_off,580,0,2,,,,,,,,,,,,,,1,,,29,64
45740,note_off,140,0,1,,,,,,,,,,,,,,0,,,60,64
45740,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
45740,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
45740,note_off,0,0,1,,,,,,,,,,,,,,0,,,69,64
45760,note_on,20,0,1,,,,,,,,,,,,,,0,,,60,90
45760,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
45760,note_on,0,0,1,,,,,,,,,,,,,,0,,,69,90
45760,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
45900,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
45900,note_off,140,0,1,,,,,,,,,,,,,,0,,,60,64
45900,note_off,0,0,1,,,,,,,,,,,,,,0,,,69,64
45900,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
45920,note_on,20,0,1,,,,,,,,,,,,,,0,,,60,90
45920,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
45920,note_on,0,0,1,,,,,,,,,,,,,,0,,,69,90
45920,note_on,0,0,1,,,,,,,,,,,,,,0,,,63,90
46060,note_off,0,0,1,,,,,,,,,,,,,,0,,,63,64
46060,note_off,0,0,1,,,,,,,,,,,,,,0,,,69,64
46060,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
46060,note_off,140,0,1,,,,,,,,,,,,,,0,,,60,64
46080,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
46080,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
46080,note_off,480,0,3,,,,,,,,,,,,,,2,,,69,64
46080,note_on,0,0,3,,,,,,,,,,,,,,2,,,70,90
46080,note_on,370,0,2,,,,,,,,,,,,,,1,,,46,90
46080,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
46220,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
46220,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
46220,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
46240,note_on,0,0,2,,,,,,,,,,,,,,1,,,48,90
46240,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
46240,note_off,160,0,2,,,,,,,,,,,,,,1,,,46,64
46240,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
46240,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
46380,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
46380,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
46380,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
46400,note_off,160,0,2,,,,,,,,,,,,,,1,,,48,64
46400,note_on,0,0,2,,,,,,,,,,,,,,1,,,50,90
46400,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
46400,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
46400,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
46540,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
46540,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
46540,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
46560,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
46560,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
46560,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
46560,note_off,160,0,2,,,,,,,,,,,,,,1,,,50,64
46560,note_on,0,0,2,,,,,,,,,,,,,,1,,,51,90
46700,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
46700,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
46700,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
46720,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
46720,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
46720,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
46720,note_on,0,0,2,,,,,,,,,,,,,,1,,,53,90
46720,note_off,160,0,2,,,,,,,,,,,,,,1,,,51,64
46860,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
46860,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
46860,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
46880,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
46880,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
46880,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
46880,note_on,0,0,2,,,,,,,,,,,,,,1,,,54,90
46880,note_off,160,0,2,,,,,,,,,,,,,,1,,,53,64
47020,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
47020,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
47020,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
47040,note_off,960,0,3,,,,,,,,,,,,,,2,,,70,64
47040,note_on,0,0,2,,,,,,,,,,,,,,1,,,53,90
47040,note_off,160,0,2,,,,,,,,,,,,,,1,,,54,64
47040,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
47040,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
47040,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
47180,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
47180,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
47180,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
47200,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
47200,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
47200,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
47270,note_off,230,0,2,,,,,,,,,,,,,,1,,,53,64
47340,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
47340,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
47340,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
47360,note_on,20,0,1,,,,,,,,,,,,,,0,,,70,90
47360,note_on,0,0,1,,,,,,,,,,,,,,0,,,65,90
47360,note_on,0,0,1,,,,,,,,,,,,,,0,,,62,90
47500,note_off,140,0,1,,,,,,,,,,,,,,0,,,70,64
47500,note_off,0,0,1,,,,,,,,,,,,,,0,,,65,64
47500,note_off,0,0,1,,,,,,,,,,,,,,0,,,62,64
