tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,control,value,channel,program,note,velocity,pitch,data
173,control_change,,3,0,15,,,,,,,6,64,14,,,,,
173,text,,0,1,15,,,,,,,,,,,,,,
173,control_change,,0,0,15,,,,,,,98,10,14,,,,,
173,text,,0,1,7,,,,,,,,,,,,,,
173,control_change,,3,0,7,,,,,,,6,64,6,,,,,
174,text,,0,1,4,,,,,,,,,,,,,,
174,text,,0,1,4,,,,,,,,,,,,,,
174,control_change,,3,0,4,,,,,,,6,64,3,,,,,
174,control_change,,3,0,11,,,,,,,6,64,10,,,,,
174,text,,0,1,11,,,,,,,,,,,,,,
174,text,,0,1,13,,,,,,,,,,,,,,
174,text,,0,1,13,,,,,,,,,,,,,,
174,control_change,,0,0,4,,,,,,,98,32,3,,,,,
174,control_change,,3,0,12,,,,,,,6,62,11,,,,,
174,control_change,,0,0,2,,,,,,,98,32,1,,,,,
174,text,,0,1,2,,,,,,,,,,,,,,
174,control_change,,3,0,2,,,,,,,6,70,1,,,,,
174,text,,0,1,11,,,,,,,,,,,,,,
174,control_change,,0,0,11,,,,,,,98,32,10,,,,,
174,text,,0,1,6,,,,,,,,,,,,,,
174,text,,0,1,6,,,,,,,,,,,,,,
174,control_change,,0,0,12,,,,,,,98,32,11,,,,,
174,text,,0,1,12,,,,,,,,,,,,,,
174,text,,0,1,12,,,,,,,,,,,,,,
174,control_change,,3,0,13,,,,,,,6,62,12,,,,,
174,control_change,,0,0,8,,,,,,,98,32,7,,,,,
174,text,,0,1,8,,,,,,,,,,,,,,
174,text,,0,1,8,,,,,,,,,,,,,,
174,control_change,,0,0,6,,,,,,,98,32,5,,,,,
174,control_change,,3,0,8,,,,,,,6,66,7,,,,,
174,control_change,,0,0,3,,,,,,,98,32,2,,,,,
174,text,,0,1,3,,,,,,,,,,,,,,
174,text,,0,1,3,,,,,,,,,,,,,,
174,control_change,,3,0,3,,,,,,,6,80,2,,,,,
174,control_change,,3,0,6,,,,,,,6,64,5,,,,,
174,control_change,,0,0,13,,,,,,,98,32,12,,,,,
174,text,,0,1,2,,,,,,,,,,,,,,
175,text,,0,1,5,,,,,,,,,,,,,,
175,control_change,,0,0,5,,,,,,,98,32,4,,,,,
175,control_change,,0,0,1,,,,,,,98,32,0,,,,,
175,control_change,,3,0,5,,,,,,,6,64,4,,,,,
175,text,,0,1,1,,,,,,,,,,,,,,
175,text,,0,1,1,,,,,,,,,,,,,,
175,control_change,,3,0,1,,,,,,,6,70,0,,,,,
175,text,,0,1,5,,,,,,,,,,,,,,
175,text,,0,1,9,,,,,,,,,,,,,,
175,text,,0,1,9,,,,,,,,,,,,,,
175,control_change,,3,0,9,,,,,,,6,36,8,,,,,
175,control_change,,0,0,9,,,,,,,98,32,8,,,,,
176,text,,0,1,7,,,,,,,,,,,,,,
176,text,,0,1,7,,,,,,,,,,,,,,
176,control_change,,0,0,7,,,,,,,98,32,6,,,,,
176,control_change,,0,0,15,,,,,,,98,32,14,,,,,
176,control_change,,3,0,15,,,,,,,6,64,14,,,,,
176,text,,0,1,15,,,,,,,,,,,,,,
176,control_change,,3,0,7,,,,,,,6,64,6,,,,,
176,text,,0,1,15,,,,,,,,,,,,,,
177,control_change,,0,0,2,,,,,,,98,33,1,,,,,
177,control_change,,3,0,8,,,,,,,6,50,7,,,,,
177,text,,0,1,8,,,,,,,,,,,,,,
177,control_change,,0,0,8,,,,,,,98,33,7,,,,,
177,text,,0,1,2,,,,,,,,,,,,,,
177,control_change,,3,0,2,,,,,,,6,62,1,,,,,
177,text,,0,1,13,,,,,,,,,,,,,,
177,control_change,,0,0,4,,,,,,,98,33,3,,,,,
177,control_change,,3,0,3,,,,,,,6,56,2,,,,,
177,control_change,,0,0,13,,,,,,,98,33,12,,,,,
177,control_change,,0,0,11,,,,,,,98,33,10,,,,,
177,control_change,,0,0,3,,,,,,,98,33,2,,,,,
177,text,,0,1,3,,,,,,,,,,,,,,
177,text,,0,1,11,,,,,,,,,,,,,,
177,control_change,,3,0,11,,,,,,,6,62,10,,,,,
177,control_change,,3,0,13,,,,,,,6,57,12,,,,,
177,control_change,,3,0,4,,,,,,,6,64,3,,,,,
177,control_change,,3,0,12,,,,,,,6,57,11,,,,,
177,text,,0,1,12,,,,,,,,,,,,,,
177,control_change,,0,0,12,,,,,,,98,33,11,,,,,
177,control_change,,3,0,6,,,,,,,6,64,5,,,,,
177,text,,0,1,6,,,,,,,,,,,,,,
177,control_change,,0,0,6,,,,,,,98,33,5,,,,,
177,text,,0,1,4,,,,,,,,,,,,,,
178,control_change,,0,0,5,,,,,,,98,33,4,,,,,
178,text,,0,1,5,,,,,,,,,,,,,,
178,control_change,,3,0,5,,,,,,,6,62,4,,,,,
178,control_change,,3,0,1,,,,,,,6,54,0,,,,,
178,control_change,,0,0,1,,,,,,,98,33,0,,,,,
178,text,,0,1,1,,,,,,,,,,,,,,
178,control_change,,0,0,9,,,,,,,98,33,8,,,,,
178,text,,0,1,9,,,,,,,,,,,,,,
178,control_change,,3,0,9,,,,,,,6,54,8,,,,,
179,control_change,,3,0,7,,,,,,,6,64,6,,,,,
179,text,,0,1,7,,,,,,,,,,,,,,
179,control_change,,0,0,7,,,,,,,98,33,6,,,,,
179,control_change,,3,0,15,,,,,,,6,64,14,,,,,
179,text,,0,1,15,,,,,,,,,,,,,,
179,control_change,,0,0,15,,,,,,,98,33,14,,,,,
180,control_change,,3,0,11,,,,,,,6,62,10,,,,,
180,text,,0,1,11,,,,,,,,,,,,,,
180,text,,0,1,11,,,,,,,,,,,,,,
180,control_change,,3,0,8,,,,,,,6,80,7,,,,,
180,control_change,,3,0,3,,,,,,,6,70,2,,,,,
180,text,,0,1,12,,,,,,,,,,,,,,
180,text,,0,1,12,,,,,,,,,,,,,,
180,control_change,,3,0,12,,,,,,,6,58,11,,,,,
180,control_change,,3,0,4,,,,,,,6,64,3,,,,,
180,text,,0,1,4,,,,,,,,,,,,,,
180,text,,0,1,4,,,,,,,,,,,,,,
180,control_change,,0,0,11,,,,,,,98,99,10,,,,,
180,control_change,,0,0,4,,,,,,,98,99,3,,,,,
180,text,,0,1,8,,,,,,,,,,,,,,
180,text,,0,1,8,,,,,,,,,,,,,,
180,control_change,,3,0,6,,,,,,,6,64,5,,,,,
180,control_change,,0,0,3,,,,,,,98,99,2,,,,,
180,text,,0,1,3,,,,,,,,,,,,,,
180,text,,0,1,3,,,,,,,,,,,,,,
180,control_change,,0,0,8,,,,,,,98,99,7,,,,,
180,text,,0,1,6,,,,,,,,,,,,,,
180,control_change,,0,0,2,,,,,,,98,99,1,,,,,
180,control_change,,0,0,12,,,,,,,98,99,11,,,,,
180,control_change,,0,0,13,,,,,,,98,99,12,,,,,
180,text,,0,1,6,,,,,,,,,,,,,,
180,control_change,,3,0,2,,,,,,,6,76,1,,,,,
180,text,,0,1,13,,,,,,,,,,,,,,
180,control_change,,3,0,13,,,,,,,6,58,12,,,,,
180,text,,0,1,13,,,,,,,,,,,,,,
180,text,,0,1,2,,,,,,,,,,,,,,
180,text,,0,1,2,,,,,,,,,,,,,,
180,control_change,,0,0,6,,,,,,,98,99,5,,,,,
181,control_change,,0,0,9,,,,,,,98,99,8,,,,,
181,text,,0,1,9,,,,,,,,,,,,,,
181,control_change,,3,0,1,,,,,,,6,30,0,,,,,
181,text,,0,1,9,,,,,,,,,,,,,,
181,control_change,,3,0,9,,,,,,,6,64,8,,,,,
181,text,,0,1,1,,,,,,,,,,,,,,
181,text,,0,1,1,,,,,,,,,,,,,,
181,control_change,,0,0,1,,,,,,,98,99,0,,,,,
181,control_change,,0,0,5,,,,,,,98,99,4,,,,,
181,text,,0,1,5,,,,,,,,,,,,,,
181,text,,0,1,5,,,,,,,,,,,,,,
181,control_change,,3,0,5,,,,,,,6,58,4,,,,,
182,text,,0,1,15,,,,,,,,,,,,,,
182,control_change,,3,0,7,,,,,,,6,64,6,,,,,
182,text,,0,1,15,,,,,,,,,,,,,,
182,text,,0,1,7,,,,,,,,,,,,,,
182,control_change,,0,0,15,,,,,,,98,99,14,,,,,
182,control_change,,3,0,15,,,,,,,6,64,14,,,,,
182,control_change,,0,0,7,,,,,,,98,99,6,,,,,
182,text,,0,1,7,,,,,,,,,,,,,,
183,control_change,,0,0,2,,,,,,,98,100,1,,,,,
183,text,,0,1,13,,,,,,,,,,,,,,
183,text,,0,1,12,,,,,,,,,,,,,,
183,control_change,,0,0,11,,,,,,,98,100,10,,,,,
183,text,,0,1,11,,,,,,,,,,,,,,
183,control_change,,3,0,11,,,,,,,6,62,10,,,,,
183,control_change,,0,0,12,,,,,,,98,100,11,,,,,
183,control_change,,3,0,3,,,,,,,6,68,2,,,,,
183,control_change,,3,0,2,,,,,,,6,67,1,,,,,
183,control_change,,0,0,4,,,,,,,98,100,3,,,,,
183,text,,0,1,6,,,,,,,,,,,,,,
183,control_change,,0,0,13,,,,,,,98,100,12,,,,,
183,text,,0,1,3,,,,,,,,,,,,,,
183,control_change,,0,0,3,,,,,,,98,100,2,,,,,
183,control_change,,3,0,4,,,,,,,6,70,3,,,,,
183,control_change,,3,0,13,,,,,,,6,46,12,,,,,
183,control_change,,3,0,8,,,,,,,6,62,7,,,,,
183,text,,0,1,8,,,,,,,,,,,,,,
183,control_change,,0,0,8,,,,,,,98,100,7,,,,,
183,control_change,,3,0,6,,,,,,,6,68,5,,,,,
183,control_change,,3,0,12,,,,,,,6,46,11,,,,,
183,control_change,,0,0,6,,,,,,,98,100,5,,,,,
183,text,,0,1,4,,,,,,,,,,,,,,
183,text,,0,1,2,,,,,,,,,,,,,,
184,text,,0,1,1,,,,,,,,,,,,,,
184,control_change,,0,0,1,,,,,,,98,100,0,,,,,
184,text,,0,1,5,,,,,,,,,,,,,,
184,control_change,,3,0,5,,,,,,,6,68,4,,,,,
184,text,,0,1,9,,,,,,,,,,,,,,
184,control_change,,3,0,9,,,,,,,6,58,8,,,,,
184,control_change,,0,0,9,,,,,,,98,100,8,,,,,
184,control_change,,3,0,1,,,,,,,6,68,0,,,,,
184,control_change,,0,0,5,,,,,,,98,100,4,,,,,
185,control_change,,3,0,15,,,,,,,6,64,14,,,,,
185,text,,0,1,15,,,,,,,,,,,,,,
185,control_change,,0,0,15,,,,,,,98,100,14,,,,,
185,control_change,,3,0,7,,,,,,,6,64,6,,,,,
185,text,,0,1,7,,,,,,,,,,,,,,
185,control_change,,0,0,7,,,,,,,98,100,6,,,,,
186,text,,0,1,12,,,,,,,,,,,,,,
186,control_change,,0,0,12,,,,,,,98,102,11,,,,,
186,text,,0,1,2,,,,,,,,,,,,,,
186,control_change,,3,0,2,,,,,,,6,74,1,,,,,
186,control_change,,3,0,12,,,,,,,6,100,11,,,,,
186,text,,0,1,4,,,,,,,,,,,,,,
186,control_change,,0,0,13,,,,,,,98,102,12,,,,,
186,control_change,,0,0,3,,,,,,,98,102,2,,,,,
186,text,,0,1,3,,,,,,,,,,,,,,
186,control_change,,3,0,3,,,,,,,6,64,2,,,,,
186,control_change,,0,0,2,,,,,,,98,102,1,,,,,
186,text,,0,1,13,,,,,,,,,,,,,,
186,control_change,,3,0,4,,,,,,,6,104,3,,,,,
186,control_change,,0,0,4,,,,,,,98,102,3,,,,,
186,control_change,,3,0,8,,,,,,,6,100,7,,,,,
186,control_change,,3,0,13,,,,,,,6,100,12,,,,,
186,control_change,,3,0,6,,,,,,,6,64,5,,,,,
186,text,,0,1,6,,,,,,,,,,,,,,
186,control_change,,0,0,6,,,,,,,98,102,5,,,,,
186,control_change,,0,0,8,,,,,,,98,102,7,,,,,
186,text,,0,1,8,,,,,,,,,,,,,,
186,control_change,,3,0,11,,,,,,,6,82,10,,,,,
186,text,,0,1,11,,,,,,,,,,,,,,
186,control_change,,0,0,11,,,,,,,98,102,10,,,,,
187,control_change,,3,0,9,,,,,,,6,100,8,,,,,
187,control_change,,0,0,1,,,,,,,98,102,0,,,,,
187,control_change,,3,0,5,,,,,,,6,64,4,,,,,
187,text,,0,1,1,,,,,,,,,,,,,,
187,control_change,,3,0,1,,,,,,,6,100,0,,,,,
187,control_change,,0,0,9,,,,,,,98,102,8,,,,,
187,text,,0,1,5,,,,,,,,,,,,,,
187,control_change,,0,0,5,,,,,,,98,102,4,,,,,
187,text,,0,1,9,,,,,,,,,,,,,,
188,control_change,,0,0,15,,,,,,,98,102,14,,,,,
188,text,,0,1,7,,,,,,,,,,,,,,
188,control_change,,0,0,7,,,,,,,98,102,6,,,,,
188,text,,0,1,15,,,,,,,,,,,,,,
188,control_change,,3,0,15,,,,,,,6,64,14,,,,,
188,control_change,,3,0,7,,,,,,,6,64,6,,,,,
189,control_change,,3,0,12,,,,,,,6,64,11,,,,,
189,control_change,,3,0,6,,,,,,,6,68,5,,,,,
189,pitchwheel,,0,0,3,,,,,,,,,2,,,,-384,
189,control_change,,3,0,3,,,,,,,6,64,2,,,,,
189,control_change,,3,0,4,,,,,,,6,70,3,,,,,
189,control_change,,3,0,2,,,,,,,6,64,1,,,,,
189,control_change,,3,0,8,,,,,,,6,60,7,,,,,
189,control_change,,3,0,13,,,,,,,6,64,12,,,,,
189,control_change,,3,0,11,,,,,,,6,62,10,,,,,
189,pitchwheel,,0,0,11,,,,,,,,,10,,,,384,
190,control_change,,3,0,1,,,,,,,6,68,0,,,,,
190,control_change,,3,0,5,,,,,,,6,65,4,,,,,
190,pitchwheel,,0,0,9,,,,,,,,,8,,,,-128,
190,control_change,,3,0,9,,,,,,,6,60,8,,,,,
191,control_change,,3,0,15,,,,,,,6,65,14,,,,,
191,control_change,,3,0,7,,,,,,,6,65,6,,,,,
192,time_signature,,192,1,0,4,4,24,8,,,,,,,,,,
336,note_on,,0,0,8,,,,,,,,,7,,71,124,,
336,note_on,,147,0,8,,,,,,,,,7,,83,124,,
336,note_on,,147,0,6,,,,,,,,,5,,71,114,,
336,note_on,,0,0,6,,,,,,,,,5,,59,114,,
336,note_on,,147,0,4,,,,,,,,,3,,59,114,,
336,time_signature,,144,1,0,3,4,24,8,,,,,,,,,,
336,end_of_track,,264,1,10,,,,,,,,,,,,,,
336,note_on,,147,0,3,,,,,,,,,2,,71,104,,
336,note_on,,147,0,13,,,,,,,,,12,,47,124,,
336,note_on,,182,0,14,,,,,,,,,13,,47,124,,
336,note_on,,0,0,2,,,,,,,,,1,,71,104,,
336,note_on,,147,0,2,,,,,,,,,1,,83,104,,
336,note_on,,147,0,11,,,,,,,,,10,,71,124,,
336,note_on,,147,0,12,,,,,,,,,11,,59,124,,
337,note_on,,147,0,5,,,,,,,,,4,,59,124,,
337,note_on,,147,0,9,,,,,,,,,8,,71,124,,
337,note_on,,147,0,1,,,,,,,,,0,,83,114,,
338,end_of_track,,147,1,15,,,,,,,,,,,,,,
338,note_on,,147,0,7,,,,,,,,,6,,53,114,,
432,note_on,,96,0,14,,,,,,,,,13,,47,0,,
480,note_on,,144,0,11,,,,,,,,,10,,71,0,,
480,note_on,,0,0,12,,,,,,,,,11,,55,114,,
480,note_on,,144,0,12,,,,,,,,,11,,59,0,,
480,note_on,,0,0,13,,,,,,,,,12,,43,114,,
480,note_on,,144,0,13,,,,,,,,,12,,47,0,,
480,note_on,,144,0,3,,,,,,,,,2,,71,0,,
480,note_on,,144,0,2,,,,,,,,,1,,71,0,,
480,note_on,,0,0,2,,,,,,,,,1,,83,0,,
480,note_on,,0,0,2,,,,,,,,,1,,79,94,,
480,note_on,,0,0,8,,,,,,,,,7,,79,114,,
480,note_on,,0,0,8,,,,,,,,,7,,83,0,,
480,note_on,,144,0,8,,,,,,,,,7,,71,0,,
480,note_on,,0,0,4,,,,,,,,,3,,55,104,,
480,note_on,,144,0,4,,,,,,,,,3,,59,0,,
480,note_on,,0,0,6,,,,,,,,,5,,71,0,,
480,note_on,,144,0,6,,,,,,,,,5,,59,0,,
480,note_on,,0,0,3,,,,,,,,,2,,67,94,,
480,note_on,,0,0,11,,,,,,,,,10,,67,114,,
481,note_on,,144,0,1,,,,,,,,,0,,83,0,,
481,note_on,,0,0,1,,,,,,,,,0,,79,104,,
481,note_on,,144,0,5,,,,,,,,,4,,59,0,,
481,note_on,,0,0,5,,,,,,,,,4,,67,114,,
481,note_on,,144,0,9,,,,,,,,,8,,71,0,,
481,note_on,,0,0,9,,,,,,,,,8,,67,114,,
482,note_on,,0,0,7,,,,,,,,,6,,67,114,,
482,note_on,,144,0,7,,,,,,,,,6,,53,0,,
482,note_on,,0,0,7,,,,,,,,,6,,55,114,,
624,note_on,,0,0,11,,,,,,,,,10,,64,104,,
624,note_on,,144,0,11,,,,,,,,,10,,67,0,,
624,note_on,,144,0,2,,,,,,,,,1,,79,0,,
624,note_on,,144,0,12,,,,,,,,,11,,55,0,,
624,note_on,,0,0,12,,,,,,,,,11,,52,104,,
624,note_on,,0,0,2,,,,,,,,,1,,76,84,,
624,note_on,,144,0,13,,,,,,,,,12,,43,0,,
624,note_on,,0,0,13,,,,,,,,,12,,40,104,,
624,note_on,,0,0,8,,,,,,,,,7,,76,104,,
624,note_on,,0,0,4,,,,,,,,,3,,52,94,,
624,note_on,,144,0,4,,,,,,,,,3,,55,0,,
624,note_on,,144,0,8,,,,,,,,,7,,79,0,,
624,note_on,,0,0,3,,,,,,,,,2,,64,84,,
624,note_on,,144,0,3,,,,,,,,,2,,67,0,,
625,note_on,,144,0,1,,,,,,,,,0,,79,0,,
625,note_on,,0,0,1,,,,,,,,,0,,76,94,,
625,note_on,,144,0,9,,,,,,,,,8,,67,0,,
625,note_on,,144,0,5,,,,,,,,,4,,67,0,,
625,note_on,,0,0,5,,,,,,,,,4,,64,104,,
625,note_on,,0,0,9,,,,,,,,,8,,64,104,,
626,note_on,,0,0,7,,,,,,,,,6,,67,0,,
626,note_on,,0,0,7,,,,,,,,,6,,52,114,,
626,note_on,,144,0,7,,,,,,,,,6,,55,0,,
672,note_on,,48,0,8,,,,,,,,,7,,79,98,,
672,note_on,,48,0,13,,,,,,,,,12,,43,98,,
672,note_on,,48,0,2,,,,,,,,,1,,79,78,,
672,note_on,,48,0,3,,,,,,,,,2,,67,78,,
672,note_on,,48,0,4,,,,,,,,,3,,55,88,,
672,note_on,,48,0,11,,,,,,,,,10,,67,98,,
672,note_on,,48,0,12,,,,,,,,,11,,55,98,,
673,note_on,,48,0,5,,,,,,,,,4,,67,94,,
673,note_on,,48,0,9,,,,,,,,,8,,67,98,,
673,note_on,,48,0,1,,,,,,,,,0,,79,88,,
674,note_on,,48,0,7,,,,,,,,,6,,67,114,,
674,note_on,,0,0,7,,,,,,,,,6,,55,114,,
676,note_on,,4,0,2,,,,,,,,,1,,76,0,,
676,note_on,,4,0,12,,,,,,,,,11,,52,0,,
676,note_on,,4,0,4,,,,,,,,,3,,52,0,,
676,note_on,,4,0,8,,,,,,,,,7,,76,0,,
676,note_on,,4,0,13,,,,,,,,,12,,40,0,,
676,note_on,,4,0,3,,,,,,,,,2,,64,0,,
676,note_on,,4,0,11,,,,,,,,,10,,64,0,,
677,note_on,,4,0,1,,,,,,,,,0,,76,0,,
677,note_on,,4,0,9,,,,,,,,,8,,64,0,,
677,note_on,,4,0,5,,,,,,,,,4,,64,0,,
678,note_on,,4,0,7,,,,,,,,,6,,52,0,,
720,note_on,,0,0,4,,,,,,,,,3,,54,114,,
720,note_on,,0,0,11,,,,,,,,,10,,66,124,,
720,note_on,,240,0,6,,,,,,,,,5,,78,124,,
720,note_on,,44,0,11,,,,,,,,,10,,67,0,,
720,note_on,,44,0,13,,,,,,,,,12,,43,0,,
720,note_on,,44,0,4,,,,,,,,,3,,55,0,,
720,note_on,,0,0,13,,,,,,,,,12,,42,124,,
720,note_on,,288,0,14,,,,,,,,,13,,54,124,,
720,note_on,,44,0,12,,,,,,,,,11,,55,0,,
720,note_on,,0,0,3,,,,,,,,,2,,66,104,,
720,note_on,,44,0,3,,,,,,,,,2,,67,0,,
720,note_on,,0,0,8,,,,,,,,,7,,78,124,,
720,note_on,,44,0,8,,,,,,,,,7,,79,0,,
720,note_on,,0,0,2,,,,,,,,,1,,78,104,,
720,note_on,,44,0,2,,,,,,,,,1,,79,0,,
720,note_on,,0,0,12,,,,,,,,,11,,54,124,,
721,note_on,,0,0,5,,,,,,,,,4,,66,114,,
721,note_on,,44,0,5,,,,,,,,,4,,67,0,,
721,note_on,,44,0,9,,,,,,,,,8,,67,0,,
721,note_on,,0,0,9,,,,,,,,,8,,66,124,,
721,note_on,,0,0,1,,,,,,,,,0,,78,114,,
721,note_on,,44,0,1,,,,,,,,,0,,79,0,,
722,note_on,,0,0,7,,,,,,,,,6,,66,124,,
722,note_on,,44,0,7,,,,,,,,,6,,55,0,,
722,note_on,,0,0,7,,,,,,,,,6,,54,114,,
722,note_on,,0,0,7,,,,,,,,,6,,67,0,,
748,note_on,,28,0,11,,,,,,,,,10,,66,0,,
748,note_on,,28,0,13,,,,,,,,,12,,42,0,,
748,note_on,,28,0,12,,,,,,,,,11,,54,0,,
748,note_on,,28,0,3,,,,,,,,,2,,66,0,,
748,note_on,,28,0,6,,,,,,,,,5,,78,0,,
748,note_on,,28,0,8,,,,,,,,,7,,78,0,,
748,note_on,,28,0,2,,,,,,,,,1,,78,0,,
748,note_on,,28,0,4,,,,,,,,,3,,54,0,,
749,note_on,,28,0,1,,,,,,,,,0,,78,0,,
749,note_on,,28,0,5,,,,,,,,,4,,66,0,,
749,note_on,,28,0,9,,,,,,,,,8,,66,0,,
750,note_on,,0,0,7,,,,,,,,,6,,66,0,,
750,note_on,,28,0,7,,,,,,,,,6,,54,0,,
768,note_on,,20,0,13,,,,,,,,,12,,42,114,,
768,note_on,,20,0,12,,,,,,,,,11,,54,114,,
768,note_on,,20,0,2,,,,,,,,,1,,78,94,,
768,note_on,,20,0,11,,,,,,,,,10,,66,114,,
768,note_on,,20,0,6,,,,,,,,,5,,78,114,,
768,note_on,,48,0,14,,,,,,,,,13,,54,0,,
768,note_on,,20,0,8,,,,,,,,,7,,78,114,,
768,note_on,,0,0,14,,,,,,,,,13,,54,124,,
768,note_on,,20,0,3,,,,,,,,,2,,66,94,,
768,note_on,,20,0,4,,,,,,,,,3,,54,104,,
769,note_on,,20,0,9,,,,,,,,,8,,66,114,,
769,note_on,,20,0,1,,,,,,,,,0,,78,104,,
769,note_on,,20,0,5,,,,,,,,,4,,66,114,,
770,note_on,,0,0,7,,,,,,,,,6,,54,114,,
770,note_on,,20,0,7,,,,,,,,,6,,66,114,,
840,note_on,,72,0,3,,,,,,,,,2,,66,0,,
840,note_on,,0,0,3,,,,,,,,,2,,62,94,,
840,note_on,,72,0,12,,,,,,,,,11,,54,0,,
840,note_on,,0,0,12,,,,,,,,,11,,50,114,,
840,note_on,,0,0,8,,,,,,,,,7,,74,114,,
840,note_on,,0,0,2,,,,,,,,,1,,74,94,,
840,note_on,,0,0,13,,,,,,,,,12,,38,114,,
840,note_on,,72,0,13,,,,,,,,,12,,42,0,,
840,note_on,,72,0,8,,,,,,,,,7,,78,0,,
840,note_on,,72,0,11,,,,,,,,,10,,66,0,,
840,note_on,,0,0,11,,,,,,,,,10,,62,114,,
840,note_on,,72,0,2,,,,,,,,,1,,78,0,,
840,note_on,,72,0,4,,,,,,,,,3,,54,0,,
840,note_on,,0,0,4,,,,,,,,,3,,50,104,,
841,note_on,,0,0,9,,,,,,,,,8,,62,114,,
841,note_on,,0,0,1,,,,,,,,,0,,74,104,,
841,note_on,,72,0,9,,,,,,,,,8,,66,0,,
841,note_on,,72,0,1,,,,,,,,,0,,78,0,,
852,note_on,,12,0,11,,,,,,,,,10,,62,0,,
852,note_on,,12,0,8,,,,,,,,,7,,74,0,,
852,note_on,,12,0,2,,,,,,,,,1,,74,0,,
852,note_on,,12,0,12,,,,,,,,,11,,50,0,,
852,note_on,,12,0,13,,,,,,,,,12,,38,0,,
852,note_on,,12,0,4,,,,,,,,,3,,50,0,,
852,note_on,,12,0,3,,,,,,,,,2,,62,0,,
853,note_on,,12,0,1,,,,,,,,,0,,74,0,,
853,note_on,,12,0,9,,,,,,,,,8,,62,0,,
864,note_on,,96,0,14,,,,,,,,,13,,54,0,,
864,note_on,,12,0,13,,,,,,,,,12,,40,114,,
864,note_on,,12,0,11,,,,,,,,,10,,64,114,,
864,note_on,,12,0,8,,,,,,,,,7,,76,114,,
864,note_on,,12,0,12,,,,,,,,,11,,52,114,,
864,note_on,,12,0,3,,,,,,,,,2,,64,94,,
864,note_on,,12,0,2,,,,,,,,,1,,76,94,,
864,note_on,,96,0,6,,,,,,,,,5,,78,0,,
864,note_on,,12,0,4,,,,,,,,,3,,52,104,,
865,note_on,,12,0,9,,,,,,,,,8,,64,114,,
865,note_on,,96,0,5,,,,,,,,,4,,66,0,,
865,note_on,,12,0,1,,,,,,,,,0,,76,104,,
866,note_on,,96,0,7,,,,,,,,,6,,54,0,,
866,note_on,,0,0,7,,,,,,,,,6,,66,0,,
876,note_on,,12,0,12,,,,,,,,,11,,52,0,,
876,note_on,,12,0,2,,,,,,,,,1,,76,0,,
876,note_on,,12,0,13,,,,,,,,,12,,40,0,,
876,note_on,,12,0,4,,,,,,,,,3,,52,0,,
876,note_on,,12,0,11,,,,,,,,,10,,64,0,,
876,note_on,,12,0,3,,,,,,,,,2,,64,0,,
876,note_on,,12,0,8,,,,,,,,,7,,76,0,,
877,note_on,,12,0,9,,,,,,,,,8,,64,0,,
877,note_on,,12,0,1,,,,,,,,,0,,76,0,,
888,note_on,,12,0,11,,,,,,,,,10,,66,114,,
888,note_on,,12,0,3,,,,,,,,,2,,66,94,,
888,note_on,,12,0,12,,,,,,,,,11,,54,114,,
888,note_on,,12,0,4,,,,,,,,,3,,54,104,,
888,note_on,,12,0,2,,,,,,,,,1,,78,94,,
888,note_on,,12,0,13,,,,,,,,,12,,42,114,,
888,note_on,,12,0,8,,,,,,,,,7,,78,114,,
889,note_on,,12,0,1,,,,,,,,,0,,78,114,,
889,note_on,,12,0,9,,,,,,,,,8,,66,114,,
900,note_on,,12,0,8,,,,,,,,,7,,78,0,,
900,note_on,,12,0,11,,,,,,,,,10,,66,0,,
900,note_on,,12,0,13,,,,,,,,,12,,42,0,,
900,note_on,,12,0,2,,,,,,,,,1,,78,0,,
900,note_on,,12,0,12,,,,,,,,,11,,54,0,,
900,note_on,,12,0,4,,,,,,,,,3,,54,0,,
900,note_on,,12,0,3,,,,,,,,,2,,66,0,,
901,note_on,,12,0,9,,,,,,,,,8,,66,0,,
901,note_on,,12,0,1,,,,,,,,,0,,78,0,,
912,note_on,,12,0,11,,,,,,,,,10,,67,120,,
912,note_on,,12,0,3,,,,,,,,,2,,67,100,,
912,note_on,,12,0,8,,,,,,,,,7,,79,120,,
912,note_on,,12,0,12,,,,,,,,,11,,55,120,,
912,note_on,,12,0,13,,,,,,,,,12,,43,120,,
912,note_on,,12,0,2,,,,,,,,,1,,79,100,,
912,note_on,,12,0,4,,,,,,,,,3,,55,110,,
913,note_on,,12,0,1,,,,,,,,,0,,79,110,,
913,note_on,,12,0,9,,,,,,,,,8,,67,120,,
913,note_on,,48,0,5,,,,,,,,,4,,67,114,,
914,note_on,,0,0,7,,,,,,,,,6,,55,114,,
914,note_on,,48,0,7,,,,,,,,,6,,67,114,,
1056,note_on,,0,0,12,,,,,,,,,11,,52,114,,
1056,note_on,,0,0,4,,,,,,,,,3,,52,104,,
1056,note_on,,144,0,12,,,,,,,,,11,,55,0,,
1056,note_on,,0,0,2,,,,,,,,,1,,76,94,,
1056,note_on,,144,0,4,,,,,,,,,3,,55,0,,
1056,note_on,,0,0,8,,,,,,,,,7,,76,114,,
1056,note_on,,144,0,8,,,,,,,,,7,,79,0,,
1056,note_on,,144,0,13,,,,,,,,,12,,43,0,,
1056,note_on,,0,0,13,,,,,,,,,12,,40,114,,
