tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
15155,note_on,47,0,1,,,,,,,,,,,,,,,,0,,,67,53
15156,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,48,0
15161,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,72,0
15168,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,67,0
15184,note_on,37,0,2,,,,,,,,,,,,,,,,0,,,67,0
15190,note_on,6,0,2,,,,,,,,,,,,,,,,0,,,74,94
15197,note_on,7,0,2,,,,,,,,,,,,,,,,0,,,72,92
15205,note_on,37,0,1,,,,,,,,,,,,,,,,0,,,39,59
15207,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,51,59
15209,note_on,12,0,2,,,,,,,,,,,,,,,,0,,,74,0
15210,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,46,54
15224,control_change,14,0,1,,,,,,,,,,,,,,,,0,64,0,,
15261,note_on,37,0,1,,,,,,,,,,,,,,,,0,,,63,54
15265,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,60,18
15265,control_change,0,0,1,,,,,,,,,,,,,,,,0,64,127,,
15312,note_on,47,0,1,,,,,,,,,,,,,,,,0,,,39,0
15316,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,67,45
15317,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,51,0
15322,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,46,0
15366,note_on,44,0,1,,,,,,,,,,,,,,,,0,,,72,58
15420,note_on,54,0,1,,,,,,,,,,,,,,,,0,,,67,65
15450,note_on,241,0,2,,,,,,,,,,,,,,,,0,,,72,0
15463,note_on,43,0,1,,,,,,,,,,,,,,,,0,,,63,0
15471,note_on,21,0,2,,,,,,,,,,,,,,,,0,,,72,101
15473,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,60,0
15478,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,63,62
15483,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,67,0
15483,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,72,0
15485,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,67,0
15493,note_on,8,0,1,,,,,,,,,,,,,,,,0,,,63,0
15513,note_on,42,0,2,,,,,,,,,,,,,,,,0,,,72,0
15521,note_on,8,0,2,,,,,,,,,,,,,,,,0,,,70,103
15534,note_on,41,0,1,,,,,,,,,,,,,,,,0,,,55,76
15536,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,43,69
15562,control_change,26,0,1,,,,,,,,,,,,,,,,0,64,0,,
15576,note_on,55,0,2,,,,,,,,,,,,,,,,0,,,69,100
15577,note_on,1,0,2,,,,,,,,,,,,,,,,0,,,70,0
15592,note_on,30,0,1,,,,,,,,,,,,,,,,0,,,64,63
15595,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,61,28
15597,control_change,2,0,1,,,,,,,,,,,,,,,,0,64,127,,
15624,note_on,47,0,2,,,,,,,,,,,,,,,,0,,,69,0
15629,note_on,5,0,2,,,,,,,,,,,,,,,,0,,,70,90
15635,note_on,38,0,1,,,,,,,,,,,,,,,,0,,,55,0
15637,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,43,0
15638,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,70,65
15650,note_on,12,0,1,,,,,,,,,,,,,,,,0,,,64,0
15675,note_on,46,0,2,,,,,,,,,,,,,,,,0,,,70,0
15682,note_on,7,0,2,,,,,,,,,,,,,,,,0,,,73,104
15693,note_on,43,0,1,,,,,,,,,,,,,,,,0,,,73,62
15700,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,64,35
15720,note_on,38,0,2,,,,,,,,,,,,,,,,0,,,73,0
15723,note_on,23,0,1,,,,,,,,,,,,,,,,0,,,61,0
15734,note_on,14,0,2,,,,,,,,,,,,,,,,0,,,72,87
15737,note_on,14,0,1,,,,,,,,,,,,,,,,0,,,70,0
15745,note_on,8,0,1,,,,,,,,,,,,,,,,0,,,73,0
15751,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,70,36
15767,note_on,16,0,1,,,,,,,,,,,,,,,,0,,,64,0
15785,note_on,51,0,2,,,,,,,,,,,,,,,,0,,,72,0
15787,note_on,2,0,2,,,,,,,,,,,,,,,,0,,,70,97
15806,note_on,39,0,1,,,,,,,,,,,,,,,,0,,,67,37
15814,note_on,8,0,1,,,,,,,,,,,,,,,,0,,,70,0
15815,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,67,0
15842,note_on,55,0,2,,,,,,,,,,,,,,,,0,,,70,0
15845,note_on,3,0,2,,,,,,,,,,,,,,,,0,,,72,95
15862,note_on,47,0,1,,,,,,,,,,,,,,,,0,,,41,54
15864,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,53,55
15866,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,48,53
15888,control_change,22,0,1,,,,,,,,,,,,,,,,0,64,0,,
15921,note_on,33,0,1,,,,,,,,,,,,,,,,0,,,60,49
15922,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,65,64
15926,control_change,4,0,1,,,,,,,,,,,,,,,,0,64,127,,
15947,note_on,21,0,1,,,,,,,,,,,,,,,,0,,,41,0
15959,note_on,12,0,1,,,,,,,,,,,,,,,,0,,,53,0
15971,note_on,12,0,1,,,,,,,,,,,,,,,,0,,,60,36
15973,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,69,63
15988,note_on,15,0,1,,,,,,,,,,,,,,,,0,,,48,0
16008,note_on,20,0,1,,,,,,,,,,,,,,,,0,,,60,0
16025,note_on,17,0,1,,,,,,,,,,,,,,,,0,,,65,67
16027,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,72,66
16027,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,60,60
16080,note_on,53,0,1,,,,,,,,,,,,,,,,0,,,65,0
16083,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,69,62
16092,note_on,9,0,1,,,,,,,,,,,,,,,,0,,,60,0
16114,note_on,22,0,1,,,,,,,,,,,,,,,,0,,,69,0
16117,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,65,0
16121,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,72,0
16133,note_on,12,0,1,,,,,,,,,,,,,,,,0,,,65,58
16133,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,60,48
16152,note_on,19,0,1,,,,,,,,,,,,,,,,0,,,60,0
16164,note_on,12,0,1,,,,,,,,,,,,,,,,0,,,69,0
16166,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,65,0
16175,note_on,9,0,1,,,,,,,,,,,,,,,,0,,,60,0
16185,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,41,51
16186,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,53,52
16187,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,48,51
16238,note_on,51,0,1,,,,,,,,,,,,,,,,0,,,65,65
16239,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,63,47
16292,note_on,53,0,1,,,,,,,,,,,,,,,,0,,,69,52
16343,note_on,51,0,1,,,,,,,,,,,,,,,,0,,,72,51
16344,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,41,0
16345,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,53,0
16347,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,48,0
16352,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,65,0
16400,note_on,48,0,1,,,,,,,,,,,,,,,,0,,,69,49
16404,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,63,0
16451,note_on,47,0,1,,,,,,,,,,,,,,,,0,,,69,0
16455,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,72,0
16461,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,65,52
16466,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,69,0
16519,note_on,53,0,1,,,,,,,,,,,,,,,,0,,,34,60
16520,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,46,52
16522,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,41,53
16527,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,65,0
16534,control_change,7,0,1,,,,,,,,,,,,,,,,0,64,0,,
16536,note_on,691,0,2,,,,,,,,,,,,,,,,0,,,70,81
16540,note_on,4,0,2,,,,,,,,,,,,,,,,0,,,72,0
16578,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,65,61
16578,control_change,44,0,1,,,,,,,,,,,,,,,,0,64,127,,
16581,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,62,35
16601,note_on,20,0,1,,,,,,,,,,,,,,,,0,,,34,0
16613,note_on,12,0,1,,,,,,,,,,,,,,,,0,,,46,0
16629,note_on,16,0,1,,,,,,,,,,,,,,,,0,,,70,70
16668,note_on,39,0,1,,,,,,,,,,,,,,,,0,,,41,0
16681,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,65,82
16681,note_on,13,0,1,,,,,,,,,,,,,,,,0,,,62,67
16682,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,74,76
16735,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,70,74
16735,note_on,53,0,1,,,,,,,,,,,,,,,,0,,,65,0
16757,note_on,22,0,1,,,,,,,,,,,,,,,,0,,,62,0
16767,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,70,0
16779,note_on,12,0,1,,,,,,,,,,,,,,,,0,,,62,0
16789,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,65,77
16800,note_on,11,0,1,,,,,,,,,,,,,,,,0,,,65,0
16809,note_on,9,0,1,,,,,,,,,,,,,,,,0,,,74,0
16810,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,70,0
16835,note_on,25,0,1,,,,,,,,,,,,,,,,0,,,65,0
16837,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,31,82
16838,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,43,88
16869,control_change,31,0,1,,,,,,,,,,,,,,,,0,64,0,,
16895,note_on,26,0,1,,,,,,,,,,,,,,,,0,,,62,63
16895,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,64,67
16903,control_change,8,0,1,,,,,,,,,,,,,,,,0,64,127,,
16910,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,31,0
16912,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,43,0
16948,note_on,36,0,1,,,,,,,,,,,,,,,,0,,,70,65
16970,note_on,22,0,1,,,,,,,,,,,,,,,,0,,,62,0
16999,note_on,29,0,1,,,,,,,,,,,,,,,,0,,,62,77
16999,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,74,83
17028,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,64,0
17028,note_on,29,0,1,,,,,,,,,,,,,,,,0,,,70,0
17038,note_on,498,0,2,,,,,,,,,,,,,,,,0,,,69,110
17041,note_on,3,0,2,,,,,,,,,,,,,,,,0,,,70,0
17055,note_on,27,0,1,,,,,,,,,,,,,,,,0,,,70,71
17080,note_on,25,0,1,,,,,,,,,,,,,,,,0,,,62,0
17098,note_on,18,0,1,,,,,,,,,,,,,,,,0,,,74,0
17108,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,65,65
17109,note_on,68,0,2,,,,,,,,,,,,,,,,0,,,69,0
17111,note_on,2,0,2,,,,,,,,,,,,,,,,0,,,70,102
17128,note_on,20,0,1,,,,,,,,,,,,,,,,0,,,65,0
17128,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,70,0
17158,note_on,30,0,1,,,,,,,,,,,,,,,,0,,,29,74
17160,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,41,74
17168,note_on,57,0,2,,,,,,,,,,,,,,,,0,,,70,0
17169,note_on,1,0,2,,,,,,,,,,,,,,,,0,,,74,105
17192,control_change,32,0,1,,,,,,,,,,,,,,,,0,64,0,,
17216,note_on,24,0,1,,,,,,,,,,,,,,,,0,,,65,69
17217,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,62,59
17233,control_change,16,0,1,,,,,,,,,,,,,,,,0,64,127,,
17238,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,29,0
17246,note_on,8,0,1,,,,,,,,,,,,,,,,0,,,41,0
17268,note_on,22,0,1,,,,,,,,,,,,,,,,0,,,70,66
17272,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,62,28
17289,note_on,17,0,1,,,,,,,,,,,,,,,,0,,,65,0
17306,note_on,17,0,1,,,,,,,,,,,,,,,,0,,,62,0
17321,note_on,15,0,1,,,,,,,,,,,,,,,,0,,,62,50
17323,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,74,46
17324,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,65,60
17366,note_on,42,0,1,,,,,,,,,,,,,,,,0,,,70,0
17373,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,70,66
17386,note_on,13,0,1,,,,,,,,,,,,,,,,0,,,62,0
17427,note_on,41,0,1,,,,,,,,,,,,,,,,0,,,62,36
17429,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,65,60
17431,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,62,0
17442,note_on,11,0,1,,,,,,,,,,,,,,,,0,,,65,0
17442,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,74,0
17444,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,62,0
17444,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,70,0
17446,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,65,0
17482,note_on,36,0,1,,,,,,,,,,,,,,,,0,,,29,52
17483,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,41,49
17540,note_on,57,0,1,,,,,,,,,,,,,,,,0,,,65,58
17600,note_on,60,0,1,,,,,,,,,,,,,,,,0,,,69,36
17622,note_on,22,0,1,,,,,,,,,,,,,,,,0,,,29,0
17623,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,41,0
17642,note_on,19,0,1,,,,,,,,,,,,,,,,0,,,65,0
17653,note_on,11,0,1,,,,,,,,,,,,,,,,0,,,72,38
17706,note_on,53,0,1,,,,,,,,,,,,,,,,0,,,69,0
17707,note_on,538,0,2,,,,,,,,,,,,,,,,0,,,72,87
17710,note_on,3,0,2,,,,,,,,,,,,,,,,0,,,74,0
17712,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,69,49
17748,note_on,36,0,1,,,,,,,,,,,,,,,,0,,,72,0
17766,note_on,18,0,1,,,,,,,,,,,,,,,,0,,,65,57
17770,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,69,0
17786,note_on,16,0,1,,,,,,,,,,,,,,,,0,,,65,0
17818,note_on,32,0,1,,,,,,,,,,,,,,,,0,,,34,51
17820,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,46,48
17822,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,41,54
17824,note_on,114,0,2,,,,,,,,,,,,,,,,0,,,70,92
17829,note_on,5,0,2,,,,,,,,,,,,,,,,0,,,72,0
17844,control_change,22,0,1,,,,,,,,,,,,,,,,0,64,0,,
17881,note_on,37,0,1,,,,,,,,,,,,,,,,0,,,62,37
17881,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,65,53
17885,control_change,4,0,1,,,,,,,,,,,,,,,,0,64,127,,
17906,note_on,21,0,1,,,,,,,,,,,,,,,,0,,,34,0
17915,note_on,9,0,1,,,,,,,,,,,,,,,,0,,,46,0
17929,note_on,14,0,1,,,,,,,,,,,,,,,,0,,,70,60
17934,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,62,8
17950,note_on,16,0,1,,,,,,,,,,,,,,,,0,,,41,0
17967,note_on,17,0,1,,,,,,,,,,,,,,,,0,,,62,0
17980,note_on,13,0,1,,,,,,,,,,,,,,,,0,,,74,48
17982,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,62,24
17982,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,65,59
18024,note_on,42,0,1,,,,,,,,,,,,,,,,0,,,65,0
18034,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,70,59
18048,note_on,14,0,1,,,,,,,,,,,,,,,,0,,,70,0
18068,note_on,20,0,1,,,,,,,,,,,,,,,,0,,,62,0
18075,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,74,0
18086,note_on,11,0,1,,,,,,,,,,,,,,,,0,,,62,0
18093,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,62,12
18095,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,65,42
18124,note_on,29,0,1,,,,,,,,,,,,,,,,0,,,65,0
18132,note_on,8,0,1,,,,,,,,,,,,,,,,0,,,70,0
18136,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,62,0
18145,note_on,9,0,1,,,,,,,,,,,,,,,,0,,,65,0
18146,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,34,62
18148,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,46,52
18150,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,41,46
18183,note_on,33,0,1,,,,,,,,,,,,,,,,0,,,34,0
18184,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,46,0
18187,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,41,0
18201,note_on,14,0,1,,,,,,,,,,,,,,,,0,,,62,43
18205,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,65,61
18220,note_on,15,0,1,,,,,,,,,,,,,,,,0,,,62,0
18226,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,65,0
18254,note_on,28,0,1,,,,,,,,,,,,,,,,0,,,70,53
18259,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,62,18
18260,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,65,18
18309,note_on,49,0,1,,,,,,,,,,,,,,,,0,,,74,61
18312,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,70,0
18340,note_on,28,0,1,,,,,,,,,,,,,,,,0,,,62,0
18355,note_on,15,0,1,,,,,,,,,,,,,,,,0,,,70,60
18410,note_on,55,0,1,,,,,,,,,,,,,,,,0,,,65,0
18412,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,65,51
18461,note_on,49,0,1,,,,,,,,,,,,,,,,0,,,74,0
18466,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,62,48
18473,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,70,0
18523,note_on,50,0,1,,,,,,,,,,,,,,,,0,,,70,74
18530,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,65,0
18538,note_on,8,0,1,,,,,,,,,,,,,,,,0,,,62,0
18559,note_on,21,0,1,,,,,,,,,,,,,,,,0,,,70,0
18568,note_on,9,0,1,,,,,,,,,,,,,,,,0,,,74,71
18578,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,74,0
18623,note_on,45,0,1,,,,,,,,,,,,,,,,0,,,77,60
18627,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,74,24
18633,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,77,0
18678,note_on,45,0,1,,,,,,,,,,,,,,,,0,,,74,74
18686,note_on,8,0,1,,,,,,,,,,,,,,,,0,,,74,0
18732,note_on,46,0,1,,,,,,,,,,,,,,,,0,,,70,71
18766,note_on,34,0,1,,,,,,,,,,,,,,,,0,,,74,0
18785,note_on,19,0,1,,,,,,,,,,,,,,,,0,,,34,74
18786,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,46,76
18788,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,41,69
18842,note_on,54,0,1,,,,,,,,,,,,,,,,0,,,74,73
18893,note_on,51,0,1,,,,,,,,,,,,,,,,0,,,77,47
18894,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,70,0
18899,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,34,0
18900,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,46,0
18911,note_on,11,0,1,,,,,,,,,,,,,,,,0,,,70,21
18917,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,41,0
18921,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,74,0
18922,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,77,0
18923,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,70,0
18947,note_on,24,0,1,,,,,,,,,,,,,,,,0,,,34,68
18947,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,70,71
18948,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,46,53
18948,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,80,72
18950,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,41,58
18951,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,74,71
18966,note_on,15,0,1,,,,,,,,,,,,,,,,0,,,34,0
18972,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,70,0
18973,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,80,0
19013,note_on,40,0,1,,,,,,,,,,,,,,,,0,,,46,0
19017,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,77,54
19062,note_on,45,0,1,,,,,,,,,,,,,,,,0,,,41,0
19067,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,74,0
19069,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,74,45
19075,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,77,0
19081,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,74,0
19116,note_on,35,0,1,,,,,,,,,,,,,,,,0,,,46,79
19116,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,34,76
19138,control_change,22,0,1,,,,,,,,,,,,,,,,0,64,0,,
19172,control_change,34,0,1,,,,,,,,,,,,,,,,0,64,127,,
19174,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,70,71
19176,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,67,50
19197,note_on,21,0,1,,,,,,,,,,,,,,,,0,,,34,0
19197,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,46,0
19227,note_on,30,0,1,,,,,,,,,,,,,,,,0,,,75,63
19231,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,67,36
19245,note_on,14,0,1,,,,,,,,,,,,,,,,0,,,70,0
19273,note_on,28,0,1,,,,,,,,,,,,,,,,0,,,67,0
19282,note_on,9,0,1,,,,,,,,,,,,,,,,0,,,67,59
19284,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,79,56
19337,note_on,53,0,1,,,,,,,,,,,,,,,,0,,,75,57
19344,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,75,0
19394,note_on,50,0,1,,,,,,,,,,,,,,,,0,,,67,42
19396,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,67,0
19400,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,79,0
19400,note_on,0,0,1,,,,,,,,,,,,,,,,0,,,67,0
19408,note_on,8,0,1,,,,,,,,,,,,,,,,0,,,75,0
19420,note_on,12,0,1,,,,,,,,,,,,,,,,0,,,67,0
19444,note_on,24,0,1,,,,,,,,,,,,,,,,0,,,34,60
19446,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,46,48
19450,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,41,53
19502,note_on,52,0,1,,,,,,,,,,,,,,,,0,,,66,51
19504,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,69,58
19510,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,34,0
19515,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,46,0
19558,note_on,43,0,1,,,,,,,,,,,,,,,,0,,,75,59
19565,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,41,0
19616,note_on,51,0,1,,,,,,,,,,,,,,,,0,,,78,57
19617,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,75,53
19655,note_on,38,0,1,,,,,,,,,,,,,,,,0,,,66,0
19664,note_on,9,0,1,,,,,,,,,,,,,,,,0,,,69,0
19673,note_on,9,0,1,,,,,,,,,,,,,,,,0,,,75,57
19727,note_on,54,0,1,,,,,,,,,,,,,,,,0,,,75,0
19728,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,69,50
19730,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,78,0
19737,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,75,0
19741,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,75,0
19748,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,69,0
19781,note_on,33,0,1,,,,,,,,,,,,,,,,0,,,34,59
19782,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,46,53
19786,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,41,41
19814,control_change,28,0,1,,,,,,,,,,,,,,,,0,64,0,,
19842,note_on,28,0,1,,,,,,,,,,,,,,,,0,,,70,57
19845,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,65,42
19850,control_change,5,0,1,,,,,,,,,,,,,,,,0,64,127,,
19867,note_on,17,0,1,,,,,,,,,,,,,,,,0,,,34,0
19880,note_on,13,0,1,,,,,,,,,,,,,,,,0,,,46,0
19898,note_on,18,0,1,,,,,,,,,,,,,,,,0,,,74,45
19926,note_on,28,0,1,,,,,,,,,,,,,,,,0,,,41,0
19947,note_on,21,0,1,,,,,,,,,,,,,,,,0,,,70,59
19953,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,77,24
19992,note_on,39,0,1,,,,,,,,,,,,,,,,0,,,70,0
19996,note_on,4,0,1,,,,,,,,,,,,,,,,0,,,65,0
20003,note_on,7,0,1,,,,,,,,,,,,,,,,0,,,65,16
20009,note_on,6,0,1,,,,,,,,,,,,,,,,0,,,74,38
20029,note_on,20,0,1,,,,,,,,,,,,,,,,0,,,74,0
20042,note_on,13,0,1,,,,,,,,,,,,,,,,0,,,70,0
20043,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,77,0
20056,note_on,13,0,1,,,,,,,,,,,,,,,,0,,,65,0
20058,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,70,57
20075,note_on,17,0,1,,,,,,,,,,,,,,,,0,,,74,0
20076,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,70,0
20109,note_on,33,0,1,,,,,,,,,,,,,,,,0,,,34,51
20111,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,46,42
20114,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,41,48
20167,note_on,53,0,1,,,,,,,,,,,,,,,,0,,,65,64
20185,note_on,18,0,1,,,,,,,,,,,,,,,,0,,,34,0
20221,note_on,36,0,1,,,,,,,,,,,,,,,,0,,,70,58
20232,note_on,11,0,1,,,,,,,,,,,,,,,,0,,,46,0
20277,note_on,45,0,1,,,,,,,,,,,,,,,,0,,,74,49
20279,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,65,40
20284,note_on,5,0,1,,,,,,,,,,,,,,,,0,,,62,28
20295,note_on,11,0,1,,,,,,,,,,,,,,,,0,,,41,0
20298,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,65,0
20311,note_on,13,0,1,,,,,,,,,,,,,,,,0,,,70,0
20336,note_on,25,0,1,,,,,,,,,,,,,,,,0,,,70,50
20367,note_on,31,0,1,,,,,,,,,,,,,,,,0,,,74,0
20377,note_on,10,0,1,,,,,,,,,,,,,,,,0,,,65,0
20380,note_on,3,0,1,,,,,,,,,,,,,,,,0,,,62,0
20395,note_on,15,0,1,,,,,,,,,,,,,,,,0,,,65,54
20412,note_on,17,0,1,,,,,,,,,,,,,,,,0,,,70,0
20414,note_on,2,0,1,,,,,,,,,,,,,,,,0,,,65,0
20443,note_on,29,0,1,,,,,,,,,,,,,,,,0,,,34,69
20444,note_on,1,0,1,,,,,,,,,,,,,,,,0,,,46,62
