tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,key,control,value,channel,program,note,velocity
76125,note_off,125,0,1,,,,,,,,,2,,65,96
76158,note_off,158,0,8,,,,,,,,,6,,77,64
76160,note_on,35,0,5,,,,,,,,,3,,65,96
76160,note_on,2,0,8,,,,,,,,,6,,81,64
76160,note_on,35,0,1,,,,,,,,,2,,69,96
76180,control_change,100,0,6,,,,,,,7,78,11,,,
76220,control_change,40,0,6,,,,,,,7,77,11,,,
76285,note_off,125,0,1,,,,,,,,,2,,69,96
76285,note_off,125,0,5,,,,,,,,,3,,65,96
76300,control_change,80,0,6,,,,,,,7,75,11,,,
76318,note_off,941,0,10,,,,,,,,,8,,77,101
76318,note_off,158,0,8,,,,,,,,,6,,81,64
76320,note_on,2,0,8,,,,,,,,,6,,86,84
76320,control_change,20,0,6,,,,,,,7,74,11,,,
76320,note_on,35,0,5,,,,,,,,,3,,69,96
76320,note_on,35,0,1,,,,,,,,,2,,72,96
76320,note_off,640,0,3,,,,,,,,,0,,65,100
76320,note_off,960,0,4,,,,,,,,,12,,65,100
76391,note_off,71,0,8,,,,,,,,,6,,86,84
76401,note_on,10,0,8,,,,,,,,,6,,84,81
76445,note_off,125,0,5,,,,,,,,,3,,69,96
76445,note_off,125,0,1,,,,,,,,,2,,72,96
76480,note_on,35,0,5,,,,,,,,,3,,65,96
76480,note_on,35,0,1,,,,,,,,,2,,69,96
76540,control_change,220,0,6,,,,,,,7,75,11,,,
76560,note_on,240,0,3,,,,,,,,,0,,60,100
76560,note_on,240,0,4,,,,,,,,,12,,60,100
76560,control_change,0,0,6,,,,,,,7,77,11,,,
76560,control_change,20,0,6,,,,,,,7,78,11,,,
76580,control_change,0,0,6,,,,,,,7,81,11,,,
76580,control_change,20,0,6,,,,,,,7,80,11,,,
76600,control_change,20,0,6,,,,,,,7,82,11,,,
76605,note_off,125,0,1,,,,,,,,,2,,69,96
76605,note_off,125,0,5,,,,,,,,,3,,65,96
76620,control_change,20,0,6,,,,,,,7,84,11,,,
76640,note_off,1280,0,9,,,,,,,,,7,,77,120
76640,note_on,35,0,5,,,,,,,,,3,,57,96
76640,control_change,0,0,6,,,,,,,7,87,11,,,
76640,note_on,35,0,1,,,,,,,,,2,,65,96
76640,note_on,0,0,2,,,,,,,,,1,,60,120
76640,note_on,0,0,9,,,,,,,,,7,,72,120
76640,control_change,1020,0,12,,,,,,,7,117,10,,,
76640,note_off,0,0,12,,,,,,,,,10,,53,98
76640,note_on,0,0,12,,,,,,,,,10,,48,98
76640,note_off,960,0,2,,,,,,,,,1,,65,120
76640,control_change,20,0,6,,,,,,,7,85,11,,,
76660,control_change,20,0,6,,,,,,,7,90,11,,,
76660,control_change,20,0,12,,,,,,,7,118,10,,,
76680,control_change,20,0,6,,,,,,,7,91,11,,,
76680,control_change,0,0,6,,,,,,,7,93,11,,,
76680,control_change,20,0,12,,,,,,,7,120,10,,,
76700,control_change,20,0,6,,,,,,,7,95,11,,,
76700,control_change,0,0,6,,,,,,,7,97,11,,,
76700,control_change,0,0,12,,,,,,,7,123,10,,,
76700,control_change,20,0,12,,,,,,,7,121,10,,,
76720,control_change,20,0,12,,,,,,,7,124,10,,,
76740,control_change,0,0,12,,,,,,,7,126,10,,,
76740,control_change,339,0,8,,,,,,,7,126,6,,,
76740,control_change,0,0,8,,,,,,,7,124,6,,,
76740,control_change,20,0,12,,,,,,,7,127,10,,,
76760,control_change,20,0,8,,,,,,,7,123,6,,,
76765,note_off,125,0,1,,,,,,,,,2,,65,96
76765,note_off,125,0,5,,,,,,,,,3,,57,96
76780,control_change,20,0,8,,,,,,,7,121,6,,,
76782,note_off,1870,0,11,,,,,,,,,11,,57,73
76783,note_off,83,0,6,,,,,,,,,11,,53,125
76800,note_on,0,0,2,,,,,,,,,1,,67,120
76800,note_off,240,0,4,,,,,,,,,12,,60,100
76800,note_off,60,0,12,,,,,,,,,10,,48,98
76800,note_on,0,0,12,,,,,,,,,10,,55,98
76800,note_on,0,0,7,,,,,,,,,4,,36,105
76800,note_on,0,0,4,,,,,,,,,12,,67,100
76800,note_off,160,0,2,,,,,,,,,1,,60,120
76800,note_off,960,0,7,,,,,,,,,4,,36,105
76800,note_on,0,0,3,,,,,,,,,0,,67,100
76800,note_off,240,0,3,,,,,,,,,0,,60,100
76800,note_on,18,0,11,,,,,,,,,11,,58,81
76800,note_off,160,0,9,,,,,,,,,7,,72,120
76800,note_off,20,0,8,,,,,,,,,6,,84,81
76800,note_on,0,0,9,,,,,,,,,7,,79,120
76824,note_on,41,0,6,,,,,,,,,11,,52,125
76860,control_change,60,0,8,,,,,,,7,120,6,,,
76920,control_change,60,0,8,,,,,,,7,119,6,,,
76960,note_on,195,0,5,,,,,,,,,3,,58,96
76960,note_on,195,0,1,,,,,,,,,2,,64,96
76980,control_change,60,0,8,,,,,,,7,117,6,,,
77085,note_off,125,0,5,,,,,,,,,3,,58,96
77085,note_off,125,0,1,,,,,,,,,2,,64,96
77120,note_on,35,0,1,,,,,,,,,2,,67,96
77120,control_change,140,0,8,,,,,,,7,116,6,,,
77120,note_on,35,0,5,,,,,,,,,3,,64,96
77153,note_on,835,0,10,,,,,,,,,8,,72,127
77167,note_on,47,0,8,,,,,,,,,6,,84,64
77240,control_change,440,0,12,,,,,,,7,124,10,,,
77240,control_change,0,0,12,,,,,,,7,126,10,,,
77245,note_off,125,0,5,,,,,,,,,3,,64,96
77245,note_off,125,0,1,,,,,,,,,2,,67,96
77260,control_change,20,0,12,,,,,,,7,123,10,,,
77272,note_off,119,0,10,,,,,,,,,8,,72,127
77279,note_on,112,0,8,,,,,,,,,6,,91,63
77280,note_on,8,0,10,,,,,,,,,8,,79,126
77280,note_on,35,0,1,,,,,,,,,2,,72,96
77280,note_on,35,0,5,,,,,,,,,3,,67,96
77280,control_change,20,0,12,,,,,,,7,121,10,,,
77285,note_off,6,0,8,,,,,,,,,6,,84,64
77320,control_change,40,0,12,,,,,,,7,120,10,,,
77360,control_change,40,0,12,,,,,,,7,118,10,,,
77360,control_change,0,0,12,,,,,,,7,117,10,,,
77400,control_change,40,0,12,,,,,,,7,115,10,,,
77400,control_change,0,0,12,,,,,,,7,114,10,,,
77405,note_off,125,0,1,,,,,,,,,2,,72,96
77405,note_off,125,0,5,,,,,,,,,3,,67,96
77440,note_on,35,0,1,,,,,,,,,2,,67,96
77440,note_on,35,0,5,,,,,,,,,3,,64,96
77448,note_on,163,0,8,,,,,,,,,6,,88,64
77452,note_off,4,0,8,,,,,,,,,6,,91,63
77460,control_change,60,0,12,,,,,,,7,113,10,,,
77565,note_off,125,0,1,,,,,,,,,2,,67,96
77565,note_off,125,0,5,,,,,,,,,3,,64,96
77600,note_on,0,0,9,,,,,,,,,7,,79,120
77600,note_off,800,0,9,,,,,,,,,7,,79,120
77600,note_on,0,0,2,,,,,,,,,1,,67,120
77600,note_off,800,0,2,,,,,,,,,1,,67,120
77600,note_off,800,0,3,,,,,,,,,0,,67,100
77600,note_on,35,0,5,,,,,,,,,3,,58,96
77600,note_on,0,0,12,,,,,,,,,10,,55,98
77600,note_on,0,0,4,,,,,,,,,12,,67,100
77600,note_off,140,0,12,,,,,,,,,10,,55,98
77600,note_on,35,0,1,,,,,,,,,2,,64,96
77600,note_on,0,0,3,,,,,,,,,0,,67,100
77600,note_off,800,0,4,,,,,,,,,12,,67,100
77606,note_off,154,0,8,,,,,,,,,6,,88,64
77616,note_on,10,0,8,,,,,,,,,6,,84,64
77700,control_change,876,0,6,,,,,,,7,95,11,,,
77720,control_change,20,0,6,,,,,,,7,94,11,,,
77725,note_off,125,0,5,,,,,,,,,3,,58,96
77725,note_off,125,0,1,,,,,,,,,2,,64,96
77760,note_off,160,0,9,,,,,,,,,7,,79,120
77760,note_off,160,0,4,,,,,,,,,12,,67,100
77760,note_on,0,0,4,,,,,,,,,12,,67,100
77760,note_on,0,0,9,,,,,,,,,7,,79,120
77760,note_off,960,0,7,,,,,,,,,4,,36,105
77760,control_change,40,0,6,,,,,,,7,93,11,,,
77760,note_off,160,0,2,,,,,,,,,1,,67,120
77760,note_off,160,0,3,,,,,,,,,0,,67,100
77760,note_on,0,0,3,,,,,,,,,0,,67,100
77760,note_off,160,0,12,,,,,,,,,10,,55,98
77760,note_on,0,0,12,,,,,,,,,10,,55,98
77760,note_on,0,0,2,,,,,,,,,1,,67,120
77760,note_on,0,0,7,,,,,,,,,4,,36,105
77770,note_on,154,0,8,,,,,,,,,6,,91,80
77774,note_off,4,0,8,,,,,,,,,6,,84,64
77800,control_change,26,0,8,,,,,,,7,117,6,,,
77880,control_change,80,0,8,,,,,,,7,119,6,,,
77880,control_change,120,0,9,,,,,,,7,114,7,,,
77920,note_off,160,0,12,,,,,,,,,10,,55,98
77920,note_on,0,0,3,,,,,,,,,0,,66,100
77920,note_off,160,0,3,,,,,,,,,0,,67,100
77920,note_on,0,0,12,,,,,,,,,10,,54,98
77920,note_on,195,0,1,,,,,,,,,2,,64,96
77920,note_off,160,0,2,,,,,,,,,1,,67,120
77920,note_on,0,0,2,,,,,,,,,1,,66,120
77920,note_off,40,0,9,,,,,,,,,7,,79,120
77920,note_on,0,0,9,,,,,,,,,7,,78,120
77920,note_off,160,0,4,,,,,,,,,12,,67,100
77920,note_on,195,0,5,,,,,,,,,3,,58,96
77920,note_on,0,0,4,,,,,,,,,12,,66,100
77940,control_change,180,0,6,,,,,,,7,91,11,,,
77940,control_change,60,0,8,,,,,,,7,120,6,,,
77960,control_change,20,0,8,,,,,,,7,121,6,,,
78020,control_change,80,0,6,,,,,,,7,90,11,,,
78020,control_change,60,0,8,,,,,,,7,123,6,,,
78045,note_off,125,0,1,,,,,,,,,2,,64,96
78045,note_off,125,0,5,,,,,,,,,3,,58,96
78060,control_change,40,0,8,,,,,,,7,124,6,,,
78060,control_change,40,0,6,,,,,,,7,88,11,,,
78080,note_off,160,0,2,,,,,,,,,1,,66,120
78080,note_off,160,0,9,,,,,,,,,7,,78,120
78080,note_on,0,0,9,,,,,,,,,7,,79,120
78080,control_change,20,0,8,,,,,,,7,126,6,,,
78080,note_on,35,0,5,,,,,,,,,3,,64,96
78080,note_on,0,0,2,,,,,,,,,1,,67,120
78080,note_off,160,0,4,,,,,,,,,12,,66,100
78080,note_on,0,0,4,,,,,,,,,12,,67,100
78080,note_on,0,0,3,,,,,,,,,0,,67,100
78080,note_off,160,0,3,,,,,,,,,0,,66,100
78080,note_off,160,0,12,,,,,,,,,10,,54,98
78080,note_on,35,0,1,,,,,,,,,2,,67,96
78080,note_on,0,0,12,,,,,,,,,10,,55,98
78100,control_change,20,0,8,,,,,,,7,127,6,,,
78140,control_change,0,0,12,,,,,,,7,115,10,,,
78140,control_change,60,0,12,,,,,,,7,114,10,,,
78160,control_change,20,0,12,,,,,,,7,117,10,,,
78180,control_change,0,0,12,,,,,,,7,123,10,,,
78180,control_change,20,0,12,,,,,,,7,120,10,,,
78200,control_change,0,0,12,,,,,,,7,126,10,,,
78200,control_change,140,0,6,,,,,,,7,87,11,,,
78200,control_change,20,0,12,,,,,,,7,127,10,,,
78205,note_off,125,0,5,,,,,,,,,3,,64,96
78205,note_off,125,0,1,,,,,,,,,2,,67,96
78240,note_on,35,0,1,,,,,,,,,2,,72,96
78240,note_off,160,0,3,,,,,,,,,0,,67,100
78240,note_on,0,0,3,,,,,,,,,0,,70,100
78240,note_off,160,0,2,,,,,,,,,1,,67,120
78240,note_off,160,0,9,,,,,,,,,7,,79,120
78240,note_off,160,0,4,,,,,,,,,12,,67,100
78240,note_on,0,0,2,,,,,,,,,1,,70,120
78240,note_on,0,0,9,,,,,,,,,7,,82,120
78240,note_on,35,0,5,,,,,,,,,3,,67,96
78240,note_off,40,0,12,,,,,,,,,10,,55,98
78240,note_on,0,0,4,,,,,,,,,12,,70,100
78240,note_on,0,0,12,,,,,,,,,10,,58,98
78244,note_off,964,0,10,,,,,,,,,8,,79,126
78320,control_change,220,0,8,,,,,,,7,126,6,,,
78340,control_change,20,0,8,,,,,,,7,124,6,,,
78360,control_change,20,0,8,,,,,,,7,123,6,,,
78365,note_off,125,0,1,,,,,,,,,2,,72,96
78365,note_off,125,0,5,,,,,,,,,3,,67,96
78380,control_change,180,0,6,,,,,,,7,85,11,,,
78400,control_change,40,0,8,,,,,,,7,121,6,,,
78400,note_on,0,0,4,,,,,,,,,12,,69,100
78400,note_off,160,0,2,,,,,,,,,1,,70,120
78400,note_off,160,0,9,,,,,,,,,7,,82,120
78400,note_on,0,0,9,,,,,,,,,7,,81,120
78400,note_on,0,0,2,,,,,,,,,1,,69,120
78400,note_on,35,0,5,,,,,,,,,3,,64,96
78400,note_off,160,0,4,,,,,,,,,12,,70,100
78400,note_on,0,0,8,,,,,,,,,6,,84,64
78400,note_on,35,0,1,,,,,,,,,2,,67,96
78400,note_off,160,0,12,,,,,,,,,10,,58,98
78400,note_off,160,0,3,,,,,,,,,0,,70,100
78400,note_on,0,0,3,,,,,,,,,0,,69,100
78400,note_on,0,0,12,,,,,,,,,10,,57,98
78409,note_off,9,0,8,,,,,,,,,6,,91,80
78440,control_change,31,0,8,,,,,,,7,120,6,,,
78520,control_change,80,0,8,,,,,,,7,119,6,,,
78520,control_change,140,0,6,,,,,,,7,84,11,,,
78525,note_off,125,0,1,,,,,,,,,2,,67,96
78525,note_off,125,0,5,,,,,,,,,3,,64,96
78540,control_change,20,0,8,,,,,,,7,117,6,,,
78558,note_off,18,0,8,,,,,,,,,6,,84,64
78560,note_off,160,0,4,,,,,,,,,12,,69,100
78560,note_on,0,0,4,,,,,,,,,12,,67,100
78560,note_on,0,0,9,,,,,,,,,7,,79,120
78560,note_off,160,0,3,,,,,,,,,0,,69,100
78560,note_off,160,0,2,,,,,,,,,1,,69,120
78560,note_on,0,0,2,,,,,,,,,1,,67,120
78560,note_off,160,0,9,,,,,,,,,7,,81,120
78560,note_on,0,0,12,,,,,,,,,10,,55,98
78560,note_off,160,0,12,,,,,,,,,10,,57,98
78560,note_on,35,0,1,,,,,,,,,2,,64,96
78560,note_on,0,0,3,,,,,,,,,0,,67,100
78560,note_on,35,0,5,,,,,,,,,3,,58,96
78568,note_on,10,0,8,,,,,,,,,6,,82,64
78580,control_change,20,0,3,,,,,,,7,95,0,,,
78580,control_change,12,0,8,,,,,,,7,116,6,,,
78580,control_change,60,0,6,,,,,,,7,82,11,,,
78580,control_change,20,0,2,,,,,,,7,95,1,,,
78660,control_change,80,0,6,,,,,,,7,81,11,,,
78671,note_off,11,0,6,,,,,,,,,11,,52,125
78680,control_change,100,0,8,,,,,,,7,117,6,,,
78680,control_change,9,0,6,,,,,,,7,80,11,,,
78685,note_off,125,0,5,,,,,,,,,3,,58,96
78685,note_off,125,0,1,,,,,,,,,2,,64,96
78710,note_off,1910,0,11,,,,,,,,,11,,58,81
78712,note_on,32,0,6,,,,,,,,,11,,50,127
78720,note_off,960,0,7,,,,,,,,,4,,36,105
78720,note_off,140,0,2,,,,,,,,,1,,67,120
78720,note_on,0,0,7,,,,,,,,,4,,38,105
78720,note_on,0,0,12,,,,,,,,,10,,53,98
78720,note_off,160,0,12,,,,,,,,,10,,55,98
78720,note_off,140,0,3,,,,,,,,,0,,67,100
78720,note_off,160,0,9,,,,,,,,,7,,79,120
78720,note_on,0,0,2,,,,,,,,,1,,65,120
78720,control_change,0,0,2,,,,,,,7,97,1,,,
78720,note_on,0,0,9,,,,,,,,,7,,77,120
78720,note_off,40,0,8,,,,,,,,,6,,82,64
78720,control_change,0,0,8,,,,,,,7,119,6,,,
78720,note_on,0,0,8,,,,,,,,,6,,81,61
78720,note_on,0,0,4,,,,,,,,,12,,65,100
78720,note_off,160,0,4,,,,,,,,,12,,67,100
78720,control_change,0,0,3,,,,,,,7,97,0,,,
78720,note_on,0,0,3,,,,,,,,,0,,65,100
78728,note_on,18,0,11,,,,,,,,,11,,57,123
78780,control_change,60,0,2,,,,,,,7,98,1,,,
78780,control_change,60,0,8,,,,,,,7,120,6,,,
78780,control_change,60,0,3,,,,,,,7,98,0,,,
78840,control_change,120,0,12,,,,,,,7,121,10,,,
78880,note_on,195,0,1,,,,,,,,,2,,62,96
78880,note_on,195,0,5,,,,,,,,,3,,57,96
78900,control_change,120,0,2,,,,,,,7,100,1,,,
78900,control_change,120,0,8,,,,,,,7,121,6,,,
78900,control_change,0,0,8,,,,,,,7,123,6,,,
78900,control_change,120,0,3,,,,,,,7,100,0,,,
78920,control_change,20,0,8,,,,,,,7,124,6,,,
78940,control_change,20,0,8,,,,,,,7,126,6,,,
78980,control_change,40,0,8,,,,,,,7,127,6,,,
79000,control_change,160,0,12,,,,,,,7,120,10,,,
79005,note_off,125,0,1,,,,,,,,,2,,62,96
79005,note_off,125,0,5,,,,,,,,,3,,57,96
79020,control_change,20,0,12,,,,,,,7,118,10,,,
79040,note_on,35,0,1,,,,,,,,,2,,65,96
79040,note_on,35,0,5,,,,,,,,,3,,62,96
79085,note_on,841,0,10,,,,,,,,,8,,74,114
79100,control_change,200,0,3,,,,,,,7,101,0,,,
79100,control_change,200,0,2,,,,,,,7,101,1,,,
79165,note_off,125,0,1,,,,,,,,,2,,65,96
79165,note_off,125,0,5,,,,,,,,,3,,62,96
79180,control_change,160,0,12,,,,,,,7,117,10,,,
79200,note_on,35,0,1,,,,,,,,,2,,69,96
79200,note_on,35,0,5,,,,,,,,,3,,65,96
79203,note_off,118,0,10,,,,,,,,,8,,74,114
79214,note_on,11,0,10,,,,,,,,,8,,81,97
79220,control_change,240,0,8,,,,,,,7,126,6,,,
79240,control_change,20,0,8,,,,,,,7,123,6,,,
79240,control_change,0,0,8,,,,,,,7,124,6,,,
79260,control_change,20,0,8,,,,,,,7,121,6,,,
79300,control_change,40,0,8,,,,,,,7,120,6,,,
79325,note_off,125,0,1,,,,,,,,,2,,69,96
79325,note_off,125,0,5,,,,,,,,,3,,65,96
79360,note_on,35,0,5,,,,,,,,,3,,62,96
79360,note_on,35,0,1,,,,,,,,,2,,65,96
79485,note_off,125,0,1,,,,,,,,,2,,65,96
79485,note_off,125,0,5,,,,,,,,,3,,62,96
79520,note_on,35,0,5,,,,,,,,,3,,57,96
79520,note_on,35,0,1,,,,,,,,,2,,62,96
79580,control_change,400,0,12,,,,,,,7,115,10,,,
79580,control_change,0,0,12,,,,,,,7,114,10,,,
79600,control_change,20,0,12,,,,,,,7,113,10,,,
79620,control_change,20,0,12,,,,,,,7,111,10,,,
79645,note_off,125,0,5,,,,,,,,,3,,57,96
79645,note_off,125,0,1,,,,,,,,,2,,62,96
79680,note_on,0,0,7,,,,,,,,,4,,38,105
79680,note_off,960,0,7,,,,,,,,,4,,38,105
79720,control_change,100,0,12,,,,,,,7,110,10,,,
79780,control_change,60,0,12,,,,,,,7,108,10,,,
79840,note_on,195,0,1,,,,,,,,,2,,57,96
79840,note_on,195,0,5,,,,,,,,,3,,53,64
79860,control_change,80,0,12,,,,,,,7,107,10,,,
79940,control_change,1228,0,6,,,,,,,7,81,11,,,
79965,note_off,125,0,1,,,,,,,,,2,,57,96
79980,control_change,40,0,6,,,,,,,7,82,11,,,
79998,note_off,158,0,5,,,,,,,,,3,,53,64
80000,note_on,2,0,5,,,,,,,,,3,,57,96
80000,control_change,140,0,12,,,,,,,7,105,10,,,
80000,note_on,35,0,1,,,,,,,,,2,,62,96
80020,control_change,40,0,6,,,,,,,7,84,11,,,
80020,control_change,20,0,12,,,,,,,7,104,10,,,
80060,control_change,40,0,12,,,,,,,7,102,10,,,
80080,control_change,60,0,6,,,,,,,7,85,11,,,
80089,note_off,1369,0,9,,,,,,,,,7,,77,120
80100,control_change,20,0,6,,,,,,,7,87,11,,,
80117,note_off,1389,0,11,,,,,,,,,11,,57,123
80125,note_off,125,0,1,,,,,,,,,2,,62,96
80125,note_off,125,0,5,,,,,,,,,3,,57,96
80132,note_off,832,0,8,,,,,,,,,6,,81,61
80152,note_on,20,0,8,,,,,,,,,6,,77,64
80160,note_on,35,0,1,,,,,,,,,2,,65,96
80160,note_on,0,0,4,,,,,,,,,12,,65,100
80160,note_off,1060,0,3,,,,,,,,,0,,65,100
80160,note_on,0,0,3,,,,,,,,,0,,65,100
80160,note_on,35,0,5,,,,,,,,,3,,62,96
80160,note_off,1440,0,4,,,,,,,,,12,,65,100
80160,note_on,0,0,2,,,,,,,,,1,,65,120
80160,note_on,71,0,9,,,,,,,,,7,,77,111
80160,note_on,0,0,12,,,,,,,,,10,,53,98
80160,control_change,60,0,6,,,,,,,7,88,11,,,
80160,note_off,1060,0,2,,,,,,,,,1,,65,120
80160,note_off,100,0,12,,,,,,,,,10,,53,98
80160,note_on,43,0,11,,,,,,,,,11,,62,91
80180,control_change,20,0,6,,,,,,,7,90,11,,,
80220,control_change,40,0,6,,,,,,,7,91,11,,,
80260,control_change,100,0,12,,,,,,,7,101,10,,,
80285,note_off,125,0,1,,,,,,,,,2,,65,96
80285,note_off,125,0,5,,,,,,,,,3,,62,96
80320,note_on,35,0,5,,,,,,,,,3,,57,96
80320,note_on,35,0,1,,,,,,,,,2,,62,96
80340,control_change,120,0,6,,,,,,,7,93,11,,,
80445,note_off,125,0,5,,,,,,,,,3,,57,96
80445,note_off,125,0,1,,,,,,,,,2,,62,96
80480,control_change,220,0,12,,,,,,,7,102,10,,,
80480,control_change,140,0,6,,,,,,,7,94,11,,,
80480,note_on,35,0,1,,,,,,,,,2,,57,96
80480,note_on,35,0,5,,,,,,,,,3,,53,64
80500,control_change,20,0,12,,,,,,,7,104,10,,,
80560,control_change,80,0,6,,,,,,,7,95,11,,,
80580,control_change,80,0,12,,,,,,,7,105,10,,,
80600,control_change,448,0,8,,,,,,,7,121,6,,,
80600,control_change,20,0,12,,,,,,,7,107,10,,,
80605,note_off,125,0,1,,,,,,,,,2,,57,96
80618,note_off,458,0,11,,,,,,,,,11,,62,91
80620,control_change,0,0,12,,,,,,,7,111,10,,,
80620,control_change,20,0,12,,,,,,,7,108,10,,,
80620,control_change,20,0,8,,,,,,,7,123,6,,,
80630,note_off,10,0,8,,,,,,,,,6,,77,64
80631,note_off,71,0,6,,,,,,,,,11,,50,127
80638,note_off,158,0,5,,,,,,,,,3,,53,64
80640,note_off,1426,0,10,,,,,,,,,8,,81,97
80640,note_off,480,0,3,,,,,,,,,0,,65,100
80640,note_off,20,0,12,,,,,,,,,10,,53,98
80640,note_on,0,0,3,,,,,,,,,0,,67,100
80640,note_on,0,0,2,,,,,,,,,1,,67,120
80640,note_off,480,0,2,,,,,,,,,1,,65,120
80640,note_on,0,0,4,,,,,,,,,12,,67,100
80640,note_off,480,0,4,,,,,,,,,12,,65,100
80640,note_on,0,0,9,,,,,,,,,7,,79,120
80640,note_off,480,0,9,,,,,,,,,7,,77,111
80640,note_on,0,0,7,,,,,,,,,4,,36,105
80640,note_off,960,0,7,,,,,,,,,4,,38,105
80640,control_change,0,0,12,,,,,,,7,113,10,,,
80640,note_on,0,0,12,,,,,,,,,10,,55,98
80660,control_change,30,0,8,,,,,,,7,124,6,,,
80667,note_on,49,0,11,,,,,,,,,11,,64,88
80667,note_on,36,0,6,,,,,,,,,11,,60,127
80680,control_change,20,0,8,,,,,,,7,126,6,,,
80740,control_change,60,0,8,,,,,,,7,127,6,,,
80800,note_on,162,0,5,,,,,,,,,3,,55,96
80800,note_on,195,0,1,,,,,,,,,2,,60,96
80925,note_off,125,0,5,,,,,,,,,3,,55,96
80925,note_off,125,0,1,,,,,,,,,2,,60,96
80960,note_on,35,0,1,,,,,,,,,2,,64,96
80960,note_on,35,0,5,,,,,,,,,3,,60,96
81007,note_on,267,0,8,,,,,,,,,6,,84,64
81018,note_on,378,0,10,,,,,,,,,8,,72,127
81085,note_off,125,0,1,,,,,,,,,2,,64,96
81085,note_off,125,0,5,,,,,,,,,3,,60,96
81111,note_off,93,0,10,,,,,,,,,8,,72,127
81119,note_on,112,0,8,,,,,,,,,6,,91,63
81120,note_on,35,0,1,,,,,,,,,2,,67,96
81120,note_on,35,0,5,,,,,,,,,3,,64,96
81120,note_on,9,0,10,,,,,,,,,8,,79,127
81125,note_off,6,0,8,,,,,,,,,6,,84,64
81245,note_off,125,0,1,,,,,,,,,2,,67,96
81245,note_off,125,0,5,,,,,,,,,3,,64,96
81280,note_on,35,0,1,,,,,,,,,2,,64,96
81280,note_on,35,0,5,,,,,,,,,3,,60,96
81288,note_on,163,0,8,,,,,,,,,6,,88,64
81292,note_off,4,0,8,,,,,,,,,6,,91,63
81405,note_off,125,0,1,,,,,,,,,2,,64,96
81405,note_off,125,0,5,,,,,,,,,3,,60,96
81440,note_on,35,0,1,,,,,,,,,2,,60,96
81440,note_on,0,0,4,,,,,,,,,12,,67,100
81440,note_off,800,0,4,,,,,,,,,12,,67,100
81440,note_off,800,0,3,,,,,,,,,0,,67,100
81440,note_off,800,0,2,,,,,,,,,1,,67,120
81440,note_on,0,0,12,,,,,,,,,10,,55,98
81440,note_on,35,0,5,,,,,,,,,3,,55,96
81440,note_off,800,0,12,,,,,,,,,10,,55,98
81440,note_on,0,0,9,,,,,,,,,7,,79,120
81440,note_on,0,0,2,,,,,,,,,1,,67,120
81440,note_on,0,0,3,,,,,,,,,0,,67,100
81440,note_off,800,0,9,,,,,,,,,7,,79,120
81446,note_off,154,0,8,,,,,,,,,6,,88,64
81456,note_on,10,0,8,,,,,,,,,6,,84,64
81480,control_change,813,0,6,,,,,,,7,97,11,,,
81480,control_change,0,0,6,,,,,,,7,98,11,,,
81500,control_change,60,0,3,,,,,,,7,103,0,,,
81500,control_change,20,0,6,,,,,,,7,100,11,,,
81500,control_change,60,0,2,,,,,,,7,103,1,,,
81520,control_change,20,0,3,,,,,,,7,104,0,,,
81520,control_change,0,0,12,,,,,,,7,115,10,,,
81520,control_change,80,0,12,,,,,,,7,114,10,,,
81520,control_change,20,0,2,,,,,,,7,104,1,,,
81540,control_change,20,0,12,,,,,,,7,117,10,,,
81560,control_change,40,0,3,,,,,,,7,106,0,,,
81560,control_change,20,0,12,,,,,,,7,118,10,,,
81560,control_change,40,0,2,,,,,,,7,106,1,,,
81560,control_change,60,0,6,,,,,,,7,101,11,,,
81565,note_off,125,0,5,,,,,,,,,3,,55,96
81565,note_off,125,0,1,,,,,,,,,2,,60,96
81580,control_change,140,0,4,,,,,,,7,96,12,,,
81600,note_on,144,0,8,,,,,,,,,6,,81,82
81600,note_on,0,0,4,,,,,,,,,12,,69,100
81600,note_off,40,0,3,,,,,,,,,0,,67,100
81600,control_change,20,0,4,,,,,,,7,98,12,,,
81600,note_on,0,0,9,,,,,,,,,7,,81,120
81600,note_off,40,0,2,,,,,,,,,1,,67,120
81600,note_on,40,0,6,,,,,,,,,11,,61,127
81600,note_on,0,0,3,,,,,,,,,0,,69,100
81600,note_off,0,0,4,,,,,,,,,12,,67,100
81600,note_off,160,0,9,,,,,,,,,7,,79,120
81600,note_on,0,0,2,,,,,,,,,1,,69,120
81600,note_off,40,0,12,,,,,,,,,10,,55,98
81600,note_on,0,0,12,,,,,,,,,10,,57,98
81600,note_off,960,0,7,,,,,,,,,4,,36,105
81600,note_on,0,0,7,,,,,,,,,4,,33,105
81610,note_off,490,0,10,,,,,,,,,8,,79,127
81614,note_off,14,0,8,,,,,,,,,6,,84,64
81623,note_off,23,0,6,,,,,,,,,11,,60,127
81640,control_change,40,0,3,,,,,,,7,107,0,,,
81640,control_change,17,0,6,,,,,,,7,103,11,,,
81640,control_change,40,0,2,,,,,,,7,107,1,,,
81740,control_change,140,0,4,,,,,,,7,99,12,,,
81760,note_on,195,0,1,,,,,,,,,2,,61,96
81760,note_on,195,0,5,,,,,,,,,3,,57,96
81860,note_off,246,0,8,,,,,,,,,6,,81,82
81885,note_off,125,0,5,,,,,,,,,3,,57,96
