tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity,pitch
325424,note_on,,,,,0,0,11,,,,,10,,,55,126,
325424,control_change,,,,,24,0,1,,,11,94,0,,,,,
325424,note_off,,,,,48,0,9,,,,,8,,,59,0,
325424,note_on,,,,,0,0,9,,,,,8,,,59,126,
325432,control_change,,,,,24,0,2,,,11,91,1,,,,,
325432,control_change,,,,,16,0,3,,,11,95,2,,,,,
325440,control_change,,,,,16,0,1,,,11,95,0,,,,,
325440,note_on,,,,,0,0,12,,,,,11,,,52,126,
325440,note_off,,,,,48,0,12,,,,,11,,,52,0,
325456,note_on,,,,,0,0,8,,,,,7,,,64,125,
325456,note_off,,,,,48,0,8,,,,,7,,,64,0,
325456,note_on,,,,,0,0,13,,,,,12,,,40,126,
325456,note_off,,,,,48,0,13,,,,,12,,,40,0,
325464,control_change,,,,,32,0,3,,,11,96,2,,,,,
325472,control_change,,,,,40,0,2,,,11,92,1,,,,,
325472,note_on,,,,,0,0,9,,,,,8,,,59,111,
325472,note_off,,,,,48,0,9,,,,,8,,,59,0,
325472,control_change,,,,,32,0,1,,,11,96,0,,,,,
325472,note_on,,,,,0,0,11,,,,,10,,,55,111,
325472,note_off,,,,,48,0,11,,,,,10,,,55,0,
325488,note_off,,,,,48,0,12,,,,,11,,,52,0,
325488,note_on,,,,,0,0,12,,,,,11,,,52,124,
325504,note_off,,,,,48,0,13,,,,,12,,,40,0,
325504,note_on,,,,,0,0,13,,,,,12,,,40,124,
325504,note_on,,,,,0,0,8,,,,,7,,,64,123,
325504,note_off,,,,,48,0,8,,,,,7,,,64,0,
325520,note_off,,,,,48,0,9,,,,,8,,,59,0,
325520,note_on,,,,,0,0,9,,,,,8,,,59,125,
325520,note_off,,,,,48,0,11,,,,,10,,,55,0,
325520,note_on,,,,,0,0,11,,,,,10,,,55,125,
325528,control_change,,,,,216,0,7,,,11,92,6,,,,,
325536,control_change,,,,,8,0,7,,,11,90,6,,,,,
325536,note_on,,,,,0,0,12,,,,,11,,,52,123,
325536,note_off,,,,,48,0,12,,,,,11,,,52,0,
325544,control_change,,,,,8,0,7,,,11,87,6,,,,,
325552,note_off,,,,,48,0,13,,,,,12,,,40,0,
325552,control_change,,,,,8,0,7,,,11,85,6,,,,,
325552,note_on,,,,,0,0,8,,,,,7,,,64,113,
325552,note_on,,,,,0,0,13,,,,,12,,,40,123,
325552,note_off,,,,,48,0,8,,,,,7,,,64,0,
325560,control_change,,,,,96,0,3,,,11,92,2,,,,,
325560,control_change,,,,,296,0,4,,,11,92,3,,,,,
325560,control_change,,,,,8,0,7,,,11,83,6,,,,,
325560,control_change,,,,,256,0,6,,,11,92,5,,,,,
325568,control_change,,,,,8,0,6,,,11,90,5,,,,,
325568,control_change,,,,,8,0,7,,,11,80,6,,,,,
325568,control_change,,,,,8,0,3,,,11,90,2,,,,,
325568,control_change,,,,,96,0,2,,,11,90,1,,,,,
325568,note_on,,,,,0,0,11,,,,,10,,,55,115,
325568,note_on,,,,,0,0,9,,,,,8,,,59,115,
325568,note_off,,,,,48,0,11,,,,,10,,,55,0,
325568,control_change,,,,,96,0,1,,,11,92,0,,,,,
325568,control_change,,,,,8,0,4,,,11,90,3,,,,,
325568,note_off,,,,,48,0,9,,,,,8,,,59,0,
325576,control_change,,,,,8,0,3,,,11,87,2,,,,,
325576,control_change,,,,,8,0,1,,,11,90,0,,,,,
325576,control_change,,,,,8,0,7,,,11,79,6,,,,,
325576,control_change,,,,,8,0,4,,,11,87,3,,,,,
325576,control_change,,,,,8,0,6,,,11,87,5,,,,,
325576,control_change,,,,,8,0,2,,,11,87,1,,,,,
325584,control_change,,,,,8,0,1,,,11,87,0,,,,,
325584,note_on,,,,,0,0,12,,,,,11,,,52,122,
325584,note_off,,,,,48,0,12,,,,,11,,,52,0,
325584,control_change,,,,,8,0,6,,,11,85,5,,,,,
325584,control_change,,,,,8,0,4,,,11,85,3,,,,,
325584,control_change,,,,,8,0,3,,,11,85,2,,,,,
325584,control_change,,,,,8,0,7,,,11,76,6,,,,,
325584,control_change,,,,,8,0,2,,,11,85,1,,,,,
325592,control_change,,,,,8,0,1,,,11,85,0,,,,,
325592,control_change,,,,,8,0,6,,,11,83,5,,,,,
325592,control_change,,,,,8,0,4,,,11,83,3,,,,,
325592,control_change,,,,,8,0,7,,,11,74,6,,,,,
325592,control_change,,,,,8,0,2,,,11,83,1,,,,,
325592,control_change,,,,,8,0,3,,,11,83,2,,,,,
325600,control_change,,,,,8,0,2,,,11,80,1,,,,,
325600,control_change,,,,,8,0,6,,,11,80,5,,,,,
325600,control_change,,,,,8,0,1,,,11,83,0,,,,,
325600,note_on,,,,,0,0,8,,,,,7,,,64,109,
325600,note_off,,,,,48,0,8,,,,,7,,,64,0,
325600,control_change,,,,,8,0,3,,,11,80,2,,,,,
325600,note_off,,,,,48,0,13,,,,,12,,,40,0,
325600,note_on,,,,,0,0,13,,,,,12,,,40,122,
325600,control_change,,,,,8,0,7,,,11,73,6,,,,,
325600,control_change,,,,,8,0,4,,,11,80,3,,,,,
325608,control_change,,,,,8,0,4,,,11,79,3,,,,,
325608,control_change,,,,,8,0,3,,,11,79,2,,,,,
325608,control_change,,,,,8,0,7,,,11,71,6,,,,,
325608,control_change,,,,,8,0,2,,,11,79,1,,,,,
325608,control_change,,,,,8,0,6,,,11,79,5,,,,,
325608,control_change,,,,,8,0,1,,,11,80,0,,,,,
325616,note_off,,,,,48,0,9,,,,,8,,,59,0,
325616,note_on,,,,,0,0,9,,,,,8,,,59,111,
325616,control_change,,,,,8,0,7,,,11,70,6,,,,,
325616,control_change,,,,,8,0,6,,,11,76,5,,,,,
325616,control_change,,,,,8,0,4,,,11,76,3,,,,,
325616,control_change,,,,,8,0,1,,,11,79,0,,,,,
325616,note_on,,,,,0,0,11,,,,,10,,,55,111,
325616,note_off,,,,,48,0,11,,,,,10,,,55,0,
325616,control_change,,,,,8,0,3,,,11,76,2,,,,,
325616,control_change,,,,,8,0,2,,,11,76,1,,,,,
325624,control_change,,,,,8,0,7,,,11,68,6,,,,,
325624,control_change,,,,,8,0,1,,,11,76,0,,,,,
325624,control_change,,,,,8,0,4,,,11,74,3,,,,,
325624,control_change,,,,,8,0,3,,,11,74,2,,,,,
325624,control_change,,,,,8,0,6,,,11,74,5,,,,,
325624,control_change,,,,,8,0,2,,,11,74,1,,,,,
325632,note_on,,,,,0,0,12,,,,,11,,,52,118,
325632,control_change,,,,,8,0,4,,,11,73,3,,,,,
325632,control_change,,,,,296,0,5,,,11,92,4,,,,,
325632,control_change,,,,,8,0,6,,,11,73,5,,,,,
325632,control_change,,,,,8,0,3,,,11,73,2,,,,,
325632,control_change,,,,,8,0,1,,,11,74,0,,,,,
325632,control_change,,,,,8,0,7,,,11,67,6,,,,,
325632,note_off,,,,,48,0,12,,,,,11,,,52,0,
325632,control_change,,,,,8,0,2,,,11,73,1,,,,,
325640,control_change,,,,,8,0,6,,,11,71,5,,,,,
325640,control_change,,,,,8,0,7,,,11,66,6,,,,,
325640,control_change,,,,,8,0,4,,,11,71,3,,,,,
325640,control_change,,,,,8,0,3,,,11,71,2,,,,,
325640,control_change,,,,,8,0,5,,,11,90,4,,,,,
325640,control_change,,,,,8,0,2,,,11,71,1,,,,,
325640,control_change,,,,,8,0,1,,,11,73,0,,,,,
325648,control_change,,,,,8,0,2,,,11,70,1,,,,,
325648,note_on,,,,,0,0,13,,,,,12,,,40,118,
325648,control_change,,,,,8,0,3,,,11,70,2,,,,,
325648,control_change,,,,,8,0,1,,,11,71,0,,,,,
325648,note_on,,,,,0,0,8,,,,,7,,,64,97,
325648,note_off,,,,,48,0,13,,,,,12,,,40,0,
325648,control_change,,,,,8,0,4,,,11,70,3,,,,,
325648,control_change,,,,,8,0,6,,,11,70,5,,,,,
325648,control_change,,,,,8,0,5,,,11,87,4,,,,,
325648,control_change,,,,,8,0,7,,,11,64,6,,,,,
325648,note_off,,,,,48,0,8,,,,,7,,,64,0,
325656,control_change,,,,,8,0,1,,,11,70,0,,,,,
325656,control_change,,,,,8,0,4,,,11,68,3,,,,,
325656,control_change,,,,,8,0,6,,,11,68,5,,,,,
325656,control_change,,,,,8,0,5,,,11,85,4,,,,,
325656,control_change,,,,,8,0,7,,,11,63,6,,,,,
325656,control_change,,,,,8,0,2,,,11,68,1,,,,,
325656,control_change,,,,,8,0,3,,,11,68,2,,,,,
325664,note_on,,,,,0,0,11,,,,,10,,,55,101,
325664,note_off,,,,,48,0,11,,,,,10,,,55,0,
325664,control_change,,,,,8,0,4,,,11,67,3,,,,,
325664,note_off,,,,,48,0,9,,,,,8,,,59,0,
325664,control_change,,,,,8,0,6,,,11,67,5,,,,,
325664,control_change,,,,,8,0,3,,,11,67,2,,,,,
325664,control_change,,,,,8,0,1,,,11,68,0,,,,,
325664,note_on,,,,,0,0,9,,,,,8,,,59,101,
325664,control_change,,,,,8,0,5,,,11,83,4,,,,,
325664,control_change,,,,,8,0,7,,,11,62,6,,,,,
325664,control_change,,,,,8,0,2,,,11,67,1,,,,,
325672,control_change,,,,,8,0,2,,,11,66,1,,,,,
325672,control_change,,,,,8,0,3,,,11,66,2,,,,,
325672,control_change,,,,,8,0,4,,,11,66,3,,,,,
325672,control_change,,,,,8,0,1,,,11,67,0,,,,,
325672,control_change,,,,,8,0,6,,,11,66,5,,,,,
325672,control_change,,,,,8,0,7,,,11,61,6,,,,,
325672,control_change,,,,,8,0,5,,,11,80,4,,,,,
325680,control_change,,,,,8,0,1,,,11,66,0,,,,,
325680,control_change,,,,,8,0,6,,,11,64,5,,,,,
325680,control_change,,,,,8,0,7,,,11,60,6,,,,,
325680,control_change,,,,,8,0,2,,,11,64,1,,,,,
325680,control_change,,,,,8,0,3,,,11,64,2,,,,,
325680,control_change,,,,,8,0,4,,,11,64,3,,,,,
325680,control_change,,,,,8,0,5,,,11,79,4,,,,,
325680,note_on,,,,,0,0,12,,,,,11,,,52,115,
325680,note_off,,,,,48,0,12,,,,,11,,,52,0,
325688,control_change,,,,,8,0,6,,,11,63,5,,,,,
325688,control_change,,,,,8,0,3,,,11,63,2,,,,,
325688,control_change,,,,,8,0,2,,,11,63,1,,,,,
325688,control_change,,,,,8,0,7,,,11,59,6,,,,,
325688,control_change,,,,,8,0,5,,,11,76,4,,,,,
325688,control_change,,,,,8,0,4,,,11,63,3,,,,,
325688,control_change,,,,,8,0,1,,,11,64,0,,,,,
325696,note_off,,,,,48,0,8,,,,,7,,,64,0,
325696,note_on,,,,,0,0,13,,,,,12,,,40,115,
325696,note_off,,,,,48,0,13,,,,,12,,,40,0,
325696,control_change,,,,,8,0,3,,,11,62,2,,,,,
325696,control_change,,,,,8,0,4,,,11,62,3,,,,,
325696,control_change,,,,,8,0,6,,,11,62,5,,,,,
325696,control_change,,,,,8,0,2,,,11,62,1,,,,,
325696,control_change,,,,,8,0,7,,,11,58,6,,,,,
325696,note_on,,,,,0,0,8,,,,,7,,,64,87,
325696,control_change,,,,,8,0,1,,,11,63,0,,,,,
325696,control_change,,,,,8,0,5,,,11,74,4,,,,,
325704,control_change,,,,,8,0,3,,,11,61,2,,,,,
325704,control_change,,,,,8,0,2,,,11,61,1,,,,,
325704,control_change,,,,,8,0,1,,,11,62,0,,,,,
325704,control_change,,,,,8,0,4,,,11,61,3,,,,,
325704,control_change,,,,,8,0,6,,,11,61,5,,,,,
325704,control_change,,,,,8,0,5,,,11,73,4,,,,,
325704,control_change,,,,,8,0,7,,,11,57,6,,,,,
325712,control_change,,,,,8,0,4,,,11,60,3,,,,,
325712,control_change,,,,,8,0,6,,,11,60,5,,,,,
325712,control_change,,,,,8,0,3,,,11,60,2,,,,,
325712,note_off,,,,,48,0,11,,,,,10,,,55,0,
325712,control_change,,,,,8,0,7,,,11,56,6,,,,,
325712,control_change,,,,,8,0,5,,,11,71,4,,,,,
325712,note_on,,,,,0,0,9,,,,,8,,,59,101,
325712,control_change,,,,,8,0,1,,,11,61,0,,,,,
325712,note_on,,,,,0,0,11,,,,,10,,,55,101,
325712,control_change,,,,,8,0,2,,,11,60,1,,,,,
325712,note_off,,,,,48,0,9,,,,,8,,,59,0,
325720,control_change,,,,,8,0,6,,,11,59,5,,,,,
325720,control_change,,,,,8,0,5,,,11,70,4,,,,,
325720,control_change,,,,,8,0,1,,,11,60,0,,,,,
325720,control_change,,,,,8,0,2,,,11,59,1,,,,,
325720,control_change,,,,,8,0,3,,,11,59,2,,,,,
325720,control_change,,,,,8,0,4,,,11,59,3,,,,,
325720,control_change,,,,,8,0,7,,,11,55,6,,,,,
325728,control_change,,,,,8,0,3,,,11,58,2,,,,,
325728,control_change,,,,,8,0,6,,,11,58,5,,,,,
325728,control_change,,,,,8,0,2,,,11,58,1,,,,,
325728,control_change,,,,,8,0,4,,,11,58,3,,,,,
325728,control_change,,,,,8,0,5,,,11,68,4,,,,,
325728,control_change,,,,,8,0,7,,,11,54,6,,,,,
325728,control_change,,,,,8,0,1,,,11,59,0,,,,,
325728,note_off,,,,,48,0,12,,,,,11,,,52,0,
325728,note_on,,,,,0,0,12,,,,,11,,,52,109,
325736,control_change,,,,,8,0,6,,,11,57,5,,,,,
325736,control_change,,,,,8,0,5,,,11,67,4,,,,,
325736,control_change,,,,,8,0,2,,,11,57,1,,,,,
325736,control_change,,,,,8,0,1,,,11,58,0,,,,,
325736,control_change,,,,,8,0,3,,,11,57,2,,,,,
325736,control_change,,,,,8,0,4,,,11,57,3,,,,,
325744,control_change,,,,,8,0,3,,,11,56,2,,,,,
325744,note_on,,,,,0,0,13,,,,,12,,,40,109,
325744,note_on,,,,,0,0,8,,,,,7,,,64,66,
325744,control_change,,,,,8,0,1,,,11,57,0,,,,,
325744,note_off,,,,,48,0,8,,,,,7,,,64,0,
325744,control_change,,,,,8,0,4,,,11,56,3,,,,,
325744,control_change,,,,,16,0,7,,,11,53,6,,,,,
325744,control_change,,,,,8,0,5,,,11,66,4,,,,,
325744,control_change,,,,,8,0,6,,,11,56,5,,,,,
325744,note_off,,,,,48,0,13,,,,,12,,,40,0,
325744,control_change,,,,,8,0,2,,,11,56,1,,,,,
325752,control_change,,,,,8,0,4,,,11,55,3,,,,,
325752,control_change,,,,,8,0,6,,,11,55,5,,,,,
325752,control_change,,,,,8,0,3,,,11,55,2,,,,,
325752,control_change,,,,,8,0,5,,,11,64,4,,,,,
325752,control_change,,,,,8,0,1,,,11,56,0,,,,,
325752,control_change,,,,,8,0,2,,,11,55,1,,,,,
325760,note_off,,,,,48,0,9,,,,,8,,,59,0,
325760,note_off,,,,,48,0,11,,,,,10,,,55,0,
325760,note_on,,,,,0,0,9,,,,,8,,,59,69,
325760,control_change,,,,,8,0,3,,,11,54,2,,,,,
325760,control_change,,,,,16,0,7,,,11,52,6,,,,,
325760,control_change,,,,,8,0,6,,,11,54,5,,,,,
325760,control_change,,,,,8,0,1,,,11,55,0,,,,,
325760,control_change,,,,,8,0,4,,,11,54,3,,,,,
325760,control_change,,,,,8,0,5,,,11,63,4,,,,,
325760,note_on,,,,,0,0,11,,,,,10,,,55,69,
325760,control_change,,,,,8,0,2,,,11,54,1,,,,,
325768,control_change,,,,,8,0,5,,,11,62,4,,,,,
325768,control_change,,,,,8,0,7,,,11,51,6,,,,,
325768,control_change,,,,,8,0,1,,,11,54,0,,,,,
325776,control_change,,,,,8,0,5,,,11,61,4,,,,,
325776,control_change,,,,,16,0,6,,,11,53,5,,,,,
325776,control_change,,,,,16,0,2,,,11,53,1,,,,,
325776,control_change,,,,,16,0,3,,,11,53,2,,,,,
325776,note_off,,,,,48,0,12,,,,,11,,,52,0,
325776,note_on,,,,,0,0,12,,,,,11,,,52,101,
325776,control_change,,,,,16,0,4,,,11,53,3,,,,,
325784,control_change,,,,,16,0,1,,,11,53,0,,,,,
325784,control_change,,,,,16,0,7,,,11,50,6,,,,,
325784,control_change,,,,,8,0,5,,,11,60,4,,,,,
325792,note_off,,,,,48,0,8,,,,,7,,,64,0,
325792,note_on,,,,,0,0,8,,,,,7,,,64,71,
325792,control_change,,,,,8,0,5,,,11,59,4,,,,,
325792,control_change,,,,,16,0,6,,,11,52,5,,,,,
325792,control_change,,,,,16,0,3,,,11,52,2,,,,,
325792,note_off,,,,,48,0,13,,,,,12,,,40,0,
325792,note_on,,,,,0,0,13,,,,,12,,,40,101,
325792,control_change,,,,,16,0,2,,,11,52,1,,,,,
325792,control_change,,,,,16,0,4,,,11,52,3,,,,,
325800,control_change,,,,,8,0,6,,,11,51,5,,,,,
325800,control_change,,,,,8,0,4,,,11,51,3,,,,,
325800,control_change,,,,,8,0,3,,,11,51,2,,,,,
325800,control_change,,,,,16,0,7,,,11,49,6,,,,,
325800,control_change,,,,,16,0,1,,,11,52,0,,,,,
325800,control_change,,,,,8,0,2,,,11,51,1,,,,,
325800,control_change,,,,,8,0,5,,,11,58,4,,,,,
325808,note_on,,,,,0,0,11,,,,,10,,,55,68,
325808,note_on,,,,,0,0,9,,,,,8,,,59,68,
325808,note_off,,,,,48,0,9,,,,,8,,,59,0,
325808,note_off,,,,,48,0,11,,,,,10,,,55,0,
325808,control_change,,,,,8,0,1,,,11,51,0,,,,,
325808,control_change,,,,,8,0,5,,,11,57,4,,,,,
325816,control_change,,,,,16,0,4,,,11,50,3,,,,,
325816,control_change,,,,,16,0,6,,,11,50,5,,,,,
325816,control_change,,,,,16,0,7,,,11,48,6,,,,,
325816,control_change,,,,,16,0,3,,,11,50,2,,,,,
325816,control_change,,,,,16,0,2,,,11,50,1,,,,,
325816,control_change,,,,,8,0,5,,,11,56,4,,,,,
325824,note_off,,,,,48,0,12,,,,,11,,,52,0,
325824,control_change,,,,,16,0,1,,,11,50,0,,,,,
325824,note_on,,,,,0,0,12,,,,,11,,,52,91,
325824,control_change,,,,,8,0,5,,,11,55,4,,,,,
325832,control_change,,,,,8,0,5,,,11,54,4,,,,,
325832,control_change,,,,,16,0,4,,,11,49,3,,,,,
325832,control_change,,,,,16,0,2,,,11,49,1,,,,,
325832,control_change,,,,,16,0,3,,,11,49,2,,,,,
325832,control_change,,,,,16,0,6,,,11,49,5,,,,,
325840,control_change,,,,,16,0,1,,,11,49,0,,,,,
325840,note_on,,,,,0,0,8,,,,,7,,,64,59,
325840,note_on,,,,,0,0,13,,,,,12,,,40,91,
325840,note_off,,,,,48,0,13,,,,,12,,,40,0,
325840,note_off,,,,,48,0,8,,,,,7,,,64,0,
325840,control_change,,,,,24,0,7,,,11,47,6,,,,,
325848,control_change,,,,,16,0,3,,,11,48,2,,,,,
325848,control_change,,,,,16,0,2,,,11,48,1,,,,,
325848,control_change,,,,,16,0,6,,,11,48,5,,,,,
325848,control_change,,,,,16,0,4,,,11,48,3,,,,,
325848,control_change,,,,,16,0,5,,,11,53,4,,,,,
325856,control_change,,,,,16,0,1,,,11,48,0,,,,,
325856,note_on,,,,,0,0,11,,,,,10,,,55,57,
325856,note_on,,,,,0,0,9,,,,,8,,,59,57,
325856,note_off,,,,,48,0,9,,,,,8,,,59,0,
325856,note_off,,,,,48,0,11,,,,,10,,,55,0,
325864,control_change,,,,,16,0,5,,,11,52,4,,,,,
325864,control_change,,,,,24,0,7,,,11,46,6,,,,,
325872,control_change,,,,,24,0,6,,,11,47,5,,,,,
325872,control_change,,,,,24,0,2,,,11,47,1,,,,,
325872,note_on,,,,,0,0,12,,,,,11,,,52,78,
325872,note_off,,,,,48,0,12,,,,,11,,,52,0,
325872,control_change,,,,,24,0,3,,,11,47,2,,,,,
325872,control_change,,,,,24,0,4,,,11,47,3,,,,,
325872,control_change,,,,,8,0,5,,,11,51,4,,,,,
325880,control_change,,,,,24,0,1,,,11,47,0,,,,,
325888,note_off,,,,,48,0,13,,,,,12,,,40,0,
325888,control_change,,,,,24,0,7,,,11,45,6,,,,,
325888,note_on,,,,,0,0,13,,,,,12,,,40,78,
325888,note_off,,,,,48,0,8,,,,,7,,,64,0,
325888,note_on,,,,,0,0,8,,,,,7,,,64,53,
325888,control_change,,,,,16,0,5,,,11,50,4,,,,,
325896,control_change,,,,,24,0,2,,,11,46,1,,,,,
325896,control_change,,,,,24,0,4,,,11,46,3,,,,,
325896,control_change,,,,,24,0,3,,,11,46,2,,,,,
325896,control_change,,,,,24,0,6,,,11,46,5,,,,,
325904,note_off,,,,,48,0,9,,,,,8,,,59,0,
325904,note_on,,,,,0,0,11,,,,,10,,,55,60,
325904,control_change,,,,,16,0,5,,,11,49,4,,,,,
325904,note_on,,,,,0,0,9,,,,,8,,,59,60,
325904,control_change,,,,,24,0,1,,,11,46,0,,,,,
325904,note_off,,,,,48,0,11,,,,,10,,,55,0,
325920,control_change,,,,,24,0,3,,,11,45,2,,,,,
325920,control_change,,,,,16,0,5,,,11,48,4,,,,,
325920,control_change,,,,,24,0,4,,,11,45,3,,,,,
325920,note_on,,,,,0,0,12,,,,,11,,,52,64,
325920,control_change,,,,,24,0,2,,,11,45,1,,,,,
325920,note_off,,,,,48,0,12,,,,,11,,,52,0,
325920,control_change,,,,,24,0,6,,,11,45,5,,,,,
325928,control_change,,,,,40,0,7,,,11,44,6,,,,,
325928,control_change,,,,,24,0,1,,,11,45,0,,,,,
325936,note_off,,,,,48,0,8,,,,,7,,,64,0,
325936,note_on,,,,,0,0,13,,,,,12,,,40,64,
325936,note_off,,,,,48,0,13,,,,,12,,,40,0,
325936,note_on,,,,,0,0,8,,,,,7,,,64,59,
325944,control_change,,,,,24,0,5,,,11,47,4,,,,,
325952,note_on,,,,,0,0,9,,,,,8,,,59,54,
325952,note_off,,,,,48,0,9,,,,,8,,,59,0,
325952,note_on,,,,,0,0,11,,,,,10,,,55,54,
325952,note_off,,,,,48,0,11,,,,,10,,,55,0,
325960,control_change,,,,,40,0,3,,,11,44,2,,,,,
325960,control_change,,,,,40,0,2,,,11,44,1,,,,,
325960,control_change,,,,,40,0,6,,,11,44,5,,,,,
325960,control_change,,,,,40,0,4,,,11,44,3,,,,,
325968,note_off,,,,,48,0,12,,,,,11,,,52,0,
325968,control_change,,,,,24,0,5,,,11,46,4,,,,,
325968,control_change,,,,,40,0,1,,,11,44,0,,,,,
325968,note_on,,,,,0,0,12,,,,,11,,,52,55,
325976,control_change,,,,,48,0,7,,,11,43,6,,,,,
325984,note_on,,,,,0,0,8,,,,,7,,,64,52,
325984,note_off,,,,,48,0,8,,,,,7,,,64,0,
325984,note_on,,,,,0,0,13,,,,,12,,,40,55,
325984,note_off,,,,,48,0,13,,,,,12,,,40,0,
325992,control_change,,,,,24,0,5,,,11,45,4,,,,,
326000,note_on,,,,,0,0,11,,,,,10,,,55,47,
326000,note_off,,,,,48,0,9,,,,,8,,,59,0,
326000,note_on,,,,,0,0,9,,,,,8,,,59,47,
326000,note_off,,,,,48,0,11,,,,,10,,,55,0,
326008,control_change,,,,,48,0,3,,,11,43,2,,,,,
326008,control_change,,,,,48,0,4,,,11,43,3,,,,,
326008,control_change,,,,,48,0,2,,,11,43,1,,,,,
326008,control_change,,,,,48,0,6,,,11,43,5,,,,,
326016,control_change,,,,,48,0,1,,,11,43,0,,,,,
326016,note_on,,,,,0,0,12,,,,,11,,,52,50,
326016,note_off,,,,,48,0,12,,,,,11,,,52,0,
326024,control_change,,,,,48,0,7,,,11,42,6,,,,,
326032,note_on,,,,,0,0,13,,,,,12,,,40,50,
326032,note_off,,,,,48,0,13,,,,,12,,,40,0,
326032,note_off,,,,,48,0,8,,,,,7,,,64,0,
326032,control_change,,,,,40,0,5,,,11,44,4,,,,,
326032,note_on,,,,,0,0,8,,,,,7,,,64,56,
326048,note_on,,,,,0,0,11,,,,,10,,,55,56,
326048,note_off,,,,,48,0,9,,,,,8,,,59,0,
326048,note_off,,,,,48,0,11,,,,,10,,,55,0,
326048,note_on,,,,,0,0,9,,,,,8,,,59,56,
326056,control_change,,,,,48,0,3,,,11,42,2,,,,,
326056,control_change,,,,,48,0,2,,,11,42,1,,,,,
326056,control_change,,,,,48,0,6,,,11,42,5,,,,,
326056,control_change,,,,,48,0,4,,,11,42,3,,,,,
326064,note_off,,,,,48,0,12,,,,,11,,,52,0,
326064,note_on,,,,,0,0,12,,,,,11,,,52,48,
326064,control_change,,,,,48,0,1,,,11,42,0,,,,,
326080,note_off,,,,,48,0,13,,,,,12,,,40,0,
326080,note_on,,,,,0,0,13,,,,,12,,,40,48,
326080,control_change,,,,,48,0,5,,,11,43,4,,,,,
326080,note_off,,,,,48,0,8,,,,,7,,,64,0,
326080,note_on,,,,,0,0,8,,,,,7,,,64,52,
326096,note_off,,,,,48,0,9,,,,,8,,,59,0,
326096,note_on,,,,,0,0,11,,,,,10,,,55,54,
326096,note_on,,,,,0,0,9,,,,,8,,,59,54,
326096,note_off,,,,,48,0,11,,,,,10,,,55,0,
326112,note_off,,,,,48,0,12,,,,,11,,,52,0,
326112,note_on,,,,,0,0,12,,,,,11,,,52,47,
326128,note_on,,,,,0,0,13,,,,,12,,,40,47,
326128,control_change,,,,,48,0,5,,,11,42,4,,,,,
326128,note_on,,,,,0,0,8,,,,,7,,,64,45,
326128,note_off,,,,,48,0,8,,,,,7,,,64,0,
326128,note_off,,,,,48,0,13,,,,,12,,,40,0,
326128,control_change,,,,,104,0,7,,,11,41,6,,,,,
326144,note_off,,,,,48,0,11,,,,,10,,,55,0,
326144,note_on,,,,,0,0,11,,,,,10,,,55,54,
326144,note_on,,,,,0,0,9,,,,,8,,,59,54,
326144,note_off,,,,,48,0,9,,,,,8,,,59,0,
326160,control_change,,,,,104,0,6,,,11,41,5,,,,,
326160,control_change,,,,,104,0,3,,,11,41,2,,,,,
326160,control_change,,,,,104,0,2,,,11,41,1,,,,,
326160,note_off,,,,,48,0,12,,,,,11,,,52,0,
326160,note_on,,,,,0,0,12,,,,,11,,,52,46,
326160,control_change,,,,,104,0,4,,,11,41,3,,,,,
326168,control_change,,,,,104,0,1,,,11,41,0,,,,,
326176,note_off,,,,,48,0,13,,,,,12,,,40,0,
326176,note_on,,,,,0,0,13,,,,,12,,,40,46,
326176,note_on,,,,,0,0,8,,,,,7,,,64,45,
326176,note_off,,,,,48,0,8,,,,,7,,,64,0,
326192,note_on,,,,,0,0,11,,,,,10,,,55,49,
326192,note_off,,,,,48,0,11,,,,,10,,,55,0,
326192,note_off,,,,,48,0,9,,,,,8,,,59,0,
326192,note_on,,,,,0,0,9,,,,,8,,,59,49,
326208,note_on,,,,,0,0,12,,,,,11,,,52,45,
326208,note_off,,,,,48,0,12,,,,,11,,,52,0,
326224,note_off,,,,,48,0,8,,,,,7,,,64,0,
326224,note_off,,,,,48,0,13,,,,,12,,,40,0,
326224,note_on,,,,,0,0,13,,,,,12,,,40,45,
326224,note_on,,,,,0,0,8,,,,,7,,,64,45,
326232,control_change,,,,,104,0,5,,,11,41,4,,,,,
326240,note_on,,,,,0,0,9,,,,,8,,,59,47,
326240,note_off,,,,,48,0,9,,,,,8,,,59,0,
326240,note_off,,,,,48,0,11,,,,,10,,,55,0,
326240,note_on,,,,,0,0,11,,,,,10,,,55,47,
326256,note_off,,,,,48,0,12,,,,,11,,,52,0,
326256,note_on,,,,,0,0,12,,,,,11,,,52,45,
326272,note_off,,,,,48,0,8,,,,,7,,,64,0,
326272,note_on,,,,,0,0,13,,,,,12,,,40,45,
326272,note_on,,,,,0,0,8,,,,,7,,,64,45,
326272,note_off,,,,,48,0,13,,,,,12,,,40,0,
326288,note_off,,,,,48,0,9,,,,,8,,,59,0,
326288,note_on,,,,,0,0,9,,,,,8,,,59,46,
326288,note_on,,,,,0,0,11,,,,,10,,,55,46,
326288,note_off,,,,,48,0,11,,,,,10,,,55,0,
326304,note_on,,,,,0,0,12,,,,,11,,,52,45,
326304,note_off,,,,,48,0,12,,,,,11,,,52,0,
